"brand","Series","Series-2","PartNo","DetailLink","Document","Description","Suggested Drivers","状态","预算报价（不含税）(CNY)","封装类型和焊端数","内核：类型","工作频率 (Max) (MHz) ","内核：内核数量 (Spec)","缓存 (KB) ","L2缓存 (Max) (KB) ","内部RAM (KB) ","支持外部存储器","外部总线接口","工作环境温度 (Min-Max) (°C) ","I/O 工作电压 (Max) (V) ","Junction Temperature (Max) (&#186;C)","GPIOs","内核：性能(MIPS)","PLC代码","Pin count","PLC描述","功耗 (Max) (W) ","功耗 (Typ) (W) ","总线频率 (Max) (MHz) ","无铅","认证级别","RoHS","内核：工作电压 (Spec) (V) ","USB","USB features","SPI","Ethernet Type","以太网","通信协议","I2C","协处理器频率 (Max) (MHz) ","协处理器类型","TDM","DMA通道总数","最后发货日期","最后订单日期","CAN","UART","CAN Type","其他特性","安全","eTSEC","Junction Temperature (Min) (&#186;C)","定时器类型","HDLC","SMC","SCC","替代部件"
"FSL","Power Architecture 处理器---PowerQUICC通信处理器","MPC8272","MPC8272VRTIEA","http://www.freescale.com/webapp/search.partparamdetail.framework?PART_NUMBER=MPC8272&buyNow=true&fromSearch=true","http://www.freescale.com/zh-Hans/products/power-architecture-processors/powerquicc-processors/powerquicc-ii-82xx/powerquicc-ii-processor-with-pci-usb-security-communications-processor-module-with-utopia:MPC8272?&fpsp=1&tab=Documentation_Tab#MPC8272VRTIEA","PowerQUICC, 32 Bit Power Arch, 400MHz, SoC, PCI, USB, CPM, UTOPIA PCI, USB, CPM, SEC, 0 to 105C","-","-","100 @ CNY236.22 each","TEPBGA 516","603e","400","1","32","-","20","EPROM, FLASH, SDRAM, SRAM, DRAM","60x, PCI","0 to 105","3.3","105","120","760.4","4","516","PRODUCT MATURITY/SATURATION(4)","1.5","1.3","100","-","10-YEARS APPLICATION LIFE","-","1.5","-","USB 2.0","-","MII, 10/100 BaseT","-","TDM, UTOPIA, Ethernet","-","200","CPM","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"FSL","Power Architecture 处理器---PowerQUICC通信处理器","MPC8272","MPC8272VRTMFA","http://www.freescale.com/webapp/search.partparamdetail.framework?PART_NUMBER=MPC8272&buyNow=true&fromSearch=true","http://www.freescale.com/zh-Hans/products/power-architecture-processors/powerquicc-processors/powerquicc-ii-82xx/powerquicc-ii-processor-with-pci-usb-security-communications-processor-module-with-utopia:MPC8272?&fpsp=1&tab=Documentation_Tab#MPC8272VRTMFA","PowerQUICC, 32 Bit Power Arch, 400MHz, SoC, PCI, USB, CPM, UTOPIA PCI, USB, CPM, SEC, 0 to 105C","-","-","100 @ CNY264.51 each","TEPBGA 516","603e","400","1","32","-","20","SRAM, SDRAM, FLASH, EPROM, DRAM","60x, Local","0 to 105","3.3","105","82","760.4","4","516","PRODUCT MATURITY/SATURATION(4)","1.8","1.5","133","-","10-YEARS APPLICATION LIFE","-","1.5","-","USB 2.0","-","10/100 BaseT","-","Ethernet","-","133","CPM","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"FSL","Power Architecture 处理器---PowerQUICC通信处理器","MPC8272","MPC8272ZQMIBA","http://www.freescale.com/webapp/search.partparamdetail.framework?PART_NUMBER=MPC8272&buyNow=true&fromSearch=true","http://www.freescale.com/zh-Hans/products/power-architecture-processors/powerquicc-processors/powerquicc-ii-82xx/powerquicc-ii-processor-with-pci-usb-security-communications-processor-module-with-utopia:MPC8272?&fpsp=1&tab=Documentation_Tab#MPC8272ZQMIBA","PowerQUICC, 32 Bit Power Arch, 266MHz, SoC, PCI, USB, CPM, UTOPIA PCI, USB, CPM, SEC, 0 to 105C","-","-","100 @ CNY174.16 each","TEPBGA 516","603e","266","1","32","-","20","EPROM, FLASH, SDRAM, SRAM, DRAM","60x, PCI","0 to 105","3.3","105","120","505.4","4","516","PRODUCT MATURITY/SATURATION(4)","1.2","1","66","-","10-YEARS APPLICATION LIFE","-","1.5","-","USB 2.0","-","MII, 10/100 BaseT","-","TDM, UTOPIA, Ethernet","-","200","CPM","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"FSL","Power Architecture 处理器---PowerQUICC通信处理器","MPC8272","MPC8272ZQTIEA","http://www.freescale.com/webapp/search.partparamdetail.framework?PART_NUMBER=MPC8272&buyNow=true&fromSearch=true","http://www.freescale.com/zh-Hans/products/power-architecture-processors/powerquicc-processors/powerquicc-ii-82xx/powerquicc-ii-processor-with-pci-usb-security-communications-processor-module-with-utopia:MPC8272?&fpsp=1&tab=Documentation_Tab#MPC8272ZQTIEA","PowerQUICC, 32 Bit Power Arch, 400MHz, SoC, PCI, USB, CPM, UTOPIA PCI, USB, CPM, SEC, 0 to 105C","-","-","100 @ CNY236.22 each","TEPBGA 516","603e","400","1","32","-","20","EPROM, FLASH, SDRAM, SRAM, DRAM","60x, PCI","0 to 105","3.3","105","120","760.4","4","516","PRODUCT MATURITY/SATURATION(4)","1.5","1.3","100","-","10-YEARS APPLICATION LIFE","-","1.5","-","USB 2.0","-","MII, 10/100 BaseT","-","TDM, UTOPIA, Ethernet","-","200","CPM","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"FSL","Power Architecture 处理器---PowerQUICC通信处理器","MPC8270","MPC8270CVRMIBA","http://www.freescale.com/webapp/search.partparamdetail.framework?PART_NUMBER=MPC8270&buyNow=true&fromSearch=true","http://www.freescale.com/zh-Hans/products/power-architecture-processors/powerquicc-processors/powerquicc-ii-82xx/powerquicc-ii-processor-with-pci-usb-128-ch.-hdlc-10-100-ethernet:MPC8270?&fpsp=1&tab=Documentation_Tab#MPC8270CVRMIBA","PowerQUICC, 32 Bit Power Architecture, 266MHz, Comms Processor, PCI, USB, HDLC, Enet, -40 to 105C","-","-","1000 @ CNY245.50 each","TEPBGA 516","603e","266","1","32","-","64","EPROM, FLASH, SDRAM, SRAM, DRAM","60x, Local, PCI","-40 to 105","3.3","105","120","505.4","4","516","PRODUCT MATURITY/SATURATION(4)","1.1","1.05","66","-","10-YEARS APPLICATION LIFE","-","1.5","-","USB 2.0","-","10/100 BaseT, MII","-","UART, Transparent, SS7, HDLC, GCI, Ethernet, BISYNC, AppleTalk, TDM, UTOPIA","-","200","CPM","-","30","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"FSL","Power Architecture 处理器---PowerQUICC通信处理器","MPC8270","MPC8270CVVQLDA","http://www.freescale.com/webapp/search.partparamdetail.framework?PART_NUMBER=MPC8270&buyNow=true&fromSearch=true","http://www.freescale.com/zh-Hans/products/power-architecture-processors/powerquicc-processors/powerquicc-ii-82xx/powerquicc-ii-processor-with-pci-usb-128-ch.-hdlc-10-100-ethernet:MPC8270?&fpsp=1&tab=Documentation_Tab#MPC8270CVVQLDA","PowerQUICC, 32 Bit Power Architecture, 333MHz, Comms Processor, PCI, USB, HDLC, Enet, -40 to 105C","-","-","1000 @ CNY336.62 each","TBGA 480","603e","333","1","32","-","64","SRAM, SDRAM, FLASH, EPROM, DRAM","60x, Local, PCI","-40 to 105","3.3","105","120","632.7","4","480","PRODUCT MATURITY/SATURATION(4)","1.36","1.25","83","-","10-YEARS APPLICATION LIFE","-","1.5","-","USB 2.0","-","10/100 BaseT","-","Ethernet","-","250","CPM","-","30","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"FSL","Power Architecture 处理器---PowerQUICC通信处理器","MPC8270","MPC8270CVVUPEA","http://www.freescale.com/webapp/search.partparamdetail.framework?PART_NUMBER=MPC8270&buyNow=true&fromSearch=true","http://www.freescale.com/zh-Hans/products/power-architecture-processors/powerquicc-processors/powerquicc-ii-82xx/powerquicc-ii-processor-with-pci-usb-128-ch.-hdlc-10-100-ethernet:MPC8270?&fpsp=1&tab=Documentation_Tab#MPC8270CVVUPEA","PowerQUICC, 32 Bit Power Architecture, 450MHz, Comms Processor, PCI, USB, HDLC, Enet, -40 to 105C","-","-","1000 @ CNY403.89 each","TBGA 480","603e","450","1","32","-","64","SRAM, SDRAM, FLASH, EPROM, DRAM","60x, Local, PCI","-40 to 105","3.3","105","120","855","4","480","PRODUCT MATURITY/SATURATION(4)","1.6","1.5","100","-","10-YEARS APPLICATION LIFE","-","1.5","-","USB 2.0","-","10/100 BaseT","-","Ethernet","-","300","CPM","-","30","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"FSL","Power Architecture 处理器---PowerQUICC通信处理器","MPC8270","MPC8270CZQMIBA","http://www.freescale.com/webapp/search.partparamdetail.framework?PART_NUMBER=MPC8270&buyNow=true&fromSearch=true","http://www.freescale.com/zh-Hans/products/power-architecture-processors/powerquicc-processors/powerquicc-ii-82xx/powerquicc-ii-processor-with-pci-usb-128-ch.-hdlc-10-100-ethernet:MPC8270?&fpsp=1&tab=Documentation_Tab#MPC8270CZQMIBA","PowerQUICC, 32 Bit Power Architecture, 266MHz, Comms Processor, PCI, USB, HDLC, Enet, -40 to 105C","-","-","1000 @ CNY245.50 each","TEPBGA 516","603e","266","1","32","-","64","EPROM, FLASH, SDRAM, SRAM, DRAM","60x, Local, PCI","-40 to 105","3.3","105","120","505.4","4","516","PRODUCT MATURITY/SATURATION(4)","1.1","1.05","66","-","10-YEARS APPLICATION LIFE","-","1.5","-","USB 2.0","-","10/100 BaseT, MII","-","UART, Transparent, SS7, HDLC, GCI, Ethernet, BISYNC, AppleTalk, TDM, UTOPIA","-","200","CPM","-","30","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"FSL","Power Architecture 处理器---PowerQUICC通信处理器","MPC8270","MPC8270CZUQLDA","http://www.freescale.com/webapp/search.partparamdetail.framework?PART_NUMBER=MPC8270&buyNow=true&fromSearch=true","http://www.freescale.com/zh-Hans/products/power-architecture-processors/powerquicc-processors/powerquicc-ii-82xx/powerquicc-ii-processor-with-pci-usb-128-ch.-hdlc-10-100-ethernet:MPC8270?&fpsp=1&tab=Documentation_Tab#MPC8270CZUQLDA","PowerQUICC, 32 Bit Power Architecture, 333MHz, Comms Processor, PCI, USB, HDLC, Enet, -40 to 105C","-","-","1000 @ CNY336.62 each","TBGA 480","603e","333","1","32","-","64","SRAM, SDRAM, FLASH, EPROM, DRAM","60x, Local, PCI","-40 to 105","3.3","105","120","632.7","4","480","PRODUCT MATURITY/SATURATION(4)","1.36","1.25","83","-","10-YEARS APPLICATION LIFE","-","1.5","-","USB 2.0","-","10/100 BaseT","-","Ethernet","-","250","CPM","-","30","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"FSL","Power Architecture 处理器---PowerQUICC通信处理器","MPC8270","MPC8270CZUUPEA","http://www.freescale.com/webapp/search.partparamdetail.framework?PART_NUMBER=MPC8270&buyNow=true&fromSearch=true","http://www.freescale.com/zh-Hans/products/power-architecture-processors/powerquicc-processors/powerquicc-ii-82xx/powerquicc-ii-processor-with-pci-usb-128-ch.-hdlc-10-100-ethernet:MPC8270?&fpsp=1&tab=Documentation_Tab#MPC8270CZUUPEA","PowerQUICC, 32 Bit Power Architecture, 450MHz, Comms Processor, PCI, USB, HDLC, Enet, 0 to 105C","-","-","1000 @ CNY403.89 each","TBGA 480","603e","450","1","32","-","64","SRAM, SDRAM, FLASH, EPROM, DRAM","60x, Local, PCI","-40 to 105","3.3","105","120","855","4","480","PRODUCT MATURITY/SATURATION(4)","1.6","1.5","100","-","10-YEARS APPLICATION LIFE","-","1.5","-","USB 2.0","-","10/100 BaseT","-","Ethernet","-","300","CPM","-","30","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"FSL","Power Architecture 处理器---PowerQUICC通信处理器","MPC8270","MPC8270VRMIBA","http://www.freescale.com/webapp/search.partparamdetail.framework?PART_NUMBER=MPC8270&buyNow=true&fromSearch=true","http://www.freescale.com/zh-Hans/products/power-architecture-processors/powerquicc-processors/powerquicc-ii-82xx/powerquicc-ii-processor-with-pci-usb-128-ch.-hdlc-10-100-ethernet:MPC8270?&fpsp=1&tab=Documentation_Tab#MPC8270VRMIBA","PowerQUICC, 32 Bit Power Architecture, 266MHz, Comms Processor, PCI, USB, HDLC, Enet, 0 to 105C","-","-","1000 @ CNY223.18 each","TEPBGA 516","603e","266","1","32","-","64","EPROM, FLASH, SDRAM, SRAM, DRAM","60x, Local, PCI","0 to 105","3.3","105","120","505.4","4","516","PRODUCT MATURITY/SATURATION(4)","1.1","1.05","66","-","10-YEARS APPLICATION LIFE","-","1.5","-","USB 2.0","-","10/100 BaseT, MII","-","UART, Transparent, SS7, HDLC, GCI, Ethernet, BISYNC, AppleTalk, TDM, UTOPIA","-","200","CPM","-","30","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"FSL","Power Architecture 处理器---PowerQUICC通信处理器","MPC8270","MPC8270VVQLDA","http://www.freescale.com/webapp/search.partparamdetail.framework?PART_NUMBER=MPC8270&buyNow=true&fromSearch=true","http://www.freescale.com/zh-Hans/products/power-architecture-processors/powerquicc-processors/powerquicc-ii-82xx/powerquicc-ii-processor-with-pci-usb-128-ch.-hdlc-10-100-ethernet:MPC8270?&fpsp=1&tab=Documentation_Tab#MPC8270VVQLDA","PowerQUICC, 32 Bit Power Architecture, 333MHz, Comms Processor, PCI, USB, HDLC, Enet, 0 to 105C","-","-","1000 @ CNY305.91 each","TBGA 480","603e","333","1","32","-","64","SRAM, SDRAM, FLASH, EPROM, DRAM","60x, Local, PCI","0 to 105","3.3","105","120","632.7","4","480","PRODUCT MATURITY/SATURATION(4)","1.36","1.25","83","-","10-YEARS APPLICATION LIFE","-","1.5","-","USB 2.0","-","10/100 BaseT","-","Ethernet","-","250","CPM","-","30","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"FSL","Power Architecture 处理器---PowerQUICC通信处理器","MPC8270","MPC8270VVUPEA","http://www.freescale.com/webapp/search.partparamdetail.framework?PART_NUMBER=MPC8270&buyNow=true&fromSearch=true","http://www.freescale.com/zh-Hans/products/power-architecture-processors/powerquicc-processors/powerquicc-ii-82xx/powerquicc-ii-processor-with-pci-usb-128-ch.-hdlc-10-100-ethernet:MPC8270?&fpsp=1&tab=Documentation_Tab#MPC8270VVUPEA","PowerQUICC, 32 Bit Power Architecture, 450MHz, Comms Processor, PCI, USB, HDLC, Enet, 0 to 105C","-","-","1000 @ CNY367.20 each","TBGA 480","603e","450","1","32","-","64","SRAM, SDRAM, FLASH, EPROM, DRAM","60x, Local, PCI","0 to 105","3.3","105","120","855","4","480","PRODUCT MATURITY/SATURATION(4)","1.6","1.5","100","-","10-YEARS APPLICATION LIFE","-","1.5","-","USB 2.0","-","10/100 BaseT","-","Ethernet","-","300","CPM","-","30","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"FSL","Power Architecture 处理器---PowerQUICC通信处理器","MPC8270","MPC8270ZQMIBA","http://www.freescale.com/webapp/search.partparamdetail.framework?PART_NUMBER=MPC8270&buyNow=true&fromSearch=true","http://www.freescale.com/zh-Hans/products/power-architecture-processors/powerquicc-processors/powerquicc-ii-82xx/powerquicc-ii-processor-with-pci-usb-128-ch.-hdlc-10-100-ethernet:MPC8270?&fpsp=1&tab=Documentation_Tab#MPC8270ZQMIBA","PowerQUICC, 32 Bit Power Architecture, 266MHz, Comms Processor, PCI, USB, HDLC, Enet, 0 to 105C","-","-","1000 @ CNY223.18 each","TEPBGA 516","603e","266","1","32","-","64","EPROM, FLASH, SDRAM, SRAM, DRAM","60x, Local, PCI","0 to 105","3.3","105","120","505.4","4","516","PRODUCT MATURITY/SATURATION(4)","1.1","1.05","66","-","10-YEARS APPLICATION LIFE","-","1.5","-","USB 2.0","-","10/100 BaseT, MII","-","UART, Transparent, SS7, HDLC, GCI, Ethernet, BISYNC, AppleTalk, TDM, UTOPIA","-","200","CPM","-","30","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"FSL","Power Architecture 处理器---PowerQUICC通信处理器","MPC8270","MPC8270ZUQLDA","http://www.freescale.com/webapp/search.partparamdetail.framework?PART_NUMBER=MPC8270&buyNow=true&fromSearch=true","http://www.freescale.com/zh-Hans/products/power-architecture-processors/powerquicc-processors/powerquicc-ii-82xx/powerquicc-ii-processor-with-pci-usb-128-ch.-hdlc-10-100-ethernet:MPC8270?&fpsp=1&tab=Documentation_Tab#MPC8270ZUQLDA","PowerQUICC, 32 Bit Power Architecture, 333MHz, Comms Processor, PCI, USB, HDLC, Enet, 0 to 105C","-","-","1000 @ CNY305.91 each","TBGA 480","603e","333","1","32","-","64","SRAM, SDRAM, FLASH, EPROM, DRAM","60x, Local, PCI","0 to 105","3.3","105","120","632.7","4","480","PRODUCT MATURITY/SATURATION(4)","1.36","1.25","83","-","10-YEARS APPLICATION LIFE","-","1.5","-","USB 2.0","-","10/100 BaseT","-","Ethernet","-","250","CPM","-","30","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"FSL","Power Architecture 处理器---PowerQUICC通信处理器","MPC8270","MPC8270ZUUPEA","http://www.freescale.com/webapp/search.partparamdetail.framework?PART_NUMBER=MPC8270&buyNow=true&fromSearch=true","http://www.freescale.com/zh-Hans/products/power-architecture-processors/powerquicc-processors/powerquicc-ii-82xx/powerquicc-ii-processor-with-pci-usb-128-ch.-hdlc-10-100-ethernet:MPC8270?&fpsp=1&tab=Documentation_Tab#MPC8270ZUUPEA","PowerQUICC, 32 Bit Power Architecture, 450MHz, Comms Processor, PCI, USB, HDLC, Enet, 0 to 105C","-","-","1000 @ CNY367.20 each","TBGA 480","603e","450","1","32","-","64","SRAM, SDRAM, FLASH, EPROM, DRAM","60x, Local, PCI","0 to 105","3.3","105","120","855","4","480","PRODUCT MATURITY/SATURATION(4)","1.6","1.5","100","-","10-YEARS APPLICATION LIFE","-","1.5","-","USB 2.0","-","10/100 BaseT","-","Ethernet","-","300","CPM","-","30","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"FSL","Power Architecture 处理器---PowerQUICC通信处理器","MPC8248","MPC8248CVRMIBA","http://www.freescale.com/webapp/search.partparamdetail.framework?PART_NUMBER=MPC8248&buyNow=true&fromSearch=true","http://www.freescale.com/zh-Hans/products/power-architecture-processors/powerquicc-processors/powerquicc-ii-82xx/powerquicc-ii-processor-with-pci-usb-security-communications-processor-module:MPC8248?&fpsp=1&tab=Documentation_Tab#MPC8248CVRMIBA","PowerQUICC, 32 Bit Power Architecture, 266MHz, Comms Processor, PCI, USB, CPM, SEC, -40 to 105C","-","-","100 @ CNY167.99 each","TEPBGA 516","603e","266","1","32","-","20","EPROM, FLASH, SDRAM, SRAM, DRAM","60x, Local, PCI","-40 to 105","3.3","105","120","505.4","4","516","PRODUCT MATURITY/SATURATION(4)","1.2","1","66","-","10-YEARS APPLICATION LIFE","-","1.5","-","USB 2.0","-","MII, 10/100 BaseT","-","Ethernet","-","200","CPM","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"FSL","Power Architecture 处理器---PowerQUICC通信处理器","MPC8248","MPC8248CVRPIEA","http://www.freescale.com/webapp/search.partparamdetail.framework?PART_NUMBER=MPC8248&buyNow=true&fromSearch=true","http://www.freescale.com/zh-Hans/products/power-architecture-processors/powerquicc-processors/powerquicc-ii-82xx/powerquicc-ii-processor-with-pci-usb-security-communications-processor-module:MPC8248?&fpsp=1&tab=Documentation_Tab#MPC8248CVRPIEA","PowerQUICC, 32 Bit Power Architecture, 300MHz, Comms Processor, PCI, USB, CPM, SEC, -40 to 105C","-","-","100 @ CNY189.86 each","TEPBGA 516","603e","300","1","32","-","20","EPROM, FLASH, SDRAM, SRAM, DRAM","60x, Local, PCI","-40 to 105","3.3","105","120","570","4","516","PRODUCT MATURITY/SATURATION(4)","1.3","1.1","100","-","10-YEARS APPLICATION LIFE","-","1.5","-","USB 2.0","-","MII, 10/100 BaseT","-","Ethernet","-","200","CPM","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"FSL","Power Architecture 处理器---PowerQUICC通信处理器","MPC8248","MPC8248CVRTIEA","http://www.freescale.com/webapp/search.partparamdetail.framework?PART_NUMBER=MPC8248&buyNow=true&fromSearch=true","http://www.freescale.com/zh-Hans/products/power-architecture-processors/powerquicc-processors/powerquicc-ii-82xx/powerquicc-ii-processor-with-pci-usb-security-communications-processor-module:MPC8248?&fpsp=1&tab=Documentation_Tab#MPC8248CVRTIEA","PowerQUICC, 32 Bit Power Architecture, 400MHz, Comms Processor, PCI, USB, CPM, SEC, -40 to 105C","-","-","100 @ CNY227.89 each","TEPBGA 516","603e","400","1","32","-","20","EPROM, FLASH, SDRAM, SRAM, DRAM","60x, Local, PCI","-40 to 105","3.3","105","120","760.4","4","516","PRODUCT MATURITY/SATURATION(4)","1.5","1.3","100","-","10-YEARS APPLICATION LIFE","-","1.5","-","USB 2.0","-","MII, 10/100 BaseT","-","Ethernet","-","200","CPM","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"FSL","Power Architecture 处理器---PowerQUICC通信处理器","MPC8248","MPC8248CZQMIBA","http://www.freescale.com/webapp/search.partparamdetail.framework?PART_NUMBER=MPC8248&buyNow=true&fromSearch=true","http://www.freescale.com/zh-Hans/products/power-architecture-processors/powerquicc-processors/powerquicc-ii-82xx/powerquicc-ii-processor-with-pci-usb-security-communications-processor-module:MPC8248?&fpsp=1&tab=Documentation_Tab#MPC8248CZQMIBA","PowerQUICC, 32 Bit Power Architecture, 266MHz, Comms Processor, PCI, USB, CPM, SEC, -40 to 105C","-","-","100 @ CNY167.99 each","TEPBGA 516","603e","266","1","32","-","20","SRAM, SDRAM, FLASH, EPROM, DRAM","60x, Local, PCI","-40 to 105","3.3","105","120","505.4","4","516","PRODUCT MATURITY/SATURATION(4)","1.2","1","66","-","10-YEARS APPLICATION LIFE","-","1.5","-","USB 2.0","-","10/100 BaseT","-","Ethernet","-","200","CPM","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"FSL","Power Architecture 处理器---PowerQUICC通信处理器","MPC8248","MPC8248CZQTIEA","http://www.freescale.com/webapp/search.partparamdetail.framework?PART_NUMBER=MPC8248&buyNow=true&fromSearch=true","http://www.freescale.com/zh-Hans/products/power-architecture-processors/powerquicc-processors/powerquicc-ii-82xx/powerquicc-ii-processor-with-pci-usb-security-communications-processor-module:MPC8248?&fpsp=1&tab=Documentation_Tab#MPC8248CZQTIEA","PowerQUICC, 32 Bit Power Architecture, 400MHz, Comms Processor, PCI, USB, CPM, SEC, -40 to 105C","-","-","100 @ CNY227.89 each","TEPBGA 516","603e","400","1","32","-","20","SRAM, SDRAM, FLASH, EPROM, DRAM","60x, Local, PCI","-40 to 105","3.3","105","120","760.4","4","516","PRODUCT MATURITY/SATURATION(4)","1.5","1.3","100","-","10-YEARS APPLICATION LIFE","-","1.5","-","USB 2.0","-","10/100 BaseT","-","Ethernet","-","200","CPM","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"FSL","Power Architecture 处理器---PowerQUICC通信处理器","MPC8248","MPC8248VRMIBA","http://www.freescale.com/webapp/search.partparamdetail.framework?PART_NUMBER=MPC8248&buyNow=true&fromSearch=true","http://www.freescale.com/zh-Hans/products/power-architecture-processors/powerquicc-processors/powerquicc-ii-82xx/powerquicc-ii-processor-with-pci-usb-security-communications-processor-module:MPC8248?&fpsp=1&tab=Documentation_Tab#MPC8248VRMIBA","PowerQUICC, 32 Bit Power Architecture, 266MHz, Comms Processor, PCI, USB, CPM, SEC, 0 to 105C","-","-","100 @ CNY152.73 each","TEPBGA 516","603e","266","1","32","-","20","EPROM, FLASH, SDRAM, SRAM, DRAM","60x, Local, PCI","0 to 105","3.3","105","120","505.4","4","516","PRODUCT MATURITY/SATURATION(4)","1.2","1","66","-","10-YEARS APPLICATION LIFE","-","1.5","-","USB 2.0","-","MII, 10/100 BaseT","-","Ethernet","-","200","CPM","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"FSL","Power Architecture 处理器---PowerQUICC通信处理器","MPC8248","MPC8248VRPIEA","http://www.freescale.com/webapp/search.partparamdetail.framework?PART_NUMBER=MPC8248&buyNow=true&fromSearch=true","http://www.freescale.com/zh-Hans/products/power-architecture-processors/powerquicc-processors/powerquicc-ii-82xx/powerquicc-ii-processor-with-pci-usb-security-communications-processor-module:MPC8248?&fpsp=1&tab=Documentation_Tab#MPC8248VRPIEA","PowerQUICC, 32 Bit Power Architecture, 300MHz, Comms Processor, PCI, USB, CPM, SEC, 0 to 105C","-","-","100 @ CNY172.63 each","TEPBGA 516","603e","300","1","32","-","20","EPROM, FLASH, SDRAM, SRAM, DRAM","60x, Local, PCI","0 to 105","3.3","105","120","570","4","516","PRODUCT MATURITY/SATURATION(4)","1.3","1.1","100","-","10-YEARS APPLICATION LIFE","-","1.5","-","USB 2.0","-","MII, 10/100 BaseT","-","Ethernet","-","200","CPM","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"FSL","Power Architecture 处理器---PowerQUICC通信处理器","MPC8248","MPC8248VRTIEA","http://www.freescale.com/webapp/search.partparamdetail.framework?PART_NUMBER=MPC8248&buyNow=true&fromSearch=true","http://www.freescale.com/zh-Hans/products/power-architecture-processors/powerquicc-processors/powerquicc-ii-82xx/powerquicc-ii-processor-with-pci-usb-security-communications-processor-module:MPC8248?&fpsp=1&tab=Documentation_Tab#MPC8248VRTIEA","PowerQUICC, 32 Bit Power Architecture, 400MHz, Comms Processor, PCI, USB, CPM, SEC, 0 to 105C","-","-","100 @ CNY207.16 each","TEPBGA 516","603e","400","1","32","-","20","EPROM, FLASH, SDRAM, SRAM, DRAM","60x, Local, PCI","0 to 105","3.3","105","120","760.4","4","516","PRODUCT MATURITY/SATURATION(4)","1.5","1.3","100","-","10-YEARS APPLICATION LIFE","-","1.5","-","USB 2.0","-","MII, 10/100 BaseT","-","Ethernet","-","200","CPM","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"FSL","Power Architecture 处理器---PowerQUICC通信处理器","MPC8248","MPC8248VRTMFA","http://www.freescale.com/webapp/search.partparamdetail.framework?PART_NUMBER=MPC8248&buyNow=true&fromSearch=true","http://www.freescale.com/zh-Hans/products/power-architecture-processors/powerquicc-processors/powerquicc-ii-82xx/powerquicc-ii-processor-with-pci-usb-security-communications-processor-module:MPC8248?&fpsp=1&tab=Documentation_Tab#MPC8248VRTMFA","PowerQUICC, 32 Bit Power Architecture, 400MHz, Comms Processor, PCI, USB, CPM, SEC, 0 to 105C","-","-","100 @ CNY232.02 each","TEPBGA 516","603e","400","1","32","-","20","SRAM, SDRAM, FLASH, EPROM, DRAM","60x, Local, PCI","0 to 105","3.3","105","120","760.4","4","516","PRODUCT MATURITY/SATURATION(4)","1.8","1.5","133","-","10-YEARS APPLICATION LIFE","-","1.5","-","USB 2.0","-","10/100 BaseT","-","Ethernet","-","266","CPM","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"FSL","Power Architecture 处理器---PowerQUICC通信处理器","MPC8248","MPC8248ZQMIBA","http://www.freescale.com/webapp/search.partparamdetail.framework?PART_NUMBER=MPC8248&buyNow=true&fromSearch=true","http://www.freescale.com/zh-Hans/products/power-architecture-processors/powerquicc-processors/powerquicc-ii-82xx/powerquicc-ii-processor-with-pci-usb-security-communications-processor-module:MPC8248?&fpsp=1&tab=Documentation_Tab#MPC8248ZQMIBA","PowerQUICC, 32 Bit Power Architecture, 266MHz, Comms Processor, PCI, USB, CPM, SEC, 0 to 105C","-","-","100 @ CNY152.73 each","TEPBGA 516","603e","266","1","32","-","20","EPROM, FLASH, SDRAM, SRAM, DRAM","60x, Local, PCI","0 to 105","3.3","105","120","505.4","4","516","PRODUCT MATURITY/SATURATION(4)","1.2","1","66","-","10-YEARS APPLICATION LIFE","-","1.5","-","USB 2.0","-","MII, 10/100 BaseT","-","Ethernet","-","200","CPM","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
