"brand","Series","Series-2","PartNo","DetailLink","Document","Description","Suggested Drivers","状态","替代部件","器件功能","预算报价（不含税）(CNY)","封装类型和焊端数","通信协议","数据传输速率 (Min) (kbps) ","数据传输速率 (Max) (kbps) ","数据传输速率 (Spec) (kbps) ","供电电压 (Min-Max) (V) ","接口和输入控制","工作环境温度 (Min-Max) (°C) ","保护","诊断","其他特性-模拟","RoHS","PLC代码","Pin count","PLC描述","无铅","认证级别","负载供电电压 (Max) (V) ","负载供电电压 (Min) (V) ","其他特性 - 电源管理","线性/LDO稳压器数量","开关降压稳压器数量","输出电压","输出电流 (A) ","开关升压稳压器数量","SafeAssure 功能安全","支持的MCU","GPIOs","供电电压 (Typ) (V) ","内核：内核数量 (Spec)","内部RAM (KB) ","工作频率 (Max) (MHz) ","内核：类型","内部闪存 (KB) ","内核：工作电压 (Spec) (V) "
"FSL","模拟与电源管理---收发器","MC33912","MC33912BACR2","http://www.freescale.com/webapp/search.partparamdetail.framework?PART_NUMBER=MC33912&buyNow=true&fromSearch=true","http://www.freescale.com/zh-Hans/products/analog-power-management/power-management/linear-regulator/lin-sbc-with-dc-motor-predriver-and-current-sense:MC33912?&fpsp=1&tab=Documentation_Tab#MC33912BACR2","System Basis Chip, LIN, 2x 5.0V/60&20mA LDOs, DC Motor Predriver, Isense, QFP 32, Tray","-","-","-","System Basis Chip, Linear Regulators, Comm Transceivers","1000 @ CNY9.22 each","LQFP 32","LIN","10.4","20","100","5.5 to 18","SPI","-40 to 125","Undervoltage Detection, Overvoltage, Thermal Shutdown, Overcurrent, Overtemperature","SPI","Watchdog Timer, Wake, PWM Capable, Low Voltage Detection Reset","-","3","32","PRODUCT STABLE GROWTH/MATURITY(3)","-","AUTO; >=10 YEARS APPLICATION LIFE","-","-","-","2","-","5.0, 5.0","0.05, 0.02","-","-","-","-","-","-","-","-","-","-","-"
"FSL","模拟与电源管理---收发器","MC33912","MC33912G5AC","http://www.freescale.com/webapp/search.partparamdetail.framework?PART_NUMBER=MC33912&buyNow=true&fromSearch=true","http://www.freescale.com/zh-Hans/products/analog-power-management/power-management/linear-regulator/lin-sbc-with-dc-motor-predriver-and-current-sense:MC33912?&fpsp=1&tab=Documentation_Tab#MC33912G5AC","System Basis Chip, LIN, 2x 5.0V/60&20mA LDOs, DC Motor Predriver, Isense, Enhanced EMC, QFP 32, Tray","-","-","-","Linear Regulators, System Basis Chip, Comm Transceivers","1000 @ CNY9.22 each","LQFP 32","LIN","10.4","20","100","5.5 to 18","SPI","-40 to 125","Thermal Shutdown, Undervoltage Detection, Overvoltage, Overcurrent, Overtemperature","SPI","Watchdog Timer, Wake, PWM Capable, Low Voltage Detection Reset","-","3","32","PRODUCT STABLE GROWTH/MATURITY(3)","-","AUTO; >=10 YEARS APPLICATION LIFE","-","-","-","2","-","5.0, 5.0","0.05, 0.02","-","-","-","-","-","-","-","-","-","-","-"
"FSL","模拟与电源管理---收发器","MC33912","MC33912G5ACR2","http://www.freescale.com/webapp/search.partparamdetail.framework?PART_NUMBER=MC33912&buyNow=true&fromSearch=true","http://www.freescale.com/zh-Hans/products/analog-power-management/power-management/linear-regulator/lin-sbc-with-dc-motor-predriver-and-current-sense:MC33912?&fpsp=1&tab=Documentation_Tab#MC33912G5ACR2","System Basis Chip, LIN, 2x 5.0V/60&20mA LDOs, DC Motor Predriver, Isense, Enhanced EMC, QFP 32, Reel","-","-","-","Linear Regulators, System Basis Chip, Comm Transceivers","1000 @ CNY9.22 each","LQFP 32","LIN","10.4","20","100","5.5 to 18","SPI","-40 to 125","Thermal Shutdown, Undervoltage Detection, Overvoltage, Overcurrent, Overtemperature","SPI","Watchdog Timer, Wake, PWM Capable, Low Voltage Detection Reset","-","3","32","PRODUCT STABLE GROWTH/MATURITY(3)","-","AUTO; >=10 YEARS APPLICATION LIFE","-","-","-","2","-","5.0, 5.0","0.05, 0.02","-","-","-","-","-","-","-","-","-","-","-"
"FSL","模拟与电源管理---收发器","MC33912","MC34912BAC","http://www.freescale.com/webapp/search.partparamdetail.framework?PART_NUMBER=MC33912&buyNow=true&fromSearch=true","http://www.freescale.com/zh-Hans/products/analog-power-management/power-management/linear-regulator/lin-sbc-with-dc-motor-predriver-and-current-sense:MC33912?&fpsp=1&tab=Documentation_Tab#MC34912BAC","System Basis Chip, LIN, 2x 5.0V/60&20mA LDOs, DC Motor Predriver, Isense, QFP 32, Tray","-","-","-","System Basis Chip, Linear Regulators, Comm Transceivers","1000 @ CNY8.65 each","LQFP 32","LIN","10.4","20","100","5.5 to 18","SPI","-40 to 85","Overvoltage, Undervoltage Detection, Thermal Shutdown, Overcurrent, Overtemperature","SPI","Watchdog Timer, Wake, PWM Capable, Low Voltage Detection Reset","-","3","32","PRODUCT STABLE GROWTH/MATURITY(3)","-","AUTO; >=10 YEARS APPLICATION LIFE","-","-","-","2","-","5.0, 5.0","0.05, 0.02","-","-","-","-","-","-","-","-","-","-","-"
"FSL","模拟与电源管理---收发器","MC33912","MC34912BACR2","http://www.freescale.com/webapp/search.partparamdetail.framework?PART_NUMBER=MC33912&buyNow=true&fromSearch=true","http://www.freescale.com/zh-Hans/products/analog-power-management/power-management/linear-regulator/lin-sbc-with-dc-motor-predriver-and-current-sense:MC33912?&fpsp=1&tab=Documentation_Tab#MC34912BACR2","System Basis Chip, LIN, 2x 5.0V/60&20mA LDOs, DC Motor Predriver, Isense, QFP 32, Tray","-","-","-","System Basis Chip, Linear Regulators, Comm Transceivers","1000 @ CNY8.65 each","LQFP 32","LIN","10.4","20","100","5.5 to 18","SPI","-40 to 85","Overvoltage, Undervoltage Detection, Thermal Shutdown, Overcurrent, Overtemperature","SPI","Watchdog Timer, Wake, PWM Capable, Low Voltage Detection Reset","-","3","32","PRODUCT STABLE GROWTH/MATURITY(3)","-","AUTO; >=10 YEARS APPLICATION LIFE","-","-","-","2","-","5.0, 5.0","0.05, 0.02","-","-","-","-","-","-","-","-","-","-","-"
"FSL","模拟与电源管理---收发器","MC33912","MC34912G5AC","http://www.freescale.com/webapp/search.partparamdetail.framework?PART_NUMBER=MC33912&buyNow=true&fromSearch=true","http://www.freescale.com/zh-Hans/products/analog-power-management/power-management/linear-regulator/lin-sbc-with-dc-motor-predriver-and-current-sense:MC33912?&fpsp=1&tab=Documentation_Tab#MC34912G5AC","System Basis Chip, LIN, 2x 5.0V/60&20mA LDOs, DC Motor Predriver, Isense, Enhanced EMC, QFP 32, Tray","-","-","-","Linear Regulators, System Basis Chip, Comm Transceivers","1000 @ CNY8.65 each","LQFP 32","LIN","10.4","20","100","5.5 to 18","SPI","-40 to 85","Thermal Shutdown, Undervoltage Detection, Overvoltage, Overcurrent, Overtemperature","SPI","Watchdog Timer, Wake, PWM Capable, Low Voltage Detection Reset","-","3","32","PRODUCT STABLE GROWTH/MATURITY(3)","-","AUTO; >=10 YEARS APPLICATION LIFE","-","-","-","2","-","5.0, 5.0","0.05, 0.02","-","-","-","-","-","-","-","-","-","-","-"
"FSL","模拟与电源管理---收发器","MC33912","MC34912G5ACR2","http://www.freescale.com/webapp/search.partparamdetail.framework?PART_NUMBER=MC33912&buyNow=true&fromSearch=true","http://www.freescale.com/zh-Hans/products/analog-power-management/power-management/linear-regulator/lin-sbc-with-dc-motor-predriver-and-current-sense:MC33912?&fpsp=1&tab=Documentation_Tab#MC34912G5ACR2","System Basis Chip, LIN, 2x 5.0V/60&20mA LDOs, DC Motor Predriver, Isense, Enhanced EMC, QFP 32, Reel","-","-","-","Linear Regulators, System Basis Chip, Comm Transceivers","1000 @ CNY8.65 each","LQFP 32","LIN","10.4","20","100","5.5 to 18","SPI","-40 to 85","Thermal Shutdown, Undervoltage Detection, Overvoltage, Overcurrent, Overtemperature","SPI","Watchdog Timer, Wake, PWM Capable, Low Voltage Detection Reset","-","3","32","PRODUCT STABLE GROWTH/MATURITY(3)","-","AUTO; >=10 YEARS APPLICATION LIFE","-","-","-","2","-","5.0, 5.0","0.05, 0.02","-","-","-","-","-","-","-","-","-","-","-"
"FSL","模拟与电源管理---收发器","MC33905","MCZ33905CD3EK","http://www.freescale.com/webapp/search.partparamdetail.framework?PART_NUMBER=MC33905&buyNow=true&fromSearch=true","http://www.freescale.com/zh-Hans/products/analog-power-management/power-management/linear-regulator/sbc-gen2-with-high-speed-can-and-lin:MC33905?&fpsp=1&tab=Documentation_Tab#MCZ33905CD3EK","System Basis Chip, 2 LIN, 2x 3.3 V/400mA LDOs, 2/3/4 wakeup,  SOIC 32, Rail","-","-","-","System Basis Chip, Linear Regulators, Comm Transceivers","1000 @ CNY12.53 each","SOIC-EP 54","LIN, CAN","40","1000","-","5.5 to 28","SPI","-40 to 125","Undervoltage, Overvoltage Protect, Overtemperature","SPI","-","-","3","54","PRODUCT STABLE GROWTH/MATURITY(3)","-","AUTO; >=10 YEARS APPLICATION LIFE","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"FSL","模拟与电源管理---收发器","MC33905","MCZ33905CD3EKR2","http://www.freescale.com/webapp/search.partparamdetail.framework?PART_NUMBER=MC33905&buyNow=true&fromSearch=true","http://www.freescale.com/zh-Hans/products/analog-power-management/power-management/linear-regulator/sbc-gen2-with-high-speed-can-and-lin:MC33905?&fpsp=1&tab=Documentation_Tab#MCZ33905CD3EKR2","System Basis Chip, 2 LIN, 2x 3.3 V/400mA LDOs, 2/3/4 wakeup,  SOIC 32, Reel","-","-","-","System Basis Chip, Linear Regulators, Comm Transceivers","1000 @ CNY12.53 each","SOIC-EP 54","LIN, CAN","40","1000","-","5.5 to 28","SPI","-40 to 125","Undervoltage, Overvoltage Protect, Overtemperature","SPI","-","-","3","54","PRODUCT STABLE GROWTH/MATURITY(3)","-","AUTO; >=10 YEARS APPLICATION LIFE","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"FSL","模拟与电源管理---收发器","MC33905","MCZ33905CD5EK","http://www.freescale.com/webapp/search.partparamdetail.framework?PART_NUMBER=MC33905&buyNow=true&fromSearch=true","http://www.freescale.com/zh-Hans/products/analog-power-management/power-management/linear-regulator/sbc-gen2-with-high-speed-can-and-lin:MC33905?&fpsp=1&tab=Documentation_Tab#MCZ33905CD5EK","System Basis Chip, 2 LIN, 2x 5.0 V/400mA LDOs, 2/3/4 wakeup,  SOIC-EP 54, Rail","-","-","-","System Basis Chip, Linear Regulators, Comm Transceivers","1000 @ CNY12.53 each","SOIC-EP 54","LIN, CAN","40","1000","-","5.5 to 28","SPI","-40 to 125","Undervoltage, Overvoltage Protect, Overtemperature","SPI","-","-","3","54","PRODUCT STABLE GROWTH/MATURITY(3)","-","AUTO; >=10 YEARS APPLICATION LIFE","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"FSL","模拟与电源管理---收发器","MC33905","MCZ33905CD5EKR2","http://www.freescale.com/webapp/search.partparamdetail.framework?PART_NUMBER=MC33905&buyNow=true&fromSearch=true","http://www.freescale.com/zh-Hans/products/analog-power-management/power-management/linear-regulator/sbc-gen2-with-high-speed-can-and-lin:MC33905?&fpsp=1&tab=Documentation_Tab#MCZ33905CD5EKR2","System Basis Chip, 2 LIN, 2x 5.0 V/400mA LDOs, 3/4 wakeup,  SOIC-EP 54, Reel","-","-","-","System Basis Chip, Linear Regulators, Comm Transceivers","1000 @ CNY12.53 each","SOIC-EP 54","LIN, CAN","40","1000","-","5.5 to 28","SPI","-40 to 125","Undervoltage, Overvoltage Protect, Overtemperature","SPI","-","-","3","54","PRODUCT STABLE GROWTH/MATURITY(3)","-","AUTO; >=10 YEARS APPLICATION LIFE","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"FSL","模拟与电源管理---收发器","MC33905","MCZ33905CS3EK","http://www.freescale.com/webapp/search.partparamdetail.framework?PART_NUMBER=MC33905&buyNow=true&fromSearch=true","http://www.freescale.com/zh-Hans/products/analog-power-management/power-management/linear-regulator/sbc-gen2-with-high-speed-can-and-lin:MC33905?&fpsp=1&tab=Documentation_Tab#MCZ33905CS3EK","System Basis Chip, LIN, 2x 3.3 V/400mA LDOs, 3/4 wakeup,  SOIC 32, Rail","-","-","-","System Basis Chip, Linear Regulators, Comm Transceivers","1000 @ CNY17.23 each","SOIC-EP 32","LIN, CAN","40","1000","-","5.5 to 28","SPI","-40 to 125","Undervoltage, Overvoltage Protect, Overtemperature","SPI","-","-","3","32","PRODUCT STABLE GROWTH/MATURITY(3)","-","AUTO; >=10 YEARS APPLICATION LIFE","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"FSL","模拟与电源管理---收发器","MC33905","MCZ33905CS3EKR2","http://www.freescale.com/webapp/search.partparamdetail.framework?PART_NUMBER=MC33905&buyNow=true&fromSearch=true","http://www.freescale.com/zh-Hans/products/analog-power-management/power-management/linear-regulator/sbc-gen2-with-high-speed-can-and-lin:MC33905?&fpsp=1&tab=Documentation_Tab#MCZ33905CS3EKR2","System Basis Chip, LIN, 2x 3.3 V/400mA LDOs, 3/4 wakeup,  SOIC 32, Reel","-","-","-","System Basis Chip, Linear Regulators, Comm Transceivers","1000 @ CNY17.23 each","SOIC-EP 32","LIN, CAN","40","1000","-","5.5 to 28","SPI","-40 to 125","Undervoltage, Overvoltage Protect, Overtemperature","SPI","-","-","3","32","PRODUCT STABLE GROWTH/MATURITY(3)","-","AUTO; >=10 YEARS APPLICATION LIFE","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"FSL","模拟与电源管理---收发器","MC33905","MCZ33905CS5EK","http://www.freescale.com/webapp/search.partparamdetail.framework?PART_NUMBER=MC33905&buyNow=true&fromSearch=true","http://www.freescale.com/zh-Hans/products/analog-power-management/power-management/linear-regulator/sbc-gen2-with-high-speed-can-and-lin:MC33905?&fpsp=1&tab=Documentation_Tab#MCZ33905CS5EK","System Basis Chip, LIN, 2x 5.0 V/400mA LDOs, 3/4 wakeup,  SOIC 32, Rail","-","-","-","System Basis Chip, Linear Regulators, Comm Transceivers","1000 @ CNY17.23 each","SOIC-EP 32","LIN, CAN","40","1000","-","5.5 to 28","SPI","-40 to 125","Undervoltage, Overvoltage Protect, Overtemperature","SPI","-","-","3","32","PRODUCT STABLE GROWTH/MATURITY(3)","-","AUTO; >=10 YEARS APPLICATION LIFE","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"FSL","模拟与电源管理---收发器","MC33905","MCZ33905CS5EKR2","http://www.freescale.com/webapp/search.partparamdetail.framework?PART_NUMBER=MC33905&buyNow=true&fromSearch=true","http://www.freescale.com/zh-Hans/products/analog-power-management/power-management/linear-regulator/sbc-gen2-with-high-speed-can-and-lin:MC33905?&fpsp=1&tab=Documentation_Tab#MCZ33905CS5EKR2","System Basis Chip, LIN, 2x 5.0 V/400mA LDOs, 3/4 wakeup,  SOIC 32, Reel","-","-","-","System Basis Chip, Linear Regulators, Comm Transceivers","1000 @ CNY17.23 each","SOIC-EP 32","LIN, CAN","40","1000","-","5.5 to 28","SPI","-40 to 125","Undervoltage, Overvoltage Protect, Overtemperature","SPI","-","-","3","32","PRODUCT STABLE GROWTH/MATURITY(3)","-","AUTO; >=10 YEARS APPLICATION LIFE","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"FSL","模拟与电源管理---收发器","MC33904","MCZ33904C3EK","http://www.freescale.com/webapp/search.partparamdetail.framework?PART_NUMBER=MC33904&buyNow=true&fromSearch=true","http://www.freescale.com/zh-Hans/products/analog-power-management/power-management/linear-regulator/system-basis-chip-gen2-with-high-speed-can:MC33904?&fpsp=1&tab=Documentation_Tab#MCZ33904C3EK","System Basis Chip, 2x 3.3 V/400mA LDOs, 4 wakeup,  SOIC 32, Rail","-","-","-","Comm Transceivers, Linear Regulators, System Basis Chip","1000 @ CNY15.51 each","SOIC-EP 32","CAN","40","1000","-","5.5 to 28","SPI","-40 to 125","Overvoltage Protect, Undervoltage, Overtemperature","SPI","-","-","3","32","PRODUCT STABLE GROWTH/MATURITY(3)","-","AUTO; >=10 YEARS APPLICATION LIFE","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"FSL","模拟与电源管理---收发器","MC33904","MCZ33904C3EKR2","http://www.freescale.com/webapp/search.partparamdetail.framework?PART_NUMBER=MC33904&buyNow=true&fromSearch=true","http://www.freescale.com/zh-Hans/products/analog-power-management/power-management/linear-regulator/system-basis-chip-gen2-with-high-speed-can:MC33904?&fpsp=1&tab=Documentation_Tab#MCZ33904C3EKR2","System Basis Chip, 2x 3.3 V/400mA LDOs, 4 wakeup,  SOIC 32, Reel","-","-","-","Comm Transceivers, Linear Regulators, System Basis Chip","1000 @ CNY15.51 each","SOIC-EP 32","CAN","40","1000","-","5.5 to 28","SPI","-40 to 125","Overvoltage Protect, Undervoltage, Overtemperature","SPI","-","-","3","32","PRODUCT STABLE GROWTH/MATURITY(3)","-","AUTO; >=10 YEARS APPLICATION LIFE","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"FSL","模拟与电源管理---收发器","MC33904","MCZ33904C5EK","http://www.freescale.com/webapp/search.partparamdetail.framework?PART_NUMBER=MC33904&buyNow=true&fromSearch=true","http://www.freescale.com/zh-Hans/products/analog-power-management/power-management/linear-regulator/system-basis-chip-gen2-with-high-speed-can:MC33904?&fpsp=1&tab=Documentation_Tab#MCZ33904C5EK","System Basis Chip, 2x 5.0 V/400mA LDOs, 4 wakeup,  SOIC 32, Rail","-","-","-","Comm Transceivers, Linear Regulators, System Basis Chip","1000 @ CNY15.51 each","SOIC-EP 32","CAN","40","1000","-","5.5 to 28","SPI","-40 to 125","Overvoltage Protect, Undervoltage, Overtemperature","SPI","-","-","3","32","PRODUCT STABLE GROWTH/MATURITY(3)","-","AUTO; >=10 YEARS APPLICATION LIFE","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"FSL","模拟与电源管理---收发器","MC33904","MCZ33904C5EKR2","http://www.freescale.com/webapp/search.partparamdetail.framework?PART_NUMBER=MC33904&buyNow=true&fromSearch=true","http://www.freescale.com/zh-Hans/products/analog-power-management/power-management/linear-regulator/system-basis-chip-gen2-with-high-speed-can:MC33904?&fpsp=1&tab=Documentation_Tab#MCZ33904C5EKR2","System Basis Chip, 2x 5.0 V/400mA LDOs, 4 wakeup,  SOIC 32, Reel","-","-","-","Comm Transceivers, Linear Regulators, System Basis Chip","1000 @ CNY15.51 each","SOIC-EP 32","CAN","40","1000","-","5.5 to 28","SPI","-40 to 125","Overvoltage Protect, Undervoltage, Overtemperature","SPI","-","-","3","32","PRODUCT STABLE GROWTH/MATURITY(3)","-","AUTO; >=10 YEARS APPLICATION LIFE","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"FSL","模拟与电源管理---收发器","MC33903","MCZ33903C3EK","http://www.freescale.com/webapp/search.partparamdetail.framework?PART_NUMBER=MC33903&buyNow=true&fromSearch=true","http://www.freescale.com/zh-Hans/products/analog-power-management/power-management/linear-regulator/sbc-gen2-with-high-speed-can-and-lin:MC33903?&fpsp=1&tab=Documentation_Tab#MCZ33903C3EK","System Basis Chip, 2x 3.3 V/400mA LDOs, 1 wakeup,  SOIC 32, Rail","-","-","-","Comm Transceivers, Linear Regulators, System Basis Chip","1000 @ CNY8.14 each","SOIC-EP 32","CAN","40","1000","-","5.5 to 28","SPI","-40 to 125","Overvoltage Protect, Undervoltage, Overtemperature","SPI","-","-","3","32","PRODUCT STABLE GROWTH/MATURITY(3)","-","AUTO; >=10 YEARS APPLICATION LIFE","-","-","-","-","-","-","-","-","-","MPC560xP, MPC5634M","-","-","-","-","-","-","-","-"
"FSL","模拟与电源管理---收发器","MC33903","MCZ33903C3EKR2","http://www.freescale.com/webapp/search.partparamdetail.framework?PART_NUMBER=MC33903&buyNow=true&fromSearch=true","http://www.freescale.com/zh-Hans/products/analog-power-management/power-management/linear-regulator/sbc-gen2-with-high-speed-can-and-lin:MC33903?&fpsp=1&tab=Documentation_Tab#MCZ33903C3EKR2","System Basis Chip, 2x 3.3 V/400mA LDOs, 1 wakeup,  SOIC 32, Reel","-","-","-","Comm Transceivers, Linear Regulators, System Basis Chip","1000 @ CNY8.14 each","SOIC-EP 32","CAN","40","1000","-","5.5 to 28","SPI","-40 to 125","Overvoltage Protect, Undervoltage, Overtemperature","SPI","-","-","3","32","PRODUCT STABLE GROWTH/MATURITY(3)","-","AUTO; >=10 YEARS APPLICATION LIFE","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"FSL","模拟与电源管理---收发器","MC33903","MCZ33903C5EK","http://www.freescale.com/webapp/search.partparamdetail.framework?PART_NUMBER=MC33903&buyNow=true&fromSearch=true","http://www.freescale.com/zh-Hans/products/analog-power-management/power-management/linear-regulator/sbc-gen2-with-high-speed-can-and-lin:MC33903?&fpsp=1&tab=Documentation_Tab#MCZ33903C5EK","System Basis Chip, 2x 5.0 V/400mA LDOs, 1 wakeup,  SOIC 32, Rail","-","-","-","Comm Transceivers, Linear Regulators, System Basis Chip","1000 @ CNY8.14 each","SOIC-EP 32","CAN","40","1000","-","5.5 to 28","SPI","-40 to 125","Overvoltage Protect, Undervoltage, Overtemperature","SPI","-","-","3","32","PRODUCT STABLE GROWTH/MATURITY(3)","-","AUTO; >=10 YEARS APPLICATION LIFE","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"FSL","模拟与电源管理---收发器","MC33903","MCZ33903C5EKR2","http://www.freescale.com/webapp/search.partparamdetail.framework?PART_NUMBER=MC33903&buyNow=true&fromSearch=true","http://www.freescale.com/zh-Hans/products/analog-power-management/power-management/linear-regulator/sbc-gen2-with-high-speed-can-and-lin:MC33903?&fpsp=1&tab=Documentation_Tab#MCZ33903C5EKR2","System Basis Chip, 2x 5.0 V/400mA LDOs, 1 wakeup,  SOIC 32, Reel","-","-","-","Comm Transceivers, Linear Regulators, System Basis Chip","1000 @ CNY8.14 each","SOIC-EP 32","CAN","40","1000","-","5.5 to 28","SPI","-40 to 125","Overvoltage Protect, Undervoltage, Overtemperature","SPI","-","-","3","32","PRODUCT STABLE GROWTH/MATURITY(3)","-","AUTO; >=10 YEARS APPLICATION LIFE","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"FSL","模拟与电源管理---收发器","MC33903","MCZ33903CD3EK","http://www.freescale.com/webapp/search.partparamdetail.framework?PART_NUMBER=MC33903&buyNow=true&fromSearch=true","http://www.freescale.com/zh-Hans/products/analog-power-management/power-management/linear-regulator/sbc-gen2-with-high-speed-can-and-lin:MC33903?&fpsp=1&tab=Documentation_Tab#MCZ33903CD3EK","System Basis Chip, 2 LIN, 2x 3.3 V/400mA LDOs, up to 3 wakeup,  SOIC 32, Rail","-","-","-","System Basis Chip, Linear Regulators, Comm Transceivers","1000 @ CNY10.75 each","SOIC-EP 32","LIN, CAN","40","1000","-","5.5 to 28","SPI","-40 to 125","Undervoltage, Overvoltage Protect, Overtemperature","SPI","-","-","3","32","PRODUCT STABLE GROWTH/MATURITY(3)","-","AUTO; >=10 YEARS APPLICATION LIFE","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"FSL","模拟与电源管理---收发器","MC33903","MCZ33903CD3EKR2","http://www.freescale.com/webapp/search.partparamdetail.framework?PART_NUMBER=MC33903&buyNow=true&fromSearch=true","http://www.freescale.com/zh-Hans/products/analog-power-management/power-management/linear-regulator/sbc-gen2-with-high-speed-can-and-lin:MC33903?&fpsp=1&tab=Documentation_Tab#MCZ33903CD3EKR2","System Basis Chip, 2 LIN, 2x 3.3 V/400mA LDOs, up to 3 wakeup,  SOIC 32, Reel","-","-","-","System Basis Chip, Linear Regulators, Comm Transceivers","1000 @ CNY10.75 each","SOIC-EP 32","LIN, CAN","40","1000","-","5.5 to 28","SPI","-40 to 125","Undervoltage, Overvoltage Protect, Overtemperature","SPI","-","-","3","32","PRODUCT STABLE GROWTH/MATURITY(3)","-","AUTO; >=10 YEARS APPLICATION LIFE","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"FSL","模拟与电源管理---收发器","MC33903","MCZ33903CD5EK","http://www.freescale.com/webapp/search.partparamdetail.framework?PART_NUMBER=MC33903&buyNow=true&fromSearch=true","http://www.freescale.com/zh-Hans/products/analog-power-management/power-management/linear-regulator/sbc-gen2-with-high-speed-can-and-lin:MC33903?&fpsp=1&tab=Documentation_Tab#MCZ33903CD5EK","System Basis Chip, 2 LIN, 2x 5.0 V/400mA LDOs, up to 3 wakeup,  SOIC 32, Rail","-","-","-","System Basis Chip, Linear Regulators, Comm Transceivers","1000 @ CNY10.62 each","SOIC-EP 32","LIN, CAN","40","1000","-","5.5 to 28","SPI","-40 to 125","Undervoltage, Overvoltage Protect, Overtemperature","SPI","-","-","3","32","PRODUCT STABLE GROWTH/MATURITY(3)","-","AUTO; >=10 YEARS APPLICATION LIFE","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"FSL","模拟与电源管理---收发器","MC33903","MCZ33903CD5EKR2","http://www.freescale.com/webapp/search.partparamdetail.framework?PART_NUMBER=MC33903&buyNow=true&fromSearch=true","http://www.freescale.com/zh-Hans/products/analog-power-management/power-management/linear-regulator/sbc-gen2-with-high-speed-can-and-lin:MC33903?&fpsp=1&tab=Documentation_Tab#MCZ33903CD5EKR2","System Basis Chip, 2 LIN, 2x 5.0 V/400mA LDOs, up to 3 wakeup,  SOIC 32, Reel","-","-","-","System Basis Chip, Linear Regulators, Comm Transceivers","1000 @ CNY10.62 each","SOIC-EP 32","LIN, CAN","40","1000","-","5.5 to 28","SPI","-40 to 125","Undervoltage, Overvoltage Protect, Overtemperature","SPI","-","-","3","32","PRODUCT STABLE GROWTH/MATURITY(3)","-","AUTO; >=10 YEARS APPLICATION LIFE","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"FSL","模拟与电源管理---收发器","MC33903","MCZ33903CP3EK","http://www.freescale.com/webapp/search.partparamdetail.framework?PART_NUMBER=MC33903&buyNow=true&fromSearch=true","http://www.freescale.com/zh-Hans/products/analog-power-management/power-management/linear-regulator/sbc-gen2-with-high-speed-can-and-lin:MC33903?&fpsp=1&tab=Documentation_Tab#MCZ33903CP3EK","System Basis Chip, 2x 3.3 V/400mA LDOs, 3 wakeup,  SOIC 32, Rail","-","-","-","System Basis Chip, Linear Regulators, Comm Transceivers","1000 @ CNY14.43 each","SOIC-EP 32","CAN","40","1000","-","5.5 to 28","SPI","-40 to 125","Overvoltage Protect, Undervoltage, Overtemperature","SPI","-","-","3","32","PRODUCT STABLE GROWTH/MATURITY(3)","-","AUTO; >=10 YEARS APPLICATION LIFE","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"FSL","模拟与电源管理---收发器","MC33903","MCZ33903CP3EKR2","http://www.freescale.com/webapp/search.partparamdetail.framework?PART_NUMBER=MC33903&buyNow=true&fromSearch=true","http://www.freescale.com/zh-Hans/products/analog-power-management/power-management/linear-regulator/sbc-gen2-with-high-speed-can-and-lin:MC33903?&fpsp=1&tab=Documentation_Tab#MCZ33903CP3EKR2","System Basis Chip, 2x 3.3 V/400mA LDOs, 3 wakeup,  SOIC 32, Rail","-","-","-","System Basis Chip, Linear Regulators, Comm Transceivers","1000 @ CNY14.43 each","SOIC-EP 32","CAN","40","1000","-","5.5 to 28","SPI","-40 to 125","Overvoltage Protect, Undervoltage, Overtemperature","SPI","-","-","3","32","PRODUCT STABLE GROWTH/MATURITY(3)","-","AUTO; >=10 YEARS APPLICATION LIFE","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
