"brand","Series","Series-2","PartNo","DetailLink","Document","Description","Suggested Drivers","封装类型和焊端数","预算报价（不含税）(CNY)","认证级别","内部闪存 (KB) ","内部RAM (KB) ","EEPROM (KB) ","内核：类型","工作频率 (Max) (MHz) ","总线频率 (Max) (MHz) ","CAN","I2C","SPI","供电电压 (Min-Max) (V) ","GPIOs","工作环境温度 (Min-Max) (°C) ","定时器特性","其他特性","ADC (ch)","PWM (bit)","ADC (bit)","ADC","PWM (ch)","PLC代码","Pin count","PLC描述","PWM","无铅","RoHS","SCI","定时器","内核：内核数量 (Spec)","负载供电电压 (Max) (V) ","负载供电电压 (Min) (V) ","其他特性-模拟","数据传输速率 (Spec) (kbps) ","数据传输速率 (Max) (kbps) ","数据传输速率 (Min) (kbps) ","诊断","通信协议","器件功能","保护","内核：工作电压 (Spec) (V) ","定时器类型","CAN Type","SLIC","USB features","USB","视频/显示功能","UART","供电电压 (Typ) (V) ","待机功能","状态","替代部件"
"FSL","其他处理器---8位微控制器","S08LG","S9S08LG32J0VLFR","http://www.freescale.com/webapp/search.partparamdetail.framework?PART_NUMBER=S08LG&buyNow=true&fromSearch=true","http://www.freescale.com/zh-Hans/products/more-processors/8-bit-mcus/s08/s08-5.5v-mcus/8-bit-segment-lcd-s08lg32-and-s08lg16-mcus:S08LG?&fpsp=1&tab=Documentation_Tab#S9S08LG32J0VLFR","8-bit MCU, S08 core, 32KB Flash, 40MHz, -40/+105degC, Automotive Qualified, QFP 48","-","LQFP 48","-","AUTO; >=10 YEARS APPLICATION LIFE","32","2","-","S08","40","20","-","1","1","2.7 to 5.5","39","-40 to 105","PWM, Output Compare, Input Capture","COP, KBI, Low Voltage Detect, POR, Temperature Sensor, Watchdog OSC/Timer","9","-","12","-","-","3","48","PRODUCT STABLE GROWTH/MATURITY(3)","-","-","-","2","6-ch. 16 bit","-","-","-","-","-","-","-","-","-","-","-","-","Real Time Clock","-","-","-","-","LCD Controller","-","-","-","-","-"
"FSL","其他处理器---8位微控制器","S08LG","S9S08LG32J0VLH","http://www.freescale.com/webapp/search.partparamdetail.framework?PART_NUMBER=S08LG&buyNow=true&fromSearch=true","http://www.freescale.com/zh-Hans/products/more-processors/8-bit-mcus/s08/s08-5.5v-mcus/8-bit-segment-lcd-s08lg32-and-s08lg16-mcus:S08LG?&fpsp=1&tab=Documentation_Tab#S9S08LG32J0VLH","8-bit MCU, S08 core, 32KB Flash, 40MHz, -40/+105degC, Automotive Qualified, QFP 64","-","QFP 64","1 @ CNY14.56 each","AUTO; >=10 YEARS APPLICATION LIFE","32","2","-","S08","20","20","-","1","1","2.7 to 5.5","53","-40 to 105","Input Capture, Output Compare, PWM","Watchdog OSC/Timer, Temperature Sensor, COP, KBI, Low Voltage Detect, POR","12","-","12","12-ch. 12-bit","-","3","64","PRODUCT STABLE GROWTH/MATURITY(3)","-","-","-","2","6-ch. 16 bit","-","-","-","-","-","-","-","-","-","-","-","-","Real Time Clock","-","-","-","-","LCD Controller","-","-","-","-","-"
"FSL","其他处理器---8位微控制器","S08LG","S9S08LG32J0VLK","http://www.freescale.com/webapp/search.partparamdetail.framework?PART_NUMBER=S08LG&buyNow=true&fromSearch=true","http://www.freescale.com/zh-Hans/products/more-processors/8-bit-mcus/s08/s08-5.5v-mcus/8-bit-segment-lcd-s08lg32-and-s08lg16-mcus:S08LG?&fpsp=1&tab=Documentation_Tab#S9S08LG32J0VLK","8-bit MCU, S08 core, 32KB Flash, 40MHz, -40/+105degC, Automotive Qualified, QFP 80","-","LQFP 80","1 @ CNY15.45 each","AUTO; >=10 YEARS APPLICATION LIFE","32","2","-","S08","20","20","-","1","1","2.7 to 5.5","69","-40 to 105","Input Capture, Output Compare, PWM","Watchdog OSC/Timer, Temperature Sensor, COP, KBI, Low Voltage Detect, POR","16","-","12","16-ch. 12-bit","-","3","80","PRODUCT STABLE GROWTH/MATURITY(3)","-","-","-","2","2-ch. 16 bit","-","-","-","-","-","-","-","-","-","-","-","-","Real Time Clock","-","-","-","-","LCD Controller","-","-","-","-","-"
"FSL","其他处理器---8位微控制器","S08LG","S9S08LG32J0VLKR","http://www.freescale.com/webapp/search.partparamdetail.framework?PART_NUMBER=S08LG&buyNow=true&fromSearch=true","http://www.freescale.com/zh-Hans/products/more-processors/8-bit-mcus/s08/s08-5.5v-mcus/8-bit-segment-lcd-s08lg32-and-s08lg16-mcus:S08LG?&fpsp=1&tab=Documentation_Tab#S9S08LG32J0VLKR","8-bit MCU, S08 core, 32KB Flash, 40MHz, -40/+105degC, Automotive Qualified, QFP 80","-","LQFP 80","-","AUTO; >=10 YEARS APPLICATION LIFE","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","3","80","PRODUCT STABLE GROWTH/MATURITY(3)","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"FSL","其他处理器---8位微控制器","S08LG","S9S08SG8E2WTG","http://www.freescale.com/webapp/search.partparamdetail.framework?PART_NUMBER=S08LG&buyNow=true&fromSearch=true","http://www.freescale.com/zh-Hans/products/more-processors/8-bit-mcus/s08/s08-5.5v-mcus/8-bit-segment-lcd-s08lg32-and-s08lg16-mcus:S08LG?&fpsp=1&tab=Documentation_Tab#S9S08SG8E2WTG","9S08 UC W/ 8K 0.25UM SGF","-","TSSOP 16","-","AUTO; >=10 YEARS APPLICATION LIFE","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","4","16","PRODUCT MATURITY/SATURATION(4)","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"FSL","其他处理器---8位微控制器","S08LG","S9S08SG8E2WTGR","http://www.freescale.com/webapp/search.partparamdetail.framework?PART_NUMBER=S08LG&buyNow=true&fromSearch=true","http://www.freescale.com/zh-Hans/products/more-processors/8-bit-mcus/s08/s08-5.5v-mcus/8-bit-segment-lcd-s08lg32-and-s08lg16-mcus:S08LG?&fpsp=1&tab=Documentation_Tab#S9S08SG8E2WTGR","9S08 UC W/ 8K 0.25UM SGF","-","TSSOP 16","-","AUTO; >=10 YEARS APPLICATION LIFE","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","4","16","PRODUCT MATURITY/SATURATION(4)","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"FSL","其他处理器---8位微控制器","S08JM","MC9S08JM16CGT","http://www.freescale.com/webapp/search.partparamdetail.framework?PART_NUMBER=S08JM&buyNow=true&fromSearch=true","http://www.freescale.com/zh-Hans/products/more-processors/8-bit-mcus/s08/s08-5.5v-mcus/8-bit-usb-cost-effectivejm-mcus:S08JM?&fpsp=1&tab=Documentation_Tab#MC9S08JM16CGT","S08JM 8-bit MCU, S08 core, 16KB Flash, 48MHz, QFN 48","-","QFN 48","10000 @ CNY10.56 each","5-YEARS APPLICATION LIFE","16","1","-","S08","48","24","-","1","2","2.7 to 5.5","37","-40 to 85","PWM, Output Compare, Input Capture","Analog Comparator, COP, Internal Voltage Regulator, KBI, Low Voltage Detect","8","-","12","8-ch. 12-bit","-","3","48","PRODUCT STABLE GROWTH/MATURITY(3)","-","-","-","2","2-ch. 16 bit","-","-","-","-","-","-","-","-","-","-","-","-","Real Time Clock","-","-","USB 2.0","1","-","-","-","-","-","-"
"FSL","其他处理器---8位微控制器","S08JM","MC9S08JM16CLC","http://www.freescale.com/webapp/search.partparamdetail.framework?PART_NUMBER=S08JM&buyNow=true&fromSearch=true","http://www.freescale.com/zh-Hans/products/more-processors/8-bit-mcus/s08/s08-5.5v-mcus/8-bit-usb-cost-effectivejm-mcus:S08JM?&fpsp=1&tab=Documentation_Tab#MC9S08JM16CLC","S08JM 8-bit MCU, S08 core, 16KB Flash, 48MHz, QFP 32","-","LQFP 32","10000 @ CNY10.30 each","5-YEARS APPLICATION LIFE","16","1","-","S08","48","24","-","1","1","2.7 to 5.5","21","-40 to 85","Input Capture, Output Compare, PWM","Analog Comparator, COP, Internal Voltage Regulator, KBI, Low Voltage Detect","4","-","12","-","-","3","32","PRODUCT STABLE GROWTH/MATURITY(3)","-","-","-","-","2-ch. 16 bit","-","-","-","-","-","-","-","-","-","-","-","-","Real Time Clock","-","-","USB 2.0","1","-","-","-","-","-","-"
"FSL","其他处理器---8位微控制器","S08JM","MC9S08JM16CLD","http://www.freescale.com/webapp/search.partparamdetail.framework?PART_NUMBER=S08JM&buyNow=true&fromSearch=true","http://www.freescale.com/zh-Hans/products/more-processors/8-bit-mcus/s08/s08-5.5v-mcus/8-bit-usb-cost-effectivejm-mcus:S08JM?&fpsp=1&tab=Documentation_Tab#MC9S08JM16CLD","S08JM 8-bit MCU, S08 core, 16KB Flash, 48MHz, QFP 44","-","LQFP 44","10000 @ CNY10.68 each","5-YEARS APPLICATION LIFE","16","1","-","S08","48","24","-","1","2","2.7 to 5.5","33","-40 to 85","Input Capture, Output Compare, PWM","Analog Comparator, COP, Internal Voltage Regulator, KBI, Low Voltage Detect","8","-","12","8-ch. 12-bit","-","3","44","PRODUCT STABLE GROWTH/MATURITY(3)","-","-","-","2","4-ch. 16-bit","-","-","-","-","-","-","-","-","-","-","-","-","Real Time Clock","-","-","USB 2.0","1","-","-","-","-","-","-"
"FSL","其他处理器---8位微控制器","S08JM","MC9S08JM32CGT","http://www.freescale.com/webapp/search.partparamdetail.framework?PART_NUMBER=S08JM&buyNow=true&fromSearch=true","http://www.freescale.com/zh-Hans/products/more-processors/8-bit-mcus/s08/s08-5.5v-mcus/8-bit-usb-cost-effectivejm-mcus:S08JM?&fpsp=1&tab=Documentation_Tab#MC9S08JM32CGT","S08JM 8-bit MCU, S08 core, 32KB Flash, 48MHz, QFN 48","-","QFN 48","10000 @ CNY11.76 each","5-YEARS APPLICATION LIFE","32","2","-","S08","48","24","-","1","2","2.7 to 5.5","37","-40 to 85","Input Capture, Output Compare, PWM","Analog Comparator, COP, Internal Voltage Regulator, KBI, Low Voltage Detect","8","-","12","8-ch. 12-bit","-","3","48","PRODUCT STABLE GROWTH/MATURITY(3)","-","-","-","2","2-ch. 16 bit","-","-","-","-","-","-","-","-","-","-","-","-","Real Time Clock","-","-","USB 2.0","1","-","-","-","-","-","-"
"FSL","其他处理器---8位微控制器","S08JM","MC9S08JM32CLD","http://www.freescale.com/webapp/search.partparamdetail.framework?PART_NUMBER=S08JM&buyNow=true&fromSearch=true","http://www.freescale.com/zh-Hans/products/more-processors/8-bit-mcus/s08/s08-5.5v-mcus/8-bit-usb-cost-effectivejm-mcus:S08JM?&fpsp=1&tab=Documentation_Tab#MC9S08JM32CLD","S08JM 8-bit MCU, S08 core, 32KB Flash, 48MHz, QFP 44","-","LQFP 44","10000 @ CNY11.89 each","5-YEARS APPLICATION LIFE","32","2","-","S08","48","24","-","1","2","2.7 to 5.5","33","-40 to 85","Input Capture, Output Compare, PWM","Analog Comparator, COP, Internal Voltage Regulator, KBI, Low Voltage Detect","8","-","12","8-ch. 12-bit","-","3","44","PRODUCT STABLE GROWTH/MATURITY(3)","-","-","-","2","2-ch. 16 bit","-","-","-","-","-","-","-","-","-","-","-","-","Real Time Clock","-","-","USB 2.0","1","-","-","-","-","-","-"
"FSL","其他处理器---8位微控制器","S08JM","MC9S08JM32CLH","http://www.freescale.com/webapp/search.partparamdetail.framework?PART_NUMBER=S08JM&buyNow=true&fromSearch=true","http://www.freescale.com/zh-Hans/products/more-processors/8-bit-mcus/s08/s08-5.5v-mcus/8-bit-usb-cost-effectivejm-mcus:S08JM?&fpsp=1&tab=Documentation_Tab#MC9S08JM32CLH","S08JM 8-bit MCU, S08 core, 32KB Flash, 48MHz, QFP 64","-","QFP 64","10000 @ CNY12.40 each","5-YEARS APPLICATION LIFE","32","2","-","S08","48","24","-","1","2","2.7 to 5.5","51","-40 to 85","Input Capture, Output Compare, PWM","Analog Comparator, COP, Internal Voltage Regulator, KBI, Low Voltage Detect","12","-","12","12-ch. 12-bit","-","3","64","PRODUCT STABLE GROWTH/MATURITY(3)","-","-","-","2","2-ch. 16 bit","-","-","-","-","-","-","-","-","-","-","-","-","Real Time Clock","-","-","USB 2.0","1","-","-","-","-","-","-"
"FSL","其他处理器---8位微控制器","S08JM","MC9S08JM32CQH","http://www.freescale.com/webapp/search.partparamdetail.framework?PART_NUMBER=S08JM&buyNow=true&fromSearch=true","http://www.freescale.com/zh-Hans/products/more-processors/8-bit-mcus/s08/s08-5.5v-mcus/8-bit-usb-cost-effectivejm-mcus:S08JM?&fpsp=1&tab=Documentation_Tab#MC9S08JM32CQH","S08JM 8-bit MCU, S08 core, 32KB Flash, 48MHz, QFP 64","-","QFP 64","10000 @ CNY13.03 each","5-YEARS APPLICATION LIFE","32","2","-","S08","48","24","-","1","2","2.7 to 5.5","51","-40 to 85","Input Capture, Output Compare, PWM","Analog Comparator, COP, Internal Voltage Regulator, KBI, Low Voltage Detect","12","-","12","12-ch. 12-bit","-","3","64","PRODUCT STABLE GROWTH/MATURITY(3)","-","-","-","2","2-ch. 16 bit","-","-","-","-","-","-","-","-","-","-","-","-","Real Time Clock","-","-","USB 2.0","1","-","-","-","-","-","-"
"FSL","其他处理器---8位微控制器","S08JM","MC9S08JM60CGT","http://www.freescale.com/webapp/search.partparamdetail.framework?PART_NUMBER=S08JM&buyNow=true&fromSearch=true","http://www.freescale.com/zh-Hans/products/more-processors/8-bit-mcus/s08/s08-5.5v-mcus/8-bit-usb-cost-effectivejm-mcus:S08JM?&fpsp=1&tab=Documentation_Tab#MC9S08JM60CGT","S08JM 8-bit MCU, S08 core, 60KB Flash, 48MHz, QFN 48","-","QFN 48","10000 @ CNY14.88 each","5-YEARS APPLICATION LIFE","60","4","-","S08","48","24","-","1","2","2.7 to 5.5","37","-40 to 85","Input Capture, Output Compare, PWM","Analog Comparator, COP, Internal Voltage Regulator, KBI, Low Voltage Detect","8","-","12","8-ch. 12-bit","-","3","48","PRODUCT STABLE GROWTH/MATURITY(3)","-","-","-","2","4-ch. 16-bit","-","-","-","-","-","-","-","-","-","-","-","-","Real Time Clock","-","-","USB 2.0","1","-","-","-","-","-","-"
"FSL","其他处理器---8位微控制器","S08JM","MC9S08JM60CLD","http://www.freescale.com/webapp/search.partparamdetail.framework?PART_NUMBER=S08JM&buyNow=true&fromSearch=true","http://www.freescale.com/zh-Hans/products/more-processors/8-bit-mcus/s08/s08-5.5v-mcus/8-bit-usb-cost-effectivejm-mcus:S08JM?&fpsp=1&tab=Documentation_Tab#MC9S08JM60CLD","S08JM 8-bit MCU, S08 core, 60KB Flash, 48MHz, QFP 44","-","LQFP 44","10000 @ CNY15.01 each","5-YEARS APPLICATION LIFE","60","4","-","S08","48","24","-","1","2","2.7 to 5.5","33","-40 to 85","Input Capture, Output Compare, PWM","Analog Comparator, COP, Internal Voltage Regulator, KBI, Low Voltage Detect","8","-","12","8-ch. 12-bit","-","3","44","PRODUCT STABLE GROWTH/MATURITY(3)","-","-","-","2","2-ch. 16 bit","-","-","-","-","-","-","-","-","-","-","-","-","Real Time Clock","-","-","USB 2.0","1","-","-","-","-","-","-"
"FSL","其他处理器---8位微控制器","S08JM","MC9S08JM60CLDR","http://www.freescale.com/webapp/search.partparamdetail.framework?PART_NUMBER=S08JM&buyNow=true&fromSearch=true","http://www.freescale.com/zh-Hans/products/more-processors/8-bit-mcus/s08/s08-5.5v-mcus/8-bit-usb-cost-effectivejm-mcus:S08JM?&fpsp=1&tab=Documentation_Tab#MC9S08JM60CLDR","S08JM 8-bit MCU, S08 core, 60KB Flash, 48MHz, QFP 44","-","LQFP 44","10000 @ CNY16.02 each","5-YEARS APPLICATION LIFE","60","4","-","S08","48","24","-","1","2","2.7 to 5.5","33","-40 to 85","Input Capture, Output Compare, PWM","Low Voltage Detect, KBI, Internal Voltage Regulator, COP, Analog Comparator","8","-","12","8-ch. 12-bit","-","3","44","PRODUCT STABLE GROWTH/MATURITY(3)","-","-","-","2","2-ch. 16 bit","-","-","-","-","-","-","-","-","-","-","-","-","Real Time Clock","-","-","USB 2.0","1","-","-","-","-","-","-"
"FSL","其他处理器---8位微控制器","S08JM","MC9S08JM60CLH","http://www.freescale.com/webapp/search.partparamdetail.framework?PART_NUMBER=S08JM&buyNow=true&fromSearch=true","http://www.freescale.com/zh-Hans/products/more-processors/8-bit-mcus/s08/s08-5.5v-mcus/8-bit-usb-cost-effectivejm-mcus:S08JM?&fpsp=1&tab=Documentation_Tab#MC9S08JM60CLH","S08JM 8-bit MCU, S08 core, 60KB Flash, 48MHz, QFP 64","-","QFP 64","10000 @ CNY15.58 each","5-YEARS APPLICATION LIFE","60","4","-","S08","48","24","-","1","2","2.7 to 5.5","51","-40 to 85","Input Capture, Output Compare, PWM","Analog Comparator, COP, Internal Voltage Regulator, KBI, Low Voltage Detect","12","-","12","12-ch. 12-bit","-","3","64","PRODUCT STABLE GROWTH/MATURITY(3)","-","-","-","2","6-ch. 16 bit","-","-","-","-","-","-","-","-","-","-","-","-","Real Time Clock","-","-","USB 2.0","1","-","-","-","-","-","-"
"FSL","其他处理器---8位微控制器","S08JM","MC9S08JM60CQH","http://www.freescale.com/webapp/search.partparamdetail.framework?PART_NUMBER=S08JM&buyNow=true&fromSearch=true","http://www.freescale.com/zh-Hans/products/more-processors/8-bit-mcus/s08/s08-5.5v-mcus/8-bit-usb-cost-effectivejm-mcus:S08JM?&fpsp=1&tab=Documentation_Tab#MC9S08JM60CQH","S08JM 8-bit MCU, S08 core, 60KB Flash, 48MHz, QFP 64","-","QFP 64","10000 @ CNY16.09 each","5-YEARS APPLICATION LIFE","60","4","-","S08","48","24","-","1","2","2.7 to 5.5","51","-40 to 85","Input Capture, Output Compare, PWM","Analog Comparator, COP, Internal Voltage Regulator, KBI, Low Voltage Detect","12","-","12","12-ch. 12-bit","-","3","64","PRODUCT STABLE GROWTH/MATURITY(3)","-","-","-","2","2-ch. 16 bit","-","-","-","-","-","-","-","-","-","-","-","-","Real Time Clock","-","-","USB 2.0","1","-","-","-","-","-","-"
"FSL","其他处理器---8位微控制器","S08JM","MC9S08JM8CGT","http://www.freescale.com/webapp/search.partparamdetail.framework?PART_NUMBER=S08JM&buyNow=true&fromSearch=true","http://www.freescale.com/zh-Hans/products/more-processors/8-bit-mcus/s08/s08-5.5v-mcus/8-bit-usb-cost-effectivejm-mcus:S08JM?&fpsp=1&tab=Documentation_Tab#MC9S08JM8CGT","S08JM 8-bit MCU, S08 core, 8KB Flash, 48MHz, QFN 48","-","QFN 48","10000 @ CNY10.30 each","5-YEARS APPLICATION LIFE","8","1","-","S08","48","24","-","1","2","2.7 to 5.5","37","-40 to 85","Input Capture, Output Compare, PWM","Analog Comparator, COP, Internal Voltage Regulator, KBI, Low Voltage Detect","8","-","12","8-ch. 12-bit","-","3","48","PRODUCT STABLE GROWTH/MATURITY(3)","-","-","-","2","4-ch. 16-bit","-","-","-","-","-","-","-","-","-","-","-","-","Real Time Clock","-","-","USB 2.0","1","-","-","-","-","-","-"
"FSL","其他处理器---8位微控制器","S08JM","MC9S08JM8CLC","http://www.freescale.com/webapp/search.partparamdetail.framework?PART_NUMBER=S08JM&buyNow=true&fromSearch=true","http://www.freescale.com/zh-Hans/products/more-processors/8-bit-mcus/s08/s08-5.5v-mcus/8-bit-usb-cost-effectivejm-mcus:S08JM?&fpsp=1&tab=Documentation_Tab#MC9S08JM8CLC","S08JM 8-bit MCU, S08 core, 8KB Flash, 48MHz, QFP 32","-","LQFP 32","10000 @ CNY10.05 each","5-YEARS APPLICATION LIFE","8","1","-","S08","48","24","-","1","1","2.7 to 5.5","21","-40 to 85","Input Capture, Output Compare, PWM","Analog Comparator, COP, Internal Voltage Regulator, KBI, Low Voltage Detect","4","-","12","-","-","3","32","PRODUCT STABLE GROWTH/MATURITY(3)","-","-","-","-","2-ch. 16 bit","-","-","-","-","-","-","-","-","-","-","-","-","Real Time Clock","-","-","USB 2.0","1","-","-","-","-","-","-"
"FSL","其他处理器---8位微控制器","S08JM","MC9S08JM8CLD","http://www.freescale.com/webapp/search.partparamdetail.framework?PART_NUMBER=S08JM&buyNow=true&fromSearch=true","http://www.freescale.com/zh-Hans/products/more-processors/8-bit-mcus/s08/s08-5.5v-mcus/8-bit-usb-cost-effectivejm-mcus:S08JM?&fpsp=1&tab=Documentation_Tab#MC9S08JM8CLD","S08JM 8-bit MCU, S08 core, 8KB Flash, 48MHz, QFP 44","-","LQFP 44","10000 @ CNY10.43 each","5-YEARS APPLICATION LIFE","8","1","-","S08","48","24","-","1","2","2.7 to 5.5","33","-40 to 85","Input Capture, Output Compare, PWM","Analog Comparator, COP, Internal Voltage Regulator, KBI, Low Voltage Detect","8","-","12","8-ch. 12-bit","-","3","44","PRODUCT STABLE GROWTH/MATURITY(3)","-","-","-","2","4-ch. 16-bit","-","-","-","-","-","-","-","-","-","-","-","-","Real Time Clock","-","-","USB 2.0","1","-","-","-","-","-","-"
"FSL","其他处理器---8位微控制器","S08GT","MC9S08GT16ACFBE","http://www.freescale.com/webapp/search.partparamdetail.framework?PART_NUMBER=S08GT&buyNow=true&fromSearch=true","http://www.freescale.com/zh-Hans/products/more-processors/8-bit-mcus/s08/s08-3.6v-mcus/8-bit-general-purpose-gtmcus:S08GT?&fpsp=1&tab=Documentation_Tab#MC9S08GT16ACFBE","S08GT 8-bit MCU, S08 core, 16KB Flash, 40MHz, QFP 44","-","QFP 44","10000 @ CNY10.49 each","10-YEARS APPLICATION LIFE","16","2","-","S08","40","20","-","1","1","1.8 to 3.6","36","-40 to 125","Input Capture, Output Compare, PWM","Low Voltage Detect, Watchdog OSC/Timer","8","-","10","8-ch. 10-bit","-","3","44","PRODUCT STABLE GROWTH/MATURITY(3)","-","-","-","2","2-ch. 16 bit","-","-","-","-","-","-","-","-","-","-","-","-","Real Time Clock","-","-","-","-","-","-","-","-","-","-"
"FSL","其他处理器---8位微控制器","S08GT","MC9S08GT16ACFBER","http://www.freescale.com/webapp/search.partparamdetail.framework?PART_NUMBER=S08GT&buyNow=true&fromSearch=true","http://www.freescale.com/zh-Hans/products/more-processors/8-bit-mcus/s08/s08-3.6v-mcus/8-bit-general-purpose-gtmcus:S08GT?&fpsp=1&tab=Documentation_Tab#MC9S08GT16ACFBER","S08GT 8-bit MCU, S08 core, 16KB Flash, 40MHz, QFP 44","-","QFP 44","10000 @ CNY11.51 each","10-YEARS APPLICATION LIFE","16","2","-","S08","40","20","-","1","1","1.8 to 3.6","36","-40 to 125","Input Capture, Output Compare, PWM","Low Voltage Detect, Watchdog OSC/Timer","8","-","10","8-ch. 10-bit","-","3","44","PRODUCT STABLE GROWTH/MATURITY(3)","-","-","-","2","2-ch. 16 bit","-","-","-","-","-","-","-","-","-","-","-","-","Real Time Clock","-","-","-","-","-","-","-","-","-","-"
"FSL","其他处理器---8位微控制器","S08GT","MC9S08GT16ACFCE","http://www.freescale.com/webapp/search.partparamdetail.framework?PART_NUMBER=S08GT&buyNow=true&fromSearch=true","http://www.freescale.com/zh-Hans/products/more-processors/8-bit-mcus/s08/s08-3.6v-mcus/8-bit-general-purpose-gtmcus:S08GT?&fpsp=1&tab=Documentation_Tab#MC9S08GT16ACFCE","S08GT 8-bit MCU, S08 core, 16KB Flash, 40MHz, QFN 32","-","QFN-EP 32","10000 @ CNY9.79 each","10-YEARS APPLICATION LIFE","16","2","-","S08","40","20","-","1","1","1.8 to 3.6","24","-40 to 125","Input Capture, Output Compare, PWM","Low Voltage Detect, Watchdog OSC/Timer","4","8","10","4-ch. 10-bit","4","3","32","PRODUCT STABLE GROWTH/MATURITY(3)","4-ch. 8-bit","-","-","2","2-ch. 16 bit","-","-","-","-","-","-","-","-","-","-","-","-","Real Time Clock","-","-","-","-","-","-","-","-","-","-"
"FSL","其他处理器---8位微控制器","S08GT","MC9S08GT16ACFCER","http://www.freescale.com/webapp/search.partparamdetail.framework?PART_NUMBER=S08GT&buyNow=true&fromSearch=true","http://www.freescale.com/zh-Hans/products/more-processors/8-bit-mcus/s08/s08-3.6v-mcus/8-bit-general-purpose-gtmcus:S08GT?&fpsp=1&tab=Documentation_Tab#MC9S08GT16ACFCER","S08GT 8-bit MCU, S08 core, 16KB Flash, 40MHz, QFN 32","-","QFN-EP 32","10000 @ CNY10.49 each","10-YEARS APPLICATION LIFE","16","2","-","S08","40","20","-","-","-","1.8 to 3.6","24","-40 to 125","PWM, Output Compare, Input Capture","Low Voltage Detect, Watchdog OSC/Timer","-","-","-","-","-","3","32","PRODUCT STABLE GROWTH/MATURITY(3)","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","Real Time Clock","-","-","-","-","-","-","-","-","-","-"
"FSL","其他处理器---8位微控制器","S08GT","MC9S08GT16ACFDE","http://www.freescale.com/webapp/search.partparamdetail.framework?PART_NUMBER=S08GT&buyNow=true&fromSearch=true","http://www.freescale.com/zh-Hans/products/more-processors/8-bit-mcus/s08/s08-3.6v-mcus/8-bit-general-purpose-gtmcus:S08GT?&fpsp=1&tab=Documentation_Tab#MC9S08GT16ACFDE","S08GT 8-bit MCU, S08 core, 16KB Flash, 40MHz, QFN 48","-","QFN 48","10000 @ CNY10.36 each","10-YEARS APPLICATION LIFE","16","2","-","S08","40","20","-","1","1","1.8 to 3.6","39","-40 to 125","Input Capture, Output Compare, PWM","Low Voltage Detect, Watchdog OSC/Timer","8","-","10","8-ch. 10-bit","-","3","48","PRODUCT STABLE GROWTH/MATURITY(3)","-","-","-","2","2-ch. 16 bit","-","-","-","-","-","-","-","-","-","-","-","-","Real Time Clock","-","-","-","-","-","-","-","-","-","-"
"FSL","其他处理器---8位微控制器","S08GT","MC9S08GT16ACFDER","http://www.freescale.com/webapp/search.partparamdetail.framework?PART_NUMBER=S08GT&buyNow=true&fromSearch=true","http://www.freescale.com/zh-Hans/products/more-processors/8-bit-mcus/s08/s08-3.6v-mcus/8-bit-general-purpose-gtmcus:S08GT?&fpsp=1&tab=Documentation_Tab#MC9S08GT16ACFDER","S08GT 8-bit MCU, S08 core, 16KB Flash, 40MHz, QFN 48","-","QFN 48","10000 @ CNY11.38 each","10-YEARS APPLICATION LIFE","16","2","-","S08","40","20","-","1","1","1.8 to 3.6","39","-40 to 125","Input Capture, Output Compare, PWM","Low Voltage Detect, Watchdog OSC/Timer","8","-","10","8-ch. 10-bit","-","3","48","PRODUCT STABLE GROWTH/MATURITY(3)","-","-","-","2","2-ch. 16 bit","-","-","-","-","-","-","-","-","-","-","-","-","Real Time Clock","-","-","-","-","-","-","-","-","-","-"
"FSL","其他处理器---8位微控制器","S08GT","MC9S08GT16AMFBE","http://www.freescale.com/webapp/search.partparamdetail.framework?PART_NUMBER=S08GT&buyNow=true&fromSearch=true","http://www.freescale.com/zh-Hans/products/more-processors/8-bit-mcus/s08/s08-3.6v-mcus/8-bit-general-purpose-gtmcus:S08GT?&fpsp=1&tab=Documentation_Tab#MC9S08GT16AMFBE","S08GT 8-bit MCU, S08 core, 16KB Flash, 40MHz, QFP 44","-","QFP 44","10000 @ CNY11.57 each","10-YEARS APPLICATION LIFE","16","2","-","S08","40","20","-","1","1","1.8 to 3.6","36","-40 to 125","Input Capture, Output Compare, PWM","Low Voltage Detect, Watchdog OSC/Timer","8","-","10","8-ch. 10-bit","-","3","44","PRODUCT STABLE GROWTH/MATURITY(3)","-","-","-","2","2-ch. 16 bit","-","-","-","-","-","-","-","-","-","-","-","-","Real Time Clock","-","-","-","-","-","-","-","-","-","-"
