"brand","Series","Series-2","PartNo","DetailLink","Document","Description","Suggested Drivers","预算报价（不含税）(CNY)","封装类型和焊端数","内核：类型","工作频率 (Max) (MHz) ","内核：内核数量 (Spec)","工作环境温度 (Min-Max) (°C) ","缓存 (KB) ","L2缓存 (Max) (KB) ","内部RAM (KB) ","支持外部存储器","多媒体","其他特性","视频/显示功能","PLC代码","Pin count","PLC描述","UART","I2C","USB features","定时器类型","SPI","总线频率 (Max) (MHz) ","定时器特性","定时器","无铅","认证级别","RoHS","内核：工作电压 (Spec) (V) ","Ethernet Type","以太网","I2S","CAN","CAN Type","通信协议","PWM (bit)","PWM (ch)","支持外部存储","外部总线接口","SCC","Camera interfaces","GPU 2D (BLIT)","Display resolution @60Hz (max)","Display interfaces","GPU 2D (Vector Graphics)","GPU 3D","Supported graphics libraries","USB features","Tamper detection","Media Local Bus (MLB)","Audio-specific modules","Debug &amp; Trace"," 片上SRAM (KB)","Boot ROM (KB)","External storage support","HW Video Encoder / Decoder","External memory support","DRAM frequency (max)(MHz)","ECSPI","以太网","SDIO","SATA","CAN","ESAI","PWM modules (resolution)","定时器","Additional security features","Watchdog","Temperature sensor","Recommended PMIC","Integrated power management","PCIe 2.0 (# Lane)","Linux","Android","Junction Temperature (Max) (&#186;C)","USB","Junction Temperature (Min) (&#186;C)","Package Type","Package pitch (mm)","外部总线宽度 (bit) ","HW Dev. Tools","Main CPU: Type","Package dimension (LxWxZ) (mm)","Pin compatible i.MX families","Main CPU: L2 Cache (max) (KB)","Main CPU: L2 Cache (max) (KB)","Main CPU: Number of cores","Main CPU: Operating frequency (max) (MHz)","Real-time companion CPU: I/D Cache (max)(KB)","ADC","Real-time companion CPU: Type","Real-time companion CPU: Operating frequency (max) (MHz)","Real-time companion CPU: Tightly-coupled memory (max)(KB)","替代部件"
"FSL","ARM 处理器---i.MX应用处理器","i.MX6SL","MCIMX6L7DVN10AB","http://www.freescale.com/webapp/search.partparamdetail.framework?PART_NUMBER=i.MX6SL&buyNow=true&fromSearch=true","http://www.freescale.com/zh-Hans/products/arm-processors/i.mx-applications-processors-based-on-arm-cores/i.mx-6-processors/i.mx6qp/i.mx-6sololite-processors-single-core-low-power-epd-controller-arm-cortex-a9-core:i.MX6SL?&fpsp=1&tab=Documentation_Tab#MCIMX6L7DVN10AB","i.MX 6 series 32-bit MPU, ARM Cortex-A9 core, 1GHz, MAPBGA 432","-","1000 @ CNY57.35 each","MAPBGA 432","ARM Cortex-A9","1000","1","-","32","256","128","DDR3, LPDDR2","Camera Interface","Temperature Sensor","LCD Controller, OpenVG 1.1","2","432","PRODUCT RAPID GROWTH(2)","5","3","USB OTG, USB OTG HS, USB 2.0, Integrated PHY","General Purpose Timer, Periodic Interrupt Timer, Watchdog Timer","4","400","-","-","-","5-YEARS APPLICATION LIFE","-","-","10/100 BaseT","1","3","-","n/a","-","16","4","MMC, SD","NOR, WEIM","-","1x 16-bit parallel camera port","-","WXGA","E-paper display, 1x 24-bit RGB","-","-","-","1x HS USB 2.0 Host + HSIC, 2x HS USB 2.0 OTG + PHY","Yes","-","-","JTAG","128","96","1x SDXC, 3x SD/MMC 4.4","-","32-bit DDR3, 32-bit DDR3L, 32-bit LPDDR2","400","4","1x 10/100","-","-","-","-","4 (16-bit)","2","A-HAB, ARM TrustZone, Cryptographic accelerator, NIST approved RNG, Secure RAM","2","Yes","MMPF0100, MMPF0200, PF3000","Partial PMU integration (LDO)","-","L3.10.53_1.1.0","IMX6_KK443_200_ANDROID","95","3","0","MAPBGA","0.5","32","MCIMX6SLEVK","ARM Cortex-A9","13x13x1.1","-","32/32","256","1","1000","-","-","-","-","-","-"
"FSL","ARM 处理器---i.MX应用处理器","i.MX6SL","MCIMX6L8DVN10AB","http://www.freescale.com/webapp/search.partparamdetail.framework?PART_NUMBER=i.MX6SL&buyNow=true&fromSearch=true","http://www.freescale.com/zh-Hans/products/arm-processors/i.mx-applications-processors-based-on-arm-cores/i.mx-6-processors/i.mx6qp/i.mx-6sololite-processors-single-core-low-power-epd-controller-arm-cortex-a9-core:i.MX6SL?&fpsp=1&tab=Documentation_Tab#MCIMX6L8DVN10AB","i.MX 6 series 32-bit MPU, ARM Cortex-A9 core, 1GHz, MAPBGA 432","-","1000 @ CNY60.34 each","MAPBGA 432","ARM Cortex-A9","1000","1","-","32","256","128","DDR3, LPDDR2","Camera Interface","Temperature Sensor","LCD Controller, OpenVG 1.1","2","432","PRODUCT RAPID GROWTH(2)","5","3","Integrated PHY, USB 2.0, USB OTG, USB OTG HS","General Purpose Timer, Periodic Interrupt Timer, Watchdog Timer","4","400","-","-","-","5-YEARS APPLICATION LIFE","-","-","10/100 BaseT","1","3","-","n/a","-","16","4","MMC, SD","NOR, WEIM","-","1x 16-bit parallel camera port","Vivante GC320 (600Mpx/s)","WXGA","1x 24-bit RGB, E-paper display","Vivante GC355 (300Mpx/s)","-","-","1x HS USB 2.0 Host + HSIC, 2x HS USB 2.0 OTG + PHY","Yes","-","-","JTAG","128","96","1x SDXC, 3x SD/MMC 4.4","-","32-bit DDR3, 32-bit DDR3L, 32-bit LPDDR2","400","4","1x 10/100","-","-","-","-","4 (16-bit)","2","A-HAB, ARM TrustZone, Cryptographic accelerator, NIST approved RNG, Secure RAM","2","Yes","MMPF0100, MMPF0200, PF3000","Partial PMU integration (LDO)","-","L3.10.53_1.1.0","IMX6_KK443_200_ANDROID","95","3","0","MAPBGA","0.5","32","MCIMX6SLEVK","ARM Cortex-A9","13x13x1.1","-","32/32","256","1","1000","-","-","-","-","-","-"
"FSL","ARM 处理器---i.MX应用处理器","i.MX6SL","MCIMX6L8DVN10ABR","http://www.freescale.com/webapp/search.partparamdetail.framework?PART_NUMBER=i.MX6SL&buyNow=true&fromSearch=true","http://www.freescale.com/zh-Hans/products/arm-processors/i.mx-applications-processors-based-on-arm-cores/i.mx-6-processors/i.mx6qp/i.mx-6sololite-processors-single-core-low-power-epd-controller-arm-cortex-a9-core:i.MX6SL?&fpsp=1&tab=Documentation_Tab#MCIMX6L8DVN10ABR","i.MX 6 series 32-bit MPU, ARM Cortex-A9 core, 1GHz, MAPBGA 432","-","-","MAPBGA 432","-","-","-","-","-","-","-","-","-","-","-","2","432","PRODUCT RAPID GROWTH(2)","5","3","-","-","4","-","-","-","-","5-YEARS APPLICATION LIFE","-","-","-","-","3","-","-","-","-","-","-","-","-","1x 16-bit parallel camera port","Vivante GC320 (600Mpx/s)","WXGA","1x 24-bit RGB, E-paper display","Vivante GC355 (300Mpx/s)","-","-","1x HS USB 2.0 Host + HSIC, 2x HS USB 2.0 OTG + PHY","Yes","-","-","JTAG","128","96","1x SDXC, 3x SD/MMC 4.4","-","32-bit DDR3, 32-bit DDR3L, 32-bit LPDDR2","400","-","1x 10/100","-","-","-","-","4 (16-bit)","2","Secure RAM, NIST approved RNG, Cryptographic accelerator, ARM TrustZone, A-HAB","2","Yes","MMPF0100, MMPF0200, PF3000","Partial PMU integration (LDO)","-","L3.10.53_1.1.0","IMX6_KK443_200_ANDROID","95","3","0","MAPBGA","0.5","-","MCIMX6SLEVK","ARM Cortex-A9","13x13x1.1","-","32/32","256","1","1000","-","-","-","-","-","-"
"FSL","ARM 处理器---i.MX应用处理器","i.MX6S","MCIMX6S1AVM08AC","http://www.freescale.com/webapp/search.partparamdetail.framework?PART_NUMBER=i.MX6S&buyNow=true&fromSearch=true","http://www.freescale.com/zh-Hans/products/arm-processors/i.mx-applications-processors-based-on-arm-cores/i.mx-6-processors/i.mx6qp/i.mx-6solo-processors-single-core-multimedia-3d-graphics-arm-cortex-a9-core:i.MX6S?&fpsp=1&tab=Documentation_Tab#MCIMX6S1AVM08AC","i.MX 6 series 32-bit MPU, ARM Cortex-A9 core, 800MHz, MAPBGA 624","-","1000 @ CNY89.27 each","MAPBGA 624","ARM Cortex-A9","800","1","-","32","512","128","DDR3, DDR3L, FLASH, LPDDR2","Camera Interface","Temperature Sensor, Tamper Detect, PCIe 2.0 1x Lane, MLB150 (Media Local Bus), LVDS","HDMI 1.4, Image Pre and Post Processor, LCD Controller, OpenVG 1.1","2","624","PRODUCT RAPID GROWTH(2)","5","4","Integrated PHY, USB 2.0, USB OTG HS","General Purpose Timer, Periodic Interrupt Timer, Watchdog Timer","4","400","-","-","-","AUTO; >=10 YEARS APPLICATION LIFE","-","-","1 Gbps + IEEE 1588","-","3","-","FlexCAN","-","16","4","MMC, SD","NAND, NOR, WEIM","-","2-lane MIPI-CSI2, 2x 20-bit parallel camera port","-","2x WXGA","1x 24-bit RGB, 2x LVDS, 2x MIPI-DSI, HDMI 1.4","-","-","-","2x HS USB 2.0 Host + HSIC, 1x HS USB 2.0 OTG + PHY, 1x HS USB 2.0 Host + PHY","Yes","25/50/150","Audio Accelerator, ESAI","JTAG","128","96","1x SDXC, 3x SD/MMC 4.4","-","16/32-bit NOR, 32-bit DDR3, 32-bit DDR3L, 32-bit LPDDR2, 40-bit ECC, 8-bit managed NAND, ONFI2.2","400","4","1x 1Gbps + IEEE 1588","1","-","2x FlexCAN","1","4 (16-bit)","2","Secure RAM, NIST approved RNG, Cryptographic accelerator, ARM TrustZone, A-HAB","2","Yes","MMPF0100, MMPF0200, PF3000","Partial PMU integration (LDO)","1","L3.10.53_1.1.0","IMX6_KK443_200_ANDROID","125","4","-40","MAPBGA","0.8","32","MCIMX6DLAICPU1","ARM Cortex-A9","21x21x1.6","i.MX 6DualLite, i.MX 6Quad, i.MX 6Dual","32/32","512","1","800","-","-","-","-","-","-"
"FSL","ARM 处理器---i.MX应用处理器","i.MX6S","MCIMX6S1AVM08ACR","http://www.freescale.com/webapp/search.partparamdetail.framework?PART_NUMBER=i.MX6S&buyNow=true&fromSearch=true","http://www.freescale.com/zh-Hans/products/arm-processors/i.mx-applications-processors-based-on-arm-cores/i.mx-6-processors/i.mx6qp/i.mx-6solo-processors-single-core-multimedia-3d-graphics-arm-cortex-a9-core:i.MX6S?&fpsp=1&tab=Documentation_Tab#MCIMX6S1AVM08ACR","i.MX 6 series 32-bit MPU, ARM Cortex-A9 core, 800 MHz,MAPBGA 624","-","1000 @ CNY89.27 each","MAPBGA 624","ARM Cortex-A9","800","1","-","32","512","128","DDR3, DDR3L, FLASH, LPDDR2","Camera Interface","Temperature Sensor, Tamper Detect, PCIe 2.0 1x Lane, MLB150 (Media Local Bus), LVDS","HDMI 1.4, Image Pre and Post Processor, LCD Controller, OpenVG 1.1","2","624","PRODUCT RAPID GROWTH(2)","5","4","Integrated PHY, USB 2.0, USB OTG HS","General Purpose Timer, Periodic Interrupt Timer, Watchdog Timer","4","400","-","-","-","AUTO; >=10 YEARS APPLICATION LIFE","-","-","1 Gbps + IEEE 1588","-","3","-","FlexCAN","-","16","4","MMC, SD","NAND, NOR, WEIM","-","2-lane MIPI-CSI2, 2x 20-bit parallel camera port","-","2x WXGA","1x 24-bit RGB, 2x LVDS, 2x MIPI-DSI, HDMI 1.4","-","-","-","2x HS USB 2.0 Host + HSIC, 1x HS USB 2.0 OTG + PHY, 1x HS USB 2.0 Host + PHY","Yes","25/50/150","Audio Accelerator, ESAI","JTAG","128","96","1x SDXC, 3x SD/MMC 4.4","-","16/32-bit NOR, 32-bit DDR3, 32-bit DDR3L, 32-bit LPDDR2, 40-bit ECC, 8-bit managed NAND, ONFI2.2","400","4","1x 1Gbps + IEEE 1588","1","-","2x FlexCAN","1","4 (16-bit)","2","Secure RAM, NIST approved RNG, Cryptographic accelerator, ARM TrustZone, A-HAB","2","Yes","MMPF0100, MMPF0200, PF3000","Partial PMU integration (LDO)","1","L3.10.53_1.1.0","IMX6_KK443_200_ANDROID","125","4","-40","MAPBGA","0.8","32","MCIMX6DLAICPU1","ARM Cortex-A9","21x21x1.6","i.MX 6DualLite, i.MX 6Quad, i.MX 6Dual","32/32","512","1","800","-","-","-","-","-","-"
"FSL","ARM 处理器---i.MX应用处理器","i.MX6S","MCIMX6S4AVM08AC","http://www.freescale.com/webapp/search.partparamdetail.framework?PART_NUMBER=i.MX6S&buyNow=true&fromSearch=true","http://www.freescale.com/zh-Hans/products/arm-processors/i.mx-applications-processors-based-on-arm-cores/i.mx-6-processors/i.mx6qp/i.mx-6solo-processors-single-core-multimedia-3d-graphics-arm-cortex-a9-core:i.MX6S?&fpsp=1&tab=Documentation_Tab#MCIMX6S4AVM08AC","i.MX 6 series 32-bit MPU, ARM Cortex-A9 core, 800 MHz, MAPBGA 624","-","1000 @ CNY93.34 each","MAPBGA 624","ARM Cortex-A9","800","1","-","32","512","128","DDR3, DDR3L, FLASH, LPDDR2","Camera Interface","Temperature Sensor, Tamper Detect, PCIe 2.0 1x Lane, MLB150 (Media Local Bus), LVDS","HDMI 1.4, Image Pre and Post Processor, LCD Controller, OpenGL ES 1.1, OpenGL ES 2.0, OpenVG 1.1","2","624","PRODUCT RAPID GROWTH(2)","5","4","Integrated PHY, USB 2.0, USB OTG HS","General Purpose Timer, Periodic Interrupt Timer, Watchdog Timer","4","400","-","-","-","AUTO; >=10 YEARS APPLICATION LIFE","-","-","1 Gbps + IEEE 1588","-","3","-","FlexCAN","-","16","4","MMC, SD","NAND, NOR, WEIM","-","2-lane MIPI-CSI2, 2x 20-bit parallel camera port","Vivante GC320 (600Mpx/s)","2x WXGA","1x 24-bit RGB, 2x LVDS, 2x MIPI-DSI, HDMI 1.4","-","Vivante GC880 (53Mtri/s)","OpenGL ES 1.1, OpenGL ES 2.0, OpenGL ES 3.0, OpenVG 1.1","1x HS USB 2.0 Host + PHY, 1x HS USB 2.0 OTG + PHY, 2x HS USB 2.0 Host + HSIC","Yes","25/50/150","Audio Accelerator, ESAI","JTAG","128","96","1x SDXC, 3x SD/MMC 4.4","-","16/32-bit NOR, 32-bit DDR3, 32-bit DDR3L, 32-bit LPDDR2, 40-bit ECC, 8-bit managed NAND, ONFI2.2","400","4","1x 1Gbps + IEEE 1588","1","-","2x FlexCAN","1","4 (16-bit)","2","Secure RAM, NIST approved RNG, Cryptographic accelerator, ARM TrustZone, A-HAB","2","Yes","MMPF0100, MMPF0200, PF3000","Partial PMU integration (LDO)","1","L3.10.53_1.1.0","IMX6_KK443_200_ANDROID","125","4","-40","MAPBGA","0.8","32","MCIMX6DLAICPU1","ARM Cortex-A9","21x21x1.6","i.MX 6Dual, i.MX 6Quad, i.MX 6DualLite","32/32","512","1","800","-","-","-","-","-","-"
"FSL","ARM 处理器---i.MX应用处理器","i.MX6S","MCIMX6S4AVM08ACR","http://www.freescale.com/webapp/search.partparamdetail.framework?PART_NUMBER=i.MX6S&buyNow=true&fromSearch=true","http://www.freescale.com/zh-Hans/products/arm-processors/i.mx-applications-processors-based-on-arm-cores/i.mx-6-processors/i.mx6qp/i.mx-6solo-processors-single-core-multimedia-3d-graphics-arm-cortex-a9-core:i.MX6S?&fpsp=1&tab=Documentation_Tab#MCIMX6S4AVM08ACR","i.MX 6 series 32-bit MPU, ARM Cortex-A9 core, 800MHz, MAPBGA 624","-","1000 @ CNY93.34 each","MAPBGA 624","ARM Cortex-A9","800","1","-","32","512","128","DDR3, DDR3L, FLASH, LPDDR2","Camera Interface","Temperature Sensor, Tamper Detect, PCIe 2.0 1x Lane, MLB150 (Media Local Bus), LVDS","HDMI 1.4, Image Pre and Post Processor, LCD Controller, OpenGL ES 1.1, OpenGL ES 2.0, OpenVG 1.1","2","624","PRODUCT RAPID GROWTH(2)","5","4","Integrated PHY, USB 2.0, USB OTG HS","General Purpose Timer, Periodic Interrupt Timer, Watchdog Timer","4","400","-","-","-","AUTO; >=10 YEARS APPLICATION LIFE","-","-","1 Gbps + IEEE 1588","-","3","-","FlexCAN","-","16","4","MMC, SD","NAND, NOR, WEIM","-","2-lane MIPI-CSI2, 2x 20-bit parallel camera port","Vivante GC320 (600Mpx/s)","2x WXGA","1x 24-bit RGB, 2x LVDS, 2x MIPI-DSI, HDMI 1.4","-","Vivante GC880 (53Mtri/s)","OpenGL ES 1.1, OpenGL ES 2.0, OpenGL ES 3.0, OpenVG 1.1","1x HS USB 2.0 Host + PHY, 1x HS USB 2.0 OTG + PHY, 2x HS USB 2.0 Host + HSIC","Yes","25/50/150","Audio Accelerator, ESAI","JTAG","128","96","1x SDXC, 3x SD/MMC 4.4","-","16/32-bit NOR, 32-bit DDR3, 32-bit DDR3L, 32-bit LPDDR2, 40-bit ECC, 8-bit managed NAND, ONFI2.2","400","4","1x 1Gbps + IEEE 1588","1","-","2x FlexCAN","1","4 (16-bit)","2","Secure RAM, NIST approved RNG, Cryptographic accelerator, ARM TrustZone, A-HAB","2","Yes","MMPF0100, MMPF0200, PF3000","Partial PMU integration (LDO)","1","L3.10.53_1.1.0","IMX6_KK443_200_ANDROID","125","4","-40","MAPBGA","0.8","32","MCIMX6DLAICPU1","ARM Cortex-A9","21x21x1.6","i.MX 6Dual, i.MX 6Quad, i.MX 6DualLite","32/32","512","1","800","-","-","-","-","-","-"
"FSL","ARM 处理器---i.MX应用处理器","i.MX6S","MCIMX6S5DVM10AC","http://www.freescale.com/webapp/search.partparamdetail.framework?PART_NUMBER=i.MX6S&buyNow=true&fromSearch=true","http://www.freescale.com/zh-Hans/products/arm-processors/i.mx-applications-processors-based-on-arm-cores/i.mx-6-processors/i.mx6qp/i.mx-6solo-processors-single-core-multimedia-3d-graphics-arm-cortex-a9-core:i.MX6S?&fpsp=1&tab=Documentation_Tab#MCIMX6S5DVM10AC","i.MX 6 series 32-bit MPU, ARM Cortex-A9 core, 1GHz, MAPBGA 624","-","1000 @ CNY81.13 each","MAPBGA 624","ARM Cortex-A9","1000","1","-","32","512","128","DDR3, DDR3L, FLASH, LPDDR2","Camera Interface","Temperature Sensor, Tamper Detect, PCIe 2.0 1x Lane, LVDS","HD1080p Video Decode, HD1080p Video Encode, HD1080p Video Transcode, HDMI 1.4, Image Pre and Post Processor, LCD Controller, OpenGL ES 1.1, OpenGL ES 2.0, OpenVG 1.1","2","624","PRODUCT RAPID GROWTH(2)","5","4","Integrated PHY, USB 2.0, USB OTG HS","General Purpose Timer, Periodic Interrupt Timer, Watchdog Timer","4","400","-","-","-","5-YEARS APPLICATION LIFE","-","-","1 Gbps + IEEE 1588","-","3","-","FlexCAN","-","16","4","MMC, SD","NAND, NOR, WEIM","-","2-lane MIPI-CSI2, 2x 20-bit parallel camera port","Vivante GC320 (600Mpx/s)","2x WXGA","1x 24-bit RGB, 2x LVDS, 2x MIPI-DSI, HDMI 1.4","-","Vivante GC880 (53Mtri/s)","OpenGL ES 1.1, OpenGL ES 2.0, OpenGL ES 3.0, OpenVG 1.1","1x HS USB 2.0 Host + PHY, 1x HS USB 2.0 OTG + PHY, 2x HS USB 2.0 Host + HSIC","Yes","-","Audio Accelerator, ESAI","JTAG","128","96","1x SDXC, 3x SD/MMC 4.4","HD1080p30 Video Decode, HD1080p30 Video Encode, HD1080p30 Video Transcode","16/32-bit NOR, 32-bit DDR3, 32-bit DDR3L, 32-bit LPDDR2, 40-bit ECC, 8-bit managed NAND, ONFI2.2","400","4","1x 1Gbps + IEEE 1588","1","-","2x FlexCAN","1","4 (16-bit)","2","Secure RAM, NIST approved RNG, Cryptographic accelerator, ARM TrustZone, A-HAB","2","Yes","MMPF0100, MMPF0200, PF3000","Partial PMU integration (LDO)","1","L3.10.53_1.1.0","IMX6_KK443_200_ANDROID","95","4","0","MAPBGA","0.8","32","MCIMX6DL-SDP","ARM Cortex-A9","21x21x1.6","i.MX 6Dual, i.MX 6Quad, i.MX 6DualLite","32/32","512","1","1000","-","-","-","-","-","-"
"FSL","ARM 处理器---i.MX应用处理器","i.MX6S","MCIMX6S5DVM10ACR","http://www.freescale.com/webapp/search.partparamdetail.framework?PART_NUMBER=i.MX6S&buyNow=true&fromSearch=true","http://www.freescale.com/zh-Hans/products/arm-processors/i.mx-applications-processors-based-on-arm-cores/i.mx-6-processors/i.mx6qp/i.mx-6solo-processors-single-core-multimedia-3d-graphics-arm-cortex-a9-core:i.MX6S?&fpsp=1&tab=Documentation_Tab#MCIMX6S5DVM10ACR","i.MX 6 series 32-bit MPU, ARM Cortex-A9 core, 1GHz, MAPBGA 624","-","1000 @ CNY81.13 each","MAPBGA 624","ARM Cortex-A9","1000","1","-","32","512","128","DDR3, DDR3L, FLASH, LPDDR2","Camera Interface","Temperature Sensor, Tamper Detect, PCIe 2.0 1x Lane, LVDS","HD1080p Video Decode, HD1080p Video Encode, HD1080p Video Transcode, HDMI 1.4, Image Pre and Post Processor, LCD Controller, OpenGL ES 1.1, OpenGL ES 2.0, OpenVG 1.1","2","624","PRODUCT RAPID GROWTH(2)","5","4","Integrated PHY, USB 2.0, USB OTG HS","General Purpose Timer, Periodic Interrupt Timer, Watchdog Timer","4","400","-","-","-","5-YEARS APPLICATION LIFE","-","-","1 Gbps + IEEE 1588","-","3","-","FlexCAN","-","16","4","MMC, SD","NAND, NOR, WEIM","-","2-lane MIPI-CSI2, 2x 20-bit parallel camera port","Vivante GC320 (600Mpx/s)","2x WXGA","1x 24-bit RGB, 2x LVDS, 2x MIPI-DSI, HDMI 1.4","-","Vivante GC880 (53Mtri/s)","OpenGL ES 1.1, OpenGL ES 2.0, OpenGL ES 3.0, OpenVG 1.1","1x HS USB 2.0 Host + PHY, 1x HS USB 2.0 OTG + PHY, 2x HS USB 2.0 Host + HSIC","Yes","-","Audio Accelerator, ESAI","JTAG","128","96","1x SDXC, 3x SD/MMC 4.4","HD1080p30 Video Decode, HD1080p30 Video Encode, HD1080p30 Video Transcode","16/32-bit NOR, 32-bit DDR3, 32-bit DDR3L, 32-bit LPDDR2, 40-bit ECC, 8-bit managed NAND, ONFI2.2","400","4","1x 1Gbps + IEEE 1588","1","-","2x FlexCAN","1","4 (16-bit)","2","Secure RAM, NIST approved RNG, Cryptographic accelerator, ARM TrustZone, A-HAB","2","Yes","MMPF0100, MMPF0200, PF3000","Partial PMU integration (LDO)","1","L3.10.53_1.1.0","IMX6_KK443_200_ANDROID","95","4","0","MAPBGA","0.8","32","MCIMX6DL-SDP","ARM Cortex-A9","21x21x1.6","i.MX 6Dual, i.MX 6Quad, i.MX 6DualLite","32/32","512","1","1000","-","-","-","-","-","-"
"FSL","ARM 处理器---i.MX应用处理器","i.MX6S","MCIMX6S5EVM10AC","http://www.freescale.com/webapp/search.partparamdetail.framework?PART_NUMBER=i.MX6S&buyNow=true&fromSearch=true","http://www.freescale.com/zh-Hans/products/arm-processors/i.mx-applications-processors-based-on-arm-cores/i.mx-6-processors/i.mx6qp/i.mx-6solo-processors-single-core-multimedia-3d-graphics-arm-cortex-a9-core:i.MX6S?&fpsp=1&tab=Documentation_Tab#MCIMX6S5EVM10AC","i.MX 6 series 32-bit MPU, ARM Cortex-A9 core, 1GHz, MAPBGA 624","-","1000 @ CNY89.27 each","MAPBGA 624","ARM Cortex-A9","1000","1","-","32","512","128","DDR3, DDR3L, FLASH, LPDDR2","Camera Interface","Temperature Sensor, Tamper Detect, PCIe 2.0 1x Lane, LVDS","HD1080p Video Decode, HD1080p Video Encode, HD1080p Video Transcode, HDMI 1.4, Image Pre and Post Processor, LCD Controller, OpenGL ES 1.1, OpenGL ES 2.0, OpenVG 1.1","2","624","PRODUCT RAPID GROWTH(2)","5","4","Integrated PHY, USB 2.0, USB OTG HS","General Purpose Timer, Periodic Interrupt Timer, Watchdog Timer","4","400","-","-","-","5-YEARS APPLICATION LIFE","-","-","1 Gbps + IEEE 1588","-","3","-","FlexCAN","-","16","4","MMC, SD","NAND, NOR, WEIM","-","2-lane MIPI-CSI2, 2x 20-bit parallel camera port","Vivante GC320 (600Mpx/s)","2x WXGA","1x 24-bit RGB, 2x LVDS, 2x MIPI-DSI, HDMI 1.4","-","Vivante GC880 (53Mtri/s)","OpenGL ES 1.1, OpenGL ES 2.0, OpenGL ES 3.0, OpenVG 1.1","1x HS USB 2.0 Host + PHY, 1x HS USB 2.0 OTG + PHY, 2x HS USB 2.0 Host + HSIC","Yes","-","Audio Accelerator, ESAI","JTAG","128","96","1x SDXC, 3x SD/MMC 4.4","HD1080p30 Video Decode, HD1080p30 Video Encode, HD1080p30 Video Transcode","16/32-bit NOR, 32-bit DDR3, 32-bit DDR3L, 32-bit LPDDR2, 40-bit ECC, 8-bit managed NAND, ONFI2.2","400","4","1x 1Gbps + IEEE 1588","1","-","2x FlexCAN","1","4 (16-bit)","2","Secure RAM, NIST approved RNG, Cryptographic accelerator, ARM TrustZone, A-HAB","2","Yes","MMPF0100, MMPF0200, PF3000","Partial PMU integration (LDO)","1","L3.10.53_1.1.0","IMX6_KK443_200_ANDROID","105","4","-20","MAPBGA","0.8","32","MCIMX6DL-SDP","ARM Cortex-A9","21x21x1.6","i.MX 6Dual, i.MX 6Quad, i.MX 6DualLite","32/32","512","1","1000","-","-","-","-","-","-"
"FSL","ARM 处理器---i.MX应用处理器","i.MX6S","MCIMX6S5EVM10ACR","http://www.freescale.com/webapp/search.partparamdetail.framework?PART_NUMBER=i.MX6S&buyNow=true&fromSearch=true","http://www.freescale.com/zh-Hans/products/arm-processors/i.mx-applications-processors-based-on-arm-cores/i.mx-6-processors/i.mx6qp/i.mx-6solo-processors-single-core-multimedia-3d-graphics-arm-cortex-a9-core:i.MX6S?&fpsp=1&tab=Documentation_Tab#MCIMX6S5EVM10ACR","i.MX 6 series 32-bit MPU, ARM Cortex-A9 core, 1GHz, MAPBGA 624","-","1000 @ CNY89.27 each","MAPBGA 624","ARM Cortex-A9","1000","1","-","32","512","128","DDR3, DDR3L, FLASH, LPDDR2","Camera Interface","Temperature Sensor, Tamper Detect, PCIe 2.0 1x Lane, LVDS","HD1080p Video Decode, HD1080p Video Encode, HD1080p Video Transcode, HDMI 1.4, Image Pre and Post Processor, LCD Controller, OpenGL ES 1.1, OpenGL ES 2.0, OpenVG 1.1","2","624","PRODUCT RAPID GROWTH(2)","5","4","Integrated PHY, USB 2.0, USB OTG HS","General Purpose Timer, Periodic Interrupt Timer, Watchdog Timer","4","400","-","-","-","5-YEARS APPLICATION LIFE","-","-","1 Gbps + IEEE 1588","-","3","-","FlexCAN","-","16","4","MMC, SD","NAND, NOR, WEIM","-","2-lane MIPI-CSI2, 2x 20-bit parallel camera port","Vivante GC320 (600Mpx/s)","2x WXGA","1x 24-bit RGB, 2x LVDS, 2x MIPI-DSI, HDMI 1.4","-","Vivante GC880 (53Mtri/s)","OpenGL ES 1.1, OpenGL ES 2.0, OpenGL ES 3.0, OpenVG 1.1","1x HS USB 2.0 Host + PHY, 1x HS USB 2.0 OTG + PHY, 2x HS USB 2.0 Host + HSIC","Yes","-","Audio Accelerator, ESAI","JTAG","128","96","1x SDXC, 3x SD/MMC 4.4","HD1080p30 Video Decode, HD1080p30 Video Encode, HD1080p30 Video Transcode","16/32-bit NOR, 32-bit DDR3, 32-bit DDR3L, 32-bit LPDDR2, 40-bit ECC, 8-bit managed NAND, ONFI2.2","400","4","1x 1Gbps + IEEE 1588","1","-","2x FlexCAN","1","4 (16-bit)","2","Secure RAM, NIST approved RNG, Cryptographic accelerator, ARM TrustZone, A-HAB","2","Yes","MMPF0100, MMPF0200, PF3000","Partial PMU integration (LDO)","1","L3.10.53_1.1.0","IMX6_KK443_200_ANDROID","105","4","-20","MAPBGA","0.8","32","MCIMX6DL-SDP","ARM Cortex-A9","21x21x1.6","i.MX 6Dual, i.MX 6Quad, i.MX 6DualLite","32/32","512","1","1000","-","-","-","-","-","-"
