"brand","Series","Series-2","PartNo","DetailLink","Document","Description","Suggested Drivers","替代部件","器件功能","预算报价（不含税）(CNY)","SafeAssure 功能安全","封装类型和焊端数","工作环境温度 (Min-Max) (°C) ","其他特性-模拟","CAN Type","通信协议","负载供电电压 (Min) (V) ","负载供电电压 (Max) (V) ","供电电压 (Min-Max) (V) ","RoHS","接口和输入控制","PLC代码","Pin count","PLC描述","诊断","Sleep Current (Max) (mA) ","认证级别","保护","通道数","每路输出电流限值 (Min) (A) (ILIM)","无铅","负载电流 (Typ) (A) (IL)","漏源导通电阻 (Typ) (mOhm) (RDS(ON))","其他特性 - 电源管理","线性/LDO稳压器数量","开关升压稳压器数量","开关降压稳压器数量","输出电压","输出电流 (A) ","开关监控电压 (Min-Max) (V) (VSENSE)","负载电流 (Max) (A) (IL)","PWM Frquency (Hz) ","内核：内核数量 (Spec)","内部RAM (KB) ","数据传输速率 (Spec) (kbps) ","数据传输速率 (Max) (kbps) ","数据传输速率 (Min) (kbps) ","工作频率 (Max) (MHz) ","内核：类型","内部闪存 (KB) ","内核：工作电压 (Spec) (V) ","ADC (ch)","PWM (bit)","ADC (bit)","PWM (ch)","定时器特性","定时器","PWM","ADC","MCU内部用户闪存 (Spec) (kByte) "
"FSL","模拟与电源管理---发动机和DC电机控制","MC34933","MC34933EP","http://www.freescale.com/webapp/search.partparamdetail.framework?PART_NUMBER=MC34933&buyNow=true&fromSearch=true","http://www.freescale.com/zh-Hans/products/analog-power-management/engine-and-dc-motor-control/h-bridges/h-bridge-motor-driver-2-7v-1.4a-200khz:MC34933?&fpsp=1&tab=Documentation_Tab#MC34933EP","H-Bridge, Dual, Low Voltage, Stepper & DC Brushed Motor Driver, 2-7V, 1.4A, 200kHz, QFN 16, Tray","-","-","Dual H-Bridge","1000 @ CNY3.18 each","-","QFN-EP 16","-20 to 85","-","-","-","2","7","2.7 to 5.5","-","Parallel","3","16","PRODUCT STABLE GROWTH/MATURITY(3)","None","-","5-YEARS APPLICATION LIFE","Shoot Through, Thermal Shutdown, Undervoltage Lockout","2","1","-","0.7","800","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"FSL","模拟与电源管理---发动机和DC电机控制","MC34933","MC34933EPR2","http://www.freescale.com/webapp/search.partparamdetail.framework?PART_NUMBER=MC34933&buyNow=true&fromSearch=true","http://www.freescale.com/zh-Hans/products/analog-power-management/engine-and-dc-motor-control/h-bridges/h-bridge-motor-driver-2-7v-1.4a-200khz:MC34933?&fpsp=1&tab=Documentation_Tab#MC34933EPR2","H-Bridge, Dual, Low Voltage, Stepper & DC Brushed Motor Driver, 2-7V, 1.4A, 200kHz, QFN 16, Reel","-","-","Dual H-Bridge","1000 @ CNY3.18 each","-","QFN-EP 16","-20 to 85","-","-","-","2","7","2.7 to 5.5","-","Parallel","3","16","PRODUCT STABLE GROWTH/MATURITY(3)","None","-","5-YEARS APPLICATION LIFE","Shoot Through, Thermal Shutdown, Undervoltage Lockout","2","1","-","0.7","800","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"FSL","模拟与电源管理---发动机和DC电机控制","MC34932","MC34932EK","http://www.freescale.com/webapp/search.partparamdetail.framework?PART_NUMBER=MC34932&buyNow=true&fromSearch=true","http://www.freescale.com/zh-Hans/products/analog-power-management/engine-and-dc-motor-control/h-bridges/mc34932-s-h-bridge-brushed-dc-motor-driver-5-36v-5a-11khz-20khz:MC34932?&fpsp=1&tab=Documentation_Tab#MC34932EK","H-Bridge, Dual, Brushed DC & Stepper Motor Driver, 5-28V, 5A, Cur FB, Sleep, SOIC54, Rail","-","-","Dual H-Bridge","1000 @ CNY16.34 each","-","SOIC-EP 54","-40 to 85","Internal Charge Pump, PWM Capable, Sleep Mode","-","-","8","36","8 to 36","-","Parallel","3","54","PRODUCT STABLE GROWTH/MATURITY(3)","Status Flag","-","10-YEARS APPLICATION LIFE","Output Short to Ground, Overcurrent, Overtemperature","4","6.5","-","5","120","-","-","-","-","-","-","-","-","11","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"FSL","模拟与电源管理---发动机和DC电机控制","MC34932","MC34932EKR2","http://www.freescale.com/webapp/search.partparamdetail.framework?PART_NUMBER=MC34932&buyNow=true&fromSearch=true","http://www.freescale.com/zh-Hans/products/analog-power-management/engine-and-dc-motor-control/h-bridges/mc34932-s-h-bridge-brushed-dc-motor-driver-5-36v-5a-11khz-20khz:MC34932?&fpsp=1&tab=Documentation_Tab#MC34932EKR2","H-Bridge, Dual, Brushed DC & Stepper Motor Driver, 5-28V, 5A, Cur FB, Sleep, SOIC54, Reel","-","-","Dual H-Bridge","1000 @ CNY16.34 each","-","SOIC-EP 54","-40 to 85","Internal Charge Pump, PWM Capable, Sleep Mode","-","-","8","36","8 to 36","-","Parallel","3","54","PRODUCT STABLE GROWTH/MATURITY(3)","Status Flag","-","10-YEARS APPLICATION LIFE","Output Short to Ground, Overcurrent, Overtemperature","4","6.5","-","5","120","-","-","-","-","-","-","-","-","11","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"FSL","模拟与电源管理---发动机和DC电机控制","MC34932","MC34932SEK","http://www.freescale.com/webapp/search.partparamdetail.framework?PART_NUMBER=MC34932&buyNow=true&fromSearch=true","http://www.freescale.com/zh-Hans/products/analog-power-management/engine-and-dc-motor-control/h-bridges/mc34932-s-h-bridge-brushed-dc-motor-driver-5-36v-5a-11khz-20khz:MC34932?&fpsp=1&tab=Documentation_Tab#MC34932SEK","H-Bridge, Dual, Brushed DC & Stepper Motor Driver, 5-28V, 5A, Cur FB, Sleep, SOIC54, Rail","-","-","Dual H-Bridge","1000 @ CNY15.96 each","-","SOIC-EP 54","-40 to 85","Internal Charge Pump, PWM Capable, Sleep Mode","-","-","8","36","8 to 36","-","Parallel","2","54","PRODUCT RAPID GROWTH(2)","Status Flag","-","10-YEARS APPLICATION LIFE","Output Short to Ground, Overcurrent, Overtemperature","4","6.5","-","5","120","-","-","-","-","-","-","-","-","20","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"FSL","模拟与电源管理---发动机和DC电机控制","MC34932","MC34932SEKR2","http://www.freescale.com/webapp/search.partparamdetail.framework?PART_NUMBER=MC34932&buyNow=true&fromSearch=true","http://www.freescale.com/zh-Hans/products/analog-power-management/engine-and-dc-motor-control/h-bridges/mc34932-s-h-bridge-brushed-dc-motor-driver-5-36v-5a-11khz-20khz:MC34932?&fpsp=1&tab=Documentation_Tab#MC34932SEKR2","H-Bridge, Dual, Brushed DC & Stepper Motor Driver, 5-28V, 5A, Cur FB, Sleep, SOIC54, Reel","-","-","Dual H-Bridge","1000 @ CNY15.96 each","-","SOIC-EP 54","-40 to 85","Internal Charge Pump, PWM Capable, Sleep Mode","-","-","8","36","8 to 36","-","Parallel","2","54","PRODUCT RAPID GROWTH(2)","Status Flag","-","10-YEARS APPLICATION LIFE","Output Short to Ground, Overcurrent, Overtemperature","4","6.5","-","5","120","-","-","-","-","-","-","-","-","20","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"FSL","模拟与电源管理---发动机和DC电机控制","MC33975","MC33975ATEK","http://www.freescale.com/webapp/search.partparamdetail.framework?PART_NUMBER=MC33975&buyNow=true&fromSearch=true","http://www.freescale.com/zh-Hans/products/analog-power-management/engine-and-dc-motor-control/powertrain-engine-control/msdi-with-32-ma-suppressed-wakeup:MC33975?&fpsp=1&tab=Documentation_Tab#MC33975ATEK","Switch Detection Interface, 22-switches, 32mA Suppressed Wakeup, 3.3 V / 5.0 V SPI , SOIC 32, Tray","-","-","Powertrain Control, Signal Conditioning, Switch Monitoring","1000 @ CNY10.87 each","-","SOIC-EP 32","-40 to 125","Pulse wetting current","-","-","5.5","26","3.1 to 5.25","-","SPI","3","32","PRODUCT STABLE GROWTH/MATURITY(3)","SPI","-","AUTO; >=10 YEARS APPLICATION LIFE","N/A","-","-","-","-","-","-","-","-","-","-","-","-14 to 40","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"FSL","模拟与电源管理---发动机和DC电机控制","MC33975","MC33975ATEKR2","http://www.freescale.com/webapp/search.partparamdetail.framework?PART_NUMBER=MC33975&buyNow=true&fromSearch=true","http://www.freescale.com/zh-Hans/products/analog-power-management/engine-and-dc-motor-control/powertrain-engine-control/msdi-with-32-ma-suppressed-wakeup:MC33975?&fpsp=1&tab=Documentation_Tab#MC33975ATEKR2","Switch Detection Interface, 22-switches, 32mA Suppressed Wakeup, 3.3 V / 5.0 V SPI , SOIC 32, Reel","-","-","Powertrain Control, Signal Conditioning, Switch Monitoring","1000 @ CNY10.87 each","-","SOIC-EP 32","-40 to 125","Pulse wetting current","-","-","5.5","26","3.1 to 5.25","-","SPI","3","32","PRODUCT STABLE GROWTH/MATURITY(3)","SPI","-","AUTO; >=10 YEARS APPLICATION LIFE","N/A","-","-","-","-","-","-","-","-","-","-","-","-14 to 40","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"FSL","模拟与电源管理---发动机和DC电机控制","MC33975","MC33975TEK","http://www.freescale.com/webapp/search.partparamdetail.framework?PART_NUMBER=MC33975&buyNow=true&fromSearch=true","http://www.freescale.com/zh-Hans/products/analog-power-management/engine-and-dc-motor-control/powertrain-engine-control/msdi-with-32-ma-suppressed-wakeup:MC33975?&fpsp=1&tab=Documentation_Tab#MC33975TEK","Switch Detection Interface, 22-switches, 32mA Suppressed Wakeup, 3.3 V / 5.0 V SPI , SOIC 32, Tray","-","-","Powertrain Control, Signal Conditioning, Switch Monitoring","1000 @ CNY10.87 each","-","SOIC-EP 32","-40 to 125","Pulse wetting current","-","-","5.5","26","3.1 to 5.25","-","SPI","3","32","PRODUCT STABLE GROWTH/MATURITY(3)","SPI","-","AUTO; >=10 YEARS APPLICATION LIFE","N/A","-","-","-","-","-","-","-","-","-","-","-","-14 to 38","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"FSL","模拟与电源管理---发动机和DC电机控制","MC33975","MC33975TEKR2","http://www.freescale.com/webapp/search.partparamdetail.framework?PART_NUMBER=MC33975&buyNow=true&fromSearch=true","http://www.freescale.com/zh-Hans/products/analog-power-management/engine-and-dc-motor-control/powertrain-engine-control/msdi-with-32-ma-suppressed-wakeup:MC33975?&fpsp=1&tab=Documentation_Tab#MC33975TEKR2","Switch Detection Interface, 22-switches, 32mA Suppressed Wakeup, 3.3 V / 5.0 V SPI , SOIC 32, Reel","-","-","Powertrain Control, Signal Conditioning, Switch Monitoring","1000 @ CNY10.87 each","-","SOIC-EP 32","-40 to 125","Pulse wetting current","-","-","5.5","26","3.1 to 5.25","-","SPI","3","32","PRODUCT STABLE GROWTH/MATURITY(3)","SPI","-","AUTO; >=10 YEARS APPLICATION LIFE","N/A","-","-","-","-","-","-","-","-","-","-","-","-14 to 38","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"FSL","模拟与电源管理---发动机和DC电机控制","MC34931","MC34931EK","http://www.freescale.com/webapp/search.partparamdetail.framework?PART_NUMBER=MC34931&buyNow=true&fromSearch=true","http://www.freescale.com/zh-Hans/products/analog-power-management/engine-and-dc-motor-control/h-bridges/mc34931-s-h-bridge-brushed-dc-motor-driver-5-36v-5a-11khz-20khz:MC34931?&fpsp=1&tab=Documentation_Tab#MC34931EK","H-Bridge, Brushed DC Motor Driver, 5-28V, 5A, Cur FB, Sleep, IMM, SM-8, SOICW-EP 32, Rail","-","-","H-Bridge","1000 @ CNY8.97 each","-","SOIC-EP 32","-40 to 85","Internal Charge Pump, PWM Capable, Sleep Mode","-","-","8","36","8 to 36","-","Parallel","3","32","PRODUCT STABLE GROWTH/MATURITY(3)","Status Flag","-","10-YEARS APPLICATION LIFE","Output Short to Ground, Overcurrent, Overtemperature","2","6.5","-","5","120","-","-","-","-","-","-","-","-","11","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"FSL","模拟与电源管理---发动机和DC电机控制","MC34931","MC34931EKR2","http://www.freescale.com/webapp/search.partparamdetail.framework?PART_NUMBER=MC34931&buyNow=true&fromSearch=true","http://www.freescale.com/zh-Hans/products/analog-power-management/engine-and-dc-motor-control/h-bridges/mc34931-s-h-bridge-brushed-dc-motor-driver-5-36v-5a-11khz-20khz:MC34931?&fpsp=1&tab=Documentation_Tab#MC34931EKR2","H-Bridge, Brushed DC Motor Driver, 5-28V, 5A, Cur FB, Sleep, IMM, SM-8, SOICW-EP 32, Reel","-","-","H-Bridge","1000 @ CNY8.97 each","-","SOIC-EP 32","-40 to 85","Internal Charge Pump, PWM Capable, Sleep Mode","-","-","8","36","8 to 36","-","Parallel","3","32","PRODUCT STABLE GROWTH/MATURITY(3)","Status Flag","-","10-YEARS APPLICATION LIFE","Output Short to Ground, Overcurrent, Overtemperature","2","6.5","-","5","120","-","-","-","-","-","-","-","-","11","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"FSL","模拟与电源管理---发动机和DC电机控制","MC34931","MC34931SEK","http://www.freescale.com/webapp/search.partparamdetail.framework?PART_NUMBER=MC34931&buyNow=true&fromSearch=true","http://www.freescale.com/zh-Hans/products/analog-power-management/engine-and-dc-motor-control/h-bridges/mc34931-s-h-bridge-brushed-dc-motor-driver-5-36v-5a-11khz-20khz:MC34931?&fpsp=1&tab=Documentation_Tab#MC34931SEK","H-Bridge, Brushed DC Motor Driver, High Slew Rate, 5-28V, 5A, Cur FB, Sleep, SOICW-EP 32, Rail","-","-","H-Bridge","1000 @ CNY8.90 each","-","SOIC-EP 32","-40 to 85","Internal Charge Pump, PWM Capable, Sleep Mode","-","-","8","36","8 to 36","-","Parallel","2","32","PRODUCT RAPID GROWTH(2)","Status Flag","-","10-YEARS APPLICATION LIFE","Output Short to Ground, Overcurrent, Overtemperature","2","6.5","-","5","120","-","-","-","-","-","-","-","-","20","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"FSL","模拟与电源管理---发动机和DC电机控制","MC34931","MC34931SEKR2","http://www.freescale.com/webapp/search.partparamdetail.framework?PART_NUMBER=MC34931&buyNow=true&fromSearch=true","http://www.freescale.com/zh-Hans/products/analog-power-management/engine-and-dc-motor-control/h-bridges/mc34931-s-h-bridge-brushed-dc-motor-driver-5-36v-5a-11khz-20khz:MC34931?&fpsp=1&tab=Documentation_Tab#MC34931SEKR2","H-Bridge, Brushed DC Motor Driver, High Slew Rate, 5-28V, 5A, Cur FB, Sleep, SOICW-EP 32, Reel","-","-","H-Bridge","1000 @ CNY8.90 each","-","SOIC-EP 32","-40 to 85","Internal Charge Pump, PWM Capable, Sleep Mode","-","-","8","36","8 to 36","-","Parallel","2","32","PRODUCT RAPID GROWTH(2)","Status Flag","-","10-YEARS APPLICATION LIFE","Output Short to Ground, Overcurrent, Overtemperature","2","6.5","-","5","120","-","-","-","-","-","-","-","-","20","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"FSL","模拟与电源管理---发动机和DC电机控制","MC33937","MC33937APEK","http://www.freescale.com/webapp/search.partparamdetail.framework?PART_NUMBER=MC33937&buyNow=true&fromSearch=true","http://www.freescale.com/zh-Hans/products/analog-power-management/engine-and-dc-motor-control/powertrain-engine-control/3-phase-field-effect-transistor-pre-driver:MC33937?&fpsp=1&tab=Documentation_Tab#MC33937APEK","Motor driver, 3 Phase FET pre-driver, >1.5A gate drive, FET  protection, 40V, SPI, SOIC-EP 54, Rail","-","-","Powertrain Control, Pre-Driver, 3 Phase, Gate Driver","1000 @ CNY16.40 each","-","SOIC-EP 54","-40 to 135","Internal Charge Pump","-","-","8","40","8 to 40","-","Parallel, SPI","3","54","PRODUCT STABLE GROWTH/MATURITY(3)","SPI","-","AUTO; >=10 YEARS APPLICATION LIFE","Output Short to Ground, Overcurrent, Overtemperature","3","1","-","1","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"FSL","模拟与电源管理---发动机和DC电机控制","MC33937","MC33937APEKR2","http://www.freescale.com/webapp/search.partparamdetail.framework?PART_NUMBER=MC33937&buyNow=true&fromSearch=true","http://www.freescale.com/zh-Hans/products/analog-power-management/engine-and-dc-motor-control/powertrain-engine-control/3-phase-field-effect-transistor-pre-driver:MC33937?&fpsp=1&tab=Documentation_Tab#MC33937APEKR2","Motor driver, 3 Phase FET pre-driver, >1.5A gate drive, FET  protection, 40V, SPI, SOIC-EP 54, Reel","-","-","Powertrain Control, Pre-Driver, 3 Phase, Gate Driver","1000 @ CNY16.40 each","-","SOIC-EP 54","-40 to 135","Internal Charge Pump","-","-","8","40","8 to 40","-","Parallel, SPI","3","54","PRODUCT STABLE GROWTH/MATURITY(3)","SPI","-","AUTO; >=10 YEARS APPLICATION LIFE","Output Short to Ground, Overcurrent, Overtemperature","3","1","-","1","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"FSL","模拟与电源管理---发动机和DC电机控制","MC33932","MC33932EK","http://www.freescale.com/webapp/search.partparamdetail.framework?PART_NUMBER=MC33932&buyNow=true&fromSearch=true","http://www.freescale.com/zh-Hans/products/analog-power-management/engine-and-dc-motor-control/powertrain-engine-control/h-bridge-motor-driver-5-28v-5a-11khz:MC33932?&fpsp=1&tab=Documentation_Tab#MC33932EK","H-Bridge, Dual, Brushed DC & Stepper motor Driver, 5-28V, 5A, Cur FB, Sleep, SmOhms8, SOIC 54, Rail","-","-","Dual H-Bridge, Powertrain Control","1000 @ CNY17.61 each","-","SOIC-EP 54","-40 to 125","Sleep Mode, PWM Capable, Internal Charge Pump","-","-","8","28","8 to 28","-","Parallel","3","54","PRODUCT STABLE GROWTH/MATURITY(3)","Status Flag","0.05","AUTO; >=10 YEARS APPLICATION LIFE","Inrush Current Limit, Undervoltage, Thermal Foldback, Overcurrent, Overtemperature, Short Circuit","4","6.5","-","5","120","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"FSL","模拟与电源管理---发动机和DC电机控制","MC33932","MC33932EKR2","http://www.freescale.com/webapp/search.partparamdetail.framework?PART_NUMBER=MC33932&buyNow=true&fromSearch=true","http://www.freescale.com/zh-Hans/products/analog-power-management/engine-and-dc-motor-control/powertrain-engine-control/h-bridge-motor-driver-5-28v-5a-11khz:MC33932?&fpsp=1&tab=Documentation_Tab#MC33932EKR2","DUAL 5A THROTTLE CONTROL","-","-","Dual H-Bridge, Powertrain Control","1000 @ CNY17.61 each","-","SOIC-EP 54","-40 to 125","Sleep Mode, PWM Capable, Internal Charge Pump","-","-","8","28","8 to 28","-","Parallel","3","54","PRODUCT STABLE GROWTH/MATURITY(3)","Status Flag","0.05","AUTO; >=10 YEARS APPLICATION LIFE","Inrush Current Limit, Undervoltage, Thermal Foldback, Overcurrent, Overtemperature, Short Circuit","4","6.5","-","5","120","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"FSL","模拟与电源管理---发动机和DC电机控制","MC33932","MC33932VW","http://www.freescale.com/webapp/search.partparamdetail.framework?PART_NUMBER=MC33932&buyNow=true&fromSearch=true","http://www.freescale.com/zh-Hans/products/analog-power-management/engine-and-dc-motor-control/powertrain-engine-control/h-bridge-motor-driver-5-28v-5a-11khz:MC33932?&fpsp=1&tab=Documentation_Tab#MC33932VW","H-Bridge, Dual, Brushed DC & Stepper Motor Driver, 5-28V, 5A, Cur FB, Sleep, SM-8, HSOP 44, Rail","-","-","Dual H-Bridge, Powertrain Control","1000 @ CNY37.26 each","-","HSOP-EP 44","-40 to 125","Sleep Mode, PWM Capable, Internal Charge Pump","-","-","8","28","8 to 28","-","Parallel","3","44","PRODUCT STABLE GROWTH/MATURITY(3)","Status Flag","0.05","AUTO; >=10 YEARS APPLICATION LIFE","Inrush Current Limit, Undervoltage, Thermal Foldback, Overcurrent, Overtemperature, Short Circuit","4","6.5","-","5","120","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"FSL","模拟与电源管理---发动机和DC电机控制","MC33932","MC33932VWR2","http://www.freescale.com/webapp/search.partparamdetail.framework?PART_NUMBER=MC33932&buyNow=true&fromSearch=true","http://www.freescale.com/zh-Hans/products/analog-power-management/engine-and-dc-motor-control/powertrain-engine-control/h-bridge-motor-driver-5-28v-5a-11khz:MC33932?&fpsp=1&tab=Documentation_Tab#MC33932VWR2","H-Bridge, Dual, Brushed DC & Stepper Motor Driver, 5-28V, 5A, Cur FB, Sleep, SM-8, HSOP 44, Reel","-","-","Dual H-Bridge, Powertrain Control","1000 @ CNY37.26 each","-","HSOP-EP 44","-40 to 125","Sleep Mode, PWM Capable, Internal Charge Pump","-","-","8","28","8 to 28","-","Parallel","3","44","PRODUCT STABLE GROWTH/MATURITY(3)","Status Flag","0.05","AUTO; >=10 YEARS APPLICATION LIFE","Inrush Current Limit, Undervoltage, Thermal Foldback, Overcurrent, Overtemperature, Short Circuit","4","6.5","-","5","120","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"FSL","模拟与电源管理---发动机和DC电机控制","MC33926","MC33926PNB","http://www.freescale.com/webapp/search.partparamdetail.framework?PART_NUMBER=MC33926&buyNow=true&fromSearch=true","http://www.freescale.com/zh-Hans/products/analog-power-management/engine-and-dc-motor-control/powertrain-engine-control/h-bridge-brushed-dc-motor-driver-5-28v-5a-20khz:MC33926?&fpsp=1&tab=Documentation_Tab#MC33926PNB","H-Bridge, Brushed DC Motor Driver, 5-28V, 5A, Cur FB, Slew Select, SM-8, PQFN 32, Tray","-","-","Powertrain Control, H-Bridge","1000 @ CNY10.81 each","Quality Managed","QFN-EP 32","-40 to 125","Sleep Mode, PWM Capable, Internal Charge Pump","-","-","8","28","8 to 28","-","Parallel","3","32","PRODUCT STABLE GROWTH/MATURITY(3)","Status Flag","0.05","AUTO; >=10 YEARS APPLICATION LIFE","Short Circuit, Inrush Current Limit, Overcurrent, Overtemperature, Undervoltage, Thermal Foldback","2","6.5","-","5","120","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"FSL","模拟与电源管理---发动机和DC电机控制","MC33926","MC33926PNBR2","http://www.freescale.com/webapp/search.partparamdetail.framework?PART_NUMBER=MC33926&buyNow=true&fromSearch=true","http://www.freescale.com/zh-Hans/products/analog-power-management/engine-and-dc-motor-control/powertrain-engine-control/h-bridge-brushed-dc-motor-driver-5-28v-5a-20khz:MC33926?&fpsp=1&tab=Documentation_Tab#MC33926PNBR2","H-Bridge, Brushed DC Motor Driver, 5-28V, 5A, Cur FB, Slew Select, SM-8, PQFN 32, Reel","-","-","Powertrain Control, H-Bridge","1000 @ CNY10.81 each","Quality Managed","QFN-EP 32","-40 to 125","Sleep Mode, PWM Capable, Internal Charge Pump","-","-","8","28","8 to 28","-","Parallel","3","32","PRODUCT STABLE GROWTH/MATURITY(3)","Status Flag","0.05","AUTO; >=10 YEARS APPLICATION LIFE","Short Circuit, Inrush Current Limit, Overcurrent, Overtemperature, Undervoltage, Thermal Foldback","2","6.5","-","5","120","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"FSL","模拟与电源管理---发动机和DC电机控制","MC33931","MC33931EK","http://www.freescale.com/webapp/search.partparamdetail.framework?PART_NUMBER=MC33931&buyNow=true&fromSearch=true","http://www.freescale.com/zh-Hans/products/analog-power-management/engine-and-dc-motor-control/powertrain-engine-control/h-bridge-brushed-dc-motor-driver-5-28v-5a-11khz:MC33931?&fpsp=1&tab=Documentation_Tab#MC33931EK","H-Bridge, Brushed DC Motor Driver, 5-28V, 5A, Cur FB, Sleep, SM-8, SOICW-EP 32 Rail","-","-","H-Bridge, Powertrain Control","1000 @ CNY9.66 each","-","SOIC-EP 32","-40 to 125","Sleep Mode, PWM Capable, Internal Charge Pump","-","-","8","28","8 to 28","-","Parallel","3","32","PRODUCT STABLE GROWTH/MATURITY(3)","Status Flag","0.05","AUTO; >=10 YEARS APPLICATION LIFE","Inrush Current Limit, Undervoltage, Thermal Foldback, Overcurrent, Overtemperature, Short Circuit","2","6.5","-","5","120","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"FSL","模拟与电源管理---发动机和DC电机控制","MC33931","MC33931EKR2","http://www.freescale.com/webapp/search.partparamdetail.framework?PART_NUMBER=MC33931&buyNow=true&fromSearch=true","http://www.freescale.com/zh-Hans/products/analog-power-management/engine-and-dc-motor-control/powertrain-engine-control/h-bridge-brushed-dc-motor-driver-5-28v-5a-11khz:MC33931?&fpsp=1&tab=Documentation_Tab#MC33931EKR2","H-Bridge, Brushed DC Motor Driver, 5-28V, 5A, Cur FB, Sleep, SM-8, SOICW-EP 32 Reel","-","-","H-Bridge, Powertrain Control","1000 @ CNY9.66 each","-","SOIC-EP 32","-40 to 125","Sleep Mode, PWM Capable, Internal Charge Pump","-","-","8","28","8 to 28","-","Parallel","3","32","PRODUCT STABLE GROWTH/MATURITY(3)","Status Flag","0.05","AUTO; >=10 YEARS APPLICATION LIFE","Inrush Current Limit, Undervoltage, Thermal Foldback, Overcurrent, Overtemperature, Short Circuit","2","6.5","-","5","120","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"FSL","模拟与电源管理---发动机和DC电机控制","MC33931","MC33931VW","http://www.freescale.com/webapp/search.partparamdetail.framework?PART_NUMBER=MC33931&buyNow=true&fromSearch=true","http://www.freescale.com/zh-Hans/products/analog-power-management/engine-and-dc-motor-control/powertrain-engine-control/h-bridge-brushed-dc-motor-driver-5-28v-5a-11khz:MC33931?&fpsp=1&tab=Documentation_Tab#MC33931VW","H-Bridge, Brushed DC Motor Driver, 5-28V, 5A, Cur FB, Sleep, SM-8, HSOP 44, Rail","-","-","H-Bridge, Powertrain Control","1000 @ CNY22.64 each","-","HSOP-EP 44","-40 to 125","Sleep Mode, PWM Capable, Internal Charge Pump","-","-","8","28","8 to 28","-","Parallel","3","44","PRODUCT STABLE GROWTH/MATURITY(3)","Status Flag","0.05","AUTO; >=10 YEARS APPLICATION LIFE","Inrush Current Limit, Undervoltage, Thermal Foldback, Overcurrent, Overtemperature, Short Circuit","2","6.5","-","5","120","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"FSL","模拟与电源管理---发动机和DC电机控制","MC33931","MC33931VWR2","http://www.freescale.com/webapp/search.partparamdetail.framework?PART_NUMBER=MC33931&buyNow=true&fromSearch=true","http://www.freescale.com/zh-Hans/products/analog-power-management/engine-and-dc-motor-control/powertrain-engine-control/h-bridge-brushed-dc-motor-driver-5-28v-5a-11khz:MC33931?&fpsp=1&tab=Documentation_Tab#MC33931VWR2","H-Bridge, Brushed DC Motor Driver, 5-28V, 5A, Cur FB, Sleep, SM-8, HSOP 44, Reel","-","-","H-Bridge, Powertrain Control","1000 @ CNY22.64 each","-","HSOP-EP 44","-40 to 125","Sleep Mode, PWM Capable, Internal Charge Pump","-","-","8","28","8 to 28","-","Parallel","3","44","PRODUCT STABLE GROWTH/MATURITY(3)","Status Flag","0.05","AUTO; >=10 YEARS APPLICATION LIFE","Inrush Current Limit, Undervoltage, Thermal Foldback, Overcurrent, Overtemperature, Short Circuit","2","6.5","-","5","120","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
