"brand","Series","Series-2","PartNo","DetailLink","Document","Description","Suggested Drivers","封装类型和焊端数","预算报价（不含税）(CNY)","认证级别","内部闪存 (KB) ","内部RAM (KB) ","缓存 (KB) ","工作频率 (Max) (MHz) ","内核：性能(MIPS)","总线频率 (Max) (MHz) ","支持外部存储器","其他特性","片选","外部中断","DMA通道总数","供电电压 (Min-Max) (V) ","定时器特性","外部总线接口","GPIOs","ADC (ch)","Junction Temperature (Max) (&#186;C)","SCI","ADC (bit)","PLC代码","Pin count","PLC描述","SPI","定时器","Debug &amp; Trace","I/O 工作电压 (Max) (V) ","ADC","待机功能","CAN","I2C","内核：类型","工作环境温度 (Min-Max) (°C) ","无铅","RoHS","DAC (ch)","DAC (bit)","定时器类型","Ethernet Type","以太网","视频/显示功能","USB","USB features","I2S","UART","QSPI","CAN Type","状态","替代部件"
"FSL","其他处理器---ColdFire+/ColdFire MCU和处理器","MCF51MM","MCF51MM128VMB","http://www.freescale.com/webapp/search.partparamdetail.framework?PART_NUMBER=MCF51MM&buyNow=true&fromSearch=true","http://www.freescale.com/zh-Hans/products/more-processors/32-bit-mcu-and-mcp/coldfire-plus-coldfire-mcus-mpus/coldfire-mcus/v1-mcu/flexis-32-bit-coldfire-v1-mcus:MCF51MM?&fpsp=1&tab=Documentation_Tab#MCF51MM128VMB","MCF51MM 32-bit MCU, ColdFire V1 core, 128KB Flash, 50MHz, MAPBGA 81","-","MAPBGA 81","10000 @ CNY26.83 each","10-YEARS APPLICATION LIFE","128","32","-","50","46","25","-","PLL, Low Voltage Detect, KBI, COP, Analog Comparator","-","-","-","1.8 to 3.6","-","Flexbus","-","-","-","2","16","4","81","PRODUCT MATURITY/SATURATION(4)","2","-","On-Chip Emulation","-","-","STOP","-","1","-","-40 to 105","-","-","-","12","-","-","-","-","1","USB OTG","-","-","-","-","-","-"
"FSL","其他处理器---ColdFire+/ColdFire MCU和处理器","MCF51MM","MCF51MM256CLK","http://www.freescale.com/webapp/search.partparamdetail.framework?PART_NUMBER=MCF51MM&buyNow=true&fromSearch=true","http://www.freescale.com/zh-Hans/products/more-processors/32-bit-mcu-and-mcp/coldfire-plus-coldfire-mcus-mpus/coldfire-mcus/v1-mcu/flexis-32-bit-coldfire-v1-mcus:MCF51MM?&fpsp=1&tab=Documentation_Tab#MCF51MM256CLK","MCF51MM 32-bit MCU, ColdFire V1 core, 256KB Flash, 50MHz, QFP 80","-","QFP 80","10000 @ CNY27.28 each","5-YEARS APPLICATION LIFE","256","32","-","50","46","25","-","PLL, Low Voltage Detect, KBI, COP, Analog Comparator","-","-","-","1.8 to 3.6","-","Flexbus","-","-","-","2","16","4","80","PRODUCT MATURITY/SATURATION(4)","2","-","On-Chip Emulation","-","-","STOP","-","1","-","-40 to 85","-","-","-","12","-","-","-","-","1","USB OTG","-","-","-","-","-","-"
"FSL","其他处理器---ColdFire+/ColdFire MCU和处理器","MCF51MM","MCF51MM256CLL","http://www.freescale.com/webapp/search.partparamdetail.framework?PART_NUMBER=MCF51MM&buyNow=true&fromSearch=true","http://www.freescale.com/zh-Hans/products/more-processors/32-bit-mcu-and-mcp/coldfire-plus-coldfire-mcus-mpus/coldfire-mcus/v1-mcu/flexis-32-bit-coldfire-v1-mcus:MCF51MM?&fpsp=1&tab=Documentation_Tab#MCF51MM256CLL","MCF51MM 32-bit MCU, ColdFire V1 core, 256KB Flash, 50MHz, QFP 100","-","LQFP 100","10000 @ CNY27.85 each","5-YEARS APPLICATION LIFE","256","32","-","50","46","25","-","PLL, Low Voltage Detect, KBI, COP, Analog Comparator","-","-","-","1.8 to 3.6","-","Flexbus","-","-","-","2","16","4","100","PRODUCT MATURITY/SATURATION(4)","2","-","On-Chip Emulation","-","-","STOP","-","1","-","-40 to 85","-","-","-","12","-","-","-","-","1","USB OTG","-","-","-","-","-","-"
"FSL","其他处理器---ColdFire+/ColdFire MCU和处理器","MCF51MM","MCF51MM256VLK","http://www.freescale.com/webapp/search.partparamdetail.framework?PART_NUMBER=MCF51MM&buyNow=true&fromSearch=true","http://www.freescale.com/zh-Hans/products/more-processors/32-bit-mcu-and-mcp/coldfire-plus-coldfire-mcus-mpus/coldfire-mcus/v1-mcu/flexis-32-bit-coldfire-v1-mcus:MCF51MM?&fpsp=1&tab=Documentation_Tab#MCF51MM256VLK","MCF51MM 32-bit MCU, ColdFire V1 core, 256KB Flash, 50MHz, QFP 80","-","QFP 80","10000 @ CNY28.61 each","10-YEARS APPLICATION LIFE","256","32","-","50","46","25","-","PLL, Low Voltage Detect, KBI, COP, Analog Comparator","-","-","-","1.8 to 3.6","-","Flexbus","-","-","-","2","16","4","80","PRODUCT MATURITY/SATURATION(4)","2","-","On-Chip Emulation","-","-","STOP","-","1","-","-40 to 105","-","-","-","12","-","-","-","-","1","USB OTG","-","-","-","-","-","-"
"FSL","其他处理器---ColdFire+/ColdFire MCU和处理器","MCF51MM","MCF51MM256VLL","http://www.freescale.com/webapp/search.partparamdetail.framework?PART_NUMBER=MCF51MM&buyNow=true&fromSearch=true","http://www.freescale.com/zh-Hans/products/more-processors/32-bit-mcu-and-mcp/coldfire-plus-coldfire-mcus-mpus/coldfire-mcus/v1-mcu/flexis-32-bit-coldfire-v1-mcus:MCF51MM?&fpsp=1&tab=Documentation_Tab#MCF51MM256VLL","MCF51MM 32-bit MCU, ColdFire V1 core, 256KB Flash, 50MHz, QFP 100","-","LQFP 100","10000 @ CNY29.25 each","10-YEARS APPLICATION LIFE","256","32","-","50","46","25","-","PLL, Low Voltage Detect, KBI, COP, Analog Comparator","-","-","-","1.8 to 3.6","-","Flexbus","-","-","-","2","16","4","100","PRODUCT MATURITY/SATURATION(4)","2","-","On-Chip Emulation","-","-","STOP","-","1","-","-40 to 105","-","-","-","12","-","-","-","-","1","USB OTG","-","-","-","-","-","-"
"FSL","其他处理器---ColdFire+/ColdFire MCU和处理器","MCF51EM","MCF51EM128CLK","http://www.freescale.com/webapp/search.partparamdetail.framework?PART_NUMBER=MCF51EM&buyNow=true&fromSearch=true","http://www.freescale.com/zh-Hans/products/more-processors/32-bit-mcu-and-mcp/coldfire-plus-coldfire-mcus-mpus/coldfire-mcus/v1-mcu/mcf51em256-32-bit-mcu-for-smart-meter-applications:MCF51EM?&fpsp=1&tab=Documentation_Tab#MCF51EM128CLK","MCF51EM 32-bit MCU, ColdFire V1 core, 128KB Flash, 50MHz, QFP 80","-","LQFP 80","10000 @ CNY22.25 each","10-YEARS APPLICATION LIFE","128","8","-","50","47","25","-","Analog Comparator, COP, Internal Clock Generator, KBI, Low Voltage Detect","-","16","-","1.8 to 3.6","Pulse Accumulator, Output Compare, Input Capture","-","40","12","95","3","16","4","80","PRODUCT MATURITY/SATURATION(4)","2","-","-","-","12-ch. 16-bit","-","-","1","-","-40 to 85","-","-","-","-","Real Time Clock","-","-","LCD Controller","-","-","-","-","-","-","-","-"
"FSL","其他处理器---ColdFire+/ColdFire MCU和处理器","MCF51EM","MCF51EM128CLL","http://www.freescale.com/webapp/search.partparamdetail.framework?PART_NUMBER=MCF51EM&buyNow=true&fromSearch=true","http://www.freescale.com/zh-Hans/products/more-processors/32-bit-mcu-and-mcp/coldfire-plus-coldfire-mcus-mpus/coldfire-mcus/v1-mcu/mcf51em256-32-bit-mcu-for-smart-meter-applications:MCF51EM?&fpsp=1&tab=Documentation_Tab#MCF51EM128CLL","MCF51EM 32-bit MCU, ColdFire V1 core, 128KB Flash, 50MHz, QFP 100","-","LQFP 100","10000 @ CNY23.84 each","10-YEARS APPLICATION LIFE","128","8","-","50","47","25","-","Analog Comparator, COP, Internal Clock Generator, KBI, Low Voltage Detect","-","16","-","1.8 to 3.6","Pulse Accumulator, Output Compare, Input Capture","-","47","16","95","3","16","4","100","PRODUCT MATURITY/SATURATION(4)","3","-","-","-","-","-","-","1","-","-40 to 85","-","-","-","-","Real Time Clock","-","-","LCD Controller","-","-","-","-","-","-","-","-"
"FSL","其他处理器---ColdFire+/ColdFire MCU和处理器","MCF51EM","MCF51EM256CLK","http://www.freescale.com/webapp/search.partparamdetail.framework?PART_NUMBER=MCF51EM&buyNow=true&fromSearch=true","http://www.freescale.com/zh-Hans/products/more-processors/32-bit-mcu-and-mcp/coldfire-plus-coldfire-mcus-mpus/coldfire-mcus/v1-mcu/mcf51em256-32-bit-mcu-for-smart-meter-applications:MCF51EM?&fpsp=1&tab=Documentation_Tab#MCF51EM256CLK","MCF51EM 32-bit MCU, ColdFire V1 core, 256KB Flash, 50MHz, QFP 80","-","LQFP 80","10000 @ CNY24.48 each","10-YEARS APPLICATION LIFE","256","16","-","50","47","25","-","Analog Comparator, COP, Internal Clock Generator, KBI, Low Voltage Detect","-","16","-","1.8 to 3.6","Pulse Accumulator, Output Compare, Input Capture","-","40","12","95","3","16","4","80","PRODUCT MATURITY/SATURATION(4)","2","-","-","-","12-ch. 16-bit","-","-","1","-","-40 to 85","-","-","-","-","Real Time Clock","-","-","LCD Controller","-","-","-","-","-","-","-","-"
"FSL","其他处理器---ColdFire+/ColdFire MCU和处理器","MCF51EM","MCF51EM256CLL","http://www.freescale.com/webapp/search.partparamdetail.framework?PART_NUMBER=MCF51EM&buyNow=true&fromSearch=true","http://www.freescale.com/zh-Hans/products/more-processors/32-bit-mcu-and-mcp/coldfire-plus-coldfire-mcus-mpus/coldfire-mcus/v1-mcu/mcf51em256-32-bit-mcu-for-smart-meter-applications:MCF51EM?&fpsp=1&tab=Documentation_Tab#MCF51EM256CLL","MCF51EM 32-bit MCU, ColdFire V1 core, 256KB Flash, 50MHz, QFP 100","-","LQFP 100","10000 @ CNY26.07 each","10-YEARS APPLICATION LIFE","256","16","-","50","47","25","-","Analog Comparator, COP, Internal Clock Generator, KBI, Low Voltage Detect","-","16","-","1.8 to 3.6","Pulse Accumulator, Output Compare, Input Capture","-","47","16","95","3","16","4","100","PRODUCT MATURITY/SATURATION(4)","3","-","-","-","-","-","-","1","-","-40 to 85","-","-","-","-","Real Time Clock","-","-","LCD Controller","-","-","-","-","-","-","-","-"
"FSL","其他处理器---ColdFire+/ColdFire MCU和处理器","MCF51Jx","MCF51JF128VHS","http://www.freescale.com/webapp/search.partparamdetail.framework?PART_NUMBER=MCF51Jx&buyNow=true&fromSearch=true","http://www.freescale.com/zh-Hans/products/more-processors/32-bit-mcu-and-mcp/coldfire-plus-coldfire-mcus-mpus/coldfire-plus-mcus/coldfire-plus-jx-family:MCF51Jx?&fpsp=1&tab=Documentation_Tab#MCF51JF128VHS","MCF51Jx 32-bit MCU, ColdFire V1 core, 128KB Flash, 50MHz, MAPBGA 44","-","LGA 44","10000 @ CNY13.67 each","10-YEARS APPLICATION LIFE","128","32","-","50","-","-","-","Analog Comparator, Low Voltage Detect, PLL, Random Number Generator","-","-","4","1.71 to 3.6","-","Mini-FlexBus","31","-","-","-","12","2","44","PRODUCT RAPID GROWTH(2)","2","-","-","-","-","-","-","4","ColdFire V1","-40 to 105","-","-","-","12","-","-","-","-","1","USB OTG LS/FS","1","2","-","-","-","-"
"FSL","其他处理器---ColdFire+/ColdFire MCU和处理器","MCF51Jx","MCF51JF128VLH","http://www.freescale.com/webapp/search.partparamdetail.framework?PART_NUMBER=MCF51Jx&buyNow=true&fromSearch=true","http://www.freescale.com/zh-Hans/products/more-processors/32-bit-mcu-and-mcp/coldfire-plus-coldfire-mcus-mpus/coldfire-plus-mcus/coldfire-plus-jx-family:MCF51Jx?&fpsp=1&tab=Documentation_Tab#MCF51JF128VLH","MCF51Jx 32-bit MCU, ColdFire V1 core, 128KB Flash, 50MHz, QFP 64","-","QFP 64","10000 @ CNY14.43 each","10-YEARS APPLICATION LIFE","128","32","-","50","-","-","-","Analog Comparator, Low Voltage Detect, PLL, Random Number Generator","-","-","4","1.71 to 3.6","-","Mini-FlexBus","48","-","-","-","12","2","64","PRODUCT RAPID GROWTH(2)","2","-","-","-","-","-","-","4","ColdFire V1","-40 to 105","-","-","-","12","-","-","-","-","1","USB OTG LS/FS","1","2","-","-","-","-"
"FSL","其他处理器---ColdFire+/ColdFire MCU和处理器","MCF51Jx","MCF51JF32VFM","http://www.freescale.com/webapp/search.partparamdetail.framework?PART_NUMBER=MCF51Jx&buyNow=true&fromSearch=true","http://www.freescale.com/zh-Hans/products/more-processors/32-bit-mcu-and-mcp/coldfire-plus-coldfire-mcus-mpus/coldfire-plus-mcus/coldfire-plus-jx-family:MCF51Jx?&fpsp=1&tab=Documentation_Tab#MCF51JF32VFM","MCF51Jx 32-bit MCU, ColdFire V1 core, 32KB Flash, 50MHz, QFN 32","-","QFN-EP 32","10000 @ CNY10.24 each","10-YEARS APPLICATION LIFE","32","8","-","50","-","-","-","Analog Comparator, Low Voltage Detect, PLL, Random Number Generator","-","-","4","1.71 to 3.6","-","-","22","-","-","-","12","2","32","PRODUCT RAPID GROWTH(2)","2","-","-","-","-","-","-","4","ColdFire V1","-40 to 105","-","-","-","12","-","-","-","-","1","USB OTG LS/FS","1","2","-","-","-","-"
"FSL","其他处理器---ColdFire+/ColdFire MCU和处理器","MCF51Jx","MCF51JF32VHS","http://www.freescale.com/webapp/search.partparamdetail.framework?PART_NUMBER=MCF51Jx&buyNow=true&fromSearch=true","http://www.freescale.com/zh-Hans/products/more-processors/32-bit-mcu-and-mcp/coldfire-plus-coldfire-mcus-mpus/coldfire-plus-mcus/coldfire-plus-jx-family:MCF51Jx?&fpsp=1&tab=Documentation_Tab#MCF51JF32VHS","MCF51Jx 32-bit MCU, ColdFire V1 core, 32KB Flash, 50MHz, MAPBGA 44","-","LGA 44","10000 @ CNY10.81 each","10-YEARS APPLICATION LIFE","32","8","-","50","-","-","-","Analog Comparator, Low Voltage Detect, PLL, Random Number Generator","-","-","4","1.71 to 3.6","-","Mini-FlexBus","31","-","-","-","12","2","44","PRODUCT RAPID GROWTH(2)","2","-","-","-","-","-","-","4","ColdFire V1","-40 to 105","-","-","-","12","-","-","-","-","1","USB OTG LS/FS","1","2","-","-","-","-"
"FSL","其他处理器---ColdFire+/ColdFire MCU和处理器","MCF51Jx","MCF51JF64VHS","http://www.freescale.com/webapp/search.partparamdetail.framework?PART_NUMBER=MCF51Jx&buyNow=true&fromSearch=true","http://www.freescale.com/zh-Hans/products/more-processors/32-bit-mcu-and-mcp/coldfire-plus-coldfire-mcus-mpus/coldfire-plus-mcus/coldfire-plus-jx-family:MCF51Jx?&fpsp=1&tab=Documentation_Tab#MCF51JF64VHS","MCF51Jx 32-bit MCU, ColdFire V1 core, 64KB Flash, 50MHz, MAPBGA 44","-","LGA 44","10000 @ CNY12.40 each","10-YEARS APPLICATION LIFE","64","16","-","50","-","-","-","Analog Comparator, Low Voltage Detect, PLL, Random Number Generator","-","-","4","1.71 to 3.6","-","Mini-FlexBus","31","-","-","-","12","2","44","PRODUCT RAPID GROWTH(2)","2","-","-","-","-","-","-","4","ColdFire V1","-40 to 105","-","-","-","12","-","-","-","-","1","USB OTG LS/FS","1","2","-","-","-","-"
"FSL","其他处理器---ColdFire+/ColdFire MCU和处理器","MCF51Jx","MCF51JF64VLF","http://www.freescale.com/webapp/search.partparamdetail.framework?PART_NUMBER=MCF51Jx&buyNow=true&fromSearch=true","http://www.freescale.com/zh-Hans/products/more-processors/32-bit-mcu-and-mcp/coldfire-plus-coldfire-mcus-mpus/coldfire-plus-mcus/coldfire-plus-jx-family:MCF51Jx?&fpsp=1&tab=Documentation_Tab#MCF51JF64VLF","MCF51Jx 32-bit MCU, ColdFire V1 core, 64KB Flash, 50MHz, QFP 48","-","LQFP 48","10000 @ CNY12.78 each","10-YEARS APPLICATION LIFE","64","16","-","50","-","-","-","-","-","-","-","1.71 to 3.6","-","Mini-FlexBus","35","-","-","-","12","2","48","PRODUCT RAPID GROWTH(2)","2","-","-","-","-","-","-","3","ColdFire V1","-40 to 105","-","-","-","12","-","-","-","-","2","USB OTG LS/FS","1","2","-","-","-","-"
"FSL","其他处理器---ColdFire+/ColdFire MCU和处理器","MCF51Jx","MCF51JU128VHS","http://www.freescale.com/webapp/search.partparamdetail.framework?PART_NUMBER=MCF51Jx&buyNow=true&fromSearch=true","http://www.freescale.com/zh-Hans/products/more-processors/32-bit-mcu-and-mcp/coldfire-plus-coldfire-mcus-mpus/coldfire-plus-mcus/coldfire-plus-jx-family:MCF51Jx?&fpsp=1&tab=Documentation_Tab#MCF51JU128VHS","MCF51Jx 32-bit MCU, ColdFire V1 core, 128KB Flash, 50MHz, MAPBGA 44","-","LGA 44","10000 @ CNY12.65 each","10-YEARS APPLICATION LIFE","128","32","-","50","-","-","-","Analog Comparator, Low Voltage Detect, PLL, Random Number Generator","-","-","4","1.71 to 3.6","-","Mini-FlexBus","31","-","-","-","12","2","44","PRODUCT RAPID GROWTH(2)","2","-","-","-","-","-","-","4","ColdFire V1","-40 to 105","-","-","-","12","-","-","-","-","1","USB OTG LS/FS","1","2","-","-","-","-"
"FSL","其他处理器---ColdFire+/ColdFire MCU和处理器","MCF51Jx","MCF51JU128VLH","http://www.freescale.com/webapp/search.partparamdetail.framework?PART_NUMBER=MCF51Jx&buyNow=true&fromSearch=true","http://www.freescale.com/zh-Hans/products/more-processors/32-bit-mcu-and-mcp/coldfire-plus-coldfire-mcus-mpus/coldfire-plus-mcus/coldfire-plus-jx-family:MCF51Jx?&fpsp=1&tab=Documentation_Tab#MCF51JU128VLH","MCF51Jx 32-bit MCU, ColdFire V1 core, 128KB Flash, 50MHz, QFP 64","-","QFP 64","10000 @ CNY13.42 each","10-YEARS APPLICATION LIFE","128","32","-","50","-","-","-","Analog Comparator, Low Voltage Detect, PLL, Random Number Generator","-","-","4","1.71 to 3.6","-","Mini-FlexBus","48","-","-","-","12","2","64","PRODUCT RAPID GROWTH(2)","2","-","-","-","-","-","-","4","ColdFire V1","-40 to 105","-","-","-","12","-","-","-","-","1","USB OTG LS/FS","1","2","-","-","-","-"
"FSL","其他处理器---ColdFire+/ColdFire MCU和处理器","MCF51Jx","MCF51JU32VFM","http://www.freescale.com/webapp/search.partparamdetail.framework?PART_NUMBER=MCF51Jx&buyNow=true&fromSearch=true","http://www.freescale.com/zh-Hans/products/more-processors/32-bit-mcu-and-mcp/coldfire-plus-coldfire-mcus-mpus/coldfire-plus-mcus/coldfire-plus-jx-family:MCF51Jx?&fpsp=1&tab=Documentation_Tab#MCF51JU32VFM","MCF51Jx 32-bit MCU, ColdFire V1 core, 128KB Flash, 50MHz, QFN 32","-","QFN-EP 32","10000 @ CNY9.54 each","10-YEARS APPLICATION LIFE","128","8","-","50","-","-","-","Analog Comparator, Low Voltage Detect, PLL, Random Number Generator","-","-","4","1.71 to 3.6","-","-","22","-","-","-","12","2","32","PRODUCT RAPID GROWTH(2)","2","-","-","-","-","-","-","4","ColdFire V1","-40 to 105","-","-","-","12","-","-","-","-","1","USB OTG LS/FS","1","2","-","-","-","-"
"FSL","其他处理器---ColdFire+/ColdFire MCU和处理器","MCF51Jx","MCF51JU32VHS","http://www.freescale.com/webapp/search.partparamdetail.framework?PART_NUMBER=MCF51Jx&buyNow=true&fromSearch=true","http://www.freescale.com/zh-Hans/products/more-processors/32-bit-mcu-and-mcp/coldfire-plus-coldfire-mcus-mpus/coldfire-plus-mcus/coldfire-plus-jx-family:MCF51Jx?&fpsp=1&tab=Documentation_Tab#MCF51JU32VHS","MCF51Jx 32-bit MCU, ColdFire V1 core, 32KB Flash, 50MHz, MAPBGA 44","-","LGA 44","10000 @ CNY9.98 each","10-YEARS APPLICATION LIFE","32","8","-","50","-","-","-","Analog Comparator, Low Voltage Detect, PLL, Random Number Generator","-","-","4","1.71 to 3.6","-","Mini-FlexBus","31","-","-","-","12","2","44","PRODUCT RAPID GROWTH(2)","2","-","-","-","-","-","-","4","ColdFire V1","-40 to 105","-","-","-","12","-","-","-","-","1","USB OTG LS/FS","1","2","-","-","-","-"
"FSL","其他处理器---ColdFire+/ColdFire MCU和处理器","MCF51Jx","MCF51JU64VHS","http://www.freescale.com/webapp/search.partparamdetail.framework?PART_NUMBER=MCF51Jx&buyNow=true&fromSearch=true","http://www.freescale.com/zh-Hans/products/more-processors/32-bit-mcu-and-mcp/coldfire-plus-coldfire-mcus-mpus/coldfire-plus-mcus/coldfire-plus-jx-family:MCF51Jx?&fpsp=1&tab=Documentation_Tab#MCF51JU64VHS","MCF51Jx 32-bit MCU, ColdFire V1 core, 64KB Flash, 50MHz, MAPBGA 44","-","LGA 44","10000 @ CNY11.51 each","10-YEARS APPLICATION LIFE","64","16","-","50","-","-","-","Analog Comparator, Low Voltage Detect, PLL, Random Number Generator","-","-","4","1.71 to 3.6","-","Mini-FlexBus","31","-","-","-","12","2","44","PRODUCT RAPID GROWTH(2)","2","-","-","-","-","-","-","4","ColdFire V1","-40 to 105","-","-","-","12","-","-","-","-","1","USB OTG LS/FS","1","2","-","-","-","-"
"FSL","其他处理器---ColdFire+/ColdFire MCU和处理器","MCF51Jx","MCF51JU64VLF","http://www.freescale.com/webapp/search.partparamdetail.framework?PART_NUMBER=MCF51Jx&buyNow=true&fromSearch=true","http://www.freescale.com/zh-Hans/products/more-processors/32-bit-mcu-and-mcp/coldfire-plus-coldfire-mcus-mpus/coldfire-plus-mcus/coldfire-plus-jx-family:MCF51Jx?&fpsp=1&tab=Documentation_Tab#MCF51JU64VLF","MCF51Jx 32-bit MCU, ColdFire V1 core, 64KB Flash, 50MHz, QFP 48","-","LQFP 48","10000 @ CNY11.83 each","10-YEARS APPLICATION LIFE","64","16","-","50","-","-","-","-","-","-","-","1.71 to 3.6","-","Mini-FlexBus","35","-","-","-","12","2","48","PRODUCT RAPID GROWTH(2)","2","-","-","-","-","-","-","3","ColdFire V1","-40 to 105","-","-","-","12","-","-","-","-","2","USB OTG LS/FS","1","2","-","-","-","-"
"FSL","其他处理器---ColdFire+/ColdFire MCU和处理器","MCF51CN128","MCF51CN128CGT","http://www.freescale.com/webapp/search.partparamdetail.framework?PART_NUMBER=MCF51CN128&buyNow=true&fromSearch=true","http://www.freescale.com/zh-Hans/products/more-processors/32-bit-mcu-and-mcp/coldfire-plus-coldfire-mcus-mpus/coldfire-mcus/v1-mcu/32-bit-coldfire-v1-microcontrollers:MCF51CN128?&fpsp=1&tab=Documentation_Tab#MCF51CN128CGT","MCF51CN128 32-bit MCU, ColdFire V1 core, 128KB Flash, 50MHz, QFN 48","-","QFN 48","10000 @ CNY20.92 each","5-YEARS APPLICATION LIFE","128","24","-","50","46","25","-","COP, KBI, Low Voltage Detect, PLL","-","7","-","1.8 to 3.6","Input Capture, Output Compare, PWM","-","38","12","-","3","12","4","48","PRODUCT MATURITY/SATURATION(4)","2","3-ch. 16 bit","-","-","12-ch. 12-bit","STOP, WAIT","-","2","-","-40 to 85","-","-","-","-","Real Time Clock","MAC (FEC) 10/100 Ethernet","1","-","-","-","-","-","-","-","-","-"
"FSL","其他处理器---ColdFire+/ColdFire MCU和处理器","MCF51CN128","MCF51CN128CLH","http://www.freescale.com/webapp/search.partparamdetail.framework?PART_NUMBER=MCF51CN128&buyNow=true&fromSearch=true","http://www.freescale.com/zh-Hans/products/more-processors/32-bit-mcu-and-mcp/coldfire-plus-coldfire-mcus-mpus/coldfire-mcus/v1-mcu/32-bit-coldfire-v1-microcontrollers:MCF51CN128?&fpsp=1&tab=Documentation_Tab#MCF51CN128CLH","MCF51CN128 32-bit MCU, ColdFire V1 core, 128KB Flash, 50MHz, QFP 64","-","QFP 64","10000 @ CNY22.45 each","5-YEARS APPLICATION LIFE","128","24","-","50","46","25","-","COP, KBI, Low Voltage Detect, PLL","-","13","-","1.8 to 3.6","Input Capture, Output Compare, PWM","-","54","12","-","3","12","4","64","PRODUCT MATURITY/SATURATION(4)","2","3-ch. 16 bit","-","-","12-ch. 12-bit","STOP, WAIT","-","2","-","-40 to 85","-","-","-","-","Real Time Clock","MAC (FEC) 10/100 Ethernet","1","-","-","-","-","-","-","-","-","-"
"FSL","其他处理器---ColdFire+/ColdFire MCU和处理器","MCF51CN128","MCF51CN128CLK","http://www.freescale.com/webapp/search.partparamdetail.framework?PART_NUMBER=MCF51CN128&buyNow=true&fromSearch=true","http://www.freescale.com/zh-Hans/products/more-processors/32-bit-mcu-and-mcp/coldfire-plus-coldfire-mcus-mpus/coldfire-mcus/v1-mcu/32-bit-coldfire-v1-microcontrollers:MCF51CN128?&fpsp=1&tab=Documentation_Tab#MCF51CN128CLK","MCF51CN128 32-bit MCU, ColdFire V1 core, 128KB Flash, 50MHz, QFP 80","-","LQFP 80","10000 @ CNY23.27 each","5-YEARS APPLICATION LIFE","128","24","-","50","46","25","-","COP, KBI, Low Voltage Detect, PLL","-","17","-","1.8 to 3.6","Input Capture, Output Compare, PWM","Flexbus","70","12","-","3","12","4","80","PRODUCT MATURITY/SATURATION(4)","2","3-ch. 16 bit","-","-","12-ch. 12-bit","STOP, WAIT","-","2","-","-40 to 85","-","-","-","-","Real Time Clock","MAC (FEC) 10/100 Ethernet","1","-","-","-","-","-","-","-","-","-"
"FSL","其他处理器---ColdFire+/ColdFire MCU和处理器","MCF51JE","MCF51JE128CLK","http://www.freescale.com/webapp/search.partparamdetail.framework?PART_NUMBER=MCF51JE&buyNow=true&fromSearch=true","http://www.freescale.com/zh-Hans/products/more-processors/32-bit-mcu-and-mcp/coldfire-plus-coldfire-mcus-mpus/coldfire-mcus/v1-mcu/flexis-32-bit-coldfire-v1-microcontrollers:MCF51JE?&fpsp=1&tab=Documentation_Tab#MCF51JE128CLK","MCF51JE 32-bit MCU, ColdFite V1 core, 128KB Flash, 50MHz, QFP 80","-","QFP 80","10000 @ CNY22.89 each","10-YEARS APPLICATION LIFE","128","32","-","50","46","25","-","KBI, Low Voltage Detect","-","16","-","1.8 to 3.6","PDB, Watchdog, PWM, Output Compare, Input Capture","Flexbus","47","-","-","2","12","4","80","PRODUCT MATURITY/SATURATION(4)","2","8-ch. 16 bit","On-Chip Emulation","-","-","STOP","-","1","-","-40 to 85","-","-","1","12","-","-","-","-","1","USB OTG","-","-","-","-","-","-"
"FSL","其他处理器---ColdFire+/ColdFire MCU和处理器","MCF51JE","MCF51JE128CMB","http://www.freescale.com/webapp/search.partparamdetail.framework?PART_NUMBER=MCF51JE&buyNow=true&fromSearch=true","http://www.freescale.com/zh-Hans/products/more-processors/32-bit-mcu-and-mcp/coldfire-plus-coldfire-mcus-mpus/coldfire-mcus/v1-mcu/flexis-32-bit-coldfire-v1-microcontrollers:MCF51JE?&fpsp=1&tab=Documentation_Tab#MCF51JE128CMB","MCF51JE 32-bit MCU, ColdFire V1 core, 128KB Flash, 50MHz, MAPBGA 81","-","MAPBGA 81","10000 @ CNY23.65 each","10-YEARS APPLICATION LIFE","128","32","-","50","46","25","-","KBI, Low Voltage Detect","-","16","-","1.8 to 3.6","Input Capture, Output Compare, PWM, Watchdog, PDB","Flexbus","48","-","-","2","12","4","81","PRODUCT MATURITY/SATURATION(4)","2","8-ch. 16 bit","On-Chip Emulation","-","-","STOP","-","1","-","-40 to 105","-","-","1","12","-","-","-","-","1","USB OTG","-","-","-","-","-","-"
