"brand","Series","Series-2","PartNo","DetailLink","Document","Description","Suggested Drivers","封装类型和焊端数","内部闪存 (KB) ","内部RAM (KB) ","工作频率 (Max) (MHz) ","DMA通道总数","PWM","ADC","I2C","PWM分辨率 (ps) ","QSCI","CAN","ADC (ch)","PWM (bit)","SCI","ADC (bit)","PWM (ch)","PLC代码","预算报价（不含税）(CNY)","Pin count","PLC描述","其他特性","SPI","定时器特性","定时器","Debug &amp; Trace","GPIOs","内核：性能(MIPS)","LIN","工作环境温度 (Min-Max) (°C) ","无铅","供电电压 (Min-Max) (V) ","认证级别","RoHS","内核：工作电压 (Spec) (V) ","DAC (bit)","QSPI","CAN Type","定时器类型","DAC (ch)","独立的PWM模块","ADC转换时间 (ns) ","模拟比较器","内核：类型","独立ADC模块","FlexMemory (kB) ","EEPROM (KB) ","内核：内核数量 (Spec)","L2缓存 (Max) (KB) ","UART","支持外部存储器","缓存 (KB) ","外部总线接口","Ethernet Type","TDM"
"FSL","其他处理器---数字信号处理器/控制器","MC56F84xxx","PC56F84763VLH","http://www.freescale.com/webapp/search.partparamdetail.framework?PART_NUMBER=MC56F84xxx&buyNow=true&fromSearch=true","http://www.freescale.com/zh-Hans/products/more-processors/dsp-dsc/dscs/mc56f84xxx/digital-signal-controllers:MC56F84xxx?&fpsp=1&tab=Documentation_Tab#PC56F84763VLH","32-bit DSC, 56800EX core, 128KB Flash, 100MHz, QFP 64","-","QFP 64","128","24","100","4","-","-","-","312","2","1","-","-","-","-","16","1","10000 @ CNY25.05 each","64","PRODUCT NEWLY INTRO D/RAMP-UP(1)","-","-","-","-","JTAG","54","100","-","-40 to 105","-","3 to 3.6","-","-","-","12","2","-","-","1","2","300","4","56800 EX","3","32","2","-","-","-","-","-","-","-","-"
"FSL","其他处理器---数字信号处理器/控制器","MC56F84xxx","PC56F84789VLL","http://www.freescale.com/webapp/search.partparamdetail.framework?PART_NUMBER=MC56F84xxx&buyNow=true&fromSearch=true","http://www.freescale.com/zh-Hans/products/more-processors/dsp-dsc/dscs/mc56f84xxx/digital-signal-controllers:MC56F84xxx?&fpsp=1&tab=Documentation_Tab#PC56F84789VLL","32-bit DSC, 56800EX core, 256KB Flash, 100MHz, QFP 100","-","LQFP 100","256","32","100","4","-","-","-","312","3","1","-","-","-","-","24","1","10000 @ CNY33.38 each","100","PRODUCT NEWLY INTRO D/RAMP-UP(1)","-","-","-","-","JTAG","86","100","-","-40 to 105","-","3 to 3.6","-","-","-","12","3","-","-","1","2","300","4","56800 EX","3","32","2","-","-","-","-","-","-","-","-"
"FSL","其他处理器---数字信号处理器/控制器","MC56F827xx","MC56F82313VLC","http://www.freescale.com/webapp/search.partparamdetail.framework?PART_NUMBER=MC56F827xx&buyNow=true&fromSearch=true","http://www.freescale.com/zh-Hans/products/more-processors/dsp-dsc/dscs/mc56f82xx/mc56f823xx-and-mc56f827xx-digital-signal-controllers:MC56F827xx?&fpsp=1&tab=Documentation_Tab#MC56F82313VLC","32-bit DSC, 56800EX core, 16KB Flash, 50MHz, QFP 32","-","LQFP 32","16","4","50","4","-","-","1","-","1","-","-","-","-","12","6","2","10000 @ CNY9.47 each","32","PRODUCT RAPID GROWTH(2)","-","-","-","-","JTAG","26","50","-","-40 to 105","-","3 to 3.6","10-YEARS APPLICATION LIFE","-","-","6","1","-","-","2","1","800","2","56800 EX","-","-","-","-","-","-","-","-","-","-","-"
"FSL","其他处理器---数字信号处理器/控制器","MC56F827xx","MC56F82316VLF","http://www.freescale.com/webapp/search.partparamdetail.framework?PART_NUMBER=MC56F827xx&buyNow=true&fromSearch=true","http://www.freescale.com/zh-Hans/products/more-processors/dsp-dsc/dscs/mc56f82xx/mc56f823xx-and-mc56f827xx-digital-signal-controllers:MC56F827xx?&fpsp=1&tab=Documentation_Tab#MC56F82316VLF","32-bit DSC, 56800EX core, 16KB Flash, 50MHz, QFP 48","-","LQFP 48","16","4","50","4","-","-","1","-","2","-","-","-","-","12","6","2","10000 @ CNY10.11 each","48","PRODUCT RAPID GROWTH(2)","-","-","-","-","JTAG","39","50","-","-40 to 105","-","3 to 3.6","10-YEARS APPLICATION LIFE","-","-","12","1","-","-","2","1","800","4","56800 EX","-","-","-","-","-","-","-","-","-","-","-"
"FSL","其他处理器---数字信号处理器/控制器","MC56F827xx","MC56F82323VFM","http://www.freescale.com/webapp/search.partparamdetail.framework?PART_NUMBER=MC56F827xx&buyNow=true&fromSearch=true","http://www.freescale.com/zh-Hans/products/more-processors/dsp-dsc/dscs/mc56f82xx/mc56f823xx-and-mc56f827xx-digital-signal-controllers:MC56F827xx?&fpsp=1&tab=Documentation_Tab#MC56F82323VFM","32-bit DSC, 56800EX core, 32KB Flash, 50MHz, QFN 32","-","QFN-EP 32","32","6","50","4","-","-","1","-","1","-","-","-","-","12","6","2","10000 @ CNY9.47 each","32","PRODUCT RAPID GROWTH(2)","-","-","-","-","JTAG","26","50","-","-40 to 105","-","-","10-YEARS APPLICATION LIFE","-","-","6","1","-","-","2","1","800","2","56800 EX","-","-","-","-","-","-","-","-","-","-","-"
"FSL","其他处理器---数字信号处理器/控制器","MC56F827xx","MC56F82348MLH","http://www.freescale.com/webapp/search.partparamdetail.framework?PART_NUMBER=MC56F827xx&buyNow=true&fromSearch=true","http://www.freescale.com/zh-Hans/products/more-processors/dsp-dsc/dscs/mc56f82xx/mc56f823xx-and-mc56f827xx-digital-signal-controllers:MC56F827xx?&fpsp=1&tab=Documentation_Tab#MC56F82348MLH","32-bit DSC, 56800EX core, 64KB Flash, 50MHz, QFP 64","-","QFP 64","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","2","10000 @ CNY15.26 each","64","PRODUCT RAPID GROWTH(2)","-","-","-","-","-","-","-","-","-40 to 125","-","-","10-YEARS APPLICATION LIFE","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"FSL","其他处理器---数字信号处理器/控制器","MC56F827xx","MC56F82348MLHR","http://www.freescale.com/webapp/search.partparamdetail.framework?PART_NUMBER=MC56F827xx&buyNow=true&fromSearch=true","http://www.freescale.com/zh-Hans/products/more-processors/dsp-dsc/dscs/mc56f82xx/mc56f823xx-and-mc56f827xx-digital-signal-controllers:MC56F827xx?&fpsp=1&tab=Documentation_Tab#MC56F82348MLHR","32-bit DSC, 56800EX core, 64KB Flash, 50MHz, QFP 64","-","QFP 64","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","2","10000 @ CNY15.26 each","64","PRODUCT RAPID GROWTH(2)","-","-","-","-","-","-","-","-","-40 to 125","-","-","10-YEARS APPLICATION LIFE","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"FSL","其他处理器---数字信号处理器/控制器","MC56F827xx","MC56F82723VFM","http://www.freescale.com/webapp/search.partparamdetail.framework?PART_NUMBER=MC56F827xx&buyNow=true&fromSearch=true","http://www.freescale.com/zh-Hans/products/more-processors/dsp-dsc/dscs/mc56f82xx/mc56f823xx-and-mc56f827xx-digital-signal-controllers:MC56F827xx?&fpsp=1&tab=Documentation_Tab#MC56F82723VFM","32-bit DSC, 56800EX core, 32KB Flash, 100MHz, QFN 32","-","QFN-EP 32","32","6","100","4","-","-","1","312","1","-","-","-","-","12","6","2","10000 @ CNY10.75 each","32","PRODUCT RAPID GROWTH(2)","-","-","-","-","JTAG","26","100","-","-40 to 105","-","2.7 to 3.6","10-YEARS APPLICATION LIFE","-","-","6","1","-","-","3","1","800","3","56800 EX","-","-","-","-","-","-","-","-","-","-","-"
"FSL","其他处理器---数字信号处理器/控制器","MC56F827xx","MC56F82723VLC","http://www.freescale.com/webapp/search.partparamdetail.framework?PART_NUMBER=MC56F827xx&buyNow=true&fromSearch=true","http://www.freescale.com/zh-Hans/products/more-processors/dsp-dsc/dscs/mc56f82xx/mc56f823xx-and-mc56f827xx-digital-signal-controllers:MC56F827xx?&fpsp=1&tab=Documentation_Tab#MC56F82723VLC","32-bit DSC, 56800EX core, 32KB Flash, 100MHz, QFP 32","-","LQFP 32","32","6","100","4","-","-","1","312","1","-","-","-","-","12","6","2","10000 @ CNY10.75 each","32","PRODUCT RAPID GROWTH(2)","-","-","-","-","JTAG","26","100","-","-40 to 105","-","2.7 to 3.6","10-YEARS APPLICATION LIFE","-","-","6","1","-","-","3","1","800","3","56800 EX","-","-","-","-","-","-","-","-","-","-","-"
"FSL","其他处理器---数字信号处理器/控制器","MC56F827xx","MC56F82726VLF","http://www.freescale.com/webapp/search.partparamdetail.framework?PART_NUMBER=MC56F827xx&buyNow=true&fromSearch=true","http://www.freescale.com/zh-Hans/products/more-processors/dsp-dsc/dscs/mc56f82xx/mc56f823xx-and-mc56f827xx-digital-signal-controllers:MC56F827xx?&fpsp=1&tab=Documentation_Tab#MC56F82726VLF","32-bit DSC, 56800EX core, 32KB Flash, 100MHz, QFP 48","-","LQFP 48","32","6","100","4","-","-","1","312","2","1","-","-","-","12","6","2","10000 @ CNY12.02 each","48","PRODUCT RAPID GROWTH(2)","-","-","-","-","JTAG","39","100","-","-40 to 105","-","2.7 to 3.6","10-YEARS APPLICATION LIFE","-","-","12","1","-","-","2","1","800","4","56800 EX","-","-","-","-","-","-","-","-","-","-","-"
"FSL","其他处理器---数字信号处理器/控制器","MC56F827xx","MC56F82728VLH","http://www.freescale.com/webapp/search.partparamdetail.framework?PART_NUMBER=MC56F827xx&buyNow=true&fromSearch=true","http://www.freescale.com/zh-Hans/products/more-processors/dsp-dsc/dscs/mc56f82xx/mc56f823xx-and-mc56f827xx-digital-signal-controllers:MC56F827xx?&fpsp=1&tab=Documentation_Tab#MC56F82728VLH","32-bit DSC, 56800EX core, 32KB Flash, 100MHz, QFP 64","-","QFP 64","32","6","100","4","-","-","1","312","2","1","-","-","-","12","21","2","10000 @ CNY12.65 each","64","PRODUCT RAPID GROWTH(2)","-","-","-","-","JTAG","54","100","-","-40 to 105","-","2.7 to 3.6","10-YEARS APPLICATION LIFE","-","-","12","2","-","-","2","1","800","4","56800 EX","-","-","-","-","-","-","-","-","-","-","-"
"FSL","其他处理器---数字信号处理器/控制器","MC56F827xx","MC56F82733VFM","http://www.freescale.com/webapp/search.partparamdetail.framework?PART_NUMBER=MC56F827xx&buyNow=true&fromSearch=true","http://www.freescale.com/zh-Hans/products/more-processors/dsp-dsc/dscs/mc56f82xx/mc56f823xx-and-mc56f827xx-digital-signal-controllers:MC56F827xx?&fpsp=1&tab=Documentation_Tab#MC56F82733VFM","32-bit DSC, 56800EX core, 48KB Flash, 100MHz, QFN 32","-","QFN-EP 32","48","8","100","4","-","-","1","312","1","-","-","-","-","12","6","2","10000 @ CNY11.70 each","32","PRODUCT RAPID GROWTH(2)","-","-","-","-","JTAG","26","100","-","-40 to 105","-","2.7 to 3.6","10-YEARS APPLICATION LIFE","-","-","6","1","-","-","3","1","800","3","56800 EX","-","-","-","-","-","-","-","-","-","-","-"
"FSL","其他处理器---数字信号处理器/控制器","MC56F827xx","MC56F82733VLC","http://www.freescale.com/webapp/search.partparamdetail.framework?PART_NUMBER=MC56F827xx&buyNow=true&fromSearch=true","http://www.freescale.com/zh-Hans/products/more-processors/dsp-dsc/dscs/mc56f82xx/mc56f823xx-and-mc56f827xx-digital-signal-controllers:MC56F827xx?&fpsp=1&tab=Documentation_Tab#MC56F82733VLC","32-bit DSC, 56800EX core, 48KB Flash, 100MHz, QFP 32","-","LQFP 32","48","8","100","4","-","-","1","312","1","-","-","-","-","12","6","2","10000 @ CNY11.70 each","32","PRODUCT RAPID GROWTH(2)","-","-","-","-","JTAG","26","100","-","-40 to 105","-","2.7 to 3.6","10-YEARS APPLICATION LIFE","-","-","6","1","-","-","3","1","800","3","56800 EX","-","-","-","-","-","-","-","-","-","-","-"
"FSL","其他处理器---数字信号处理器/控制器","MC56F827xx","MC56F82736VLF","http://www.freescale.com/webapp/search.partparamdetail.framework?PART_NUMBER=MC56F827xx&buyNow=true&fromSearch=true","http://www.freescale.com/zh-Hans/products/more-processors/dsp-dsc/dscs/mc56f82xx/mc56f823xx-and-mc56f827xx-digital-signal-controllers:MC56F827xx?&fpsp=1&tab=Documentation_Tab#MC56F82736VLF","32-bit DSC, 56800EX core, 48KB Flash, 100MHz, QFP 48","-","LQFP 48","48","8","100","4","-","-","1","312","2","1","-","-","-","12","6","2","10000 @ CNY12.72 each","48","PRODUCT RAPID GROWTH(2)","-","-","-","-","JTAG","39","100","-","-40 to 105","-","2.7 to 3.6","10-YEARS APPLICATION LIFE","-","-","12","1","-","-","2","1","800","4","56800 EX","-","-","-","-","-","-","-","-","-","-","-"
"FSL","其他处理器---数字信号处理器/控制器","MC56F827xx","MC56F82738VLH","http://www.freescale.com/webapp/search.partparamdetail.framework?PART_NUMBER=MC56F827xx&buyNow=true&fromSearch=true","http://www.freescale.com/zh-Hans/products/more-processors/dsp-dsc/dscs/mc56f82xx/mc56f823xx-and-mc56f827xx-digital-signal-controllers:MC56F827xx?&fpsp=1&tab=Documentation_Tab#MC56F82738VLH","32-bit DSC, 56800EX core, 48KB Flash, QFP 64","-","QFP 64","48","8","100","4","-","-","1","312","2","1","-","-","-","12","21","2","10000 @ CNY13.67 each","64","PRODUCT RAPID GROWTH(2)","-","-","-","-","JTAG","54","100","-","-40 to 105","-","2.7 to 3.6","10-YEARS APPLICATION LIFE","-","-","12","2","-","-","2","1","800","4","56800 EX","-","-","-","-","-","-","-","-","-","-","-"
"FSL","其他处理器---数字信号处理器/控制器","MC56F827xx","MC56F82743VFM","http://www.freescale.com/webapp/search.partparamdetail.framework?PART_NUMBER=MC56F827xx&buyNow=true&fromSearch=true","http://www.freescale.com/zh-Hans/products/more-processors/dsp-dsc/dscs/mc56f82xx/mc56f823xx-and-mc56f827xx-digital-signal-controllers:MC56F827xx?&fpsp=1&tab=Documentation_Tab#MC56F82743VFM","32-bit DSC, 56800EX core, 64KB Flash, 100MHz, QFN 32","-","QFN-EP 32","64","8","100","4","-","-","1","312","1","-","-","-","-","12","6","2","10000 @ CNY13.29 each","32","PRODUCT RAPID GROWTH(2)","-","-","-","-","JTAG","26","100","-","-40 to 105","-","2.7 to 3.6","10-YEARS APPLICATION LIFE","-","-","6","1","-","-","3","1","800","3","56800 EX","-","-","-","-","-","-","-","-","-","-","-"
"FSL","其他处理器---数字信号处理器/控制器","MC56F827xx","MC56F82743VLC","http://www.freescale.com/webapp/search.partparamdetail.framework?PART_NUMBER=MC56F827xx&buyNow=true&fromSearch=true","http://www.freescale.com/zh-Hans/products/more-processors/dsp-dsc/dscs/mc56f82xx/mc56f823xx-and-mc56f827xx-digital-signal-controllers:MC56F827xx?&fpsp=1&tab=Documentation_Tab#MC56F82743VLC","32-bit DSC, 56800EX core, 64KB Flash, 100MHz, QFP 32","-","LQFP 32","64","8","100","4","-","-","1","312","1","-","-","-","-","12","6","2","10000 @ CNY13.29 each","32","PRODUCT RAPID GROWTH(2)","-","-","-","-","JTAG","26","100","-","-40 to 105","-","2.7 to 3.6","10-YEARS APPLICATION LIFE","-","-","6","1","-","-","3","1","800","3","56800 EX","-","-","-","-","-","-","-","-","-","-","-"
"FSL","其他处理器---数字信号处理器/控制器","MC56F827xx","MC56F82746VLF","http://www.freescale.com/webapp/search.partparamdetail.framework?PART_NUMBER=MC56F827xx&buyNow=true&fromSearch=true","http://www.freescale.com/zh-Hans/products/more-processors/dsp-dsc/dscs/mc56f82xx/mc56f823xx-and-mc56f827xx-digital-signal-controllers:MC56F827xx?&fpsp=1&tab=Documentation_Tab#MC56F82746VLF","32-bit DSC, 56800EX core, 64KB Flash, 100MHz, QFP 48","-","LQFP 48","64","8","100","4","-","-","1","312","2","1","-","-","-","12","6","2","10000 @ CNY13.93 each","48","PRODUCT RAPID GROWTH(2)","-","-","-","-","JTAG","39","100","-","-40 to 105","-","2.7 to 3.6","10-YEARS APPLICATION LIFE","-","-","12","1","-","-","2","1","800","4","56800 EX","-","-","-","-","-","-","-","-","-","-","-"
"FSL","其他处理器---数字信号处理器/控制器","MC56F827xx","MC56F82748VLH","http://www.freescale.com/webapp/search.partparamdetail.framework?PART_NUMBER=MC56F827xx&buyNow=true&fromSearch=true","http://www.freescale.com/zh-Hans/products/more-processors/dsp-dsc/dscs/mc56f82xx/mc56f823xx-and-mc56f827xx-digital-signal-controllers:MC56F827xx?&fpsp=1&tab=Documentation_Tab#MC56F82748VLH","32-bit DSC, 56800EX core, 64KB Flash, 100MHz, QFP 64","-","QFP 64","64","8","100","4","-","-","1","312","2","1","-","-","-","12","21","2","10000 @ CNY14.56 each","64","PRODUCT RAPID GROWTH(2)","-","-","-","-","JTAG","54","100","-","-40 to 105","-","2.7 to 3.6","10-YEARS APPLICATION LIFE","-","-","12","2","-","-","2","1","800","4","56800 EX","-","-","-","-","-","-","-","-","-","-","-"
"FSL","其他处理器---数字信号处理器/控制器","DSP56F803","DSP56F803BU80E","http://www.freescale.com/webapp/search.partparamdetail.framework?PART_NUMBER=DSP56F803&buyNow=true&fromSearch=true","http://www.freescale.com/zh-Hans/products/more-processors/dsp-dsc/dscs/dsp56f80x/digital-signal-controller:DSP56F803?&fpsp=1&tab=Documentation_Tab#DSP56F803BU80E","16-bit DSC, 56800 core, 64KB Flash, 80MHz, QFP 100","-","LQFP 100","64","4","80","-","-","8-ch. 12-bit","-","-","-","1","8","-","1","12","-","4","10000 @ CNY53.28 each","100","PRODUCT MATURITY/SATURATION(4)","Low Voltage Detect, Quad Decoder","1","PWM, Watchdog","-","On-Chip Emulation","16","40","-","-","-","3 to 3.6","10-YEARS APPLICATION LIFE","-","3.3","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"FSL","其他处理器---数字信号处理器/控制器","DSP56F801","DSP56F801FA80E","http://www.freescale.com/webapp/search.partparamdetail.framework?PART_NUMBER=DSP56F801&buyNow=true&fromSearch=true","http://www.freescale.com/zh-Hans/products/more-processors/dsp-dsc/dscs/dsp56f80x/digital-signal-controller:DSP56F801?&fpsp=1&tab=Documentation_Tab#DSP56F801FA80E","16-bit DSC, 56800 core, 16KB Flash, 80MHz, QFP 48","-","LQFP 48","16","2","80","-","-","8-ch. 12-bit","-","-","-","-","8","-","1","12","-","4","10000 @ CNY27.09 each","48","PRODUCT MATURITY/SATURATION(4)","Internal Clock Generator","1","Watchdog","8-ch. 16 bit","On-Chip Emulation","11","40","-","-","-","3 to 3.6","10-YEARS APPLICATION LIFE","-","3.3","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"FSL","其他处理器---数字信号处理器/控制器","DSP56F801FA60","DSP56F801FA60E","http://www.freescale.com/webapp/search.partparamdetail.framework?PART_NUMBER=DSP56F801FA60&buyNow=true&fromSearch=true","http://www.freescale.com/zh-Hans/products/more-processors/dsp-dsc/dscs/dsp56f80x/digital-signal-controller:DSP56F801FA60?&fpsp=1&tab=Documentation_Tab#DSP56F801FA60E","16-bit DSC, 56800 core, 16KB Flash, 60MHz, QFP 48","-","LQFP 48","16","2","60","-","-","8-ch. 12-bit","-","-","-","-","8","-","1","12","-","4","10000 @ CNY24.67 each","48","PRODUCT MATURITY/SATURATION(4)","Internal Clock Generator, Low Voltage Detect","1","PWM, Watchdog","8-ch. 16 bit","On-Chip Emulation","11","30","-","-","-","3 to 3.6","10-YEARS APPLICATION LIFE","-","3.3","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"FSL","其他处理器---数字信号处理器/控制器","56F836X-816X","MC56F8165VFGE","http://www.freescale.com/webapp/search.partparamdetail.framework?PART_NUMBER=56F836X-816X&buyNow=true&fromSearch=true","http://www.freescale.com/zh-Hans/products/more-processors/dsp-dsc/dscs/mc56f83xx/digital-signal-controllers:56F836X-816X?&fpsp=1&tab=Documentation_Tab#MC56F8165VFGE","16-bit DSC, 56800E core, 512KB Flash, 40MHz, QFP 128","-","LQFP 128","512","32","40","-","6-ch. 15-bit","16-ch. 12-bit","-","-","-","-","16","15","2","12","6","3","10000 @ CNY83.68 each","128","PRODUCT STABLE GROWTH/MATURITY(3)","Internal Voltage Regulator, Low Voltage Detect, Quad Decoder, Temperature Sensor","2","PWM, Input Capture","8-ch. 16 bit","On-Chip Emulation","49","40","-","-40 to 105","-","-","10-YEARS APPLICATION LIFE","-","2.5","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"FSL","其他处理器---数字信号处理器/控制器","56F836X-816X","MC56F8167VPYE","http://www.freescale.com/webapp/search.partparamdetail.framework?PART_NUMBER=56F836X-816X&buyNow=true&fromSearch=true","http://www.freescale.com/zh-Hans/products/more-processors/dsp-dsc/dscs/mc56f83xx/digital-signal-controllers:56F836X-816X?&fpsp=1&tab=Documentation_Tab#MC56F8167VPYE","16-bit DSC, 56800E core, 512KB Flash, 40MHz, QFP 160","-","LQFP 160","512","32","40","-","6-ch. 15-bit","16-ch. 12-bit","-","-","-","-","16","15","2","12","6","3","10000 @ CNY87.94 each","160","PRODUCT STABLE GROWTH/MATURITY(3)","Internal Voltage Regulator, Low Voltage Detect, Quad Decoder, Temperature Sensor","2","PWM, Input Capture","8-ch. 16 bit","On-Chip Emulation","76","40","-","-40 to 105","-","-","10-YEARS APPLICATION LIFE","-","2.5","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"FSL","其他处理器---数字信号处理器/控制器","56F836X-816X","MC56F8365MFGE","http://www.freescale.com/webapp/search.partparamdetail.framework?PART_NUMBER=56F836X-816X&buyNow=true&fromSearch=true","http://www.freescale.com/zh-Hans/products/more-processors/dsp-dsc/dscs/mc56f83xx/digital-signal-controllers:56F836X-816X?&fpsp=1&tab=Documentation_Tab#MC56F8365MFGE","16-bit DSC, 56800E core, 512KB Flash, 60MHz, QFP 128","-","LQFP 128","512","36","60","-","12-ch. 15-bit","16-ch. 12-bit","-","-","-","2","16","15","2","12","12","3","10000 @ CNY119.16 each","128","PRODUCT STABLE GROWTH/MATURITY(3)","Internal Voltage Regulator, Low Voltage Detect, Quad Decoder, Temperature Sensor","2","PWM, Input Capture","16-ch. 16 bit","On-Chip Emulation, JTAG","49","60","-","-40 to 125","-","3 to 3.6","10-YEARS APPLICATION LIFE","-","2.5","-","-","FlexCAN","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"FSL","其他处理器---数字信号处理器/控制器","56F836X-816X","MC56F8365VFGE","http://www.freescale.com/webapp/search.partparamdetail.framework?PART_NUMBER=56F836X-816X&buyNow=true&fromSearch=true","http://www.freescale.com/zh-Hans/products/more-processors/dsp-dsc/dscs/mc56f83xx/digital-signal-controllers:56F836X-816X?&fpsp=1&tab=Documentation_Tab#MC56F8365VFGE","16-bit DSC, 56800E core, 512KB Flash, 60MHz, QFP 128","-","LQFP 128","512","36","60","-","12-ch. 15-bit","16-ch. 12-bit","-","-","-","2","16","15","2","12","12","3","10000 @ CNY104.79 each","128","PRODUCT STABLE GROWTH/MATURITY(3)","Internal Voltage Regulator, Low Voltage Detect, Quad Decoder, Temperature Sensor","2","PWM, Input Capture","16-ch. 16 bit","On-Chip Emulation, JTAG","49","60","-","-40 to 105","-","3 to 3.6","10-YEARS APPLICATION LIFE","-","2.5","-","-","FlexCAN","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"FSL","其他处理器---数字信号处理器/控制器","56F836X-816X","MC56F8366MFVE","http://www.freescale.com/webapp/search.partparamdetail.framework?PART_NUMBER=56F836X-816X&buyNow=true&fromSearch=true","http://www.freescale.com/zh-Hans/products/more-processors/dsp-dsc/dscs/mc56f83xx/digital-signal-controllers:56F836X-816X?&fpsp=1&tab=Documentation_Tab#MC56F8366MFVE","16-bit DSC, 56800E core, 512KB Flash, 60MHz, QFP 144","-","LQFP 144","512","36","60","-","12-ch. 15-bit","16-ch. 12-bit","-","-","-","2","16","15","2","12","12","3","10000 @ CNY120.43 each","144","PRODUCT STABLE GROWTH/MATURITY(3)","Internal Voltage Regulator, Low Voltage Detect, Quad Decoder, Temperature Sensor","2","PWM, Input Capture","16-ch. 16 bit","On-Chip Emulation","62","60","-","-40 to 125","-","3 to 3.6","10-YEARS APPLICATION LIFE","-","2.5","-","-","FlexCAN","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"FSL","其他处理器---数字信号处理器/控制器","56F836X-816X","MC56F8366VFVE","http://www.freescale.com/webapp/search.partparamdetail.framework?PART_NUMBER=56F836X-816X&buyNow=true&fromSearch=true","http://www.freescale.com/zh-Hans/products/more-processors/dsp-dsc/dscs/mc56f83xx/digital-signal-controllers:56F836X-816X?&fpsp=1&tab=Documentation_Tab#MC56F8366VFVE","16-bit DSC, 56800E core, 512KB Flash, 60MHz, QFP 144","-","LQFP 144","512","36","60","-","12-ch. 15-bit","16-ch. 12-bit","-","-","-","2","16","15","2","12","12","3","10000 @ CNY105.42 each","144","PRODUCT STABLE GROWTH/MATURITY(3)","Internal Voltage Regulator, Low Voltage Detect, Quad Decoder, Temperature Sensor","2","PWM, Input Capture","16-ch. 16 bit","On-Chip Emulation","62","60","-","-40 to 105","-","3 to 3.6","10-YEARS APPLICATION LIFE","-","2.5","-","-","FlexCAN","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"FSL","其他处理器---数字信号处理器/控制器","56F836X-816X","MC56F8367MPYE","http://www.freescale.com/webapp/search.partparamdetail.framework?PART_NUMBER=56F836X-816X&buyNow=true&fromSearch=true","http://www.freescale.com/zh-Hans/products/more-processors/dsp-dsc/dscs/mc56f83xx/digital-signal-controllers:56F836X-816X?&fpsp=1&tab=Documentation_Tab#MC56F8367MPYE","16-bit DSC, 56800E core, 512KB Flash, 60MHz, QFP 160","-","LQFP 160","512","36","60","-","12-ch. 15-bit","16-ch. 12-bit","-","-","-","2","16","15","2","12","12","3","10000 @ CNY127.36 each","160","PRODUCT STABLE GROWTH/MATURITY(3)","Internal Voltage Regulator, Low Voltage Detect, Quad Decoder, Temperature Sensor","2","PWM, Input Capture","16-ch. 16 bit","On-Chip Emulation, JTAG","76","60","-","-40 to 125","-","3 to 3.6","10-YEARS APPLICATION LIFE","-","2.5","-","-","FlexCAN","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"FSL","其他处理器---数字信号处理器/控制器","56F836X-816X","MC56F8367VPYE","http://www.freescale.com/webapp/search.partparamdetail.framework?PART_NUMBER=56F836X-816X&buyNow=true&fromSearch=true","http://www.freescale.com/zh-Hans/products/more-processors/dsp-dsc/dscs/mc56f83xx/digital-signal-controllers:56F836X-816X?&fpsp=1&tab=Documentation_Tab#MC56F8367VPYE","16-bit DSC, 56800E core, 512KB Flash, 60MHz, QFP 160","-","LQFP 160","512","36","60","-","12-ch. 15-bit","16-ch. 12-bit","-","-","-","2","16","15","2","12","12","3","10000 @ CNY110.07 each","160","PRODUCT STABLE GROWTH/MATURITY(3)","Internal Voltage Regulator, Low Voltage Detect, Quad Decoder, Temperature Sensor","2","PWM, Input Capture","16-ch. 16 bit","On-Chip Emulation, JTAG","76","60","-","-40 to 105","-","3 to 3.6","10-YEARS APPLICATION LIFE","-","2.5","-","-","FlexCAN","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
