"brand","Series","Series-2","PartNo","DetailLink","Document","Description","Suggested Drivers","状态"," 硬件开发工具","内核：类型","浮点单元","工作频率 (Max) (MHz) "," 片上SRAM (KB)","Total Flash (KB) ","UART","SPI","I2C","I2S","USB OTG","CAN","Ethernet w/ 1588","人机接口","VDD (min)","VDD (max) (V) ","Package type","Kinetis SDK","PLC代码","预算报价（不含税）(CNY)","封装类型和焊端数","Pin count","PLC描述","DMA (ch)","PWM Types","Debug &amp; Trace","16-bit Timer (ch)","32-bit Timer (ch)","16-bit PWM (ch)","DAC","ADC"," 其他模拟模块","Qty | Package carrier","GPIOs","Programming for Kinetis MCUs  (KB)","工作环境温度 (Min-Max) (°C) ","安全","无铅","封装尺寸(宽x长x高) (mm3)"," 引脚间距","认证级别","RoHS","External memory &amp; connectivity interfaces","EEPROM (KB) ","缓存 (KB) ","USB features","引导ROM (KB) "," 段式LCD分辨率","Quad Encoder","ADC Conversion Speed (MSPS)","FlexCan","Enhanced PWM (ch)","High Resolution Timer (pSec)","集成无线电台","发射电流 (mA)","接收电流 (mA)","Radio Protocol Supported","Datarate","DC/DC Converter","RX灵敏度"
"FSL","ARM 处理器---Kinetis ARM Cortex-M微控制器","KL1x","MKL15Z64VFT4","http://www.freescale.com/webapp/search.partparamdetail.framework?PART_NUMBER=KL1x&buyNow=true&fromSearch=true","http://www.freescale.com/zh-Hans/products/arm-processors/kinetis-cortex-m/l-series/kinetis-kl1x-48-mhz-general-purpose-connectivity-ultra-low-power-mcus:KL1x?&fpsp=1&tab=Documentation_Tab#MKL15Z64VFT4","Kinetis L 32-bit MCU, ARM Cortex-M0+ core, 64KB Flash, 48MHz, QFN 48","-","-","http://www.freescale.com/zh-Hans/tools/software-and-tools/hardware-development-tools/freedom-development-boards/freescale-freedom-development-platform-for-kinetis-kl14-kl15-kl24-kl25-mcus:FRDM-KL25Z|http://www.freescale.com/zh-Hans/tools/software-and-tools/hardware-development-tools/tower-development-boards/mcu-and-processor-modules/kinetis-modules/kinetis-kl1x-and-kl2x-48-mhz-mcus-tower-system-module:TWR-KL25Z48M","ARM Cortex-M0+","-","48","8","64","3","2","2","-","-","-","-","Touch System Interface","1.71","3.6","QFN","1.2 Mainline","2","10000 @ CNY10.68 each","QFN 48","48","PRODUCT RAPID GROWTH(2)","4","General purpose PWM","MTB, SWD","11","2","10","12-bit x 1, 6-bit x 1","16-bit (SAR) x 1","Comparator","260 | TRAY","40","64","-40 to 105","-","-","7x7x0.9","0.5","10-YEARS APPLICATION LIFE","-","-","-","0.064","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"FSL","ARM 处理器---Kinetis ARM Cortex-M微控制器","KL1x","MKL15Z64VLH4","http://www.freescale.com/webapp/search.partparamdetail.framework?PART_NUMBER=KL1x&buyNow=true&fromSearch=true","http://www.freescale.com/zh-Hans/products/arm-processors/kinetis-cortex-m/l-series/kinetis-kl1x-48-mhz-general-purpose-connectivity-ultra-low-power-mcus:KL1x?&fpsp=1&tab=Documentation_Tab#MKL15Z64VLH4","Kinetis L 32-bit MCU, ARM Cortex-M0+ core, 64KB Flash, 48MHz, QFP 64","-","-","http://www.freescale.com/zh-Hans/tools/software-and-tools/hardware-development-tools/freedom-development-boards/freescale-freedom-development-platform-for-kinetis-kl14-kl15-kl24-kl25-mcus:FRDM-KL25Z|http://www.freescale.com/zh-Hans/tools/software-and-tools/hardware-development-tools/tower-development-boards/mcu-and-processor-modules/kinetis-modules/kinetis-kl1x-and-kl2x-48-mhz-mcus-tower-system-module:TWR-KL25Z48M","ARM Cortex-M0+","-","48","8","64","3","2","2","-","-","-","-","Touch System Interface","1.71","3.6","LQFP","1.2 Mainline","2","10000 @ CNY11.00 each","QFP 64","64","PRODUCT RAPID GROWTH(2)","4","General purpose PWM","MTB, SWD","11","2","10","12-bit x 1, 6-bit x 1","16-bit (SAR) x 1","Comparator","160 | TRAY","54","64","-40 to 105","-","-","10x10x1.6","0.5","10-YEARS APPLICATION LIFE","-","-","-","0.064","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"FSL","ARM 处理器---Kinetis ARM Cortex-M微控制器","KL1x","MKL15Z64VLK4","http://www.freescale.com/webapp/search.partparamdetail.framework?PART_NUMBER=KL1x&buyNow=true&fromSearch=true","http://www.freescale.com/zh-Hans/products/arm-processors/kinetis-cortex-m/l-series/kinetis-kl1x-48-mhz-general-purpose-connectivity-ultra-low-power-mcus:KL1x?&fpsp=1&tab=Documentation_Tab#MKL15Z64VLK4","Kinetis L 32-bit MCU, ARM Cortex-M0+ core, 64KB Flash, 48MHz, QFP 80","-","-","http://www.freescale.com/zh-Hans/tools/software-and-tools/hardware-development-tools/freedom-development-boards/freescale-freedom-development-platform-for-kinetis-kl14-kl15-kl24-kl25-mcus:FRDM-KL25Z|http://www.freescale.com/zh-Hans/tools/software-and-tools/hardware-development-tools/tower-development-boards/mcu-and-processor-modules/kinetis-modules/kinetis-kl1x-and-kl2x-48-mhz-mcus-tower-system-module:TWR-KL25Z48M","ARM Cortex-M0+","-","48","8","64","3","2","2","-","-","-","-","Touch System Interface","1.71","3.6","LQFP","1.2 Mainline","2","10000 @ CNY14.82 each","QFP 80","80","PRODUCT RAPID GROWTH(2)","4","General purpose PWM","MTB, SWD","11","2","10","12-bit x 1, 6-bit x 1","16-bit (SAR) x 1","Comparator","96 | TRAY","70","64","-40 to 105","-","-","12x12x1.6","0.5","10-YEARS APPLICATION LIFE","-","-","-","0.064","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"FSL","ARM 处理器---Kinetis ARM Cortex-M微控制器","KL1x","MKL16Z128VFM4","http://www.freescale.com/webapp/search.partparamdetail.framework?PART_NUMBER=KL1x&buyNow=true&fromSearch=true","http://www.freescale.com/zh-Hans/products/arm-processors/kinetis-cortex-m/l-series/kinetis-kl1x-48-mhz-general-purpose-connectivity-ultra-low-power-mcus:KL1x?&fpsp=1&tab=Documentation_Tab#MKL16Z128VFM4","Kinetis L 32-bit MCU, ARM Cortex-M0+ core, 128KB Flash, 48MHz, QFN 32","-","-","http://www.freescale.com/zh-Hans/products/arm-processors/kinetis-cortex-m/l-series/freescale-freedom-development-platform-for-kinetis-kl16-and-kl26-mcus-up-to-128-kb-flash:FRDM-KL26Z","ARM Cortex-M0+","-","48","16","128","3","2","2","1","-","-","-","Touch System Interface","1.71","3.6","QFN","1.2 Mainline","2","10000 @ CNY8.01 each","QFN-EP 32","32","PRODUCT RAPID GROWTH(2)","4","General purpose PWM","MTB, SWD","11","2","10","12-bit x 1, 6-bit x 1","16-bit (SAR) x 1","Comparator","490 | TRAY","28","128","-40 to 105","-","-","5x5x0.9","0.5","10-YEARS APPLICATION LIFE","-","-","-","0.064","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"FSL","ARM 处理器---Kinetis ARM Cortex-M微控制器","KL1x","MKL16Z128VFM4R","http://www.freescale.com/webapp/search.partparamdetail.framework?PART_NUMBER=KL1x&buyNow=true&fromSearch=true","http://www.freescale.com/zh-Hans/products/arm-processors/kinetis-cortex-m/l-series/kinetis-kl1x-48-mhz-general-purpose-connectivity-ultra-low-power-mcus:KL1x?&fpsp=1&tab=Documentation_Tab#MKL16Z128VFM4R","Kinetis L 32-bit MCU, ARM Cortex-M0+ core, 128KB Flash, 48MHz, QFN 32","-","-","http://www.freescale.com/zh-Hans/products/arm-processors/kinetis-cortex-m/l-series/freescale-freedom-development-platform-for-kinetis-kl16-and-kl26-mcus-up-to-128-kb-flash:FRDM-KL26Z","ARM Cortex-M0+","-","48","16","128","3","2","2","1","-","-","-","Touch System Interface","1.71","3.6","QFN","1.2 Mainline","2","10000 @ CNY8.01 each","QFN-EP 32","32","PRODUCT RAPID GROWTH(2)","4","General purpose PWM","MTB, SWD","11","2","10","6-bit x 1, 12-bit x 1","16-bit (SAR) x 1","Comparator","2500 | REEL","28","128","-40 to 105","-","-","5x5x0.9","0.5","10-YEARS APPLICATION LIFE","-","-","-","0.064","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"FSL","ARM 处理器---Kinetis ARM Cortex-M微控制器","KL1x","MKL16Z128VFT4","http://www.freescale.com/webapp/search.partparamdetail.framework?PART_NUMBER=KL1x&buyNow=true&fromSearch=true","http://www.freescale.com/zh-Hans/products/arm-processors/kinetis-cortex-m/l-series/kinetis-kl1x-48-mhz-general-purpose-connectivity-ultra-low-power-mcus:KL1x?&fpsp=1&tab=Documentation_Tab#MKL16Z128VFT4","Kinetis L 32-bit MCU, ARM Cortex-M0+ core, 128KB Flash, 48MHz, QFN 48","-","-","http://www.freescale.com/zh-Hans/products/arm-processors/kinetis-cortex-m/l-series/freescale-freedom-development-platform-for-kinetis-kl16-and-kl26-mcus-up-to-128-kb-flash:FRDM-KL26Z","ARM Cortex-M0+","-","48","16","128","3","2","2","1","-","-","-","Touch System Interface","1.71","3.6","QFN","1.2 Mainline","2","10000 @ CNY8.58 each","QFN 48","48","PRODUCT RAPID GROWTH(2)","4","General purpose PWM","MTB, SWD","11","2","10","6-bit x 1, 12-bit x 1","16-bit (SAR) x 1","Comparator","260 | TRAY","40","128","-40 to 105","-","-","7x7x0.9","0.5","10-YEARS APPLICATION LIFE","-","-","-","0.064","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"FSL","ARM 处理器---Kinetis ARM Cortex-M微控制器","KL1x","MKL16Z128VFT4R","http://www.freescale.com/webapp/search.partparamdetail.framework?PART_NUMBER=KL1x&buyNow=true&fromSearch=true","http://www.freescale.com/zh-Hans/products/arm-processors/kinetis-cortex-m/l-series/kinetis-kl1x-48-mhz-general-purpose-connectivity-ultra-low-power-mcus:KL1x?&fpsp=1&tab=Documentation_Tab#MKL16Z128VFT4R","Kinetis L 32-bit MCU, ARM Cortex-M0+ core, 128KB Flash, 48MHz, QFN 48","-","-","http://www.freescale.com/zh-Hans/products/arm-processors/kinetis-cortex-m/l-series/freescale-freedom-development-platform-for-kinetis-kl16-and-kl26-mcus-up-to-128-kb-flash:FRDM-KL26Z","ARM Cortex-M0+","-","48","16","128","3","2","2","1","-","-","-","Touch System Interface","1.71","3.6","QFN","1.2 Mainline","2","10000 @ CNY8.58 each","QFN 48","48","PRODUCT RAPID GROWTH(2)","4","General purpose PWM","MTB, SWD","11","2","10","12-bit x 1, 6-bit x 1","16-bit (SAR) x 1","Comparator","2000 | REEL","40","128","-40 to 105","-","-","7x7x0.9","0.5","10-YEARS APPLICATION LIFE","-","-","-","0.064","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"FSL","ARM 处理器---Kinetis ARM Cortex-M微控制器","KL1x","MKL16Z128VLH4","http://www.freescale.com/webapp/search.partparamdetail.framework?PART_NUMBER=KL1x&buyNow=true&fromSearch=true","http://www.freescale.com/zh-Hans/products/arm-processors/kinetis-cortex-m/l-series/kinetis-kl1x-48-mhz-general-purpose-connectivity-ultra-low-power-mcus:KL1x?&fpsp=1&tab=Documentation_Tab#MKL16Z128VLH4","Kinetis L 32-bit MCU, ARM Cortex-M0+ core, 128KB Flash, 48MHz, QFP 64","-","-","http://www.freescale.com/zh-Hans/products/arm-processors/kinetis-cortex-m/l-series/freescale-freedom-development-platform-for-kinetis-kl16-and-kl26-mcus-up-to-128-kb-flash:FRDM-KL26Z","ARM Cortex-M0+","-","48","16","128","3","2","2","1","-","-","-","Touch System Interface","1.71","3.6","LQFP","1.2 Mainline","2","10000 @ CNY9.28 each","QFP 64","64","PRODUCT RAPID GROWTH(2)","4","General purpose PWM","MTB, SWD","11","2","10","12-bit x 1, 6-bit x 1","16-bit (SAR) x 1","Comparator","160 | TRAY","54","128","-40 to 105","-","-","10x10x1.6","0.5","10-YEARS APPLICATION LIFE","-","-","-","0.064","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"FSL","ARM 处理器---Kinetis ARM Cortex-M微控制器","KL1x","MKL16Z128VLH4R","http://www.freescale.com/webapp/search.partparamdetail.framework?PART_NUMBER=KL1x&buyNow=true&fromSearch=true","http://www.freescale.com/zh-Hans/products/arm-processors/kinetis-cortex-m/l-series/kinetis-kl1x-48-mhz-general-purpose-connectivity-ultra-low-power-mcus:KL1x?&fpsp=1&tab=Documentation_Tab#MKL16Z128VLH4R","Kinetis L 32-bit MCU, ARM Cortex-M0+ core, 128KB Flash, 48MHz, QFP 64","-","-","http://www.freescale.com/zh-Hans/products/arm-processors/kinetis-cortex-m/l-series/freescale-freedom-development-platform-for-kinetis-kl16-and-kl26-mcus-up-to-128-kb-flash:FRDM-KL26Z","ARM Cortex-M0+","-","48","16","128","3","2","2","1","-","-","-","Touch System Interface","1.71","3.6","LQFP","1.2 Mainline","2","10000 @ CNY9.28 each","QFP 64","64","PRODUCT RAPID GROWTH(2)","4","General purpose PWM","MTB, SWD","11","2","10","12-bit x 1, 6-bit x 1","16-bit (SAR) x 1","Comparator","1500 | REEL","54","128","-40 to 105","-","-","10x10x1.6","0.5","10-YEARS APPLICATION LIFE","-","-","-","0.064","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"FSL","ARM 处理器---Kinetis ARM Cortex-M微控制器","KL1x","MKL16Z256VLH4","http://www.freescale.com/webapp/search.partparamdetail.framework?PART_NUMBER=KL1x&buyNow=true&fromSearch=true","http://www.freescale.com/zh-Hans/products/arm-processors/kinetis-cortex-m/l-series/kinetis-kl1x-48-mhz-general-purpose-connectivity-ultra-low-power-mcus:KL1x?&fpsp=1&tab=Documentation_Tab#MKL16Z256VLH4","Kinetis L 32-bit MCU, ARM Cortex-M0+ core, 256KB Flash, 48MHz, QFP 64","-","-","http://www.freescale.com/zh-Hans/products/arm-processors/kinetis-cortex-m/l-series/freedom-development-platform-for-kinetis-kl3x-and-kl4x-mcus:FRDM-KL46Z|http://www.freescale.com/zh-Hans/tools/software-and-tools/hardware-development-tools/tower-development-boards/mcu-and-processor-modules/kinetis-modules/kinetis-kl3x-kl4x-tower-system-module:TWR-KL46Z48M","ARM Cortex-M0+","-","48","32","256","3","2","2","1","-","-","-","Touch System Interface","1.71","3.6","LQFP","1.2 Mainline","2","10000 @ CNY12.14 each","QFP 64","64","PRODUCT RAPID GROWTH(2)","4","General purpose PWM","MTB, SWD","11","2","10","12-bit x 1, 6-bit x 1","16-bit (SAR) x 1","Comparator","160 | TRAY","54","256","-40 to 105","-","-","10x10x1.6","0.5","10-YEARS APPLICATION LIFE","-","-","-","0.064","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"FSL","ARM 处理器---Kinetis ARM Cortex-M微控制器","KL1x","MKL16Z256VMP4","http://www.freescale.com/webapp/search.partparamdetail.framework?PART_NUMBER=KL1x&buyNow=true&fromSearch=true","http://www.freescale.com/zh-Hans/products/arm-processors/kinetis-cortex-m/l-series/kinetis-kl1x-48-mhz-general-purpose-connectivity-ultra-low-power-mcus:KL1x?&fpsp=1&tab=Documentation_Tab#MKL16Z256VMP4","Kinetis L 32-bit MCU, ARM Cortex-M0+ core, 256KB Flash, 48MHz, MAPBGA 64","-","-","http://www.freescale.com/zh-Hans/products/arm-processors/kinetis-cortex-m/l-series/freedom-development-platform-for-kinetis-kl3x-and-kl4x-mcus:FRDM-KL46Z|http://www.freescale.com/zh-Hans/tools/software-and-tools/hardware-development-tools/tower-development-boards/mcu-and-processor-modules/kinetis-modules/kinetis-kl3x-kl4x-tower-system-module:TWR-KL46Z48M","ARM Cortex-M0+","-","48","32","256","3","2","2","1","-","-","-","Touch System Interface","1.71","3.6","MAPBGA","1.2 Mainline","2","10000 @ CNY12.46 each","MAPBGA 64","64","PRODUCT RAPID GROWTH(2)","4","General purpose PWM","MTB, SWD","11","2","10","12-bit x 1, 6-bit x 1","16-bit (SAR) x 1","Comparator","490 | TRAY","54","256","-40 to 105","-","-","5x5x1.2","0.5","10-YEARS APPLICATION LIFE","-","-","-","0.064","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"FSL","ARM 处理器---Kinetis ARM Cortex-M微控制器","KL1x","MKL16Z256VMP4R","http://www.freescale.com/webapp/search.partparamdetail.framework?PART_NUMBER=KL1x&buyNow=true&fromSearch=true","http://www.freescale.com/zh-Hans/products/arm-processors/kinetis-cortex-m/l-series/kinetis-kl1x-48-mhz-general-purpose-connectivity-ultra-low-power-mcus:KL1x?&fpsp=1&tab=Documentation_Tab#MKL16Z256VMP4R","Kinetis L 32-bit MCU, ARM Cortex-M0+ core, 256KB Flash, 48MHz, MAPBGA 64","-","-","http://www.freescale.com/zh-Hans/products/arm-processors/kinetis-cortex-m/l-series/freedom-development-platform-for-kinetis-kl3x-and-kl4x-mcus:FRDM-KL46Z|http://www.freescale.com/zh-Hans/tools/software-and-tools/hardware-development-tools/tower-development-boards/mcu-and-processor-modules/kinetis-modules/kinetis-kl3x-kl4x-tower-system-module:TWR-KL46Z48M","ARM Cortex-M0+","-","48","32","256","3","2","2","1","-","-","-","Touch System Interface","1.71","3.6","MAPBGA","1.2 Mainline","2","10000 @ CNY12.46 each","MAPBGA 64","64","PRODUCT RAPID GROWTH(2)","4","General purpose PWM","MTB, SWD","11","2","10","12-bit x 1, 6-bit x 1","16-bit (SAR) x 1","Comparator","2500 | REEL","54","256","-40 to 105","-","-","5x5x1.2","0.5","10-YEARS APPLICATION LIFE","-","-","-","0.064","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"FSL","ARM 处理器---Kinetis ARM Cortex-M微控制器","KL1x","MKL16Z32VFM4","http://www.freescale.com/webapp/search.partparamdetail.framework?PART_NUMBER=KL1x&buyNow=true&fromSearch=true","http://www.freescale.com/zh-Hans/products/arm-processors/kinetis-cortex-m/l-series/kinetis-kl1x-48-mhz-general-purpose-connectivity-ultra-low-power-mcus:KL1x?&fpsp=1&tab=Documentation_Tab#MKL16Z32VFM4","Kinetis L 32-bit MCU, ARM Cortex-M0+ core, 32KB Flash, 48MHz, QFN 32","-","-","http://www.freescale.com/zh-Hans/products/arm-processors/kinetis-cortex-m/l-series/freescale-freedom-development-platform-for-kinetis-kl16-and-kl26-mcus-up-to-128-kb-flash:FRDM-KL26Z","ARM Cortex-M0+","-","48","4","32","3","2","2","1","-","-","-","Touch System Interface","1.71","3.6","QFN","1.2 Mainline","2","10000 @ CNY6.04 each","QFN-EP 32","32","PRODUCT RAPID GROWTH(2)","4","General purpose PWM","MTB, SWD","11","2","10","12-bit x 1, 6-bit x 1","16-bit (SAR) x 1","Comparator","490 | TRAY","28","32","-40 to 105","-","-","5x5x0.9","0.5","10-YEARS APPLICATION LIFE","-","-","-","0.064","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"FSL","ARM 处理器---Kinetis ARM Cortex-M微控制器","KL1x","MKL16Z32VFT4","http://www.freescale.com/webapp/search.partparamdetail.framework?PART_NUMBER=KL1x&buyNow=true&fromSearch=true","http://www.freescale.com/zh-Hans/products/arm-processors/kinetis-cortex-m/l-series/kinetis-kl1x-48-mhz-general-purpose-connectivity-ultra-low-power-mcus:KL1x?&fpsp=1&tab=Documentation_Tab#MKL16Z32VFT4","Kinetis L 32-bit MCU, ARM Cortex-M0+ core, 32KB Flash, 48MHz, QFN 48","-","-","http://www.freescale.com/zh-Hans/products/arm-processors/kinetis-cortex-m/l-series/freescale-freedom-development-platform-for-kinetis-kl16-and-kl26-mcus-up-to-128-kb-flash:FRDM-KL26Z","ARM Cortex-M0+","-","48","4","32","3","2","2","1","-","-","-","Touch System Interface","1.71","3.6","QFN","1.2 Mainline","2","10000 @ CNY6.42 each","QFN 48","48","PRODUCT RAPID GROWTH(2)","4","General purpose PWM","MTB, SWD","11","2","10","12-bit x 1, 6-bit x 1","16-bit (SAR) x 1","Comparator","260 | TRAY","40","32","-40 to 105","-","-","7x7x0.9","0.5","10-YEARS APPLICATION LIFE","-","-","-","0.064","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"FSL","ARM 处理器---Kinetis ARM Cortex-M微控制器","KL1x","MKL16Z32VFT4R","http://www.freescale.com/webapp/search.partparamdetail.framework?PART_NUMBER=KL1x&buyNow=true&fromSearch=true","http://www.freescale.com/zh-Hans/products/arm-processors/kinetis-cortex-m/l-series/kinetis-kl1x-48-mhz-general-purpose-connectivity-ultra-low-power-mcus:KL1x?&fpsp=1&tab=Documentation_Tab#MKL16Z32VFT4R","Kinetis L 32-bit MCU, ARM Cortex-M0+ core, 32KB Flash, 48MHz, QFN 48","-","-","http://www.freescale.com/zh-Hans/products/arm-processors/kinetis-cortex-m/l-series/freescale-freedom-development-platform-for-kinetis-kl16-and-kl26-mcus-up-to-128-kb-flash:FRDM-KL26Z","ARM Cortex-M0+","-","48","4","32","3","2","2","1","-","-","-","Touch System Interface","1.71","3.6","QFN","1.2 Mainline","2","10000 @ CNY6.42 each","QFN 48","48","PRODUCT RAPID GROWTH(2)","4","General purpose PWM","MTB, SWD","11","2","10","12-bit x 1, 6-bit x 1","16-bit (SAR) x 1","Comparator","2000 | REEL","40","32","-40 to 105","-","-","7x7x0.9","0.5","10-YEARS APPLICATION LIFE","-","-","-","0.064","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"FSL","ARM 处理器---Kinetis ARM Cortex-M微控制器","KL1x","MKL16Z32VLH4","http://www.freescale.com/webapp/search.partparamdetail.framework?PART_NUMBER=KL1x&buyNow=true&fromSearch=true","http://www.freescale.com/zh-Hans/products/arm-processors/kinetis-cortex-m/l-series/kinetis-kl1x-48-mhz-general-purpose-connectivity-ultra-low-power-mcus:KL1x?&fpsp=1&tab=Documentation_Tab#MKL16Z32VLH4","Kinetis L 32-bit MCU, ARM Cortex-M0+ core, 32KB Flash, 48MHz, QFP 64","-","-","http://www.freescale.com/zh-Hans/products/arm-processors/kinetis-cortex-m/l-series/freescale-freedom-development-platform-for-kinetis-kl16-and-kl26-mcus-up-to-128-kb-flash:FRDM-KL26Z","ARM Cortex-M0+","-","48","4","32","3","2","2","1","-","-","-","Touch System Interface","1.71","3.6","LQFP","1.2 Mainline","2","10000 @ CNY6.74 each","QFP 64","64","PRODUCT RAPID GROWTH(2)","4","General purpose PWM","MTB, SWD","11","2","10","12-bit x 1, 6-bit x 1","16-bit (SAR) x 1","Comparator","160 | TRAY","54","32","-40 to 105","-","-","10x10x1.6","0.5","10-YEARS APPLICATION LIFE","-","-","-","0.064","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"FSL","ARM 处理器---Kinetis ARM Cortex-M微控制器","KL1x","MKL16Z64VFM4","http://www.freescale.com/webapp/search.partparamdetail.framework?PART_NUMBER=KL1x&buyNow=true&fromSearch=true","http://www.freescale.com/zh-Hans/products/arm-processors/kinetis-cortex-m/l-series/kinetis-kl1x-48-mhz-general-purpose-connectivity-ultra-low-power-mcus:KL1x?&fpsp=1&tab=Documentation_Tab#MKL16Z64VFM4","Kinetis L 32-bit MCU, ARM Cortex-M0+ core, 64KB Flash, 48MHz, QFN 32","-","-","http://www.freescale.com/zh-Hans/products/arm-processors/kinetis-cortex-m/l-series/freescale-freedom-development-platform-for-kinetis-kl16-and-kl26-mcus-up-to-128-kb-flash:FRDM-KL26Z","ARM Cortex-M0+","-","48","8","64","3","2","2","1","-","-","-","Touch System Interface","1.71","3.6","QFN","1.2 Mainline","2","10000 @ CNY6.42 each","QFN-EP 32","32","PRODUCT RAPID GROWTH(2)","4","General purpose PWM","MTB, SWD","11","2","10","12-bit x 1, 6-bit x 1","16-bit (SAR) x 1","Comparator","490 | TRAY","28","64","-40 to 105","-","-","5x5x0.9","0.5","10-YEARS APPLICATION LIFE","-","-","-","0.064","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"FSL","ARM 处理器---Kinetis ARM Cortex-M微控制器","KL1x","MKL16Z64VFM4R","http://www.freescale.com/webapp/search.partparamdetail.framework?PART_NUMBER=KL1x&buyNow=true&fromSearch=true","http://www.freescale.com/zh-Hans/products/arm-processors/kinetis-cortex-m/l-series/kinetis-kl1x-48-mhz-general-purpose-connectivity-ultra-low-power-mcus:KL1x?&fpsp=1&tab=Documentation_Tab#MKL16Z64VFM4R","Kinetis L 32-bit MCU, ARM Cortex-M0+ core, 64KB Flash, 48MHz, QFN 32","-","-","http://www.freescale.com/zh-Hans/products/arm-processors/kinetis-cortex-m/l-series/freescale-freedom-development-platform-for-kinetis-kl16-and-kl26-mcus-up-to-128-kb-flash:FRDM-KL26Z","ARM Cortex-M0+","-","48","8","64","3","2","2","1","-","-","-","Touch System Interface","1.71","3.6","QFN","1.2 Mainline","2","10000 @ CNY6.42 each","QFN-EP 32","32","PRODUCT RAPID GROWTH(2)","4","General purpose PWM","MTB, SWD","11","2","10","12-bit x 1, 6-bit x 1","16-bit (SAR) x 1","Comparator","2500 | REEL","28","64","-40 to 105","-","-","5x5x0.9","0.5","10-YEARS APPLICATION LIFE","-","-","-","0.064","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"FSL","ARM 处理器---Kinetis ARM Cortex-M微控制器","KL1x","MKL16Z64VFT4","http://www.freescale.com/webapp/search.partparamdetail.framework?PART_NUMBER=KL1x&buyNow=true&fromSearch=true","http://www.freescale.com/zh-Hans/products/arm-processors/kinetis-cortex-m/l-series/kinetis-kl1x-48-mhz-general-purpose-connectivity-ultra-low-power-mcus:KL1x?&fpsp=1&tab=Documentation_Tab#MKL16Z64VFT4","Kinetis L 32-bit MCU, ARM Cortex-M0+ core, 64KB Flash, 48MHz, QFN 48","-","-","http://www.freescale.com/zh-Hans/products/arm-processors/kinetis-cortex-m/l-series/freescale-freedom-development-platform-for-kinetis-kl16-and-kl26-mcus-up-to-128-kb-flash:FRDM-KL26Z","ARM Cortex-M0+","-","48","8","64","3","2","2","1","-","-","-","Touch System Interface","1.71","3.6","QFN","1.2 Mainline","2","10000 @ CNY6.99 each","QFN 48","48","PRODUCT RAPID GROWTH(2)","4","General purpose PWM","MTB, SWD","11","2","10","12-bit x 1, 6-bit x 1","16-bit (SAR) x 1","Comparator","260 | TRAY","40","64","-40 to 105","-","-","7x7x0.9","0.5","10-YEARS APPLICATION LIFE","-","-","-","0.064","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"FSL","ARM 处理器---Kinetis ARM Cortex-M微控制器","KL1x","MKL16Z64VLH4","http://www.freescale.com/webapp/search.partparamdetail.framework?PART_NUMBER=KL1x&buyNow=true&fromSearch=true","http://www.freescale.com/zh-Hans/products/arm-processors/kinetis-cortex-m/l-series/kinetis-kl1x-48-mhz-general-purpose-connectivity-ultra-low-power-mcus:KL1x?&fpsp=1&tab=Documentation_Tab#MKL16Z64VLH4","Kinetis L 32-bit MCU, ARM Cortex-M0+ core, 64KB Flash, 48MHz, QFP 64","-","-","http://www.freescale.com/zh-Hans/products/arm-processors/kinetis-cortex-m/l-series/freescale-freedom-development-platform-for-kinetis-kl16-and-kl26-mcus-up-to-128-kb-flash:FRDM-KL26Z","ARM Cortex-M0+","-","48","8","64","3","2","2","1","-","-","-","Touch System Interface","1.71","3.6","LQFP","1.2 Mainline","2","10000 @ CNY7.31 each","QFP 64","64","PRODUCT RAPID GROWTH(2)","4","General purpose PWM","MTB, SWD","11","2","10","12-bit x 1, 6-bit x 1","16-bit (SAR) x 1","Comparator","160 | TRAY","54","64","-40 to 105","-","-","10x10x1.6","0.5","10-YEARS APPLICATION LIFE","-","-","-","0.064","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
