"brand","Series","Series-2","PartNo","DetailLink","Document","Description","Suggested Drivers","预算报价（不含税）(CNY)","内核：内核数量 (Spec)","内核：类型","工作频率 (Max) (MHz) ","工作环境温度 (Min-Max) (°C) ","L2缓存 (Max) (KB) ","L3缓存 (Max) (KB) ","Data Path","安全","PCIe","USB features","支持外部存储器","CAN","Typical Power","Junction Temperature (Max) (&#186;C)","PLC代码","封装类型和焊端数","Pin count","硬件加密","PLC描述","SPI","Ethernet Type","GPIOs","I2C","缓存 (KB) ","外部总线接口","总线频率 (Max) (MHz) ","无铅","认证级别","RoHS","DUART","其他特性","视频/显示功能","I2S","sRIO","加速度传感器数量","eSPI"
"FSL","Power Architecture 处理器---基于Power Architecture技术的QorIQ处理器","P1025","P1016NXN5FFB","http://www.freescale.com/webapp/search.partparamdetail.framework?PART_NUMBER=P1025&buyNow=true&fromSearch=true","http://www.freescale.com/zh-Hans/products/power-architecture-processors/qoriq-power-architecture-processors/qoriq-p1025-16-single-and-dual-core-multi-protocol-communications-processors:P1025?&fpsp=1&tab=Documentation_Tab#P1016NXN5FFB","QorIQ, Power Arch 32-Bit SoC, 667MHz, GbE, DDR3 w/ECC, QE, PCIe, USB, TDM, -40 to 125C, R1.1","-","1000 @ CNY279.96 each","1","e500","667","-40 to 125","256","-","Software","-","2","1 x USB 2.0","DDR3, DDR2","-","1.53","125","3","TEPBGA 561","561","No","PRODUCT STABLE GROWTH/MATURITY(3)","1","SGMII, 1GBaseT","16","2","32","Memory Controller, PCI-Express","333","-","10-YEARS APPLICATION LIFE","-","1","QUICC Engine","-","-","-","-","-"
"FSL","Power Architecture 处理器---基于Power Architecture技术的QorIQ处理器","P1025","P1025NSE5BFB","http://www.freescale.com/webapp/search.partparamdetail.framework?PART_NUMBER=P1025&buyNow=true&fromSearch=true","http://www.freescale.com/zh-Hans/products/power-architecture-processors/qoriq-power-architecture-processors/qoriq-p1025-16-single-and-dual-core-multi-protocol-communications-processors:P1025?&fpsp=1&tab=Documentation_Tab#P1025NSE5BFB","QorIQ, Power Arch 32-Bit SoC, 2 X 400MHz, GbE, DDR3 w/ECC, QE, PCIe, USB, TDM, SEC, 0 to 125C, R1.1","-","1000 @ CNY233.10 each","2","e500","400","0 to 125","256","-","Software","-","2","1 x USB 2.0","DDR3, DDR2","-","1.69","125","3","TEPBGA 561","561","Yes","PRODUCT STABLE GROWTH/MATURITY(3)","1","SGMII, 1GBaseT","16","2","32","Memory Controller, PCI-Express","333","-","10-YEARS APPLICATION LIFE","-","1","QUICC Engine","-","-","-","-","-"
"FSL","Power Architecture 处理器---基于Power Architecture技术的QorIQ处理器","P1025","P1025NSE5DFB","http://www.freescale.com/webapp/search.partparamdetail.framework?PART_NUMBER=P1025&buyNow=true&fromSearch=true","http://www.freescale.com/zh-Hans/products/power-architecture-processors/qoriq-power-architecture-processors/qoriq-p1025-16-single-and-dual-core-multi-protocol-communications-processors:P1025?&fpsp=1&tab=Documentation_Tab#P1025NSE5DFB","QorIQ, Power Arch 32-Bit SoC, 2 X 533MHz, GbE, DDR3 w/ECC, QE, PCIe, USB, TDM, SEC, 0 to 125C, R1.1","-","1000 @ CNY250.65 each","2","e500","533","0 to 125","256","-","Software","-","2","1 x USB 2.0","DDR3, DDR2","-","1.69","125","3","TEPBGA 561","561","Yes","PRODUCT STABLE GROWTH/MATURITY(3)","1","SGMII, 1GBaseT","16","2","32","Memory Controller, PCI-Express","333","-","10-YEARS APPLICATION LIFE","-","1","QUICC Engine","-","-","-","-","-"
"FSL","Power Architecture 处理器---基于Power Architecture技术的QorIQ处理器","P1025","P1025NSN5DFB","http://www.freescale.com/webapp/search.partparamdetail.framework?PART_NUMBER=P1025&buyNow=true&fromSearch=true","http://www.freescale.com/zh-Hans/products/power-architecture-processors/qoriq-power-architecture-processors/qoriq-p1025-16-single-and-dual-core-multi-protocol-communications-processors:P1025?&fpsp=1&tab=Documentation_Tab#P1025NSN5DFB","QorIQ, Power Arch 32-Bit SoC, 2 X 533MHz, GbE, DDR3 w/ECC, QE, PCIe, USB, TDM, 0 to 125C, R1.1","-","1000 @ CNY238.63 each","2","e500","533","0 to 125","256","-","Software","-","2","1 x USB 2.0","DDR3, DDR2","-","1.69","125","3","TEPBGA 561","561","No","PRODUCT STABLE GROWTH/MATURITY(3)","1","SGMII, 1GBaseT","16","2","32","Memory Controller, PCI-Express","333","-","10-YEARS APPLICATION LIFE","-","1","QUICC Engine","-","-","-","-","-"
"FSL","Power Architecture 处理器---基于Power Architecture技术的QorIQ处理器","P1025","P1025NXE5DFB","http://www.freescale.com/webapp/search.partparamdetail.framework?PART_NUMBER=P1025&buyNow=true&fromSearch=true","http://www.freescale.com/zh-Hans/products/power-architecture-processors/qoriq-power-architecture-processors/qoriq-p1025-16-single-and-dual-core-multi-protocol-communications-processors:P1025?&fpsp=1&tab=Documentation_Tab#P1025NXE5DFB","QorIQ, Power Arch 32-Bit SoC, 2 X 533MHz, GbE, DDR3, ECC, QE, PCIe, USB, TDM, SEC, -40 to 125C, R1.1","-","1000 @ CNY288.23 each","2","e500","533","-40 to 125","256","-","Software","-","2","1 x USB 2.0","SDRAM, DDR3","-","1.69","125","3","TEPBGA 561","561","Yes","PRODUCT STABLE GROWTH/MATURITY(3)","1","SGMII, 1GBaseT","16","2","32","Memory Controller, PCI-Express","333","-","10-YEARS APPLICATION LIFE","-","1","QUICC Engine","-","-","-","-","-"
"FSL","Power Architecture 处理器---基于Power Architecture技术的QorIQ处理器","P1022","P1013NSE2HFB","http://www.freescale.com/webapp/search.partparamdetail.framework?PART_NUMBER=P1022&buyNow=true&fromSearch=true","http://www.freescale.com/zh-Hans/products/power-architecture-processors/qoriq-power-architecture-processors/qoriq-p1022-13-communications-processors-with-advanced-energy-management:P1022?&fpsp=1&tab=Documentation_Tab#P1013NSE2HFB","QorIQ, 32 Bit Power Arch SoC, 800MHz, GbE, PCIe, USB, DDR2/3, ECC, SEC, LCD, 0 to 105C, Rev 2","-","1000 @ CNY241.94 each","1","e500","800","0 to 105","256","-","Software","3.3","3","1 x USB 2.0","DDR3, DDR2","-","3","105","3","TEPBGA 689","689","Yes","PRODUCT STABLE GROWTH/MATURITY(3)","1","eTSEC, 1GBaseT","87","2","32","PCI-Express","400","-","10-YEARS APPLICATION LIFE","-","1","Encryption Hw. Accelerator","-","1","-","-","-"
"FSL","Power Architecture 处理器---基于Power Architecture技术的QorIQ处理器","P1022","P1013NSE2LFB","http://www.freescale.com/webapp/search.partparamdetail.framework?PART_NUMBER=P1022&buyNow=true&fromSearch=true","http://www.freescale.com/zh-Hans/products/power-architecture-processors/qoriq-power-architecture-processors/qoriq-p1022-13-communications-processors-with-advanced-energy-management:P1022?&fpsp=1&tab=Documentation_Tab#P1013NSE2LFB","QorIQ, 32 Bit Power Arch SoC, 1GHz, GbE, PCIe, USB, DDR2/3, ECC, SEC, LCD, 0 to 105C, Rev 2","-","1000 @ CNY272.27 each","1","e500","1067","0 to 105","256","-","Software","3.3","3","1 x USB 2.0","DDR2, DDR3","-","3","105","3","TEPBGA 689","689","Yes","PRODUCT STABLE GROWTH/MATURITY(3)","1","eTSEC, 1GBaseT","87","2","32","PCI-Express","533","-","10-YEARS APPLICATION LIFE","-","1","Encryption Hw. Accelerator","-","1","-","-","-"
"FSL","Power Architecture 处理器---基于Power Architecture技术的QorIQ处理器","P1022","P1013NSN2EFB","http://www.freescale.com/webapp/search.partparamdetail.framework?PART_NUMBER=P1022&buyNow=true&fromSearch=true","http://www.freescale.com/zh-Hans/products/power-architecture-processors/qoriq-power-architecture-processors/qoriq-p1022-13-communications-processors-with-advanced-energy-management:P1022?&fpsp=1&tab=Documentation_Tab#P1013NSN2EFB","QorIQ, 32 Bit Power Arch SoC, 600MHz, GbE, PCIe, USB, DDR2/3, ECC,LCD, 0 to 105C, Rev 2","-","1000 @ CNY191.58 each","1","e500","600","0 to 105","256","-","Software","3.3","3","1 x USB 2.0","DDR3, DDR2","-","3","105","3","TEPBGA 689","689","No","PRODUCT STABLE GROWTH/MATURITY(3)","1","eTSEC, 1GBaseT","87","2","32","PCI-Express","400","-","10-YEARS APPLICATION LIFE","-","1","Encryption Hw. Accelerator","-","1","-","-","-"
"FSL","Power Architecture 处理器---基于Power Architecture技术的QorIQ处理器","P1022","P1013NSN2HFB","http://www.freescale.com/webapp/search.partparamdetail.framework?PART_NUMBER=P1022&buyNow=true&fromSearch=true","http://www.freescale.com/zh-Hans/products/power-architecture-processors/qoriq-power-architecture-processors/qoriq-p1022-13-communications-processors-with-advanced-energy-management:P1022?&fpsp=1&tab=Documentation_Tab#P1013NSN2HFB","QorIQ, 32 Bit Power Arch SoC, 800MHz, GbE, PCIe, USB, DDR2/3, ECC, LCD, 0 to 105C, Rev 2","-","1000 @ CNY229.86 each","1","e500","800","0 to 105","256","-","Software","3.3","3","1 x USB 2.0","DDR3, DDR2","-","3","105","3","TEPBGA 689","689","No","PRODUCT STABLE GROWTH/MATURITY(3)","1","eTSEC, 1GBaseT","87","2","32","PCI-Express","400","-","10-YEARS APPLICATION LIFE","-","1","Encryption Hw. Accelerator","-","1","-","-","-"
"FSL","Power Architecture 处理器---基于Power Architecture技术的QorIQ处理器","P1022","P1013NSN2LFB","http://www.freescale.com/webapp/search.partparamdetail.framework?PART_NUMBER=P1022&buyNow=true&fromSearch=true","http://www.freescale.com/zh-Hans/products/power-architecture-processors/qoriq-power-architecture-processors/qoriq-p1022-13-communications-processors-with-advanced-energy-management:P1022?&fpsp=1&tab=Documentation_Tab#P1013NSN2LFB","QorIQ, 32 Bit Power Arch SoC, 1GHz, GbE, PCIe, USB, DDR2/3, ECC, LCD, 0 to 105C, Rev 2","-","1000 @ CNY258.66 each","1","e500","1067","0 to 105","256","-","Software","3.3","3","1 x USB 2.0","DDR3, DDR2","-","3","105","3","TEPBGA 689","689","No","PRODUCT STABLE GROWTH/MATURITY(3)","1","eTSEC, 1GBaseT","87","2","32","PCI-Express","533","-","10-YEARS APPLICATION LIFE","-","1","Encryption Hw. Accelerator","-","1","-","-","-"
"FSL","Power Architecture 处理器---基于Power Architecture技术的QorIQ处理器","P1022","P1013NXE2HFB","http://www.freescale.com/webapp/search.partparamdetail.framework?PART_NUMBER=P1022&buyNow=true&fromSearch=true","http://www.freescale.com/zh-Hans/products/power-architecture-processors/qoriq-power-architecture-processors/qoriq-p1022-13-communications-processors-with-advanced-energy-management:P1022?&fpsp=1&tab=Documentation_Tab#P1013NXE2HFB","QorIQ, 32 Bit Power Arch SoC, 800MHz, GbE, PCIe, USB, DDR2/3, ECC, SEC, LCD, -40 to 125C, Rev 2","-","1000 @ CNY278.31 each","1","e500","800","-40 to 125","256","-","Software","3.3","3","1 x USB 2.0","DDR3, DDR2","-","3","125","3","TEPBGA 689","689","Yes","PRODUCT STABLE GROWTH/MATURITY(3)","1","eTSEC, 1GBaseT","87","2","32","PCI-Express","400","-","10-YEARS APPLICATION LIFE","-","1","Encryption Hw. Accelerator","-","1","-","-","-"
"FSL","Power Architecture 处理器---基于Power Architecture技术的QorIQ处理器","P1022","P1013NXE2LFB","http://www.freescale.com/webapp/search.partparamdetail.framework?PART_NUMBER=P1022&buyNow=true&fromSearch=true","http://www.freescale.com/zh-Hans/products/power-architecture-processors/qoriq-power-architecture-processors/qoriq-p1022-13-communications-processors-with-advanced-energy-management:P1022?&fpsp=1&tab=Documentation_Tab#P1013NXE2LFB","QorIQ, 32 Bit Power Arch SoC, 1GHz, GbE, PCIe, USB, DDR2/3, ECC, SEC, LCD, -40 to 125C, Rev 2","-","1000 @ CNY313.09 each","1","e500","1067","-40 to 125","256","-","Software","3.3","3","1 x USB 2.0","DDR3, DDR2","-","3","125","3","TEPBGA 689","689","Yes","PRODUCT STABLE GROWTH/MATURITY(3)","1","eTSEC, 1GBaseT","87","2","32","PCI-Express","533","-","10-YEARS APPLICATION LIFE","-","1","Encryption Hw. Accelerator","-","1","-","-","-"
"FSL","Power Architecture 处理器---基于Power Architecture技术的QorIQ处理器","P1022","P1013NXN2EFB","http://www.freescale.com/webapp/search.partparamdetail.framework?PART_NUMBER=P1022&buyNow=true&fromSearch=true","http://www.freescale.com/zh-Hans/products/power-architecture-processors/qoriq-power-architecture-processors/qoriq-p1022-13-communications-processors-with-advanced-energy-management:P1022?&fpsp=1&tab=Documentation_Tab#P1013NXN2EFB","QorIQ, 32 Bit Power Arch SoC, 600MHz, GbE, PCIe, USB, DDR2/3, ECC, LCD, -40 to 125C, Rev 2","-","1000 @ CNY220.32 each","1","e500","600","-40 to 125","256","-","Software","3.3","3","1 x USB 2.0","DDR3, DDR2","-","3","125","3","TEPBGA 689","689","No","PRODUCT STABLE GROWTH/MATURITY(3)","1","eTSEC, 1GBaseT","87","2","32","PCI-Express","400","-","10-YEARS APPLICATION LIFE","-","1","Encryption Hw. Accelerator","-","1","-","-","-"
"FSL","Power Architecture 处理器---基于Power Architecture技术的QorIQ处理器","P1022","P1013NXN2HFB","http://www.freescale.com/webapp/search.partparamdetail.framework?PART_NUMBER=P1022&buyNow=true&fromSearch=true","http://www.freescale.com/zh-Hans/products/power-architecture-processors/qoriq-power-architecture-processors/qoriq-p1022-13-communications-processors-with-advanced-energy-management:P1022?&fpsp=1&tab=Documentation_Tab#P1013NXN2HFB","QorIQ, 32 Bit Power Arch SoC, 800MHz, GbE, PCIe, USB, DDR2/3, ECC, LCD, -40 to 125C, Rev 2","-","1000 @ CNY264.39 each","1","e500","800","-40 to 125","256","-","Software","3.3","3","1 x USB 2.0","DDR3, DDR2","-","3","125","3","TEPBGA 689","689","No","PRODUCT STABLE GROWTH/MATURITY(3)","1","eTSEC, 1GBaseT","87","2","32","PCI-Express","400","-","10-YEARS APPLICATION LIFE","-","1","Encryption Hw. Accelerator","-","1","-","-","-"
"FSL","Power Architecture 处理器---基于Power Architecture技术的QorIQ处理器","P1022","P1013NXN2LFB","http://www.freescale.com/webapp/search.partparamdetail.framework?PART_NUMBER=P1022&buyNow=true&fromSearch=true","http://www.freescale.com/zh-Hans/products/power-architecture-processors/qoriq-power-architecture-processors/qoriq-p1022-13-communications-processors-with-advanced-energy-management:P1022?&fpsp=1&tab=Documentation_Tab#P1013NXN2LFB","QorIQ, 32 Bit Power Arch SoC, 1GHz, GbE, PCIe, USB, DDR2/3, ECC, LCD -40 to 125C, Rev 2","-","1000 @ CNY297.45 each","1","e500","1067","-40 to 125","256","-","Software","3.3","3","1 x USB 2.0","DDR3, DDR2","-","3","125","3","TEPBGA 689","689","No","PRODUCT STABLE GROWTH/MATURITY(3)","1","eTSEC, 1GBaseT","87","2","32","PCI-Express","533","-","10-YEARS APPLICATION LIFE","-","1","Encryption Hw. Accelerator","-","1","-","-","-"
"FSL","Power Architecture 处理器---基于Power Architecture技术的QorIQ处理器","P1022","P1022NSE2HFB","http://www.freescale.com/webapp/search.partparamdetail.framework?PART_NUMBER=P1022&buyNow=true&fromSearch=true","http://www.freescale.com/zh-Hans/products/power-architecture-processors/qoriq-power-architecture-processors/qoriq-p1022-13-communications-processors-with-advanced-energy-management:P1022?&fpsp=1&tab=Documentation_Tab#P1022NSE2HFB","QorIQ, 32 Bit Power Arch SoC, 800MHz, 2Core, GbE, PCIe, USB, DDR2/3, ECC, SEC, LCD, 0 to 105C, Rev 2","-","1000 @ CNY284.73 each","2","e500","800","0 to 105","256","-","Software","3.3","3","1 x USB 2.0","DDR3, DDR2","-","2.5","105","3","TEPBGA 689","689","Yes","PRODUCT STABLE GROWTH/MATURITY(3)","1","eTSEC, 1GBaseT","87","2","32","PCI-Express","400","-","10-YEARS APPLICATION LIFE","-","1","Encryption Hw. Accelerator","LCD Controller","1","-","-","-"
"FSL","Power Architecture 处理器---基于Power Architecture技术的QorIQ处理器","P1022","P1022NSE2LFB","http://www.freescale.com/webapp/search.partparamdetail.framework?PART_NUMBER=P1022&buyNow=true&fromSearch=true","http://www.freescale.com/zh-Hans/products/power-architecture-processors/qoriq-power-architecture-processors/qoriq-p1022-13-communications-processors-with-advanced-energy-management:P1022?&fpsp=1&tab=Documentation_Tab#P1022NSE2LFB","QorIQ, 32 Bit Power Arch SoC, 1GHz, 2Core, GbE, PCIe, USB, DDR2/3, ECC, SEC, LCD, 0 to 105C, Rev 2","-","1000 @ CNY320.28 each","2","e500","1067","0 to 105","256","-","Software","3.3","3","1 x USB 2.0","DDR3, DDR2","-","2.5","105","3","TEPBGA 689","689","Yes","PRODUCT STABLE GROWTH/MATURITY(3)","1","eTSEC, 1GBaseT","87","2","32","PCI-Express","533","-","10-YEARS APPLICATION LIFE","-","1","Encryption Hw. Accelerator","LCD Controller","1","-","-","-"
"FSL","Power Architecture 处理器---基于Power Architecture技术的QorIQ处理器","P1022","P1022NSE2MHB","http://www.freescale.com/webapp/search.partparamdetail.framework?PART_NUMBER=P1022&buyNow=true&fromSearch=true","http://www.freescale.com/zh-Hans/products/power-architecture-processors/qoriq-power-architecture-processors/qoriq-p1022-13-communications-processors-with-advanced-energy-management:P1022?&fpsp=1&tab=Documentation_Tab#P1022NSE2MHB","QorIQ, 32 Bit Power Arch SoC, 1.2GHz, 2Core, GbE, PCIe, USB, DDR2/3, ECC, SEC, LCD, 0 to 105C, Rev 2","-","1000 @ CNY355.89 each","2","e500","1200","0 to 105","256","-","Software","3.3","3","1 x USB 2.0","DDR2, DDR3","-","2.5","105","3","TEPBGA 689","689","Yes","PRODUCT STABLE GROWTH/MATURITY(3)","1","eTSEC, 1GBaseT","87","2","32","PCI-Express","480","-","10-YEARS APPLICATION LIFE","-","1","Encryption Hw. Accelerator","LCD Controller","1","-","-","-"
"FSL","Power Architecture 处理器---基于Power Architecture技术的QorIQ处理器","P1022","P1022NSN2EFB","http://www.freescale.com/webapp/search.partparamdetail.framework?PART_NUMBER=P1022&buyNow=true&fromSearch=true","http://www.freescale.com/zh-Hans/products/power-architecture-processors/qoriq-power-architecture-processors/qoriq-p1022-13-communications-processors-with-advanced-energy-management:P1022?&fpsp=1&tab=Documentation_Tab#P1022NSN2EFB","QorIQ, 32 Bit Power Arch SoC, 600MHz, 2Core, GbE, PCIe, USB, DDR2/3, ECC,LCD, 0 to 105C, Rev 2","-","1000 @ CNY225.35 each","2","e500","600","0 to 105","256","-","Software","3.3","3","1 x USB 2.0","DDR3, DDR2","-","2.5","105","3","TEPBGA 689","689","No","PRODUCT STABLE GROWTH/MATURITY(3)","1","eTSEC, 1GBaseT","87","2","32","PCI-Express","400","-","10-YEARS APPLICATION LIFE","-","1","Encryption Hw. Accelerator","LCD Controller","1","-","-","-"
"FSL","Power Architecture 处理器---基于Power Architecture技术的QorIQ处理器","P1022","P1022NSN2HFB","http://www.freescale.com/webapp/search.partparamdetail.framework?PART_NUMBER=P1022&buyNow=true&fromSearch=true","http://www.freescale.com/zh-Hans/products/power-architecture-processors/qoriq-power-architecture-processors/qoriq-p1022-13-communications-processors-with-advanced-energy-management:P1022?&fpsp=1&tab=Documentation_Tab#P1022NSN2HFB","QorIQ, 32 Bit Power Arch SoC, 800MHz, 2Core, GbE, PCIe, USB, DDR2/3, ECC, LCD, 0 to 105C, Rev 2","-","1000 @ CNY270.43 each","2","e500","800","0 to 105","256","-","Software","3.3","3","1 x USB 2.0","DDR3, DDR2","-","2.5","105","3","TEPBGA 689","689","No","PRODUCT STABLE GROWTH/MATURITY(3)","1","eTSEC, 1GBaseT","87","2","32","PCI-Express","400","-","10-YEARS APPLICATION LIFE","-","1","Encryption Hw. Accelerator","LCD Controller","1","-","-","-"
"FSL","Power Architecture 处理器---基于Power Architecture技术的QorIQ处理器","P1022","P1022NSN2LFB","http://www.freescale.com/webapp/search.partparamdetail.framework?PART_NUMBER=P1022&buyNow=true&fromSearch=true","http://www.freescale.com/zh-Hans/products/power-architecture-processors/qoriq-power-architecture-processors/qoriq-p1022-13-communications-processors-with-advanced-energy-management:P1022?&fpsp=1&tab=Documentation_Tab#P1022NSN2LFB","QorIQ, 32 Bit Power Arch SoC, 1GHz, 2Core, GbE, PCIe, USB, DDR2/3, ECC, LCD, 0 to 105C, Rev 2","-","1000 @ CNY304.25 each","2","e500","1067","0 to 105","256","-","Software","3.3","3","1 x USB 2.0","DDR3, DDR2","-","2.5","105","3","TEPBGA 689","689","No","PRODUCT STABLE GROWTH/MATURITY(3)","1","eTSEC, 1GBaseT","87","2","32","PCI-Express","533","-","10-YEARS APPLICATION LIFE","-","1","Encryption Hw. Accelerator","LCD Controller","1","-","-","-"
"FSL","Power Architecture 处理器---基于Power Architecture技术的QorIQ处理器","P1022","P1022NSN2MHB","http://www.freescale.com/webapp/search.partparamdetail.framework?PART_NUMBER=P1022&buyNow=true&fromSearch=true","http://www.freescale.com/zh-Hans/products/power-architecture-processors/qoriq-power-architecture-processors/qoriq-p1022-13-communications-processors-with-advanced-energy-management:P1022?&fpsp=1&tab=Documentation_Tab#P1022NSN2MHB","QorIQ, 32 Bit Power Arch SoC, 1.2GHz, 2Core, GbE, PCIe, USB, DDR2/3, ECC, LCD, -40 to 125C, Rev 2","-","1000 @ CNY338.08 each","2","e500","1200","0 to 105","256","-","Software","3.3","3","1 x USB 2.0","DDR2, DDR3","-","2.5","105","3","TEPBGA 689","689","No","PRODUCT STABLE GROWTH/MATURITY(3)","1","eTSEC, 1GBaseT","87","2","32","PCI-Express","480","-","10-YEARS APPLICATION LIFE","-","1","Encryption Hw. Accelerator","LCD Controller","1","-","-","-"
"FSL","Power Architecture 处理器---基于Power Architecture技术的QorIQ处理器","P1022","P1022NXE2HFB","http://www.freescale.com/webapp/search.partparamdetail.framework?PART_NUMBER=P1022&buyNow=true&fromSearch=true","http://www.freescale.com/zh-Hans/products/power-architecture-processors/qoriq-power-architecture-processors/qoriq-p1022-13-communications-processors-with-advanced-energy-management:P1022?&fpsp=1&tab=Documentation_Tab#P1022NXE2HFB","QorIQ, 32 Bit Power Arch SoC, 800MHz, 2Core, GbE, PCIe, USB, DDR2/3, ECC, SEC, LCD,-40 to 125C, Rev2","-","1000 @ CNY327.34 each","2","e500","800","-40 to 125","256","-","Software","3.3","3","1 x USB 2.0","DDR3, DDR2","-","2.5","125","3","TEPBGA 689","689","Yes","PRODUCT STABLE GROWTH/MATURITY(3)","1","eTSEC, 1GBaseT","87","2","32","PCI-Express","400","-","10-YEARS APPLICATION LIFE","-","1","Encryption Hw. Accelerator","LCD Controller","1","-","-","-"
"FSL","Power Architecture 处理器---基于Power Architecture技术的QorIQ处理器","P1022","P1022NXE2LFB","http://www.freescale.com/webapp/search.partparamdetail.framework?PART_NUMBER=P1022&buyNow=true&fromSearch=true","http://www.freescale.com/zh-Hans/products/power-architecture-processors/qoriq-power-architecture-processors/qoriq-p1022-13-communications-processors-with-advanced-energy-management:P1022?&fpsp=1&tab=Documentation_Tab#P1022NXE2LFB","QorIQ, 32 Bit Power Arch SoC, 1GHz, 2Core, GbE, PCIe, USB, DDR2/3, ECC, SEC, LCD, -40 to 125C, Rev 2","-","1000 @ CNY368.28 each","2","e500","1067","-40 to 125","256","-","Software","3.3","3","1 x USB 2.0","DDR3, DDR2","-","2.5","125","3","TEPBGA 689","689","Yes","PRODUCT STABLE GROWTH/MATURITY(3)","1","eTSEC, 1GBaseT","87","2","32","PCI-Express","533","-","10-YEARS APPLICATION LIFE","-","1","Encryption Hw. Accelerator","LCD Controller","1","-","-","-"
"FSL","Power Architecture 处理器---基于Power Architecture技术的QorIQ处理器","P1022","P1022NXN2HFB","http://www.freescale.com/webapp/search.partparamdetail.framework?PART_NUMBER=P1022&buyNow=true&fromSearch=true","http://www.freescale.com/zh-Hans/products/power-architecture-processors/qoriq-power-architecture-processors/qoriq-p1022-13-communications-processors-with-advanced-energy-management:P1022?&fpsp=1&tab=Documentation_Tab#P1022NXN2HFB","QorIQ, 32 Bit Power Arch SoC, 800MHz, 2Core, GbE, PCIe, USB, DDR2/3, ECC, LCD, -40 to 125C, Rev 2","-","1000 @ CNY311.06 each","2","e500","800","-40 to 125","256","-","Software","3.3","3","1 x USB 2.0","DDR3, DDR2","-","2.5","125","3","TEPBGA 689","689","No","PRODUCT STABLE GROWTH/MATURITY(3)","1","eTSEC, 1GBaseT","87","2","32","PCI-Express","400","-","10-YEARS APPLICATION LIFE","-","1","Encryption Hw. Accelerator","LCD Controller","1","-","-","-"
"FSL","Power Architecture 处理器---基于Power Architecture技术的QorIQ处理器","P1022","P1022NXN2LFB","http://www.freescale.com/webapp/search.partparamdetail.framework?PART_NUMBER=P1022&buyNow=true&fromSearch=true","http://www.freescale.com/zh-Hans/products/power-architecture-processors/qoriq-power-architecture-processors/qoriq-p1022-13-communications-processors-with-advanced-energy-management:P1022?&fpsp=1&tab=Documentation_Tab#P1022NXN2LFB","QorIQ, 32 Bit Power Arch SoC, 1GHz, 2Core, GbE, PCIe, USB, DDR2/3, ECC, LCD -40 to 125C, Rev 2","-","1000 @ CNY349.91 each","2","e500","1067","-40 to 125","256","-","Software","3.3","3","1 x USB 2.0","DDR3, DDR2","-","2.5","125","3","TEPBGA 689","689","No","PRODUCT STABLE GROWTH/MATURITY(3)","1","eTSEC, 1GBaseT","87","2","32","PCI-Express","533","-","10-YEARS APPLICATION LIFE","-","1","Encryption Hw. Accelerator","LCD Controller","1","-","-","-"
"FSL","Power Architecture 处理器---基于Power Architecture技术的QorIQ处理器","P1021","P1012NSE2DFB","http://www.freescale.com/webapp/search.partparamdetail.framework?PART_NUMBER=P1021&buyNow=true&fromSearch=true","http://www.freescale.com/zh-Hans/products/power-architecture-processors/qoriq-power-architecture-processors/qoriq-p1021-12-single-and-dual-core-multi-protocol-communications-processors:P1021?&fpsp=1&tab=Documentation_Tab#P1012NSE2DFB","QorIQ, Power Arch 32-Bit SoC, 533MHz, GbE, DDR2/3 w/ECC, QE, PCIe, USB, TDM, SEC, 0 to 125C, Rev 1.1","-","1000 @ CNY213.01 each","1","e500","533","0 to 125","256","-","Software","-","2","1 x USB 2.0","DDR3, DDR2","-","1.6","125","3","TEPBGA 689","689","Yes","PRODUCT STABLE GROWTH/MATURITY(3)","1","SGMII, 1GBaseT","16","2","32","Memory Controller, PCI-Express","333","-","10-YEARS APPLICATION LIFE","-","-","QUICC Engine","-","-","-","-","-"
"FSL","Power Architecture 处理器---基于Power Architecture技术的QorIQ处理器","P1021","P1012NSE2FFB","http://www.freescale.com/webapp/search.partparamdetail.framework?PART_NUMBER=P1021&buyNow=true&fromSearch=true","http://www.freescale.com/zh-Hans/products/power-architecture-processors/qoriq-power-architecture-processors/qoriq-p1021-12-single-and-dual-core-multi-protocol-communications-processors:P1021?&fpsp=1&tab=Documentation_Tab#P1012NSE2FFB","QorIQ, Power Arch 32-Bit SoC, 667MHz, GbE, DDR2/3 w/ECC, QE, PCIe, USB, TDM, SEC, 0 to 125C, Rev 1.1","-","1000 @ CNY255.61 each","1","e500","667","0 to 125","256","-","Software","-","2","1 x USB 2.0","DDR3, DDR2","-","1.6","125","3","TEPBGA 689","689","Yes","PRODUCT STABLE GROWTH/MATURITY(3)","1","SGMII, 1GBaseT","16","2","32","Memory Controller, PCI-Express","333","-","10-YEARS APPLICATION LIFE","-","1","QUICC Engine","-","-","-","-","-"
