"brand","Series","Series-2","PartNo","DetailLink","Document","Description","Suggested Drivers","状态","替代部件","器件功能","预算报价（不含税）(CNY)","封装类型和焊端数","负载电流 (Typ) (A) (IL)","通道数","漏源导通电阻 (Typ) (mOhm) (RDS(ON))","每路输出电流限值 (Min) (A) (ILIM)","负载供电电压 (Min) (V) ","负载供电电压 (Max) (V) ","供电电压 (Min-Max) (V) ","接口和输入控制","工作环境温度 (Min-Max) (°C) ","保护","诊断","其他特性-模拟","RoHS","PLC代码","Pin count","PLC描述","无铅","认证级别","负载电流 (Max) (A) (IL)","Sleep Current (Max) (mA) ","开关升压稳压器数量","输出电压","输出电流 (A) ","SafeAssure 功能安全","PWM Frquency (Hz) ","内核：内核数量 (Spec)","内部RAM (KB) ","数据传输速率 (Spec) (kbps) ","数据传输速率 (Max) (kbps) ","数据传输速率 (Min) (kbps) ","通信协议","工作频率 (Max) (MHz) ","内核：类型","内部闪存 (KB) ","内核：工作电压 (Spec) (V) "
"FSL","模拟与电源管理---驱动器和开关","MC24XS4","MC20XS4200BAFKR2","http://www.freescale.com/webapp/search.partparamdetail.framework?PART_NUMBER=MC24XS4&buyNow=true&fromSearch=true","http://www.freescale.com/zh-Hans/products/analog-power-management/drivers-and-switches/high-side-switches/24v-multipurpose-low-rsubdson-sub-extreme-switch:MC24XS4?&fpsp=1&tab=Documentation_Tab#MC20XS4200BAFKR2","High-Side Switch, 24V, Dual 20m?, PQFN 24, Reel","-","-","-","High Side Switch","1000 @ CNY25.88 each","QFN-EP 23","3","2","20","4.5","8","36","3 to 5.5","Parallel, SPI","-40 to 125","Short Circuit, Thermal Shutdown, Overcurrent, Overtemperature","SPI","Output Current Limit Selectabl, PWM Capable, Sleep Mode","-","3","23","PRODUCT STABLE GROWTH/MATURITY(3)","-","AUTO; >=10 YEARS APPLICATION LIFE","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"FSL","模拟与电源管理---驱动器和开关","MC24XS4","MC20XS4200BFK","http://www.freescale.com/webapp/search.partparamdetail.framework?PART_NUMBER=MC24XS4&buyNow=true&fromSearch=true","http://www.freescale.com/zh-Hans/products/analog-power-management/drivers-and-switches/high-side-switches/24v-multipurpose-low-rsubdson-sub-extreme-switch:MC24XS4?&fpsp=1&tab=Documentation_Tab#MC20XS4200BFK","High-Side Switch, 24V, Dual 20mOhms, PQFN 24, Tray","-","-","-","High Side Switch","1000 @ CNY25.37 each","QFN-EP 23","3","2","20","4.5","8","36","3 to 5.5","Parallel, SPI","-40 to 125","Short Circuit, Thermal Shutdown, Overcurrent, Overtemperature","SPI","Output Current Limit Selectabl, PWM Capable, Sleep Mode","-","3","23","PRODUCT STABLE GROWTH/MATURITY(3)","-","AUTO; >=10 YEARS APPLICATION LIFE","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"FSL","模拟与电源管理---驱动器和开关","MC24XS4","MC20XS4200BFKR2","http://www.freescale.com/webapp/search.partparamdetail.framework?PART_NUMBER=MC24XS4&buyNow=true&fromSearch=true","http://www.freescale.com/zh-Hans/products/analog-power-management/drivers-and-switches/high-side-switches/24v-multipurpose-low-rsubdson-sub-extreme-switch:MC24XS4?&fpsp=1&tab=Documentation_Tab#MC20XS4200BFKR2","High-Side Switch, 24V, Dual 20m?, PQFN 24, Reel","-","-","-","High Side Switch","1000 @ CNY25.37 each","QFN-EP 23","3","2","20","4.5","8","36","3 to 5.5","Parallel, SPI","-40 to 125","Short Circuit, Thermal Shutdown, Overcurrent, Overtemperature","SPI","Output Current Limit Selectabl, PWM Capable, Sleep Mode","-","3","23","PRODUCT STABLE GROWTH/MATURITY(3)","-","AUTO; >=10 YEARS APPLICATION LIFE","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"FSL","模拟与电源管理---驱动器和开关","MC24XS4","MC20XS4200FKR2","http://www.freescale.com/webapp/search.partparamdetail.framework?PART_NUMBER=MC24XS4&buyNow=true&fromSearch=true","http://www.freescale.com/zh-Hans/products/analog-power-management/drivers-and-switches/high-side-switches/24v-multipurpose-low-rsubdson-sub-extreme-switch:MC24XS4?&fpsp=1&tab=Documentation_Tab#MC20XS4200FKR2","High-Side Switch, 24V, Dual 20m?, PQFN 24, Reel","-","-","-","High Side Switch","1000 @ CNY25.37 each","QFN-EP 23","3","2","20","4.5","8","36","3 to 5.5","Parallel, SPI","-40 to 125","Thermal Shutdown, Short Circuit, Overcurrent, Overtemperature","SPI","Sleep Mode, PWM Capable, Output Current Limit Selectabl","-","3","23","PRODUCT STABLE GROWTH/MATURITY(3)","-","AUTO; >=10 YEARS APPLICATION LIFE","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"FSL","模拟与电源管理---驱动器和开关","MC24XS4","MC22XS4200BEK","http://www.freescale.com/webapp/search.partparamdetail.framework?PART_NUMBER=MC24XS4&buyNow=true&fromSearch=true","http://www.freescale.com/zh-Hans/products/analog-power-management/drivers-and-switches/high-side-switches/24v-multipurpose-low-rsubdson-sub-extreme-switch:MC24XS4?&fpsp=1&tab=Documentation_Tab#MC22XS4200BEK","High-Side Switch, 24V, Dual 22mOhms, SOICW-EP 32, Rail","-","-","-","High Side Switch","1000 @ CNY24.67 each","SOIC-EP 32","-","-","-","-","8","36","3 to 5.5","Parallel, SPI","-40 to 125","Overcurrent, Overtemperature, Short Circuit, Thermal Shutdown","SPI","Output Current Limit Selectabl, PWM Capable, Sleep Mode","-","2","32","PRODUCT RAPID GROWTH(2)","-","AUTO; >=10 YEARS APPLICATION LIFE","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"FSL","模拟与电源管理---驱动器和开关","MC24XS4","MC22XS4200BEKR2","http://www.freescale.com/webapp/search.partparamdetail.framework?PART_NUMBER=MC24XS4&buyNow=true&fromSearch=true","http://www.freescale.com/zh-Hans/products/analog-power-management/drivers-and-switches/high-side-switches/24v-multipurpose-low-rsubdson-sub-extreme-switch:MC24XS4?&fpsp=1&tab=Documentation_Tab#MC22XS4200BEKR2","High-Side Switch, 24V, Dual 22mOhm, SOICW-EP 32, Reel","-","-","-","High Side Switch","1000 @ CNY24.67 each","SOIC-EP 32","-","-","-","-","8","36","3 to 5.5","Parallel, SPI","-40 to 125","Overcurrent, Overtemperature, Short Circuit, Thermal Shutdown","SPI","Output Current Limit Selectabl, PWM Capable, Sleep Mode","-","2","32","PRODUCT RAPID GROWTH(2)","-","AUTO; >=10 YEARS APPLICATION LIFE","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"FSL","模拟与电源管理---驱动器和开关","MC24XS4","MC50XS4200BEK","http://www.freescale.com/webapp/search.partparamdetail.framework?PART_NUMBER=MC24XS4&buyNow=true&fromSearch=true","http://www.freescale.com/zh-Hans/products/analog-power-management/drivers-and-switches/high-side-switches/24v-multipurpose-low-rsubdson-sub-extreme-switch:MC24XS4?&fpsp=1&tab=Documentation_Tab#MC50XS4200BEK","High-Side Switch, 24V, Dual 50mOhms, SOICEP 32, Rail","-","-","-","High Side Switch","1000 @ CNY21.17 each","SOIC-EP 32","3","2","22","-","8","36","3 to 5.5","Parallel, SPI","-40 to 125","Overcurrent, Overtemperature, Short Circuit, Thermal Shutdown","SPI","Output Current Limit Selectabl, PWM Capable, Sleep Mode","-","2","32","PRODUCT RAPID GROWTH(2)","-","AUTO; >=10 YEARS APPLICATION LIFE","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"FSL","模拟与电源管理---驱动器和开关","MC24XS4","MC50XS4200BEKR2","http://www.freescale.com/webapp/search.partparamdetail.framework?PART_NUMBER=MC24XS4&buyNow=true&fromSearch=true","http://www.freescale.com/zh-Hans/products/analog-power-management/drivers-and-switches/high-side-switches/24v-multipurpose-low-rsubdson-sub-extreme-switch:MC24XS4?&fpsp=1&tab=Documentation_Tab#MC50XS4200BEKR2","High-Side Switch, 24V, Dual 50m?, SOICEP 32, Reel","-","-","-","High Side Switch","1000 @ CNY21.17 each","SOIC-EP 32","3","2","22","-","8","36","3 to 5.5","Parallel, SPI","-40 to 125","Overcurrent, Overtemperature, Short Circuit, Thermal Shutdown","SPI","Output Current Limit Selectabl, PWM Capable, Sleep Mode","-","2","32","PRODUCT RAPID GROWTH(2)","-","AUTO; >=10 YEARS APPLICATION LIFE","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"FSL","模拟与电源管理---驱动器和开关","MC12XSF","MC07XSF517BEK","http://www.freescale.com/webapp/search.partparamdetail.framework?PART_NUMBER=MC12XSF&buyNow=true&fromSearch=true","http://www.freescale.com/zh-Hans/products/analog-power-management/drivers-and-switches/high-side-switches/external-industrial-lighting-5mhz-spi-controlled-switch:MC12XSF?&fpsp=1&tab=Documentation_Tab#MC07XSF517BEK","High-Side Switch, 18V, Triple 7mOhms + Dual 17mOhms, SOICEP 54, Rail","-","-","-","High Side Switch","-","SOIC 54","6.5","3","7","120","7","18","4.5 to 5.5","Parallel, SPI","-40 to 125","Bus Short Circuit to Battery, Overcurrent Protected Bus, Overtemperature","SPI","Diagnostics Reporting, Fail Safe Input, Fault Status Output, Open Load Detect Current Contr, Output Current Monitor, PWM Capable","-","2","54","PRODUCT RAPID GROWTH(2)","-","10-YEARS APPLICATION LIFE","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"FSL","模拟与电源管理---驱动器和开关","MC12XSF","MC07XSF517BEKR2","http://www.freescale.com/webapp/search.partparamdetail.framework?PART_NUMBER=MC12XSF&buyNow=true&fromSearch=true","http://www.freescale.com/zh-Hans/products/analog-power-management/drivers-and-switches/high-side-switches/external-industrial-lighting-5mhz-spi-controlled-switch:MC12XSF?&fpsp=1&tab=Documentation_Tab#MC07XSF517BEKR2","High-Side Switch, 18V, Triple 7mOhm + Dual 17mOhm, SOICEP 54, Reel","-","-","-","High Side Switch","-","SOIC 54","6.5, 2.75","3, 2","7, 17","120, 54","7","18","4.5 to 5.5","Parallel, SPI","-40 to 125","Bus Short Circuit to Battery, Overcurrent Protected Bus, Overtemperature","SPI","Diagnostics Reporting, Fail Safe Input, Fault Status Output, Open Load Detect Current Contr, Output Current Monitor, PWM Capable","-","2","54","PRODUCT RAPID GROWTH(2)","-","10-YEARS APPLICATION LIFE","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"FSL","模拟与电源管理---驱动器和开关","MC12XSF","MC07XSF517EK","http://www.freescale.com/webapp/search.partparamdetail.framework?PART_NUMBER=MC12XSF&buyNow=true&fromSearch=true","http://www.freescale.com/zh-Hans/products/analog-power-management/drivers-and-switches/high-side-switches/external-industrial-lighting-5mhz-spi-controlled-switch:MC12XSF?&fpsp=1&tab=Documentation_Tab#MC07XSF517EK","High-Side Switch, 18V, Triple 7mOhms + Dual 17mOhms, SOICEP 54, Rail","-","-","-","High Side Switch","1000 @ CNY25.24 each","SOIC 54","6.5, 2.75","3, 2","7, 17","120, 54","7","18","4.5 to 5.5","Parallel, SPI","-40 to 125","Bus Short Circuit to Battery, Overtemperature, Overcurrent Protected Bus","SPI","Diagnostics Reporting, Fail Safe Input, Fault Status Output, Open Load Detect Current Contr, Output Current Monitor, PWM Capable","-","3","54","PRODUCT STABLE GROWTH/MATURITY(3)","-","10-YEARS APPLICATION LIFE","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"FSL","模拟与电源管理---驱动器和开关","MC12XSF","MC07XSF517EKR2","http://www.freescale.com/webapp/search.partparamdetail.framework?PART_NUMBER=MC12XSF&buyNow=true&fromSearch=true","http://www.freescale.com/zh-Hans/products/analog-power-management/drivers-and-switches/high-side-switches/external-industrial-lighting-5mhz-spi-controlled-switch:MC12XSF?&fpsp=1&tab=Documentation_Tab#MC07XSF517EKR2","High-Side Switch, 18V, Triple 7m? + Dual 17m?, SOICEP 54, Reel","-","-","-","High Side Switch","1000 @ CNY25.24 each","SOIC 54","6.5, 2.75","3, 2","7, 17","120, 54","7","18","4.5 to 5.5","Parallel, SPI","-40 to 125","Bus Short Circuit to Battery, Overtemperature, Overcurrent Protected Bus","SPI","Diagnostics Reporting, Fail Safe Input, Fault Status Output, Open Load Detect Current Contr, Output Current Monitor, PWM Capable","-","3","54","PRODUCT STABLE GROWTH/MATURITY(3)","-","10-YEARS APPLICATION LIFE","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"FSL","模拟与电源管理---驱动器和开关","MC12XSF","MC08XSF421EK","http://www.freescale.com/webapp/search.partparamdetail.framework?PART_NUMBER=MC12XSF&buyNow=true&fromSearch=true","http://www.freescale.com/zh-Hans/products/analog-power-management/drivers-and-switches/high-side-switches/external-industrial-lighting-5mhz-spi-controlled-switch:MC12XSF?&fpsp=1&tab=Documentation_Tab#MC08XSF421EK","High-Side Switch, 12V, Dual 8mOhms + Dual 21mOhms, SOICEP 32, Rail","-","-","-","High Side Switch","1000 @ CNY22.76 each","SOIC-EP 32","-","-","-","-","7","18","4.5 to 5.5","Parallel, SPI","-40 to 125","Bus Short Circuit to Battery, Overcurrent Protected Bus, Overtemperature","SPI","Diagnostics Reporting, Fail Safe Input, Fault Status Output, Open Load Detect Current Contr, Output Current Monitor, PWM Capable","-","2","32","PRODUCT RAPID GROWTH(2)","-","AUTO; >=10 YEARS APPLICATION LIFE","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"FSL","模拟与电源管理---驱动器和开关","MC12XSF","MC08XSF421EKR2","http://www.freescale.com/webapp/search.partparamdetail.framework?PART_NUMBER=MC12XSF&buyNow=true&fromSearch=true","http://www.freescale.com/zh-Hans/products/analog-power-management/drivers-and-switches/high-side-switches/external-industrial-lighting-5mhz-spi-controlled-switch:MC12XSF?&fpsp=1&tab=Documentation_Tab#MC08XSF421EKR2","High-Side Switch, 12V, Dual 8mOhms + Dual 21mOhms, SOICEP 32, Reel","-","-","-","High Side Switch","1000 @ CNY22.76 each","SOIC-EP 32","-","-","-","-","7","18","4.5 to 5.5","Parallel, SPI","-40 to 125","Bus Short Circuit to Battery, Overcurrent Protected Bus, Overtemperature","SPI","Diagnostics Reporting, Fail Safe Input, Fault Status Output, Open Load Detect Current Contr, Output Current Monitor, PWM Capable","-","2","32","PRODUCT RAPID GROWTH(2)","-","AUTO; >=10 YEARS APPLICATION LIFE","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"FSL","模拟与电源管理---驱动器和开关","MC12XSF","MC17XSF400EK","http://www.freescale.com/webapp/search.partparamdetail.framework?PART_NUMBER=MC12XSF&buyNow=true&fromSearch=true","http://www.freescale.com/zh-Hans/products/analog-power-management/drivers-and-switches/high-side-switches/external-industrial-lighting-5mhz-spi-controlled-switch:MC12XSF?&fpsp=1&tab=Documentation_Tab#MC17XSF400EK","High-Side Switch, 18V, Quad 17mOhms, SOIC 32, Rail","-","-","-","High Side Switch","1000 @ CNY18.69 each","SOIC-EP 32","5.5","4","17","8.8","7","18","4.5 to 5.5","Parallel, SPI","-40 to 125","Bus Short Circuit to Battery, Overcurrent Protected Bus, Overtemperature, Undervoltage","SPI","Diagnostics Reporting, Fail Safe Input, Fault Status Output, Open Load Detect Current Contr, Output Current Monitor, PWM Capable","-","2","32","PRODUCT RAPID GROWTH(2)","-","10-YEARS APPLICATION LIFE","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"FSL","模拟与电源管理---驱动器和开关","MC12XSF","MC17XSF400EKR2","http://www.freescale.com/webapp/search.partparamdetail.framework?PART_NUMBER=MC12XSF&buyNow=true&fromSearch=true","http://www.freescale.com/zh-Hans/products/analog-power-management/drivers-and-switches/high-side-switches/external-industrial-lighting-5mhz-spi-controlled-switch:MC12XSF?&fpsp=1&tab=Documentation_Tab#MC17XSF400EKR2","High-Side Switch, 18V, Quad 17mOhm, SOIC 32, Reel","-","-","-","High Side Switch","1000 @ CNY18.69 each","SOIC-EP 32","5.5","4","17","8.8","7","18","4.5 to 5.5","Parallel, SPI","-40 to 125","Bus Short Circuit to Battery, Overcurrent Protected Bus, Overtemperature, Undervoltage","SPI","Diagnostics Reporting, Fail Safe Input, Fault Status Output, Open Load Detect Current Contr, Output Current Monitor, PWM Capable","-","2","32","PRODUCT RAPID GROWTH(2)","-","10-YEARS APPLICATION LIFE","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"FSL","模拟与电源管理---驱动器和开关","MC12XSF","MC17XSF500BEK","http://www.freescale.com/webapp/search.partparamdetail.framework?PART_NUMBER=MC12XSF&buyNow=true&fromSearch=true","http://www.freescale.com/zh-Hans/products/analog-power-management/drivers-and-switches/high-side-switches/external-industrial-lighting-5mhz-spi-controlled-switch:MC12XSF?&fpsp=1&tab=Documentation_Tab#MC17XSF500BEK","High-Side Switch, 12V, Penta 17mOhm, SOICEP 32, Rail","-","-","-","High Side Switch","-","SOIC-EP 32","-","-","-","-","7","18","4.5 to 5.5","Parallel, SPI","-40 to 125","Bus Short Circuit to Battery, Overcurrent Protected Bus, Overtemperature","SPI","Diagnostics Reporting, Fail Safe Input, Fault Status Output, Open Load Detect Current Contr, Output Current Monitor, PWM Capable","-","2","32","PRODUCT RAPID GROWTH(2)","-","AUTO; >=10 YEARS APPLICATION LIFE","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"FSL","模拟与电源管理---驱动器和开关","MC12XSF","MC17XSF500BEKR2","http://www.freescale.com/webapp/search.partparamdetail.framework?PART_NUMBER=MC12XSF&buyNow=true&fromSearch=true","http://www.freescale.com/zh-Hans/products/analog-power-management/drivers-and-switches/high-side-switches/external-industrial-lighting-5mhz-spi-controlled-switch:MC12XSF?&fpsp=1&tab=Documentation_Tab#MC17XSF500BEKR2","High-Side Switch, 12V, Penta 17mOhm, SOICEP 32, Reel","-","-","-","High Side Switch","-","SOIC-EP 32","-","-","-","-","7","18","4.5 to 5.5","Parallel, SPI","-40 to 125","Bus Short Circuit to Battery, Overcurrent Protected Bus, Overtemperature","SPI","Diagnostics Reporting, Fail Safe Input, Fault Status Output, Open Load Detect Current Contr, Output Current Monitor, PWM Capable","-","2","32","PRODUCT RAPID GROWTH(2)","-","AUTO; >=10 YEARS APPLICATION LIFE","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"FSL","模拟与电源管理---驱动器和开关","MC12XSF","MC17XSF500EK","http://www.freescale.com/webapp/search.partparamdetail.framework?PART_NUMBER=MC12XSF&buyNow=true&fromSearch=true","http://www.freescale.com/zh-Hans/products/analog-power-management/drivers-and-switches/high-side-switches/external-industrial-lighting-5mhz-spi-controlled-switch:MC12XSF?&fpsp=1&tab=Documentation_Tab#MC17XSF500EK","High-Side Switch, 18V, Penta 17mOhms, SOIC 32, Rail","-","-","-","High Side Switch","1000 @ CNY19.46 each","SOIC-EP 32","2.75","5","170","54","7","18","4.5 to 5.5","Parallel, SPI","-40 to 125","Bus Short Circuit to Battery, Overtemperature, Overcurrent Protected Bus","SPI","Diagnostics Reporting, Fail Safe Input, Fault Status Output, Open Load Detect Current Contr, Output Current Monitor, PWM Capable","-","3","32","PRODUCT STABLE GROWTH/MATURITY(3)","-","10-YEARS APPLICATION LIFE","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"FSL","模拟与电源管理---驱动器和开关","MC12XSF","MC17XSF500EKR2","http://www.freescale.com/webapp/search.partparamdetail.framework?PART_NUMBER=MC12XSF&buyNow=true&fromSearch=true","http://www.freescale.com/zh-Hans/products/analog-power-management/drivers-and-switches/high-side-switches/external-industrial-lighting-5mhz-spi-controlled-switch:MC12XSF?&fpsp=1&tab=Documentation_Tab#MC17XSF500EKR2","High-Side Switch, 18V, Penta 17m?, SOIC 32, Reel","-","-","-","High Side Switch","1000 @ CNY19.46 each","SOIC-EP 32","2.75","5","170","54","7","18","4.5 to 5.5","Parallel, SPI","-40 to 125","Bus Short Circuit to Battery, Overtemperature, Overcurrent Protected Bus","SPI","Diagnostics Reporting, Fail Safe Input, Fault Status Output, Open Load Detect Current Contr, Output Current Monitor, PWM Capable","-","3","32","PRODUCT STABLE GROWTH/MATURITY(3)","-","10-YEARS APPLICATION LIFE","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"FSL","模拟与电源管理---驱动器和开关","MC12XSF","MC40XSF500EK","http://www.freescale.com/webapp/search.partparamdetail.framework?PART_NUMBER=MC12XSF&buyNow=true&fromSearch=true","http://www.freescale.com/zh-Hans/products/analog-power-management/drivers-and-switches/high-side-switches/external-industrial-lighting-5mhz-spi-controlled-switch:MC12XSF?&fpsp=1&tab=Documentation_Tab#MC40XSF500EK","High-Side Switch, 12V, Penta 40mOhms, SOIC 32, Rail.","-","-","-","High Side Switch, LED Drivers","1000 @ CNY17.10 each","SOIC-EP 32","-","-","-","-","7","18","6 to 28","SPI","-40 to 125","Loss of Ground, Overcurrent, Overvoltage","SPI","-","-","2","32","PRODUCT RAPID GROWTH(2)","-","AUTO; >=10 YEARS APPLICATION LIFE","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"FSL","模拟与电源管理---驱动器和开关","MC12XSF","MC40XSF500EKR2","http://www.freescale.com/webapp/search.partparamdetail.framework?PART_NUMBER=MC12XSF&buyNow=true&fromSearch=true","http://www.freescale.com/zh-Hans/products/analog-power-management/drivers-and-switches/high-side-switches/external-industrial-lighting-5mhz-spi-controlled-switch:MC12XSF?&fpsp=1&tab=Documentation_Tab#MC40XSF500EKR2","High-Side Switch, 12V, Penta 40mOhms, SOIC 32, Reel","-","-","-","High Side Switch, LED Drivers","1000 @ CNY17.10 each","SOIC-EP 32","-","-","-","-","7","18","6 to 28","SPI","-40 to 125","Loss of Ground, Overcurrent, Overvoltage","SPI","-","-","2","32","PRODUCT RAPID GROWTH(2)","-","AUTO; >=10 YEARS APPLICATION LIFE","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"FSL","模拟与电源管理---驱动器和开关","MC12XSB","MC34981ABHFK","http://www.freescale.com/webapp/search.partparamdetail.framework?PART_NUMBER=MC12XSB&buyNow=true&fromSearch=true","http://www.freescale.com/zh-Hans/products/analog-power-management/drivers-and-switches/high-side-switches/12-v-industrial-multipurpose-low-rdson-extreme-switch:MC12XSB?&fpsp=1&tab=Documentation_Tab#MC34981ABHFK","High-Side Switch, 27V, Single 4m?, PQFN 16, Tray","-","-","-","High Side Switch","1000 @ CNY26.96 each","QFN-EP 16","2.8","1","4","9","0","27","4.5 to 27","Parallel","-40 to 125","Undervoltage Lockout, Short Circuit, Overcurrent, Overtemperature","Status Flag","Enable/Sleep Input, Internal Charge Pump, PWM Capable","-","3","16","PRODUCT STABLE GROWTH/MATURITY(3)","-","10-YEARS APPLICATION LIFE","40","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"FSL","模拟与电源管理---驱动器和开关","MC12XSB","MC34981ABHFKR2","http://www.freescale.com/webapp/search.partparamdetail.framework?PART_NUMBER=MC12XSB&buyNow=true&fromSearch=true","http://www.freescale.com/zh-Hans/products/analog-power-management/drivers-and-switches/high-side-switches/12-v-industrial-multipurpose-low-rdson-extreme-switch:MC12XSB?&fpsp=1&tab=Documentation_Tab#MC34981ABHFKR2","High-Side Switch, 27V, Single 4m?, PQFN 16, Reel","-","-","-","High Side Switch","1000 @ CNY26.96 each","QFN-EP 16","2.8","1","4","9","0","27","4.5 to 27","Parallel","-40 to 125","Undervoltage Lockout, Short Circuit, Overcurrent, Overtemperature","Status Flag","Enable/Sleep Input, Internal Charge Pump, PWM Capable","-","3","16","PRODUCT STABLE GROWTH/MATURITY(3)","-","10-YEARS APPLICATION LIFE","40","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"FSL","模拟与电源管理---驱动器和开关","MC12XSB","MC34982CHFK","http://www.freescale.com/webapp/search.partparamdetail.framework?PART_NUMBER=MC12XSB&buyNow=true&fromSearch=true","http://www.freescale.com/zh-Hans/products/analog-power-management/drivers-and-switches/high-side-switches/12-v-industrial-multipurpose-low-rdson-extreme-switch:MC12XSB?&fpsp=1&tab=Documentation_Tab#MC34982CHFK","High-Side Switch, 12V, Single 2mOhm, PQFN 16, Tray","-","-","-","High Side Switch","1000 @ CNY25.05 each","QFN-EP 16","-","1","2","-","0","27","6 to 27","Parallel, SPI","-40 to 125","Overtemperature, Overvoltage, Undervoltage, Overcurrent","Status Reporting","Fault Status Output, Output OFF Open Load Reporting, Output ON Open Load Reporting, Output Slew Rate Control, PWM Capable, Sleep Mode, Enable/Sleep Input, Fail Safe Input","-","2","16","PRODUCT RAPID GROWTH(2)","-","10-YEARS APPLICATION LIFE","60","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"FSL","模拟与电源管理---驱动器和开关","MC12XSB","MC34982CHFKR2","http://www.freescale.com/webapp/search.partparamdetail.framework?PART_NUMBER=MC12XSB&buyNow=true&fromSearch=true","http://www.freescale.com/zh-Hans/products/analog-power-management/drivers-and-switches/high-side-switches/12-v-industrial-multipurpose-low-rdson-extreme-switch:MC12XSB?&fpsp=1&tab=Documentation_Tab#MC34982CHFKR2","High-Side Switch, 12V, Single 2mOhm, PQFN 16, Reel","-","-","-","High Side Switch","1000 @ CNY25.05 each","QFN-EP 16","-","1","2","-","0","27","6 to 27","Parallel, SPI","-40 to 125","Overtemperature, Overvoltage, Undervoltage, Overcurrent","Status Reporting","Fault Status Output, Output OFF Open Load Reporting, Output ON Open Load Reporting, Output Slew Rate Control, PWM Capable, Sleep Mode, Enable/Sleep Input, Fail Safe Input","-","2","16","PRODUCT RAPID GROWTH(2)","-","10-YEARS APPLICATION LIFE","60","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"FSL","模拟与电源管理---驱动器和开关","MC12XSB","MC34984CHFK","http://www.freescale.com/webapp/search.partparamdetail.framework?PART_NUMBER=MC12XSB&buyNow=true&fromSearch=true","http://www.freescale.com/zh-Hans/products/analog-power-management/drivers-and-switches/high-side-switches/12-v-industrial-multipurpose-low-rdson-extreme-switch:MC12XSB?&fpsp=1&tab=Documentation_Tab#MC34984CHFK","High-Side Switch, 12V, Dual 4mOhm, PQFN 16, Tray","-","-","-","High Side Switch","1000 @ CNY28.99 each","QFN-EP 16","-","2","4","-","0","27","6 to 27","Parallel, SPI","-40 to 125","Overtemperature, Overvoltage, Undervoltage, Overcurrent","Status Reporting","Fault Status Output, Output OFF Open Load Reporting, Output ON Open Load Reporting, Output Slew Rate Control, PWM Capable, Sleep Mode, Enable/Sleep Input, Fail Safe Input","-","2","16","PRODUCT RAPID GROWTH(2)","-","10-YEARS APPLICATION LIFE","30","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"FSL","模拟与电源管理---驱动器和开关","MC12XSB","MC34984CHFKR2","http://www.freescale.com/webapp/search.partparamdetail.framework?PART_NUMBER=MC12XSB&buyNow=true&fromSearch=true","http://www.freescale.com/zh-Hans/products/analog-power-management/drivers-and-switches/high-side-switches/12-v-industrial-multipurpose-low-rdson-extreme-switch:MC12XSB?&fpsp=1&tab=Documentation_Tab#MC34984CHFKR2","High-Side Switch, 12V, Dual 4mOhm, PQFN 16, Reel","-","-","-","High Side Switch","1000 @ CNY28.99 each","QFN-EP 16","-","2","4","-","0","27","6 to 27","Parallel, SPI","-40 to 125","Overtemperature, Overvoltage, Undervoltage, Overcurrent","Status Reporting","Enable/Sleep Input, Fail Safe Input, Fault Status Output, Output OFF Open Load Reporting, Output ON Open Load Reporting, Output Slew Rate Control, PWM Capable, Sleep Mode","-","2","16","PRODUCT RAPID GROWTH(2)","-","10-YEARS APPLICATION LIFE","30","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
