"brand","Series","Series-2","PartNo","DetailLink","Document","Description","Suggested Drivers","状态","预算报价（不含税）(CNY)","加速度 (g) ","加速度传感器输出","感应轴","灵敏度 (Typ) (mV/g) ","灵敏度 - 数字 (Typ) (Cnts/g) ","衰减频率 (Typ) (Hz) ","加速度特性","工作环境温度 (Min-Max) (°C) ","供电电压 (Min-Max) (V) ","分辨率 (Spec) (bit) ","SafeAssure 功能安全","零G输出 (Typ) (V) ","供电电压 (Typ) (V) ","PLC代码","封装类型和焊端数","Pin count","PLC描述","无铅","启动响应时间 (Typ) (ms) ","认证级别","RoHS","接口供电电压 (Min-Max) (V) ","接口供电电压 (Typ) (V) ","编程电压 (Typ) (V) ","灵敏度 - 数字 (Typ) (LSB/g) ","睡眠模式响应时间 (Typ) (ms) ","替代部件"
"FSL","传感器---加速度传感器","MMA27xxKW","MMA1725W","http://www.freescale.com/webapp/search.partparamdetail.framework?PART_NUMBER=MMA27xxKW&buyNow=true&fromSearch=true","http://www.freescale.com/zh-Hans/products/sensors/accelerometers/1-axis-accelerometers/dsi3-25g-to-375g-x-axis-medium-or-high-g-digital-inertial-sensor:MMA27xxKW?&fpsp=1&tab=Documentation_Tab#MMA1725W","DSI3 Accelerometer, QFN 16, Rail","-","-","1000 @ CNY20.67 each","250","DSI3","Z","-","2","-","Self Test","-","4 to 20","-","Quality Managed","-","-","4","QFN-EP 16","16","PRODUCT MATURITY/SATURATION(4)","-","5","AUTO; >=10 YEARS APPLICATION LIFE","-","4 to 20","-","-","-","-","-"
"FSL","传感器---加速度传感器","MMA27xxKW","MMA1725WR2","http://www.freescale.com/webapp/search.partparamdetail.framework?PART_NUMBER=MMA27xxKW&buyNow=true&fromSearch=true","http://www.freescale.com/zh-Hans/products/sensors/accelerometers/1-axis-accelerometers/dsi3-25g-to-375g-x-axis-medium-or-high-g-digital-inertial-sensor:MMA27xxKW?&fpsp=1&tab=Documentation_Tab#MMA1725WR2","DSI3 Accelerometer, QFN 16, Reel","-","-","1000 @ CNY20.67 each","250","DSI3","Z","-","2","-","Self Test","-","4 to 20","-","Quality Managed","-","-","4","QFN-EP 16","16","PRODUCT MATURITY/SATURATION(4)","-","5","AUTO; >=10 YEARS APPLICATION LIFE","-","4 to 20","-","-","-","-","-"
"FSL","传感器---加速度传感器","MMA27xxKW","MMA2702W","http://www.freescale.com/webapp/search.partparamdetail.framework?PART_NUMBER=MMA27xxKW&buyNow=true&fromSearch=true","http://www.freescale.com/zh-Hans/products/sensors/accelerometers/1-axis-accelerometers/dsi3-25g-to-375g-x-axis-medium-or-high-g-digital-inertial-sensor:MMA27xxKW?&fpsp=1&tab=Documentation_Tab#MMA2702W","DSI3 Accelerometer, QFN 16, Rail","-","-","1000 @ CNY20.67 each","25","DSI3","X","-","20.4","-","Self Test","-","4 to 20","-","Quality Managed","-","-","4","QFN-EP 16","16","PRODUCT MATURITY/SATURATION(4)","-","5","AUTO; >=10 YEARS APPLICATION LIFE","-","4 to 20","-","-","-","-","-"
"FSL","传感器---加速度传感器","MMA27xxKW","MMA2702WR2","http://www.freescale.com/webapp/search.partparamdetail.framework?PART_NUMBER=MMA27xxKW&buyNow=true&fromSearch=true","http://www.freescale.com/zh-Hans/products/sensors/accelerometers/1-axis-accelerometers/dsi3-25g-to-375g-x-axis-medium-or-high-g-digital-inertial-sensor:MMA27xxKW?&fpsp=1&tab=Documentation_Tab#MMA2702WR2","DSI3 Accelerometer, QFN 16, Reel","-","-","1000 @ CNY20.67 each","25","DSI3","X","-","20.4","-","Self Test","-","4 to 20","-","Quality Managed","-","-","4","QFN-EP 16","16","PRODUCT MATURITY/SATURATION(4)","-","5","AUTO; >=10 YEARS APPLICATION LIFE","-","4 to 20","-","-","-","-","-"
"FSL","传感器---加速度传感器","MMA27xxKW","MMA2712W","http://www.freescale.com/webapp/search.partparamdetail.framework?PART_NUMBER=MMA27xxKW&buyNow=true&fromSearch=true","http://www.freescale.com/zh-Hans/products/sensors/accelerometers/1-axis-accelerometers/dsi3-25g-to-375g-x-axis-medium-or-high-g-digital-inertial-sensor:MMA27xxKW?&fpsp=1&tab=Documentation_Tab#MMA2712W","DSI3 Accelerometer, QFN 16, Rail","-","-","1000 @ CNY20.67 each","125","DSI3","X","-","4","-","Self Test","-","4 to 20","-","Quality Managed","-","-","4","QFN-EP 16","16","PRODUCT MATURITY/SATURATION(4)","-","5","AUTO; >=10 YEARS APPLICATION LIFE","-","4 to 20","-","-","-","-","-"
"FSL","传感器---加速度传感器","MMA27xxKW","MMA2712WR2","http://www.freescale.com/webapp/search.partparamdetail.framework?PART_NUMBER=MMA27xxKW&buyNow=true&fromSearch=true","http://www.freescale.com/zh-Hans/products/sensors/accelerometers/1-axis-accelerometers/dsi3-25g-to-375g-x-axis-medium-or-high-g-digital-inertial-sensor:MMA27xxKW?&fpsp=1&tab=Documentation_Tab#MMA2712WR2","DSI3 Accelerometer, QFN 16, Reel","-","-","1000 @ CNY20.67 each","125","DSI3","X","-","4","-","Self Test","-","4 to 20","-","Quality Managed","-","-","4","QFN-EP 16","16","PRODUCT MATURITY/SATURATION(4)","-","5","AUTO; >=10 YEARS APPLICATION LIFE","-","4 to 20","-","-","-","-","-"
"FSL","传感器---加速度传感器","MMA27xxKW","MMA2718W","http://www.freescale.com/webapp/search.partparamdetail.framework?PART_NUMBER=MMA27xxKW&buyNow=true&fromSearch=true","http://www.freescale.com/zh-Hans/products/sensors/accelerometers/1-axis-accelerometers/dsi3-25g-to-375g-x-axis-medium-or-high-g-digital-inertial-sensor:MMA27xxKW?&fpsp=1&tab=Documentation_Tab#MMA2718W","DSI3 Accelerometer, QFN 16, Rail","-","-","1000 @ CNY20.67 each","187","DSI3","X","-","2.7","-","Self Test","-","4 to 20","-","Quality Managed","-","-","4","QFN-EP 16","16","PRODUCT MATURITY/SATURATION(4)","-","5","AUTO; >=10 YEARS APPLICATION LIFE","-","4 to 20","-","-","-","-","-"
"FSL","传感器---加速度传感器","MMA27xxKW","MMA2718WR2","http://www.freescale.com/webapp/search.partparamdetail.framework?PART_NUMBER=MMA27xxKW&buyNow=true&fromSearch=true","http://www.freescale.com/zh-Hans/products/sensors/accelerometers/1-axis-accelerometers/dsi3-25g-to-375g-x-axis-medium-or-high-g-digital-inertial-sensor:MMA27xxKW?&fpsp=1&tab=Documentation_Tab#MMA2718WR2","DSI3 Accelerometer, QFN 16, Reel","-","-","1000 @ CNY20.67 each","187","DSI3","X","-","2.7","-","Self Test","-","4 to 20","-","Quality Managed","-","-","4","QFN-EP 16","16","PRODUCT MATURITY/SATURATION(4)","-","5","AUTO; >=10 YEARS APPLICATION LIFE","-","4 to 20","-","-","-","-","-"
"FSL","传感器---加速度传感器","MMA27xxKW","MMA2725W","http://www.freescale.com/webapp/search.partparamdetail.framework?PART_NUMBER=MMA27xxKW&buyNow=true&fromSearch=true","http://www.freescale.com/zh-Hans/products/sensors/accelerometers/1-axis-accelerometers/dsi3-25g-to-375g-x-axis-medium-or-high-g-digital-inertial-sensor:MMA27xxKW?&fpsp=1&tab=Documentation_Tab#MMA2725W","DSI3 Accelerometer, QFN 16, Rail","-","-","1000 @ CNY20.67 each","250","DSI3","X","-","2","-","Self Test","-","4 to 20","-","Quality Managed","-","-","4","QFN-EP 16","16","PRODUCT MATURITY/SATURATION(4)","-","5","AUTO; >=10 YEARS APPLICATION LIFE","-","4 to 20","-","-","-","-","-"
"FSL","传感器---加速度传感器","MMA27xxKW","MMA2725WR2","http://www.freescale.com/webapp/search.partparamdetail.framework?PART_NUMBER=MMA27xxKW&buyNow=true&fromSearch=true","http://www.freescale.com/zh-Hans/products/sensors/accelerometers/1-axis-accelerometers/dsi3-25g-to-375g-x-axis-medium-or-high-g-digital-inertial-sensor:MMA27xxKW?&fpsp=1&tab=Documentation_Tab#MMA2725WR2","DSI3 Accelerometer, QFN 16, Reel","-","-","1000 @ CNY20.67 each","250","DSI3","X","-","2","-","Self Test","-","4 to 20","-","Quality Managed","-","-","4","QFN-EP 16","16","PRODUCT MATURITY/SATURATION(4)","-","5","AUTO; >=10 YEARS APPLICATION LIFE","-","4 to 20","-","-","-","-","-"
"FSL","传感器---加速度传感器","MMA27xxKW","MMA2737W","http://www.freescale.com/webapp/search.partparamdetail.framework?PART_NUMBER=MMA27xxKW&buyNow=true&fromSearch=true","http://www.freescale.com/zh-Hans/products/sensors/accelerometers/1-axis-accelerometers/dsi3-25g-to-375g-x-axis-medium-or-high-g-digital-inertial-sensor:MMA27xxKW?&fpsp=1&tab=Documentation_Tab#MMA2737W","DSI3 Accelerometer, QFN 16, Rail","-","-","1000 @ CNY20.67 each","375","DSI3","X","-","1.3","-","Self Test","-","4 to 20","-","Quality Managed","-","-","4","QFN-EP 16","16","PRODUCT MATURITY/SATURATION(4)","-","5","AUTO; >=10 YEARS APPLICATION LIFE","-","4 to 20","-","-","-","-","-"
"FSL","传感器---加速度传感器","MMA27xxKW","MMA2737WR2","http://www.freescale.com/webapp/search.partparamdetail.framework?PART_NUMBER=MMA27xxKW&buyNow=true&fromSearch=true","http://www.freescale.com/zh-Hans/products/sensors/accelerometers/1-axis-accelerometers/dsi3-25g-to-375g-x-axis-medium-or-high-g-digital-inertial-sensor:MMA27xxKW?&fpsp=1&tab=Documentation_Tab#MMA2737WR2","DSI3 Accelerometer, QFN 16, Reel","-","-","1000 @ CNY20.67 each","375","DSI3","X","-","1.3","-","Self Test","-","4 to 20","-","Quality Managed","-","-","4","QFN-EP 16","16","PRODUCT MATURITY/SATURATION(4)","-","5","AUTO; >=10 YEARS APPLICATION LIFE","-","4 to 20","-","-","-","-","-"
"FSL","传感器---加速度传感器","MMA26xx","MMA2612KW","http://www.freescale.com/webapp/search.partparamdetail.framework?PART_NUMBER=MMA26xx&buyNow=true&fromSearch=true","http://www.freescale.com/zh-Hans/products/sensors/accelerometers/1-axis-accelerometers/dsi2.5-25g-to-375g-x-axis-medium-or-high-g-digital-inertial-sensor:MMA26xx?&fpsp=1&tab=Documentation_Tab#MMA2612KW","DSI2.5 Accelerometer, 12V, X, 125g, QFN 16, Rail","-","-","1000 @ CNY20.41 each","125","DSI","X","-","4","400","Self Test","-40 to 125","6.3 to 30","-","Quality Managed","-","12","4","QFN-EP 16","16","PRODUCT MATURITY/SATURATION(4)","-","5","AUTO; >=10 YEARS APPLICATION LIFE","-","-","-","14","-","-","-"
"FSL","传感器---加速度传感器","MMA26xx","MMA2612KWR2","http://www.freescale.com/webapp/search.partparamdetail.framework?PART_NUMBER=MMA26xx&buyNow=true&fromSearch=true","http://www.freescale.com/zh-Hans/products/sensors/accelerometers/1-axis-accelerometers/dsi2.5-25g-to-375g-x-axis-medium-or-high-g-digital-inertial-sensor:MMA26xx?&fpsp=1&tab=Documentation_Tab#MMA2612KWR2","DSI2.5 Accelerometer, 12V, X, 125g, QFN 16, Reel","-","-","1000 @ CNY20.41 each","125","DSI","X","-","4","400","Self Test","-40 to 125","6.3 to 30","-","Quality Managed","-","12","4","QFN-EP 16","16","PRODUCT MATURITY/SATURATION(4)","-","5","AUTO; >=10 YEARS APPLICATION LIFE","-","-","-","14","-","-","-"
"FSL","传感器---加速度传感器","MMA26xx","MMA2612NKW","http://www.freescale.com/webapp/search.partparamdetail.framework?PART_NUMBER=MMA26xx&buyNow=true&fromSearch=true","http://www.freescale.com/zh-Hans/products/sensors/accelerometers/1-axis-accelerometers/dsi2.5-25g-to-375g-x-axis-medium-or-high-g-digital-inertial-sensor:MMA26xx?&fpsp=1&tab=Documentation_Tab#MMA2612NKW","DSI2.5 Accelerometer, 12V, X, 125g, QFN 16, Rail","-","-","1000 @ CNY19.58 each","125","DSI","X","-","4","400","Self Test","-40 to 125","6.3 to 30","-","Quality Managed","-","12","4","QFN-EP 16","16","PRODUCT MATURITY/SATURATION(4)","-","5","AUTO; >=10 YEARS APPLICATION LIFE","-","-","-","14","-","-","-"
"FSL","传感器---加速度传感器","MMA26xx","MMA2612NKWR2","http://www.freescale.com/webapp/search.partparamdetail.framework?PART_NUMBER=MMA26xx&buyNow=true&fromSearch=true","http://www.freescale.com/zh-Hans/products/sensors/accelerometers/1-axis-accelerometers/dsi2.5-25g-to-375g-x-axis-medium-or-high-g-digital-inertial-sensor:MMA26xx?&fpsp=1&tab=Documentation_Tab#MMA2612NKWR2","DSI2.5 Accelerometer, 12V, X, 125g, QFN 16, Reel","-","-","1000 @ CNY19.58 each","125","DSI","X","-","4","400","Self Test","-40 to 125","6.3 to 30","-","Quality Managed","-","12","4","QFN-EP 16","16","PRODUCT MATURITY/SATURATION(4)","-","5","AUTO; >=10 YEARS APPLICATION LIFE","-","-","-","14","-","-","-"
"FSL","传感器---加速度传感器","MMA26xx","MMA2631NKW","http://www.freescale.com/webapp/search.partparamdetail.framework?PART_NUMBER=MMA26xx&buyNow=true&fromSearch=true","http://www.freescale.com/zh-Hans/products/sensors/accelerometers/1-axis-accelerometers/dsi2.5-25g-to-375g-x-axis-medium-or-high-g-digital-inertial-sensor:MMA26xx?&fpsp=1&tab=Documentation_Tab#MMA2631NKW","DSI2.5 Accelerometer, 12V, X, 312g, QFN 16, Rail","-","-","1000 @ CNY19.58 each","312","DSI","X","-","1","400","Self Test","-40 to 125","6.3 to 30","-","Quality Managed","-","12","4","QFN-EP 16","16","PRODUCT MATURITY/SATURATION(4)","-","5","AUTO; >=10 YEARS APPLICATION LIFE","-","-","-","14","-","-","-"
"FSL","传感器---加速度传感器","MMA26xx","MMA2631NKWR2","http://www.freescale.com/webapp/search.partparamdetail.framework?PART_NUMBER=MMA26xx&buyNow=true&fromSearch=true","http://www.freescale.com/zh-Hans/products/sensors/accelerometers/1-axis-accelerometers/dsi2.5-25g-to-375g-x-axis-medium-or-high-g-digital-inertial-sensor:MMA26xx?&fpsp=1&tab=Documentation_Tab#MMA2631NKWR2","DSI2.5 Accelerometer, 12V, X, 312g, QFN 16, Reel","-","-","1000 @ CNY19.58 each","312","DSI","X","-","1","400","Self Test","-40 to 125","6.3 to 30","-","Quality Managed","-","12","4","QFN-EP 16","16","PRODUCT MATURITY/SATURATION(4)","-","5","AUTO; >=10 YEARS APPLICATION LIFE","-","-","-","14","-","-","-"
"FSL","传感器---加速度传感器","FXLN83xxQ","FXLN8361QR1","http://www.freescale.com/webapp/search.partparamdetail.framework?PART_NUMBER=FXLN83xxQ&buyNow=true&fromSearch=true","http://www.freescale.com/zh-Hans/products/sensors/accelerometers/3-axis-accelerometers/freescale-analog-accelerometers:FXLN83xxQ?&fpsp=1&tab=Documentation_Tab#FXLN8361QR1","Accelerometer, Analog, 1.71-3.6V, XYZ, 2/8g, low bandwidth, QFN 12, Reel","-","-","1000 @ CNY7.69 each","2, 8","Analog","XYZ","57.25, 229","-","-","Self Test, g-Select, Power Cycling","-40 to 105","1.71 to 3.6","-","-","0.7","2.8","3","QFN 12","12","PRODUCT STABLE GROWTH/MATURITY(3)","-","0.66","10-YEARS APPLICATION LIFE","-","-","-","-","-","-","-"
"FSL","传感器---加速度传感器","FXLN83xxQ","FXLN8362QR1","http://www.freescale.com/webapp/search.partparamdetail.framework?PART_NUMBER=FXLN83xxQ&buyNow=true&fromSearch=true","http://www.freescale.com/zh-Hans/products/sensors/accelerometers/3-axis-accelerometers/freescale-analog-accelerometers:FXLN83xxQ?&fpsp=1&tab=Documentation_Tab#FXLN8362QR1","Accelerometer, Analog, 1.71-3.6V, XYZ, 4/16g, low bandwidth, QFN 12, Reel","-","-","1000 @ CNY8.01 each","4, 16","Analog","XYZ","28.62, 114.5","-","-","Self Test, g-Select, Power Cycling","-40 to 105","1.71 to 3.6","-","-","0.7","2.8","3","QFN 12","12","PRODUCT STABLE GROWTH/MATURITY(3)","-","0.66","10-YEARS APPLICATION LIFE","-","-","-","-","-","-","-"
"FSL","传感器---加速度传感器","FXLN83xxQ","FXLN8371QR1","http://www.freescale.com/webapp/search.partparamdetail.framework?PART_NUMBER=FXLN83xxQ&buyNow=true&fromSearch=true","http://www.freescale.com/zh-Hans/products/sensors/accelerometers/3-axis-accelerometers/freescale-analog-accelerometers:FXLN83xxQ?&fpsp=1&tab=Documentation_Tab#FXLN8371QR1","Accelerometer, Analog, 1.71-3.6V, XYZ, 2/8g, high bandwidth, QFN 12, Reel","-","-","1000 @ CNY10.24 each","2, 8","Analog","XYZ","57.25, 229","-","-","Self Test, g-Select, Power Cycling","-40 to 105","1.71 to 3.6","-","-","0.7","2.8","3","QFN 12","12","PRODUCT STABLE GROWTH/MATURITY(3)","-","0.66","10-YEARS APPLICATION LIFE","-","-","-","-","-","-","-"
"FSL","传感器---加速度传感器","FXLN83xxQ","FXLN8372QR1","http://www.freescale.com/webapp/search.partparamdetail.framework?PART_NUMBER=FXLN83xxQ&buyNow=true&fromSearch=true","http://www.freescale.com/zh-Hans/products/sensors/accelerometers/3-axis-accelerometers/freescale-analog-accelerometers:FXLN83xxQ?&fpsp=1&tab=Documentation_Tab#FXLN8372QR1","Accelerometer, Analog, 1.71-3.6V, XYZ, 4/16g, high bandwidth, QFN 12, Reel","-","-","1000 @ CNY10.75 each","4, 16","Analog","XYZ","28.62, 114.5","-","-","Self Test, g-Select, Power Cycling","-40 to 105","1.71 to 3.6","-","-","0.7","2.8","3","QFN 12","12","PRODUCT STABLE GROWTH/MATURITY(3)","-","0.66","10-YEARS APPLICATION LIFE","-","-","-","-","-","-","-"
"FSL","传感器---加速度传感器","MMA16xx","MMA1618KW","http://www.freescale.com/webapp/search.partparamdetail.framework?PART_NUMBER=MMA16xx&buyNow=true&fromSearch=true","http://www.freescale.com/zh-Hans/products/sensors/accelerometers/1-axis-accelerometers/dsi2.5-50g-to-312.5g-z-axis-medium-or-high-g-digital-inertial-sensor:MMA16xx?&fpsp=1&tab=Documentation_Tab#MMA1618KW","DSI2.5 Accelerometer, 12V, Z, 187g, QFN 16, Rail","-","-","1000 @ CNY20.41 each","187","DSI","Z","-","-","400","Low Pass Filter","-40 to 125","6.3 to 30","-","Quality Managed","-","12","4","QFN-EP 16","16","PRODUCT MATURITY/SATURATION(4)","-","5","AUTO; >=10 YEARS APPLICATION LIFE","-","-","-","14","2.7","-","-"
"FSL","传感器---加速度传感器","MMA16xx","MMA1618KWR2","http://www.freescale.com/webapp/search.partparamdetail.framework?PART_NUMBER=MMA16xx&buyNow=true&fromSearch=true","http://www.freescale.com/zh-Hans/products/sensors/accelerometers/1-axis-accelerometers/dsi2.5-50g-to-312.5g-z-axis-medium-or-high-g-digital-inertial-sensor:MMA16xx?&fpsp=1&tab=Documentation_Tab#MMA1618KWR2","DSI2.5 Accelerometer, 12V, Z, 187g, QFN 16, Reel","-","-","1000 @ CNY20.41 each","187","DSI","Z","-","-","400","Low Pass Filter","-40 to 125","6.3 to 30","-","Quality Managed","-","12","4","QFN-EP 16","16","PRODUCT MATURITY/SATURATION(4)","-","5","AUTO; >=10 YEARS APPLICATION LIFE","-","-","-","14","2.7","-","-"
"FSL","传感器---加速度传感器","MMA16xx","MMA1631NKW","http://www.freescale.com/webapp/search.partparamdetail.framework?PART_NUMBER=MMA16xx&buyNow=true&fromSearch=true","http://www.freescale.com/zh-Hans/products/sensors/accelerometers/1-axis-accelerometers/dsi2.5-50g-to-312.5g-z-axis-medium-or-high-g-digital-inertial-sensor:MMA16xx?&fpsp=1&tab=Documentation_Tab#MMA1631NKW","DSI2.5 Accelerometer, 12V, Z, 312g, QFN 16, Rail","-","-","1000 @ CNY19.58 each","312","DSI","Z","-","1","400","Low Pass Filter, Self Test","-40 to 125","6.3 to 30","-","Quality Managed","-","12","4","QFN-EP 16","16","PRODUCT MATURITY/SATURATION(4)","-","5","AUTO; >=10 YEARS APPLICATION LIFE","-","-","-","14","-","-","-"
"FSL","传感器---加速度传感器","MMA16xx","MMA1631NKWR2","http://www.freescale.com/webapp/search.partparamdetail.framework?PART_NUMBER=MMA16xx&buyNow=true&fromSearch=true","http://www.freescale.com/zh-Hans/products/sensors/accelerometers/1-axis-accelerometers/dsi2.5-50g-to-312.5g-z-axis-medium-or-high-g-digital-inertial-sensor:MMA16xx?&fpsp=1&tab=Documentation_Tab#MMA1631NKWR2","DSI2.5 Accelerometer, 12V, Z, 312g, QFN 16, Reel","-","-","1000 @ CNY19.58 each","312","DSI","Z","-","1","400","Low Pass Filter, Self Test","-40 to 125","6.3 to 30","-","Quality Managed","-","12","4","QFN-EP 16","16","PRODUCT MATURITY/SATURATION(4)","-","5","AUTO; >=10 YEARS APPLICATION LIFE","-","-","-","14","-","-","-"
"FSL","传感器---加速度传感器","MMA8451Q","MMA8451QR1","http://www.freescale.com/webapp/search.partparamdetail.framework?PART_NUMBER=MMA8451Q&buyNow=true&fromSearch=true","http://www.freescale.com/zh-Hans/products/sensors/accelerometers/3-axis-accelerometers/2g-4g-8g-low-g-14-bit-digital-accelerometer:MMA8451Q?&fpsp=1&tab=Documentation_Tab#MMA8451QR1","Accelerometer, I2C, 1.91-3.6V, XYZ, 2/4/8g, 14bit, QFN 16, Reel","-","-","1000 @ CNY5.47 each","2, 4, 8","I2C","XYZ","-","4096","-","Self Test, Shock Detect, Tap Detect, 0g detect, High Pass Filter, Low Pass Filter","-40 to 85","1.95 to 3.6","14","-","0","2.5","4","QFN 16","16","PRODUCT MATURITY/SATURATION(4)","-","2","10-YEARS APPLICATION LIFE","-","-","-","-","-","1","-"
"FSL","传感器---加速度传感器","MMA8451Q","MMA8451QT","http://www.freescale.com/webapp/search.partparamdetail.framework?PART_NUMBER=MMA8451Q&buyNow=true&fromSearch=true","http://www.freescale.com/zh-Hans/products/sensors/accelerometers/3-axis-accelerometers/2g-4g-8g-low-g-14-bit-digital-accelerometer:MMA8451Q?&fpsp=1&tab=Documentation_Tab#MMA8451QT","Accelerometer, I2C, 1.91-3.6V, XYZ, 2/4/8g, 14bit, QFN 16, Tray","-","-","1000 @ CNY5.47 each","2, 4, 8","I2C","XYZ","-","4096","-","Self Test, Tap Detect, Shock Detect, 0g detect, High Pass Filter, Low Pass Filter","-40 to 85","1.95 to 3.6","14","-","0","2.5","4","QFN 16","16","PRODUCT MATURITY/SATURATION(4)","-","2","10-YEARS APPLICATION LIFE","-","-","-","-","-","1","-"
"FSL","传感器---加速度传感器","FXLS8471Q","FXLS8471QR1","http://www.freescale.com/webapp/search.partparamdetail.framework?PART_NUMBER=FXLS8471Q&buyNow=true&fromSearch=true","http://www.freescale.com/zh-Hans/products/sensors/accelerometers/3-axis-accelerometers/2g-4g-8g-low-g-14-bit-digital-accelerometer:FXLS8471Q?&fpsp=1&tab=Documentation_Tab#FXLS8471QR1","Accelerometer, I2C/SPI, 1.91-3.6V, XYZ, 2/4/8g, 14bit, QFN 16, Reel","-","-","1000 @ CNY6.04 each","2, 4, 8","I2C, SPI","XYZ","-","-","-","-","-40 to 85","1.95 to 3.6","14","-","-","-","3","QFN 16","16","PRODUCT STABLE GROWTH/MATURITY(3)","-","-","5-YEARS APPLICATION LIFE","-","1.62 to 3.6","1.8","-","-","-","-"
"FSL","传感器---加速度传感器","MMA51xxW","MMA5106KW","http://www.freescale.com/webapp/search.partparamdetail.framework?PART_NUMBER=MMA51xxW&buyNow=true&fromSearch=true","http://www.freescale.com/zh-Hans/products/sensors/accelerometers/1-axis-accelerometers/psi5-60g-to-480g-z-axis-medium-or-high-g-digital-inertial-sensor:MMA51xxW?&fpsp=1&tab=Documentation_Tab#MMA5106KW","PSI5 Accelerometer, Z, 60g, QFN 16, Rail","-","-","1000 @ CNY19.90 each","60","PSI5","Z","8","-","400","High Pass Filter, Low Pass Filter, Self Test, Overdamped Transducer","-40 to 125","4.2 to 17","-","Quality Managed","-","-","4","QFN-EP 16","16","PRODUCT MATURITY/SATURATION(4)","-","5","AUTO; >=10 YEARS APPLICATION LIFE","-","-","-","14","-","-","-"
"FSL","传感器---加速度传感器","MMA51xxW","MMA5106KWR2","http://www.freescale.com/webapp/search.partparamdetail.framework?PART_NUMBER=MMA51xxW&buyNow=true&fromSearch=true","http://www.freescale.com/zh-Hans/products/sensors/accelerometers/1-axis-accelerometers/psi5-60g-to-480g-z-axis-medium-or-high-g-digital-inertial-sensor:MMA51xxW?&fpsp=1&tab=Documentation_Tab#MMA5106KWR2","PSI5 Accelerometer, Z, 60g, QFN 16, Reel","-","-","1000 @ CNY19.90 each","60","PSI5","Z","8","-","400","High Pass Filter, Low Pass Filter, Self Test, Overdamped Transducer","-40 to 125","4.2 to 17","-","Quality Managed","-","-","4","QFN-EP 16","16","PRODUCT MATURITY/SATURATION(4)","-","5","AUTO; >=10 YEARS APPLICATION LIFE","-","-","-","14","-","-","-"
"FSL","传感器---加速度传感器","MMA51xxW","MMA5106LW","http://www.freescale.com/webapp/search.partparamdetail.framework?PART_NUMBER=MMA51xxW&buyNow=true&fromSearch=true","http://www.freescale.com/zh-Hans/products/sensors/accelerometers/1-axis-accelerometers/psi5-60g-to-480g-z-axis-medium-or-high-g-digital-inertial-sensor:MMA51xxW?&fpsp=1&tab=Documentation_Tab#MMA5106LW","PSI5 Accelerometer, QFN 16, Rail","-","-","1000 @ CNY19.90 each","60","PSI5","X","8","-","400","High Pass Filter, Low Pass Filter, Overdamped Transducer, Self Test","-40 to 125","4.2 to 17","-","Quality Managed","-","-","4","QFN-EP 16","16","PRODUCT MATURITY/SATURATION(4)","-","5","AUTO; >=10 YEARS APPLICATION LIFE","-","-","-","14","-","-","-"
"FSL","传感器---加速度传感器","MMA51xxW","MMA5106LWR2","http://www.freescale.com/webapp/search.partparamdetail.framework?PART_NUMBER=MMA51xxW&buyNow=true&fromSearch=true","http://www.freescale.com/zh-Hans/products/sensors/accelerometers/1-axis-accelerometers/psi5-60g-to-480g-z-axis-medium-or-high-g-digital-inertial-sensor:MMA51xxW?&fpsp=1&tab=Documentation_Tab#MMA5106LWR2","PSI5 Accelerometer, QFN 16, Reel","-","-","1000 @ CNY19.90 each","60","PSI5","X","8","-","400","High Pass Filter, Low Pass Filter, Overdamped Transducer, Self Test","-40 to 125","4.2 to 17","-","Quality Managed","-","-","4","QFN-EP 16","16","PRODUCT MATURITY/SATURATION(4)","-","5","AUTO; >=10 YEARS APPLICATION LIFE","-","-","-","14","-","-","-"
"FSL","传感器---加速度传感器","MMA51xxW","MMA5112KW","http://www.freescale.com/webapp/search.partparamdetail.framework?PART_NUMBER=MMA51xxW&buyNow=true&fromSearch=true","http://www.freescale.com/zh-Hans/products/sensors/accelerometers/1-axis-accelerometers/psi5-60g-to-480g-z-axis-medium-or-high-g-digital-inertial-sensor:MMA51xxW?&fpsp=1&tab=Documentation_Tab#MMA5112KW","PSI5 Accelerometer, Z, 120g, QFN 16, Rail","-","-","1000 @ CNY19.90 each","120","PSI5","Z","4","-","400","High Pass Filter, Low Pass Filter, Self Test, Overdamped Transducer","-40 to 125","4.2 to 17","-","Quality Managed","-","-","4","QFN-EP 16","16","PRODUCT MATURITY/SATURATION(4)","-","5","AUTO; >=10 YEARS APPLICATION LIFE","-","-","-","14","-","-","-"
"FSL","传感器---加速度传感器","MMA51xxW","MMA5112KWR2","http://www.freescale.com/webapp/search.partparamdetail.framework?PART_NUMBER=MMA51xxW&buyNow=true&fromSearch=true","http://www.freescale.com/zh-Hans/products/sensors/accelerometers/1-axis-accelerometers/psi5-60g-to-480g-z-axis-medium-or-high-g-digital-inertial-sensor:MMA51xxW?&fpsp=1&tab=Documentation_Tab#MMA5112KWR2","PSI5 Accelerometer, Z, 120g, QFN 16, Reel","-","-","1000 @ CNY19.90 each","120","PSI5","Z","4","-","400","High Pass Filter, Low Pass Filter, Self Test, Overdamped Transducer","-40 to 125","4.2 to 17","-","Quality Managed","-","-","4","QFN-EP 16","16","PRODUCT MATURITY/SATURATION(4)","-","5","AUTO; >=10 YEARS APPLICATION LIFE","-","-","-","14","-","-","-"
