"brand","Series","Series-2","PartNo","DetailLink","Document","Description","Suggested Drivers","封装类型和焊端数","工作频率 (Max) (MHz) ","内核：类型","内部闪存 (KB) ","UART","I2C","SPI","ADC (bit)","GPIOs","ADC (ch)","Junction Temperature (Max) (&#186;C)","SCI","内部RAM (KB) ","PLC代码","预算报价（不含税）(CNY)","Pin count","PLC描述","其他特性","外部中断","定时器特性","定时器","Debug &amp; Trace","I/O 工作电压 (Max) (V) ","内核：性能(MIPS)","ADC","待机功能","CAN","总线频率 (Max) (MHz) ","工作环境温度 (Min-Max) (°C) ","无铅","供电电压 (Min-Max) (V) ","认证级别","RoHS","DAC (ch)","DAC (bit)","定时器类型","Ethernet Type","以太网","外部总线接口","视频/显示功能","USB","USB features","DMA通道总数","I2S","支持外部存储器","缓存 (KB) ","QSPI","片选","CAN Type","PWM (ch)","支持外部存储","LCD分辨率","内核：工作电压 (Spec) (V) "
"FSL","其他处理器---32位MCU/MPU","MCF51Qx","MCF51QM64VLF","http://www.freescale.com/webapp/search.partparamdetail.framework?PART_NUMBER=MCF51Qx&buyNow=true&fromSearch=true","http://www.freescale.com/zh-Hans/products/more-processors/32-bit-mcu-and-mcp/coldfire-plus-coldfire-mcus-mpus/coldfire-plus-mcus/coldfire-plus-qx-family:MCF51Qx?&fpsp=1&tab=Documentation_Tab#MCF51QM64VLF","MCF51Qx 32-bit MCU, ColdFire V1 core, 64KB Flash, 50MHz, QFP 48","-","LQFP 48","50","ColdFire V1","64","2","3","2","16","35","12","-","-","16","2","10000 @ CNY11.64 each","48","PRODUCT RAPID GROWTH(2)","-","-","-","-","-","-","-","12-ch. 16-bit","-","-","-","-40 to 105","-","1.71 to 3.6","10-YEARS APPLICATION LIFE","-","-","12","-","-","-","Mini-FlexBus","-","-","-","4","-","-","-","-","-","-","-","-","-","-"
"FSL","其他处理器---32位MCU/MPU","MCF51Qx","MCF51QU128VHS","http://www.freescale.com/webapp/search.partparamdetail.framework?PART_NUMBER=MCF51Qx&buyNow=true&fromSearch=true","http://www.freescale.com/zh-Hans/products/more-processors/32-bit-mcu-and-mcp/coldfire-plus-coldfire-mcus-mpus/coldfire-plus-mcus/coldfire-plus-qx-family:MCF51Qx?&fpsp=1&tab=Documentation_Tab#MCF51QU128VHS","MCF51Qx 32-bit MCU, ColdFire V1 core, 128KB Flash, 50MHz, MAPBGA 44","-","LGA 44","50","-","128","2","4","2","16","31","-","-","-","32","2","10000 @ CNY11.00 each","44","PRODUCT RAPID GROWTH(2)","Analog Comparator, Low Voltage Detect, PLL, Random Number Generator","-","-","-","-","-","-","-","-","-","-","-40 to 105","-","1.71 to 3.6","10-YEARS APPLICATION LIFE","-","-","-","-","-","-","Mini-FlexBus","-","-","-","4","-","-","-","-","-","-","-","-","-","-"
"FSL","其他处理器---32位MCU/MPU","MCF51Qx","MCF51QU128VLH","http://www.freescale.com/webapp/search.partparamdetail.framework?PART_NUMBER=MCF51Qx&buyNow=true&fromSearch=true","http://www.freescale.com/zh-Hans/products/more-processors/32-bit-mcu-and-mcp/coldfire-plus-coldfire-mcus-mpus/coldfire-plus-mcus/coldfire-plus-qx-family:MCF51Qx?&fpsp=1&tab=Documentation_Tab#MCF51QU128VLH","MCF51Qx 32-bit MCU, ColdFire V1 core, 128KB Flash, 50MHz, QFP 64","-","QFP 64","50","-","128","2","4","2","12","48","19","-","-","32","2","10000 @ CNY11.70 each","64","PRODUCT RAPID GROWTH(2)","Analog Comparator, Low Voltage Detect, PLL, Random Number Generator","-","-","-","-","-","-","-","-","-","-","-40 to 105","-","1.71 to 3.6","10-YEARS APPLICATION LIFE","-","-","-","-","-","-","Mini-FlexBus","-","-","-","4","-","-","-","-","-","-","-","-","-","-"
"FSL","其他处理器---32位MCU/MPU","MCF51Qx","MCF51QU128VLHR","http://www.freescale.com/webapp/search.partparamdetail.framework?PART_NUMBER=MCF51Qx&buyNow=true&fromSearch=true","http://www.freescale.com/zh-Hans/products/more-processors/32-bit-mcu-and-mcp/coldfire-plus-coldfire-mcus-mpus/coldfire-plus-mcus/coldfire-plus-qx-family:MCF51Qx?&fpsp=1&tab=Documentation_Tab#MCF51QU128VLHR","MCF51Qx 32-bit MCU, ColdFire V1 core, 128KB Flash, 50MHz, QFP 64","-","QFP 64","50","-","128","2","4","2","12","48","19","-","-","32","2","10000 @ CNY11.70 each","64","PRODUCT RAPID GROWTH(2)","Analog Comparator, Low Voltage Detect, PLL, Random Number Generator","-","-","-","-","-","-","-","-","-","-","-40 to 105","-","1.71 to 3.6","10-YEARS APPLICATION LIFE","-","-","-","-","-","-","Mini-FlexBus","-","-","-","4","-","-","-","-","-","-","-","-","-","-"
"FSL","其他处理器---32位MCU/MPU","MCF51Qx","MCF51QU32VFM","http://www.freescale.com/webapp/search.partparamdetail.framework?PART_NUMBER=MCF51Qx&buyNow=true&fromSearch=true","http://www.freescale.com/zh-Hans/products/more-processors/32-bit-mcu-and-mcp/coldfire-plus-coldfire-mcus-mpus/coldfire-plus-mcus/coldfire-plus-qx-family:MCF51Qx?&fpsp=1&tab=Documentation_Tab#MCF51QU32VFM","MCF51Qx 32-bit MCU, ColdFire V1 core, 32KB Flash, 50MHz, QFN 32","-","QFN-EP 32","50","-","32","2","4","2","12","22","8","-","-","8","2","10000 @ CNY6.29 each","32","PRODUCT RAPID GROWTH(2)","Analog Comparator, Low Voltage Detect, PLL, Random Number Generator","-","-","-","-","-","-","8-ch. 12-bit","-","-","-","-40 to 105","-","1.71 to 3.6","10-YEARS APPLICATION LIFE","-","-","-","-","-","-","n/a","-","-","-","4","-","-","-","-","-","-","-","-","-","-"
"FSL","其他处理器---32位MCU/MPU","MCF51Qx","MCF51QU32VHS","http://www.freescale.com/webapp/search.partparamdetail.framework?PART_NUMBER=MCF51Qx&buyNow=true&fromSearch=true","http://www.freescale.com/zh-Hans/products/more-processors/32-bit-mcu-and-mcp/coldfire-plus-coldfire-mcus-mpus/coldfire-plus-mcus/coldfire-plus-qx-family:MCF51Qx?&fpsp=1&tab=Documentation_Tab#MCF51QU32VHS","MCF51Qx 32-bit MCU, ColdFire V1 core, 32KB Flash, 50MHz, MAPBGA 44","-","LGA 44","50","-","32","2","4","2","12","31","-","-","-","8","2","10000 @ CNY8.71 each","44","PRODUCT RAPID GROWTH(2)","Analog Comparator, Low Voltage Detect, PLL, Random Number Generator","-","-","-","-","-","-","-","-","-","-","-40 to 105","-","1.71 to 3.6","10-YEARS APPLICATION LIFE","-","-","12","-","-","-","Mini-FlexBus","-","-","-","4","-","-","-","-","-","-","-","-","-","-"
"FSL","其他处理器---32位MCU/MPU","MCF51Qx","MCF51QU64VHS","http://www.freescale.com/webapp/search.partparamdetail.framework?PART_NUMBER=MCF51Qx&buyNow=true&fromSearch=true","http://www.freescale.com/zh-Hans/products/more-processors/32-bit-mcu-and-mcp/coldfire-plus-coldfire-mcus-mpus/coldfire-plus-mcus/coldfire-plus-qx-family:MCF51Qx?&fpsp=1&tab=Documentation_Tab#MCF51QU64VHS","MCF51Qx 32-bit MCU, ColdFire V1 core, 64KB Flash, 50MHz, MAPBGA 44","-","LGA 44","50","-","64","2","4","2","12","31","-","-","-","16","2","10000 @ CNY9.73 each","44","PRODUCT RAPID GROWTH(2)","Analog Comparator, Low Voltage Detect, PLL, Random Number Generator","-","-","-","-","-","-","-","-","-","-","-40 to 105","-","1.71 to 3.6","10-YEARS APPLICATION LIFE","-","-","12","-","-","-","Mini-FlexBus","-","-","-","4","-","-","-","-","-","-","-","-","-","-"
"FSL","其他处理器---32位MCU/MPU","MCF51Qx","MCF51QU64VLF","http://www.freescale.com/webapp/search.partparamdetail.framework?PART_NUMBER=MCF51Qx&buyNow=true&fromSearch=true","http://www.freescale.com/zh-Hans/products/more-processors/32-bit-mcu-and-mcp/coldfire-plus-coldfire-mcus-mpus/coldfire-plus-mcus/coldfire-plus-qx-family:MCF51Qx?&fpsp=1&tab=Documentation_Tab#MCF51QU64VLF","MCF51Qx 32-bit MCU, ColdFire V1 core, 64KB Flash, 50MHz, QFP 48","-","LQFP 48","50","ColdFire V1","64","2","3","2","12","35","13","-","-","16","2","10000 @ CNY10.30 each","48","PRODUCT RAPID GROWTH(2)","-","-","-","-","-","-","-","-","-","-","-","-40 to 105","-","1.71 to 3.6","10-YEARS APPLICATION LIFE","-","-","12","-","-","-","Mini-FlexBus","-","-","-","4","-","-","-","-","-","-","-","-","-","-"
"FSL","其他处理器---32位MCU/MPU","MCF51QE","MCF51QE128CLH","http://www.freescale.com/webapp/search.partparamdetail.framework?PART_NUMBER=MCF51QE&buyNow=true&fromSearch=true","http://www.freescale.com/zh-Hans/products/more-processors/32-bit-mcu-and-mcp/coldfire-plus-coldfire-mcus-mpus/coldfire-mcus/v1-mcu/flexis-32-bit-coldfire-v1-microcontroller:MCF51QE?&fpsp=1&tab=Documentation_Tab#MCF51QE128CLH","MCF51QE 32-bit MCU, ColdFire V1 core, 128KB Flash, 50MHz, QFP 64","-","QFP 64","50","-","128","-","2","2","12","54","20","-","2","8","4","10000 @ CNY19.14 each","64","PRODUCT MATURITY/SATURATION(4)","Analog Comparator, COP, KBI, Low Voltage Detect","17","Input Capture, Output Compare, PWM","6-ch. 16 bit","On-Chip Emulation","3.6","46","-","WAIT, STOP","-","25","-40 to 85","-","1.8 to 3.6","10-YEARS APPLICATION LIFE","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"FSL","其他处理器---32位MCU/MPU","MCF51QE","MCF51QE128CLK","http://www.freescale.com/webapp/search.partparamdetail.framework?PART_NUMBER=MCF51QE&buyNow=true&fromSearch=true","http://www.freescale.com/zh-Hans/products/more-processors/32-bit-mcu-and-mcp/coldfire-plus-coldfire-mcus-mpus/coldfire-mcus/v1-mcu/flexis-32-bit-coldfire-v1-microcontroller:MCF51QE?&fpsp=1&tab=Documentation_Tab#MCF51QE128CLK","MCF51QE 32-bit MCU, ColdFire V1 core, 128KB Flash, 50MHz, QFP 80","-","LQFP 80","50","-","128","-","2","2","12","70","24","-","2","8","4","10000 @ CNY19.77 each","80","PRODUCT MATURITY/SATURATION(4)","Analog Comparator, COP, KBI, Low Voltage Detect","17","Input Capture, Output Compare, PWM","3-ch. 16 bit","On-Chip Emulation","3.6","46","24-ch. 12-bit","STOP, WAIT","-","25","-40 to 85","-","1.8 to 3.6","10-YEARS APPLICATION LIFE","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"FSL","其他处理器---32位MCU/MPU","MCF51QE","MCF51QE32CLH","http://www.freescale.com/webapp/search.partparamdetail.framework?PART_NUMBER=MCF51QE&buyNow=true&fromSearch=true","http://www.freescale.com/zh-Hans/products/more-processors/32-bit-mcu-and-mcp/coldfire-plus-coldfire-mcus-mpus/coldfire-mcus/v1-mcu/flexis-32-bit-coldfire-v1-microcontroller:MCF51QE?&fpsp=1&tab=Documentation_Tab#MCF51QE32CLH","MCF51QE 32-bit MCU, ColdFire V1 core, 32KB Flash, 50MHz, QFP 64","-","QFP 64","50","-","32","-","2","2","12","54","20","-","2","8","4","10000 @ CNY14.69 each","64","PRODUCT MATURITY/SATURATION(4)","Analog Comparator, COP, KBI, Low Voltage Detect","17","Input Capture, Output Compare, PWM","3-ch. 16 bit","On-Chip Emulation","3.6","46","-","STOP, WAIT","-","25","-40 to 85","-","1.8 to 3.6","10-YEARS APPLICATION LIFE","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"FSL","其他处理器---32位MCU/MPU","MCF51QE","MCF51QE32LH","http://www.freescale.com/webapp/search.partparamdetail.framework?PART_NUMBER=MCF51QE&buyNow=true&fromSearch=true","http://www.freescale.com/zh-Hans/products/more-processors/32-bit-mcu-and-mcp/coldfire-plus-coldfire-mcus-mpus/coldfire-mcus/v1-mcu/flexis-32-bit-coldfire-v1-microcontroller:MCF51QE?&fpsp=1&tab=Documentation_Tab#MCF51QE32LH","MCF51QE 32-bit MCU, ColdFire V1 core, 32KB Flash, 50MHz, QFP 64","-","QFP 64","50","-","32","-","2","2","12","54","20","-","2","8","4","10000 @ CNY13.35 each","64","PRODUCT MATURITY/SATURATION(4)","Analog Comparator, COP, KBI, Low Voltage Detect","17","Input Capture, Output Compare, PWM","3-ch. 16 bit","On-Chip Emulation","3.6","46","-","WAIT, STOP","-","25","0 to 70","-","1.8 to 3.6","10-YEARS APPLICATION LIFE","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"FSL","其他处理器---32位MCU/MPU","MCF51QE","MCF51QE64CLH","http://www.freescale.com/webapp/search.partparamdetail.framework?PART_NUMBER=MCF51QE&buyNow=true&fromSearch=true","http://www.freescale.com/zh-Hans/products/more-processors/32-bit-mcu-and-mcp/coldfire-plus-coldfire-mcus-mpus/coldfire-mcus/v1-mcu/flexis-32-bit-coldfire-v1-microcontroller:MCF51QE?&fpsp=1&tab=Documentation_Tab#MCF51QE64CLH","MCF51QE 32-bit MCU, ColdFire V1 core, 64KB Flash, 50MHz, QFP 64","-","QFP 64","50","-","64","-","2","2","12","54","20","-","2","8","4","10000 @ CNY17.17 each","64","PRODUCT MATURITY/SATURATION(4)","Analog Comparator, COP, KBI, Low Voltage Detect","17","Input Capture, Output Compare, PWM","6-ch. 16 bit","On-Chip Emulation","3.6","46","-","WAIT, STOP","-","25","-40 to 85","-","1.8 to 3.6","10-YEARS APPLICATION LIFE","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"FSL","其他处理器---32位MCU/MPU","MCF51QE","MCF51QE96CLH","http://www.freescale.com/webapp/search.partparamdetail.framework?PART_NUMBER=MCF51QE&buyNow=true&fromSearch=true","http://www.freescale.com/zh-Hans/products/more-processors/32-bit-mcu-and-mcp/coldfire-plus-coldfire-mcus-mpus/coldfire-mcus/v1-mcu/flexis-32-bit-coldfire-v1-microcontroller:MCF51QE?&fpsp=1&tab=Documentation_Tab#MCF51QE96CLH","MCF51QE 32-bit MCU, ColdFire V1 core, 96KB Flash, 50MHz, QFP 64","-","QFP 64","50","-","96","-","2","2","12","54","20","-","2","8","4","10000 @ CNY18.12 each","64","PRODUCT MATURITY/SATURATION(4)","Analog Comparator, COP, KBI, Low Voltage Detect","17","Input Capture, Output Compare, PWM","6-ch. 16 bit","On-Chip Emulation","3.6","46","-","STOP, WAIT","-","25","-40 to 85","-","1.8 to 3.6","10-YEARS APPLICATION LIFE","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"FSL","其他处理器---32位MCU/MPU","MCF51QE","MCF51QE96CLK","http://www.freescale.com/webapp/search.partparamdetail.framework?PART_NUMBER=MCF51QE&buyNow=true&fromSearch=true","http://www.freescale.com/zh-Hans/products/more-processors/32-bit-mcu-and-mcp/coldfire-plus-coldfire-mcus-mpus/coldfire-mcus/v1-mcu/flexis-32-bit-coldfire-v1-microcontroller:MCF51QE?&fpsp=1&tab=Documentation_Tab#MCF51QE96CLK","MCF51QE 32-bit MCU, ColdFire V1 core, 96KB Flash, 50MHz, QFP 80","-","LQFP 80","50","-","96","-","2","2","12","70","24","-","2","8","4","10000 @ CNY18.82 each","80","PRODUCT MATURITY/SATURATION(4)","Analog Comparator, COP, KBI, Low Voltage Detect","17","Input Capture, Output Compare, PWM","3-ch. 16 bit","On-Chip Emulation","3.6","46","24-ch. 12-bit","STOP, WAIT","-","25","-40 to 85","-","1.8 to 3.6","10-YEARS APPLICATION LIFE","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"FSL","其他处理器---32位MCU/MPU","MCF51EM","MCF51EM128CLK","http://www.freescale.com/webapp/search.partparamdetail.framework?PART_NUMBER=MCF51EM&buyNow=true&fromSearch=true","http://www.freescale.com/zh-Hans/products/more-processors/32-bit-mcu-and-mcp/coldfire-plus-coldfire-mcus-mpus/coldfire-mcus/v1-mcu/mcf51em256-32-bit-mcu-for-smart-meter-applications:MCF51EM?&fpsp=1&tab=Documentation_Tab#MCF51EM128CLK","MCF51EM 32-bit MCU, ColdFire V1 core, 128KB Flash, 50MHz, QFP 80","-","LQFP 80","50","-","128","-","1","2","16","40","12","95","3","8","4","10000 @ CNY22.25 each","80","PRODUCT MATURITY/SATURATION(4)","Analog Comparator, COP, Internal Clock Generator, KBI, Low Voltage Detect","16","Pulse Accumulator, Output Compare, Input Capture","-","-","-","47","12-ch. 16-bit","-","-","25","-40 to 85","-","1.8 to 3.6","10-YEARS APPLICATION LIFE","-","-","-","Real Time Clock","-","-","-","LCD Controller","-","-","-","-","-","-","-","-","-","-","-","-","-"
"FSL","其他处理器---32位MCU/MPU","MCF51EM","MCF51EM128CLL","http://www.freescale.com/webapp/search.partparamdetail.framework?PART_NUMBER=MCF51EM&buyNow=true&fromSearch=true","http://www.freescale.com/zh-Hans/products/more-processors/32-bit-mcu-and-mcp/coldfire-plus-coldfire-mcus-mpus/coldfire-mcus/v1-mcu/mcf51em256-32-bit-mcu-for-smart-meter-applications:MCF51EM?&fpsp=1&tab=Documentation_Tab#MCF51EM128CLL","MCF51EM 32-bit MCU, ColdFire V1 core, 128KB Flash, 50MHz, QFP 100","-","LQFP 100","50","-","128","-","1","3","16","47","16","95","3","8","4","10000 @ CNY23.84 each","100","PRODUCT MATURITY/SATURATION(4)","Analog Comparator, COP, Internal Clock Generator, KBI, Low Voltage Detect","16","Pulse Accumulator, Output Compare, Input Capture","-","-","-","47","-","-","-","25","-40 to 85","-","1.8 to 3.6","10-YEARS APPLICATION LIFE","-","-","-","Real Time Clock","-","-","-","LCD Controller","-","-","-","-","-","-","-","-","-","-","-","-","-"
"FSL","其他处理器---32位MCU/MPU","MCF51EM","MCF51EM256CLK","http://www.freescale.com/webapp/search.partparamdetail.framework?PART_NUMBER=MCF51EM&buyNow=true&fromSearch=true","http://www.freescale.com/zh-Hans/products/more-processors/32-bit-mcu-and-mcp/coldfire-plus-coldfire-mcus-mpus/coldfire-mcus/v1-mcu/mcf51em256-32-bit-mcu-for-smart-meter-applications:MCF51EM?&fpsp=1&tab=Documentation_Tab#MCF51EM256CLK","MCF51EM 32-bit MCU, ColdFire V1 core, 256KB Flash, 50MHz, QFP 80","-","LQFP 80","50","-","256","-","1","2","16","40","12","95","3","16","4","10000 @ CNY24.48 each","80","PRODUCT MATURITY/SATURATION(4)","Analog Comparator, COP, Internal Clock Generator, KBI, Low Voltage Detect","16","Pulse Accumulator, Output Compare, Input Capture","-","-","-","47","12-ch. 16-bit","-","-","25","-40 to 85","-","1.8 to 3.6","10-YEARS APPLICATION LIFE","-","-","-","Real Time Clock","-","-","-","LCD Controller","-","-","-","-","-","-","-","-","-","-","-","-","-"
"FSL","其他处理器---32位MCU/MPU","MCF51EM","MCF51EM256CLL","http://www.freescale.com/webapp/search.partparamdetail.framework?PART_NUMBER=MCF51EM&buyNow=true&fromSearch=true","http://www.freescale.com/zh-Hans/products/more-processors/32-bit-mcu-and-mcp/coldfire-plus-coldfire-mcus-mpus/coldfire-mcus/v1-mcu/mcf51em256-32-bit-mcu-for-smart-meter-applications:MCF51EM?&fpsp=1&tab=Documentation_Tab#MCF51EM256CLL","MCF51EM 32-bit MCU, ColdFire V1 core, 256KB Flash, 50MHz, QFP 100","-","LQFP 100","50","-","256","-","1","3","16","47","16","95","3","16","4","10000 @ CNY26.07 each","100","PRODUCT MATURITY/SATURATION(4)","Analog Comparator, COP, Internal Clock Generator, KBI, Low Voltage Detect","16","Pulse Accumulator, Output Compare, Input Capture","-","-","-","47","-","-","-","25","-40 to 85","-","1.8 to 3.6","10-YEARS APPLICATION LIFE","-","-","-","Real Time Clock","-","-","-","LCD Controller","-","-","-","-","-","-","-","-","-","-","-","-","-"
"FSL","其他处理器---32位MCU/MPU","MCF51CN128","MCF51CN128CGT","http://www.freescale.com/webapp/search.partparamdetail.framework?PART_NUMBER=MCF51CN128&buyNow=true&fromSearch=true","http://www.freescale.com/zh-Hans/products/more-processors/32-bit-mcu-and-mcp/coldfire-plus-coldfire-mcus-mpus/coldfire-mcus/v1-mcu/32-bit-coldfire-v1-microcontrollers:MCF51CN128?&fpsp=1&tab=Documentation_Tab#MCF51CN128CGT","MCF51CN128 32-bit MCU, ColdFire V1 core, 128KB Flash, 50MHz, QFN 48","-","QFN 48","50","-","128","-","2","2","12","38","12","-","3","24","4","10000 @ CNY20.92 each","48","PRODUCT MATURITY/SATURATION(4)","COP, KBI, Low Voltage Detect, PLL","7","Input Capture, Output Compare, PWM","3-ch. 16 bit","-","-","46","12-ch. 12-bit","STOP, WAIT","-","25","-40 to 85","-","1.8 to 3.6","5-YEARS APPLICATION LIFE","-","-","-","Real Time Clock","MAC (FEC) 10/100 Ethernet","1","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"FSL","其他处理器---32位MCU/MPU","MCF51CN128","MCF51CN128CLH","http://www.freescale.com/webapp/search.partparamdetail.framework?PART_NUMBER=MCF51CN128&buyNow=true&fromSearch=true","http://www.freescale.com/zh-Hans/products/more-processors/32-bit-mcu-and-mcp/coldfire-plus-coldfire-mcus-mpus/coldfire-mcus/v1-mcu/32-bit-coldfire-v1-microcontrollers:MCF51CN128?&fpsp=1&tab=Documentation_Tab#MCF51CN128CLH","MCF51CN128 32-bit MCU, ColdFire V1 core, 128KB Flash, 50MHz, QFP 64","-","QFP 64","50","-","128","-","2","2","12","54","12","-","3","24","4","10000 @ CNY22.45 each","64","PRODUCT MATURITY/SATURATION(4)","COP, KBI, Low Voltage Detect, PLL","13","Input Capture, Output Compare, PWM","3-ch. 16 bit","-","-","46","12-ch. 12-bit","STOP, WAIT","-","25","-40 to 85","-","1.8 to 3.6","5-YEARS APPLICATION LIFE","-","-","-","Real Time Clock","MAC (FEC) 10/100 Ethernet","1","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"FSL","其他处理器---32位MCU/MPU","MCF51CN128","MCF51CN128CLK","http://www.freescale.com/webapp/search.partparamdetail.framework?PART_NUMBER=MCF51CN128&buyNow=true&fromSearch=true","http://www.freescale.com/zh-Hans/products/more-processors/32-bit-mcu-and-mcp/coldfire-plus-coldfire-mcus-mpus/coldfire-mcus/v1-mcu/32-bit-coldfire-v1-microcontrollers:MCF51CN128?&fpsp=1&tab=Documentation_Tab#MCF51CN128CLK","MCF51CN128 32-bit MCU, ColdFire V1 core, 128KB Flash, 50MHz, QFP 80","-","LQFP 80","50","-","128","-","2","2","12","70","12","-","3","24","4","10000 @ CNY23.27 each","80","PRODUCT MATURITY/SATURATION(4)","COP, KBI, Low Voltage Detect, PLL","17","Input Capture, Output Compare, PWM","3-ch. 16 bit","-","-","46","12-ch. 12-bit","STOP, WAIT","-","25","-40 to 85","-","1.8 to 3.6","5-YEARS APPLICATION LIFE","-","-","-","Real Time Clock","MAC (FEC) 10/100 Ethernet","1","Flexbus","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"FSL","其他处理器---32位MCU/MPU","MCF51JM","MCF51JM128EVLD","http://www.freescale.com/webapp/search.partparamdetail.framework?PART_NUMBER=MCF51JM&buyNow=true&fromSearch=true","http://www.freescale.com/zh-Hans/products/more-processors/32-bit-mcu-and-mcp/coldfire-plus-coldfire-mcus-mpus/coldfire-mcus/v1-mcu/flexis-32-bit-v1-coldfire-usb-microcontroller:MCF51JM?&fpsp=1&tab=Documentation_Tab#MCF51JM128EVLD","MCF51JM 32-bit MCU, ColdFire V1 core, 128KB Flash, 50MHz, QFP 44","-","LQFP 44","50","-","128","-","1","2","12","33","8","-","2","16","4","10000 @ CNY25.31 each","44","PRODUCT MATURITY/SATURATION(4)","Random Number Generator, Low Voltage Detect, KBI, COP, Analog Comparator","7","Input Capture, Output Compare, PWM","4-ch. 16-bit","On-Chip Emulation","5.5","47","8-ch. 12-bit","STOP, WAIT","-","25","-40 to 105","-","2.7 to 5.5","10-YEARS APPLICATION LIFE","-","-","-","-","-","-","-","-","1","USB OTG","-","-","-","-","-","-","-","-","-","-","-"
"FSL","其他处理器---32位MCU/MPU","MCF51JM","MCF51JM128EVLH","http://www.freescale.com/webapp/search.partparamdetail.framework?PART_NUMBER=MCF51JM&buyNow=true&fromSearch=true","http://www.freescale.com/zh-Hans/products/more-processors/32-bit-mcu-and-mcp/coldfire-plus-coldfire-mcus-mpus/coldfire-mcus/v1-mcu/flexis-32-bit-v1-coldfire-usb-microcontroller:MCF51JM?&fpsp=1&tab=Documentation_Tab#MCF51JM128EVLH","MCF51JM 32-bit MCU, ColdFire V1 core, 128KB Flash, 50MHz, QFP 64","-","QFP 64","50","-","128","-","1","2","12","51","12","-","2","16","4","10000 @ CNY25.82 each","64","PRODUCT MATURITY/SATURATION(4)","Analog Comparator, COP, KBI, Low Voltage Detect, Random Number Generator","9","Input Capture, Output Compare, PWM","6-ch. 16 bit","On-Chip Emulation","5.5","47","12-ch. 12-bit","STOP, WAIT","1","25","-40 to 105","-","2.7 to 5.5","10-YEARS APPLICATION LIFE","-","-","-","-","-","-","-","-","1","USB OTG","-","-","-","-","-","-","-","-","-","-","-"
"FSL","其他处理器---32位MCU/MPU","MCF51JM","MCF51JM128EVLK","http://www.freescale.com/webapp/search.partparamdetail.framework?PART_NUMBER=MCF51JM&buyNow=true&fromSearch=true","http://www.freescale.com/zh-Hans/products/more-processors/32-bit-mcu-and-mcp/coldfire-plus-coldfire-mcus-mpus/coldfire-mcus/v1-mcu/flexis-32-bit-v1-coldfire-usb-microcontroller:MCF51JM?&fpsp=1&tab=Documentation_Tab#MCF51JM128EVLK","MCF51JM 32-bit MCU, ColdFire V1 core, 128KB Flash, 50MHz, QFP 80","-","LQFP 80","50","-","128","-","2","2","12","66","12","-","2","16","4","10000 @ CNY28.80 each","80","PRODUCT MATURITY/SATURATION(4)","Random Number Generator, Low Voltage Detect, KBI, COP, Analog Comparator","9","Input Capture, Output Compare, PWM","6-ch. 16 bit","On-Chip Emulation","5.5","47","12-ch. 12-bit","WAIT, STOP","1","25","-40 to 105","-","2.7 to 5.5","10-YEARS APPLICATION LIFE","-","-","-","-","-","-","-","-","1","USB OTG","-","-","-","-","-","-","-","-","-","-","-"
"FSL","其他处理器---32位MCU/MPU","MCF51JM","MCF51JM128EVQH","http://www.freescale.com/webapp/search.partparamdetail.framework?PART_NUMBER=MCF51JM&buyNow=true&fromSearch=true","http://www.freescale.com/zh-Hans/products/more-processors/32-bit-mcu-and-mcp/coldfire-plus-coldfire-mcus-mpus/coldfire-mcus/v1-mcu/flexis-32-bit-v1-coldfire-usb-microcontroller:MCF51JM?&fpsp=1&tab=Documentation_Tab#MCF51JM128EVQH","MCF51JM 32-bit MCU, ColdFire V1 core, 128KB Flash, 50MHz, QFP 64","-","QFP 64","50","-","128","-","1","2","12","51","12","-","2","16","4","10000 @ CNY25.82 each","64","PRODUCT MATURITY/SATURATION(4)","Analog Comparator, COP, KBI, Low Voltage Detect, Random Number Generator","9","Input Capture, Output Compare, PWM","2-ch. 16 bit","On-Chip Emulation","5.5","47","12-ch. 12-bit","STOP, WAIT","1","25","-40 to 105","-","2.7 to 5.5","10-YEARS APPLICATION LIFE","-","-","-","-","-","-","-","-","1","USB OTG","-","-","-","-","-","-","-","-","-","-","-"
