"brand","Series","Series-2","PartNo","DetailLink","Document","Description","Suggested Drivers","状态","替代部件","器件功能","支持的MCU","预算报价（不含税）(CNY)","封装类型和焊端数","线性/LDO稳压器数量","开关升压稳压器数量","开关降压稳压器数量","输出电压","输出电流 (A) ","接口和输入控制","通信协议","工作环境温度 (Min-Max) (°C) ","保护","诊断","其他特性 - 电源管理","ADC","RoHS","PLC代码","电池组数量","Pin count","充电电流类型","PLC描述","电池充电器","输入电压 (Max) (V) ","供电电压 (Min-Max) (V) ","认证级别","音频发送模拟放大器","音频接收模拟放大器","照明管理","音频－数字","无铅","其他特性-模拟","数据传输速率 (Spec) (kbps) ","数据传输速率 (Max) (kbps) ","数据传输速率 (Min) (kbps) ","通道数","每路输出电流限值 (Min) (A) (ILIM)","负载电流 (Typ) (A) (IL)","漏源导通电阻 (Typ) (mOhm) (RDS(ON))","负载供电电压 (Max) (V) ","负载供电电压 (Min) (V) ","SafeAssure 功能安全","GPIOs","供电电压 (Typ) (V) ","LIN","CAN","Data Rate Min","Data Rate Max","充电终止方法","External Memory Voltage (V) ","内核：内核数量 (Spec)","内部RAM (KB) ","工作频率 (Max) (MHz) ","内核：类型","内部闪存 (KB) ","内核：工作电压 (Spec) (V) "
"FSL","模拟与电源管理---电源管理","MC34717","MC34717EPR2","http://www.freescale.com/webapp/search.partparamdetail.framework?PART_NUMBER=MC34717&buyNow=true&fromSearch=true","http://www.freescale.com/zh-Hans/products/analog-power-management/power-management/switching-regulator/5.0a-1.0mhz-integrated-dual-switch-mode-power-supply:MC34717?&fpsp=1&tab=Documentation_Tab#MC34717EPR2","Switch-Mode Power Supply, Fully Integrated, 2-channel,  5.0 A 1.0 MHz, QFN 26,  Reel","-","-","-","Switching Regulators","-","1000 @ CNY11.45 each","QFN-EP 26","-","0","2","3.3 ADJ down, 3.3 ADJ down","5, 5","Parallel","n/a","-40 to 85","Overvoltage, Undervoltage, Thermal Shutdown, Short Circuit, Overcurrent","Parallel","Power Good High and Low, Disable DC - DC","-","-","4","-","26","-","PRODUCT MATURITY/SATURATION(4)","-","-","3 to 6","5-YEARS APPLICATION LIFE","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"FSL","模拟与电源管理---电源管理","MC34716","MC34716EP","http://www.freescale.com/webapp/search.partparamdetail.framework?PART_NUMBER=MC34716&buyNow=true&fromSearch=true","http://www.freescale.com/zh-Hans/products/analog-power-management/power-management/switching-regulator/1.0-mhz-dual-switch-mode-ddr-power-supply:MC34716?&fpsp=1&tab=Documentation_Tab#MC34716EP","Switch-Mode Power Supply, DDR, 2-channel , 1.0 MHz, 3/5A, QFN 26, Tray","-","-","-","Switching Regulators","-","1000 @ CNY11.45 each","QFN-EP 26","-","0","2","1.5 ADJ down, 3.3 ADJ down","3, 5","Parallel","n/a","-40 to 85","Short Circuit, Overvoltage, Undervoltage, Thermal Shutdown, Overcurrent","Parallel","Disable DC - DC, Power Good High and Low","-","-","4","-","26","-","PRODUCT MATURITY/SATURATION(4)","-","-","3 to 6","5-YEARS APPLICATION LIFE","-","-","-","-","-","Standby","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"FSL","模拟与电源管理---电源管理","MC34716","MC34716EPR2","http://www.freescale.com/webapp/search.partparamdetail.framework?PART_NUMBER=MC34716&buyNow=true&fromSearch=true","http://www.freescale.com/zh-Hans/products/analog-power-management/power-management/switching-regulator/1.0-mhz-dual-switch-mode-ddr-power-supply:MC34716?&fpsp=1&tab=Documentation_Tab#MC34716EPR2","Switch-Mode Power Supply, DDR, 2-channel , 1.0 MHz, 3/5A, QFN 26, Reel","-","-","-","Switching Regulators","-","1000 @ CNY14.88 each","QFN-EP 26","-","0","2","1.5 ADJ down, 3.3 ADJ down","3, 5","Parallel","n/a","-40 to 85","Short Circuit, Overvoltage, Undervoltage, Thermal Shutdown, Overcurrent","Parallel","Disable DC - DC, Power Good High and Low","-","-","4","-","26","-","PRODUCT MATURITY/SATURATION(4)","-","-","3 to 6","5-YEARS APPLICATION LIFE","-","-","-","-","-","Standby","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"FSL","模拟与电源管理---电源管理","MC34712","MC34712EP","http://www.freescale.com/webapp/search.partparamdetail.framework?PART_NUMBER=MC34712&buyNow=true&fromSearch=true","http://www.freescale.com/zh-Hans/products/analog-power-management/power-management/switching-regulator/3.0a-1.0mhz-integrated-ddr-switch-mode-power-supply:MC34712?&fpsp=1&tab=Documentation_Tab#MC34712EP","Switch-Mode Power Supply, Fully Integrated DDR , 3.0 A 1.0 MHz, QFN 24, Tray","-","-","-","Switching Regulators","-","1000 @ CNY8.33 each","QFN-EP 24","-","0","1","1.5 ADJ down","3","Parallel","-","-40 to 85","Short Circuit, Overvoltage, Undervoltage, Thermal Shutdown, Overcurrent","Parallel","Disable DC - DC, Power Good High and Low","-","-","4","-","24","-","PRODUCT MATURITY/SATURATION(4)","-","-","3 to 6","5-YEARS APPLICATION LIFE","-","-","-","-","-","Standby","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"FSL","模拟与电源管理---电源管理","MC34712","MC34712EPR2","http://www.freescale.com/webapp/search.partparamdetail.framework?PART_NUMBER=MC34712&buyNow=true&fromSearch=true","http://www.freescale.com/zh-Hans/products/analog-power-management/power-management/switching-regulator/3.0a-1.0mhz-integrated-ddr-switch-mode-power-supply:MC34712?&fpsp=1&tab=Documentation_Tab#MC34712EPR2","Switch-Mode Power Supply, Fully Integrated DDR , 3.0 A 1.0 MHz, QFN 24, Reel","-","-","-","Switching Regulators","-","1000 @ CNY8.33 each","QFN-EP 24","-","0","1","1.5 ADJ down","3","Parallel","-","-40 to 85","Short Circuit, Overvoltage, Undervoltage, Thermal Shutdown, Overcurrent","Parallel","Disable DC - DC, Power Good High and Low","-","-","4","-","24","-","PRODUCT MATURITY/SATURATION(4)","-","-","3 to 6","5-YEARS APPLICATION LIFE","-","-","-","-","-","Standby","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"FSL","模拟与电源管理---电源管理","MC34713","MC34713EP","http://www.freescale.com/webapp/search.partparamdetail.framework?PART_NUMBER=MC34713&buyNow=true&fromSearch=true","http://www.freescale.com/zh-Hans/products/analog-power-management/power-management/switching-regulator/5.0a-1.0mhz-integrated-single-switch-mode-power-supply:MC34713?&fpsp=1&tab=Documentation_Tab#MC34713EP","Switch-Mode Power Supply, Fully Integrated, Single, 5.0 A 1.0 MHz, QFN 24, Tray","-","-","-","Switching Regulators","-","1000 @ CNY8.33 each","QFN 24","-","0","1","3.3 ADJ down","5","Parallel","-","-40 to 85","Short Circuit, Overvoltage, Undervoltage, Thermal Shutdown, Overcurrent","Parallel","Disable DC - DC, Power Good High and Low","-","-","4","-","24","-","PRODUCT MATURITY/SATURATION(4)","-","-","3 to 6","5-YEARS APPLICATION LIFE","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"FSL","模拟与电源管理---电源管理","MC34713","MC34713EPR2","http://www.freescale.com/webapp/search.partparamdetail.framework?PART_NUMBER=MC34713&buyNow=true&fromSearch=true","http://www.freescale.com/zh-Hans/products/analog-power-management/power-management/switching-regulator/5.0a-1.0mhz-integrated-single-switch-mode-power-supply:MC34713?&fpsp=1&tab=Documentation_Tab#MC34713EPR2","Switch-Mode Power Supply, Fully Integrated, Single, 5.0 A 1.0 MHz, QFN 24, Reel","-","-","-","Switching Regulators","-","1000 @ CNY8.33 each","QFN 24","-","0","1","3.3 ADJ down","5","Parallel","-","-40 to 85","Overvoltage, Undervoltage, Thermal Shutdown, Short Circuit, Overcurrent","Parallel","Power Good High and Low, Disable DC - DC","-","-","4","-","24","-","PRODUCT MATURITY/SATURATION(4)","-","-","3 to 6","5-YEARS APPLICATION LIFE","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"FSL","模拟与电源管理---电源管理","MC34704","MC34704AEP","http://www.freescale.com/webapp/search.partparamdetail.framework?PART_NUMBER=MC34704&buyNow=true&fromSearch=true","http://www.freescale.com/zh-Hans/products/analog-power-management/power-management/pmics/pmics-for-i.mx-processors/multi-channel-power-management-ic-pmic:MC34704?&fpsp=1&tab=Documentation_Tab#MC34704AEP","Power Management IC, Multi channel, 8 DC/DC or 5 DC/DC SW Reg,  QFN 56, Tray","-","-","-","Switching Regulators, PMICs for i.MX Processors","i.MX37, i.MX35, i.MX51","1000 @ CNY18.19 each","QFN-EP 56","8","1","5","5.0, 3.6 ADJ down, 1.8 ADJ down, 3.6 ADJ down, 3.6 ADJ down, 15.0 ADJ down, -9.0 ADJ up, 15.0 ADJ down","0.5, 0.5, 0.55, 0.3, 0.5, 0.06, 0.06, 0.03","I2C, SPI","-","-20 to 85","Overvoltage, Undervoltage Lockout, Short Circuit, Thermal Shutdown, Overcurrent","Status Reporting","Coincell, RTC, USB-OTG","2 groups of 8 input channels, 10 bit GP ADC","-","4","1","56","Dual, Single and Serial Paths","PRODUCT MATURITY/SATURATION(4)","Li-Ion","-","2.8 to 6.5","5-YEARS APPLICATION LIFE","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"FSL","模拟与电源管理---电源管理","MC34704","MC34704AEPR2","http://www.freescale.com/webapp/search.partparamdetail.framework?PART_NUMBER=MC34704&buyNow=true&fromSearch=true","http://www.freescale.com/zh-Hans/products/analog-power-management/power-management/pmics/pmics-for-i.mx-processors/multi-channel-power-management-ic-pmic:MC34704?&fpsp=1&tab=Documentation_Tab#MC34704AEPR2","Power Management IC, Multi channel, 8 DC/DC or 5 DC/DC SW Reg,  QFN 56, Reel","-","-","-","Switching Regulators, PMICs for i.MX Processors","i.MX35, i.MX37, i.MX51","1000 @ CNY18.19 each","QFN-EP 56","8","1","5","5.0, 3.6 ADJ down, 1.8 ADJ down, 3.6 ADJ down, 3.6 ADJ down, 15.0 ADJ down, -9.0 ADJ up, 15.0 ADJ down","0.5, 0.5, 0.55, 0.3, 0.5, 0.06, 0.06, 0.03","I2C, SPI","-","-20 to 85","Overvoltage, Undervoltage Lockout, Overcurrent, Short Circuit, Thermal Shutdown","Status Reporting","Coincell, RTC, USB-OTG","10 bit GP ADC, 2 groups of 8 input channels","-","4","1","56","Dual, Single and Serial Paths","PRODUCT MATURITY/SATURATION(4)","Li-Ion","-","2.8 to 6.5","5-YEARS APPLICATION LIFE","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"FSL","模拟与电源管理---电源管理","MC34704","MC34704BEP","http://www.freescale.com/webapp/search.partparamdetail.framework?PART_NUMBER=MC34704&buyNow=true&fromSearch=true","http://www.freescale.com/zh-Hans/products/analog-power-management/power-management/pmics/pmics-for-i.mx-processors/multi-channel-power-management-ic-pmic:MC34704?&fpsp=1&tab=Documentation_Tab#MC34704BEP","Power Management IC, Multi channel, 8 DC/DC or 5 DC/DC SW Reg,  QFN 56, Tray","-","-","-","Switching Regulators, PMICs for i.MX Processors","i.MX35, i.MX37, i.MX51","1000 @ CNY17.87 each","QFN-EP 56","8","1","5","3.6 ADJ down, 1.8 ADJ down, 3.6 ADJ down, 3.6 ADJ down, 15.0 ADJ down","0.5, 0.55, 0.3, 0.5, 0.03","I2C, SPI","-","-20 to 85","Overvoltage, Undervoltage Lockout, Overcurrent, Short Circuit, Thermal Shutdown","Status Reporting","Coincell, RTC, USB-OTG","10 bit GP ADC, 2 groups of 8 input channels","-","4","1","56","Dual, Single and Serial Paths","PRODUCT MATURITY/SATURATION(4)","Li-Ion","-","2.8 to 6.5","5-YEARS APPLICATION LIFE","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"FSL","模拟与电源管理---电源管理","MC34704","MC34704BEPR2","http://www.freescale.com/webapp/search.partparamdetail.framework?PART_NUMBER=MC34704&buyNow=true&fromSearch=true","http://www.freescale.com/zh-Hans/products/analog-power-management/power-management/pmics/pmics-for-i.mx-processors/multi-channel-power-management-ic-pmic:MC34704?&fpsp=1&tab=Documentation_Tab#MC34704BEPR2","Power Management IC, Multi channel, 8 DC/DC or 5 DC/DC SW Reg,  QFN 56, Reel","-","-","-","Switching Regulators, PMICs for i.MX Processors","i.MX35, i.MX37, i.MX51","1000 @ CNY17.87 each","QFN-EP 56","8","1","5","3.6 ADJ down, 1.8 ADJ down, 3.6 ADJ down, 3.6 ADJ down, 15.0 ADJ down","0.5, 0.55, 0.3, 0.5, 0.03","I2C, SPI","-","-20 to 85","Overvoltage, Undervoltage Lockout, Overcurrent, Short Circuit, Thermal Shutdown","Status Reporting","Coincell, RTC, USB-OTG","10 bit GP ADC, 2 groups of 8 input channels","-","4","1","56","Dual, Single and Serial Paths","PRODUCT MATURITY/SATURATION(4)","Li-Ion","-","2.8 to 6.5","5-YEARS APPLICATION LIFE","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"FSL","模拟与电源管理---电源管理","MC34700","MC34700EP","http://www.freescale.com/webapp/search.partparamdetail.framework?PART_NUMBER=MC34700&buyNow=true&fromSearch=true","http://www.freescale.com/zh-Hans/products/analog-power-management/power-management/linear-regulator/9-18v-four-output-multi-purpose-switching-power-supply:MC34700?&fpsp=1&tab=Documentation_Tab#MC34700EP","Switching Power Supply, Four Output, Multi-Purpose,  9-18 V, 0.4/1.25/1.5A, QFN 32, Tray","-","-","-","Switching Regulators, Linear Regulators","-","1000 @ CNY5.66 each","QFN-EP 32","1","0","3","3.6 ADJ down, 5.25 ADJ down, 3.6 ADJ down, 3.6 ADJ down","0.4, 1.5, 1.25, 1.25","Parallel","-","-40 to 85","Undervoltage Detection, Short Circuit, Overvoltage, Overcurrent","Status Flag","Power Sequencing, Disable DC - DC","-","-","4","-","32","-","PRODUCT MATURITY/SATURATION(4)","-","-","1.5 to 18","5-YEARS APPLICATION LIFE","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"FSL","模拟与电源管理---电源管理","MC34700","MC34700EPR2","http://www.freescale.com/webapp/search.partparamdetail.framework?PART_NUMBER=MC34700&buyNow=true&fromSearch=true","http://www.freescale.com/zh-Hans/products/analog-power-management/power-management/linear-regulator/9-18v-four-output-multi-purpose-switching-power-supply:MC34700?&fpsp=1&tab=Documentation_Tab#MC34700EPR2","Switching Power Supply, Four Output, Multi-Purpose,  9-18 V, 0.4/1.25/1.5A, QFN 32, Reel","-","-","-","Switching Regulators, Linear Regulators","-","1000 @ CNY5.66 each","QFN-EP 32","1","0","3","3.6 ADJ down, 5.25 ADJ down, 3.6 ADJ down, 3.6 ADJ down","0.4, 1.5, 1.25, 1.25","Parallel","-","-40 to 85","Undervoltage Detection, Short Circuit, Overvoltage, Overcurrent","Status Flag","Power Sequencing, Disable DC - DC","-","-","4","-","32","-","PRODUCT MATURITY/SATURATION(4)","-","-","1.5 to 18","5-YEARS APPLICATION LIFE","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"FSL","模拟与电源管理---电源管理","MC34673","MC34673AEPR2","http://www.freescale.com/webapp/search.partparamdetail.framework?PART_NUMBER=MC34673&buyNow=true&fromSearch=true","http://www.freescale.com/zh-Hans/products/analog-power-management/battery-management/battery-chargers/1.2a-single-cell-li-ion-li-polymer-battery-charger:MC34673?&fpsp=1&tab=Documentation_Tab#MC34673AEPR2","Battery Charger, single cell, 1.2A, QFN 8, Reel","-","-","-","Battery Chargers","-","1000 @ CNY2.80 each","QFN-EP 8","-","-","-","4.2","1.2","Parallel","-","-40 to 85","Die Temperature Current Limit, Battery Thermal Regulation, Overvoltage Protect","-","AC Supply Voltage, End of Charge Termination, Overvoltage Charge Termination","-","-","4","1","8","Tickle Charge Current, Constant Charge Current","PRODUCT MATURITY/SATURATION(4)","Li-Polymer, Li-Ion","28","4.3 to 6.6","5-YEARS APPLICATION LIFE","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","End of Charge (EOC), MCU control, Over Voltage (OVP)","-","-","-","-","-","-","-"
"FSL","模拟与电源管理---电源管理","MC34674","MC34674AEPR2","http://www.freescale.com/webapp/search.partparamdetail.framework?PART_NUMBER=MC34674&buyNow=true&fromSearch=true","http://www.freescale.com/zh-Hans/products/analog-power-management/battery-management/battery-chargers/single-cell-li-ion-li-polymer-battery-travel-charger:MC34674?&fpsp=1&tab=Documentation_Tab#MC34674AEPR2","Battery Charger, single cell, 1.05A, QFN 8, Reel","-","-","-","Battery Chargers","-","1000 @ CNY2.80 each","QFN-EP 8","-","-","-","4.2","1.05","Parallel","-","-40 to 85","Die Temperature Current Limit, Battery Thermal Regulation, Overvoltage Protect","-","AC Supply Voltage, End of Charge Termination, Overvoltage Charge Termination","-","-","4","1","8","Tickle Charge Current, Constant Charge Current","PRODUCT MATURITY/SATURATION(4)","Li-Polymer, Li-Ion","28","4.3 to 10","5-YEARS APPLICATION LIFE","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","End of Charge (EOC), Timeout, MCU control, Over Voltage (OVP)","-","-","-","-","-","-","-"
"FSL","模拟与电源管理---电源管理","MC34674","MC34674BEPR2","http://www.freescale.com/webapp/search.partparamdetail.framework?PART_NUMBER=MC34674&buyNow=true&fromSearch=true","http://www.freescale.com/zh-Hans/products/analog-power-management/battery-management/battery-chargers/single-cell-li-ion-li-polymer-battery-travel-charger:MC34674?&fpsp=1&tab=Documentation_Tab#MC34674BEPR2","Battery Charger, single cell, 1.05A, QFN 8, Reel","-","-","-","Battery Chargers","-","1000 @ CNY2.80 each","QFN-EP 8","-","-","-","4.2","0.85","Parallel","-","-40 to 85","Die Temperature Current Limit, Battery Thermal Regulation, Overvoltage Protect","-","AC Supply Voltage, End of Charge Termination, Overvoltage Charge Termination","-","-","4","1","8","Tickle Charge Current, Constant Charge Current","PRODUCT MATURITY/SATURATION(4)","Li-Polymer, Li-Ion","28","4.3 to 10","5-YEARS APPLICATION LIFE","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","End of Charge (EOC), Timeout, MCU control, Over Voltage (OVP)","-","-","-","-","-","-","-"
"FSL","模拟与电源管理---电源管理","MC34674","MC34674CEPR2","http://www.freescale.com/webapp/search.partparamdetail.framework?PART_NUMBER=MC34674&buyNow=true&fromSearch=true","http://www.freescale.com/zh-Hans/products/analog-power-management/battery-management/battery-chargers/single-cell-li-ion-li-polymer-battery-travel-charger:MC34674?&fpsp=1&tab=Documentation_Tab#MC34674CEPR2","Battery Charger, single cell, 0.65A, QFN 8, Reel","-","-","-","Battery Chargers","-","1000 @ CNY2.80 each","QFN-EP 8","-","-","-","4.2","0.65","Parallel","-","-40 to 85","Die Temperature Current Limit, Battery Thermal Regulation, Overvoltage Protect","-","AC Supply Voltage, End of Charge Termination, Overvoltage Charge Termination","-","-","4","1","8","Tickle Charge Current, Constant Charge Current","PRODUCT MATURITY/SATURATION(4)","Li-Polymer, Li-Ion","28","4.3 to 10","5-YEARS APPLICATION LIFE","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","End of Charge (EOC), Timeout, MCU control, Over Voltage (OVP)","-","-","-","-","-","-","-"
"FSL","模拟与电源管理---电源管理","MC34674","MC34674DEPR2","http://www.freescale.com/webapp/search.partparamdetail.framework?PART_NUMBER=MC34674&buyNow=true&fromSearch=true","http://www.freescale.com/zh-Hans/products/analog-power-management/battery-management/battery-chargers/single-cell-li-ion-li-polymer-battery-travel-charger:MC34674?&fpsp=1&tab=Documentation_Tab#MC34674DEPR2","Battery Charger, single cell, 0.45A, QFN 8, Reel","-","-","-","Battery Chargers","-","1000 @ CNY2.80 each","QFN-EP 8","-","-","-","4.2","0.45","Parallel","-","-40 to 85","Die Temperature Current Limit, Battery Thermal Regulation, Overvoltage Protect","-","AC Supply Voltage, End of Charge Termination, Overvoltage Charge Termination","-","-","4","1","8","Tickle Charge Current, Constant Charge Current","PRODUCT MATURITY/SATURATION(4)","Li-Polymer, Li-Ion","28","4.3 to 10","5-YEARS APPLICATION LIFE","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","End of Charge (EOC), Timeout, MCU control, Over Voltage (OVP)","-","-","-","-","-","-","-"
"FSL","模拟与电源管理---电源管理","MC34675","MC34675AEPR2","http://www.freescale.com/webapp/search.partparamdetail.framework?PART_NUMBER=MC34675&buyNow=true&fromSearch=true","http://www.freescale.com/zh-Hans/products/analog-power-management/battery-management/battery-chargers/28v-input-single-cell-li-ion-battery-charger-10ma-reg:MC34675?&fpsp=1&tab=Documentation_Tab#MC34675AEPR2","Battery Charger, single cell, 0.6Amp, QFN 8, Reel","-","-","-","Battery Chargers","-","1000 @ CNY2.80 each","QFN-EP 8","1","-","-","4.2, 4.85","1, 0.01","Parallel","-","-40 to 85","Overvoltage, Die Temperature Current Limit","-","End of Charge Termination","-","-","4","1","8","Tickle Charge Current, Constant Charge Current, End of Charge Current","PRODUCT MATURITY/SATURATION(4)","Li-Ion","28","4.3 to 6.6","5-YEARS APPLICATION LIFE","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","End of Charge (EOC), Timeout, MCU control, Over Voltage (OVP)","-","-","-","-","-","-","-"
"FSL","模拟与电源管理---电源管理","MC33989","MC33989PEG","http://www.freescale.com/webapp/search.partparamdetail.framework?PART_NUMBER=MC33989&buyNow=true&fromSearch=true","http://www.freescale.com/zh-Hans/products/analog-power-management/power-management/linear-regulator/system-basis-chip-with-high-speed-can:MC33989?&fpsp=1&tab=Documentation_Tab#MC33989PEG","System Basis Chip, CAN, 2x 5.0V/200mA LDOs, SOIC 28, Rail","-","-","-","System Basis Chip, Linear Regulators, Comm Transceivers","-","1000 @ CNY14.94 each","SOIC 28","2","0","0","-","-","SPI","CAN","-40 to 125","Undervoltage Lockout, Overtemperature, Output Current, Overcurrent Protected Bus","SPI","Interrupt Output, Ext. Series Pass Transistor, 4 Programmable Wakeups, 1HSS Additional Switch Output, Reset, Watchdog, Sleep Mode, Stop Mode","-","-","3","-","28","-","PRODUCT STABLE GROWTH/MATURITY(3)","-","-","5.5 to 27","AUTO; >=10 YEARS APPLICATION LIFE","-","-","-","-","-","Wake, Standby, Regulator Control Output, Fault Tolerance and Reporting, Diagnostics Reporting","-","1000","60","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"FSL","模拟与电源管理---电源管理","MC33989","MC33989PEGR2","http://www.freescale.com/webapp/search.partparamdetail.framework?PART_NUMBER=MC33989&buyNow=true&fromSearch=true","http://www.freescale.com/zh-Hans/products/analog-power-management/power-management/linear-regulator/system-basis-chip-with-high-speed-can:MC33989?&fpsp=1&tab=Documentation_Tab#MC33989PEGR2","System Basis Chip, CAN, 2x 5.0V/200mA LDOs, SOIC 28, Reel","-","-","-","System Basis Chip, Linear Regulators, Comm Transceivers","-","1000 @ CNY14.94 each","SOIC 28","2","0","0","-","-","SPI","CAN","-40 to 125","Undervoltage Lockout, Overtemperature, Output Current, Overcurrent Protected Bus","SPI","Interrupt Output, Ext. Series Pass Transistor, 4 Programmable Wakeups, 1HSS Additional Switch Output, Reset, Watchdog, Sleep Mode, Stop Mode","-","-","3","-","28","-","PRODUCT STABLE GROWTH/MATURITY(3)","-","-","5.5 to 27","AUTO; >=10 YEARS APPLICATION LIFE","-","-","-","-","-","Wake, Standby, Regulator Control Output, Fault Tolerance and Reporting, Diagnostics Reporting","-","1000","60","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"FSL","模拟与电源管理---电源管理","MC34671","MC34671AEPR2","http://www.freescale.com/webapp/search.partparamdetail.framework?PART_NUMBER=MC34671&buyNow=true&fromSearch=true","http://www.freescale.com/zh-Hans/products/analog-power-management/battery-management/battery-chargers/600-ma-single-cell-li-ion-li-polymer-battery-charger:MC34671?&fpsp=1&tab=Documentation_Tab#MC34671AEPR2","Battery Charger, single cell, 0.6Amp, QFN 8, Reel","-","-","-","Battery Chargers","-","1000 @ CNY3.43 each","QFN-EP 8","-","-","-","4.2","0.6","Parallel","-","-40 to 85","Die Temperature Current Limit, Overvoltage Protect","-","AC Supply Voltage, End of Charge Termination, Overvoltage Charge Termination","-","-","4","1","8","Tickle Charge Current, Constant Charge Current","PRODUCT MATURITY/SATURATION(4)","Li-Polymer, Li-Ion","28","4.3 to 10","5-YEARS APPLICATION LIFE","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","End of Charge (EOC), MCU control, Over Voltage (OVP)","-","-","-","-","-","-","-"
"FSL","模拟与电源管理---电源管理","MC33912","MC33912BAC","http://www.freescale.com/webapp/search.partparamdetail.framework?PART_NUMBER=MC33912&buyNow=true&fromSearch=true","http://www.freescale.com/zh-Hans/products/analog-power-management/power-management/linear-regulator/lin-sbc-with-dc-motor-predriver-and-current-sense:MC33912?&fpsp=1&tab=Documentation_Tab#MC33912BAC","System Basis Chip, LIN, 2x 5.0V/60&20mA LDOs, DC Motor Predriver, Isense, QFP 32, Tray","-","-","-","System Basis Chip, Linear Regulators, Comm Transceivers","-","1000 @ CNY9.22 each","LQFP 32","2","-","-","5.0, 5.0","0.05, 0.02","SPI","LIN","-40 to 125","Undervoltage Detection, Overvoltage, Thermal Shutdown, Overcurrent, Overtemperature","SPI","-","-","-","3","-","32","-","PRODUCT STABLE GROWTH/MATURITY(3)","-","-","5.5 to 18","AUTO; >=10 YEARS APPLICATION LIFE","-","-","-","-","-","Watchdog Timer, Wake, PWM Capable, Low Voltage Detection Reset","100","20","10.4","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"FSL","模拟与电源管理---电源管理","MC33912","MC33912BACR2","http://www.freescale.com/webapp/search.partparamdetail.framework?PART_NUMBER=MC33912&buyNow=true&fromSearch=true","http://www.freescale.com/zh-Hans/products/analog-power-management/power-management/linear-regulator/lin-sbc-with-dc-motor-predriver-and-current-sense:MC33912?&fpsp=1&tab=Documentation_Tab#MC33912BACR2","System Basis Chip, LIN, 2x 5.0V/60&20mA LDOs, DC Motor Predriver, Isense, QFP 32, Tray","-","-","-","System Basis Chip, Linear Regulators, Comm Transceivers","-","1000 @ CNY9.22 each","LQFP 32","2","-","-","5.0, 5.0","0.05, 0.02","SPI","LIN","-40 to 125","Undervoltage Detection, Overvoltage, Thermal Shutdown, Overcurrent, Overtemperature","SPI","-","-","-","3","-","32","-","PRODUCT STABLE GROWTH/MATURITY(3)","-","-","5.5 to 18","AUTO; >=10 YEARS APPLICATION LIFE","-","-","-","-","-","Watchdog Timer, Wake, PWM Capable, Low Voltage Detection Reset","100","20","10.4","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
