"brand","Series","Series-2","PartNo","DetailLink","dataSheet","Descrption","Compliance","Status","Description","Type","Channels","Input / Output Ratio","Input Level","Output Level","VCC Typ (V)","tJitterRMS Typ (ps)","tskew(o-o) Max (ps)","tpd Typ (ns)","tR & tF Max (ps)","fmaxClock Typ (MHz)","fmaxData Typ (Mbps)","Package Type"
"on","时钟及数据分配---驱动器和扇出缓冲器","MC10H643","MC10H643FNR2G","http://www.onsemi.cn/PowerSolutions/product.do?id=MC10H643FNR2G","http://www.onsemi.com/pub/Collateral/MC10H643-D.PDF","1:8 Clock Driver","Pb-free
Halide free","Active","1:8 Clock Driver","Buffer","1","1:8","ECL","TTL","5",,"500","4.6","1200","80",,"PLCC-28"
"on","时钟及数据分配---驱动器和扇出缓冲器","MC10H646","MC10H646FNG","http://www.onsemi.cn/PowerSolutions/product.do?id=MC10H646FNG","http://www.onsemi.com/pub/Collateral/MC10H646-D.PDF","PECL/TTL-TTL 1:8 Distribution Chip","Pb-free
Halide free","Active","PECL/TTL-TTL 1:8 Distribution Chip","Buffer","1","2:1:8","ECL","TTL","5",,"350
500","4.9
5.35","1500",,,"PLCC-28"
"on","时钟及数据分配---驱动器和扇出缓冲器","MC10H646","MC10H646FNR2G","http://www.onsemi.cn/PowerSolutions/product.do?id=MC10H646FNR2G","http://www.onsemi.com/pub/Collateral/MC10H646-D.PDF","PECL/TTL-TTL 1:8 Distribution Chip","Pb-free
Halide free","Active","PECL/TTL-TTL 1:8 Distribution Chip","Buffer","1","2:1:8","ECL","TTL","5",,"350
500","4.9
5.35","1500",,,"PLCC-28"
"on","时钟及数据分配---驱动器和扇出缓冲器","MC10LVEP16","MC10LVEP16DG","http://www.onsemi.cn/PowerSolutions/product.do?id=MC10LVEP16DG","http://www.onsemi.com/pub/Collateral/MC10LVEP16-D.PDF","Differential Driver / Receiver","Pb-free
Halide free","Active","Differential Driver / Receiver","Signal Driver","1","1:1","CML
ECL
LVDS","ECL","2.5
3.3","0.147","20","0.24","170","4000",,"SOIC-8
TSSOP-8"
"on","时钟及数据分配---驱动器和扇出缓冲器","MC10LVEP16","MC10LVEP16DR2G","http://www.onsemi.cn/PowerSolutions/product.do?id=MC10LVEP16DR2G","http://www.onsemi.com/pub/Collateral/MC10LVEP16-D.PDF","Differential Driver / Receiver","Pb-free
Halide free","Active","Differential Driver / Receiver","Signal Driver","1","1:1","CML
ECL
LVDS","ECL","2.5
3.3","0.147","20","0.24","170","4000",,"SOIC-8
TSSOP-8"
"on","时钟及数据分配---驱动器和扇出缓冲器","MC10LVEP16","MC10LVEP16DTG","http://www.onsemi.cn/PowerSolutions/product.do?id=MC10LVEP16DTG","http://www.onsemi.com/pub/Collateral/MC10LVEP16-D.PDF","Differential Driver / Receiver","Pb-free
Halide free","Active","Differential Driver / Receiver","Signal Driver","1","1:1","CML
ECL
LVDS","ECL","2.5
3.3","0.147","20","0.24","170","4000",,"SOIC-8
TSSOP-8"
"on","时钟及数据分配---驱动器和扇出缓冲器","MC10LVEP16","MC10LVEP16DTR2G","http://www.onsemi.cn/PowerSolutions/product.do?id=MC10LVEP16DTR2G","http://www.onsemi.com/pub/Collateral/MC10LVEP16-D.PDF","Differential Driver / Receiver","Pb-free
Halide free","Active","Differential Driver / Receiver","Signal Driver","1","1:1","CML
ECL
LVDS","ECL","2.5
3.3","0.147","20","0.24","170","4000",,"SOIC-8
TSSOP-8"
"on","时钟及数据分配---驱动器和扇出缓冲器","MC10SX1189","MC10SX1189DG","http://www.onsemi.cn/PowerSolutions/product.do?id=MC10SX1189DG","http://www.onsemi.com/pub/Collateral/MC10SX1189-D.PDF","Fibre Channel Coaxial Cable Driver and Loop Resiliency Circuit","Pb-free
Halide free","Active","Fibre Channel Coaxial Cable Driver and Loop Resiliency Circuit","Fibre Channel Coaxial Cable Driver","1","2:2","ECL","2X ECL","5",,"15","0.325
0.425
0.45
0.65","400
550",,,"SOIC-16"
"on","时钟及数据分配---驱动器和扇出缓冲器","MC10SX1189","MC10SX1189DR2G","http://www.onsemi.cn/PowerSolutions/product.do?id=MC10SX1189DR2G","http://www.onsemi.com/pub/Collateral/MC10SX1189-D.PDF","Fibre Channel Coaxial Cable Driver and Loop Resiliency Circuit","Pb-free
Halide free","Active","Fibre Channel Coaxial Cable Driver and Loop Resiliency Circuit","Fibre Channel Coaxial Cable Driver","1","2:2","ECL","2X ECL","5",,"15","0.325
0.425
0.45
0.65","400
550",,,"SOIC-16"
"on","时钟及数据分配---驱动器和扇出缓冲器","NB100LVEP17","NB100LVEP17DTG","http://www.onsemi.cn/PowerSolutions/product.do?id=NB100LVEP17DTG","http://www.onsemi.com/pub/Collateral/NB100LVEP17-D.PDF","Quad Differential Driver/Receiver/Buffer","Pb-free
Halide free","Active","Quad Differential Driver/Receiver/Buffer","Signal Driver","4","1:1","CML
ECL
LVDS","ECL","2.5
3.3
5","0.5","25","0.25","225","2500","2500","QFN-24
TSSOP-20"
"on","时钟及数据分配---驱动器和扇出缓冲器","NB100LVEP17","NB100LVEP17DTR2G","http://www.onsemi.cn/PowerSolutions/product.do?id=NB100LVEP17DTR2G","http://www.onsemi.com/pub/Collateral/NB100LVEP17-D.PDF","Quad Differential Driver/Receiver/Buffer","Pb-free
Halide free","Active","Quad Differential Driver/Receiver/Buffer","Signal Driver","4","1:1","CML
ECL
LVDS","ECL","2.5
3.3
5","0.5","25","0.25","225","2500","2500","QFN-24
TSSOP-20"
"on","时钟及数据分配---驱动器和扇出缓冲器","NB100LVEP17","NB100LVEP17MNG","http://www.onsemi.cn/PowerSolutions/product.do?id=NB100LVEP17MNG","http://www.onsemi.com/pub/Collateral/NB100LVEP17-D.PDF","Quad Differential Driver/Receiver/Buffer","Pb-free
Halide free","Active","Quad Differential Driver/Receiver/Buffer","Signal Driver","4","1:1","CML
ECL
LVDS","ECL","2.5
3.3
5","0.5","25","0.25","225","2500","2500","QFN-24
TSSOP-20"
"on","时钟及数据分配---驱动器和扇出缓冲器","NB100LVEP17","NB100LVEP17MNR2G","http://www.onsemi.cn/PowerSolutions/product.do?id=NB100LVEP17MNR2G","http://www.onsemi.com/pub/Collateral/NB100LVEP17-D.PDF","Quad Differential Driver/Receiver/Buffer","Pb-free
Halide free","Active","Quad Differential Driver/Receiver/Buffer","Signal Driver","4","1:1","CML
ECL
LVDS","ECL","2.5
3.3
5","0.5","25","0.25","225","2500","2500","QFN-24
TSSOP-20"
"on","时钟及数据分配---驱动器和扇出缓冲器","NB100LVEP222","NB100LVEP222MNG","http://www.onsemi.cn/PowerSolutions/product.do?id=NB100LVEP222MNG","http://www.onsemi.com/pub/Collateral/NB100LVEP222-D.PDF","Clock / Data Fanout Buffer, 2:1:15 Differential, ÷1 / ÷2, ECL / PECL, 2.5 V / 3.3 V","Pb-free
Halide free","Active","Clock / Data Fanout Buffer, 2:1:15 Differential, &divide;1 / &divide;2, ECL / PECL, 2.5 V / 3.3 V","Buffer","1","2:1:15","CML
ECL
LVDS","ECL","2.5
3.3","1","20","0.875
0.9","300","1000",,"QFN-52"
"on","时钟及数据分配---驱动器和扇出缓冲器","NB100LVEP222","NB100LVEP222MNRG","http://www.onsemi.cn/PowerSolutions/product.do?id=NB100LVEP222MNRG","http://www.onsemi.com/pub/Collateral/NB100LVEP222-D.PDF","Clock / Data Fanout Buffer, 2:1:15 Differential, ÷1 / ÷2, ECL / PECL, 2.5 V / 3.3 V","Pb-free
Halide free","Active","Clock / Data Fanout Buffer, 2:1:15 Differential, &divide;1 / &divide;2, ECL / PECL, 2.5 V / 3.3 V","Buffer","1","2:1:15","CML
ECL
LVDS","ECL","2.5
3.3","1","20","0.875
0.9","300","1000",,"QFN-52"
"on","时钟及数据分配---驱动器和扇出缓冲器","NB3F8L3010C","NB3F8L3010CMNG","http://www.onsemi.cn/PowerSolutions/product.do?id=NB3F8L3010CMNG","http://www.onsemi.com/pub/Collateral/NB3F8L3010C-D.PDF","Clock / Data Fanout Buffer, 3:1:10 Differential, LVCMOS, 3.3 V / 2.5 V / 1.8 V / 1.5 V","Pb-free
Halide free","ActiveNEW","Clock / Data Fanout Buffer, 3:1:10 Differential, LVCMOS, 3.3 V / 2.5 V / 1.8 V / 1.5 V","Buffer","1","3:1:10","Crystal
HCSL
LVCMOS
LVDS
LVPECL
LVTTL
SSTL","LVCMOS","2.5
3.3","0.08
0.13
0.14
0.18
0.19
0.27","50",,"500
600","100",,"QFN-32"
"on","时钟及数据分配---驱动器和扇出缓冲器","NB3F8L3010C","NB3F8L3010CMNR4G","http://www.onsemi.cn/PowerSolutions/product.do?id=NB3F8L3010CMNR4G","http://www.onsemi.com/pub/Collateral/NB3F8L3010C-D.PDF","Clock / Data Fanout Buffer, 3:1:10 Differential, LVCMOS, 3.3 V / 2.5 V / 1.8 V / 1.5 V","Pb-free
Halide free","ActiveNEW","Clock / Data Fanout Buffer, 3:1:10 Differential, LVCMOS, 3.3 V / 2.5 V / 1.8 V / 1.5 V","Buffer","1","3:1:10","Crystal
HCSL
LVCMOS
LVDS
LVPECL
LVTTL
SSTL","LVCMOS","2.5
3.3","0.08
0.13
0.14
0.18
0.19
0.27","50",,"500
600","100",,"QFN-32"
"on","时钟及数据分配---驱动器和扇出缓冲器","NB3F8L3010C","NB3F8L3010CMNTWG","http://www.onsemi.cn/PowerSolutions/product.do?id=NB3F8L3010CMNTWG","http://www.onsemi.com/pub/Collateral/NB3F8L3010C-D.PDF","Clock / Data Fanout Buffer, 3:1:10 Differential, LVCMOS, 3.3 V / 2.5 V / 1.8 V / 1.5 V","Pb-free
Halide free","ActiveNEW","Clock / Data Fanout Buffer, 3:1:10 Differential, LVCMOS, 3.3 V / 2.5 V / 1.8 V / 1.5 V","Buffer","1","3:1:10","Crystal
HCSL
LVCMOS
LVDS
LVPECL
LVTTL
SSTL","LVCMOS","2.5
3.3","0.08
0.13
0.14
0.18
0.19
0.27","50",,"500
600","100",,"QFN-32"
"on","时钟及数据分配---驱动器和扇出缓冲器","NB3L02","NB3L02FCT2G","http://www.onsemi.cn/PowerSolutions/product.do?id=NB3L02FCT2G","http://www.onsemi.com/pub/Collateral/NB3L02-D.PDF","Clock Fanout Buffer, High Precision, 1:2, 2.8 V","Pb-free
Halide free","Active","Clock Fanout Buffer, High Precision, 1:2, 2.8 V","Buffer","1","1:2","Crystal
Sine Wave
Square Wave","Square Wave","2.8",,"30","4","1200","26",,"WLCSP-6"
"on","时钟及数据分配---驱动器和扇出缓冲器","NB3L14S","NB3L14SMNG","http://www.onsemi.cn/PowerSolutions/product.do?id=NB3L14SMNG","http://www.onsemi.com/pub/Collateral/NB3L14S-D.PDF","2.5 V 1:4 LVDS Fanout Buffer, 2.5 V 1:4 LVDS Fanout Buffer","Pb-free
Halide free","Active","2.5 V 1:4 LVDS Fanout Buffer",,"1","1:4","LVDS","LVDS","2.5",,"20","0.45","350","300",,"QFN-16"
"on","时钟及数据分配---驱动器和扇出缓冲器","NB3L14S","NB3L14SMNTXG","http://www.onsemi.cn/PowerSolutions/product.do?id=NB3L14SMNTXG","http://www.onsemi.com/pub/Collateral/NB3L14S-D.PDF","2.5 V 1:4 LVDS Fanout Buffer, 2.5 V 1:4 LVDS Fanout Buffer","Pb-free
Halide free","Active","2.5 V 1:4 LVDS Fanout Buffer",,"1","1:4","LVDS","LVDS","2.5",,"20","0.45","350","300",,"QFN-16"
"on","时钟及数据分配---驱动器和扇出缓冲器","NB3L553","NB3L553DG","http://www.onsemi.cn/PowerSolutions/product.do?id=NB3L553DG","http://www.onsemi.com/pub/Collateral/NB3L553-D.PDF","Clock / Data Fanout Buffer, 2.5 V / 3.3 V / 5.0 V 1:4","Pb-free
Halide free","Active","Clock / Data Fanout Buffer, 2.5 V / 3.3 V / 5.0 V 1:4","Buffer","1","1:4","CMOS","CMOS","2.5
3.3
5","0.018
0.029","50","2.4
2.5
3","0.0007
0.001
0.0015","200",,"DFN-8
SOIC-8"
"on","时钟及数据分配---驱动器和扇出缓冲器","NB3L553","NB3L553DR2G","http://www.onsemi.cn/PowerSolutions/product.do?id=NB3L553DR2G","http://www.onsemi.com/pub/Collateral/NB3L553-D.PDF","Clock / Data Fanout Buffer, 2.5 V / 3.3 V / 5.0 V 1:4","Pb-free
Halide free","Active","Clock / Data Fanout Buffer, 2.5 V / 3.3 V / 5.0 V 1:4","Buffer","1","1:4","CMOS","CMOS","2.5
3.3
5","0.018
0.029","50","2.4
2.5
3","0.0007
0.001
0.0015","200",,"DFN-8
SOIC-8"
"on","时钟及数据分配---驱动器和扇出缓冲器","NB3L553","NB3L553MNR4G","http://www.onsemi.cn/PowerSolutions/product.do?id=NB3L553MNR4G","http://www.onsemi.com/pub/Collateral/NB3L553-D.PDF","Clock / Data Fanout Buffer, 2.5 V / 3.3 V / 5.0 V 1:4","Pb-free
Halide free","Active","Clock / Data Fanout Buffer, 2.5 V / 3.3 V / 5.0 V 1:4","Buffer","1","1:4","CMOS","CMOS","2.5
3.3
5","0.018
0.029","50","2.4
2.5
3","0.0007
0.001
0.0015","200",,"DFN-8
SOIC-8"
"on","时钟及数据分配---驱动器和扇出缓冲器","NB3L8504S","NB3L8504SDTG","http://www.onsemi.cn/PowerSolutions/product.do?id=NB3L8504SDTG","http://www.onsemi.com/pub/Collateral/NB3L8504S-D.PDF","2.5 V / 3.3 V 1:4 Differential Input to LVDS Fanout Buffer / Translator","Pb-free
Halide free","Active","2.5 V / 3.3 V 1:4 Differential Input to LVDS Fanout Buffer / Translator","Buffer","1","1:4","HCSL
HSTL
LVDS
LVPECL
SSTL","LVDS","2.5
3.3","0.07","50","1.3","660","700",,"TSSOP-16"
"on","时钟及数据分配---驱动器和扇出缓冲器","NB3L8504S","NB3L8504SDTR2G","http://www.onsemi.cn/PowerSolutions/product.do?id=NB3L8504SDTR2G","http://www.onsemi.com/pub/Collateral/NB3L8504S-D.PDF","2.5 V / 3.3 V 1:4 Differential Input to LVDS Fanout Buffer / Translator","Pb-free
Halide free","Active","2.5 V / 3.3 V 1:4 Differential Input to LVDS Fanout Buffer / Translator","Buffer","1","1:4","HCSL
HSTL
LVDS
LVPECL
SSTL","LVDS","2.5
3.3","0.07","50","1.3","660","700",,"TSSOP-16"
"on","时钟及数据分配---驱动器和扇出缓冲器","NB3L8533","NB3L8533DTG","http://www.onsemi.cn/PowerSolutions/product.do?id=NB3L8533DTG","http://www.onsemi.com/pub/Collateral/NB3L8533-D.PDF","2.5V/3.3V Differential 2:1 MUX to 4 LVPECL Fanout Buffer","Pb-free
Halide free","Active","2.5V/3.3V Differential 2:1 MUX to 4 LVPECL Fanout Buffer","Buffer","1","2:1:4","CML
HCSL
HSTL
LVDS
LVPECL
SSTL","LVPECL","2.5
3.3","0.05","30",,"600","650",,"TSSOP-20"
"on","时钟及数据分配---驱动器和扇出缓冲器","NB3L8533","NB3L8533DTR2G","http://www.onsemi.cn/PowerSolutions/product.do?id=NB3L8533DTR2G","http://www.onsemi.com/pub/Collateral/NB3L8533-D.PDF","2.5V/3.3V Differential 2:1 MUX to 4 LVPECL Fanout Buffer","Pb-free
Halide free","Active","2.5V/3.3V Differential 2:1 MUX to 4 LVPECL Fanout Buffer","Buffer","1","2:1:4","CML
HCSL
HSTL
LVDS
LVPECL
SSTL","LVPECL","2.5
3.3","0.05","30",,"600","650",,"TSSOP-20"
"on","时钟及数据分配---驱动器和扇出缓冲器","NB3M8302C","NB3M8302CDG","http://www.onsemi.cn/PowerSolutions/product.do?id=NB3M8302CDG","http://www.onsemi.com/pub/Collateral/NB3M8302C-D.PDF","LVCMOS/LVTTL Low Skew Fanout Buffer; 1:2, 3.3 V, 200 MHz","Pb-free
Halide free","Active","LVCMOS/LVTTL Low Skew Fanout Buffer; 1:2, 3.3 V, 200 MHz","Buffer","1","1:2","CMOS
TTL","CMOS
TTL","2.5
3.3",,"85","2.65","650
800","200",,"SOIC-8"
"on","时钟及数据分配---驱动器和扇出缓冲器","NB3M8302C","NB3M8302CDR2G","http://www.onsemi.cn/PowerSolutions/product.do?id=NB3M8302CDR2G","http://www.onsemi.com/pub/Collateral/NB3M8302C-D.PDF","LVCMOS/LVTTL Low Skew Fanout Buffer; 1:2, 3.3 V, 200 MHz","Pb-free
Halide free","Active","LVCMOS/LVTTL Low Skew Fanout Buffer; 1:2, 3.3 V, 200 MHz","Buffer","1","1:2","CMOS
TTL","CMOS
TTL","2.5
3.3",,"85","2.65","650
800","200",,"SOIC-8"
"on","时钟及数据分配---驱动器和扇出缓冲器","NB3M8T3910G","NB3M8T3910GMNR2G","http://www.onsemi.cn/PowerSolutions/product.do?id=NB3M8T3910GMNR2G","http://www.onsemi.com/pub/Collateral/NB3M8T3910-D.PDF","Differential Clock Fanout Buffer with LVCMOS Reference Output, Configurable, 2.5 V/3.3 V 3:1:10","Pb-free
Halide free","Active","Differential Clock Fanout Buffer with LVCMOS Reference Output, Configurable, 2.5 V/3.3 V 3:1:10","Buffer","1","3:1:10","HCSL
LVDS
LVPECL
SSTL","HCSL
LVCMOS
LVDS
LVPECL","2.5
3.3","0.03","50","0.9","325","1400",,"QFN-48"
"on","时钟及数据分配---驱动器和扇出缓冲器","NB3N108K","NB3N108KMNG","http://www.onsemi.cn/PowerSolutions/product.do?id=NB3N108KMNG","http://www.onsemi.com/pub/Collateral/NB3N108K.PDF","Clock / Data Fanout Buffer, 1:8 Differential, 3.3 V, with HCSL Outputs","Pb-free
Halide free","Active","Clock / Data Fanout Buffer, 1:8 Differential, 3.3 V, with HCSL Outputs","Buffer","1","1:8","CMOS
ECL
HCSL
LVDS
TTL","HCSL","3.3","0.1","100","0.8","400","400","400","QFN-32"
"on","时钟及数据分配---驱动器和扇出缓冲器","NB3N108K","NB3N108KMNR4G","http://www.onsemi.cn/PowerSolutions/product.do?id=NB3N108KMNR4G","http://www.onsemi.com/pub/Collateral/NB3N108K.PDF","Clock / Data Fanout Buffer, 1:8 Differential, 3.3 V, with HCSL Outputs","Pb-free
Halide free","Active","Clock / Data Fanout Buffer, 1:8 Differential, 3.3 V, with HCSL Outputs","Buffer","1","1:8","CMOS
ECL
HCSL
LVDS
TTL","HCSL","3.3","0.1","100","0.8","400","400","400","QFN-32"
"on","时钟及数据分配---驱动器和扇出缓冲器","NB3N1200K","NB3N1200KMNG","http://www.onsemi.cn/PowerSolutions/product.do?id=NB3N1200KMNG","http://www.onsemi.com/pub/Collateral/NB3N1200K-D.PDF","3.3 V 100/133 MHz Differential 1:12 HCSL Clock ZDB/Fanout Buffer for PCle","Pb-free
Halide free","Active","3.3 V 100/133 MHz Differential 1:12 HCSL Clock ZDB/Fanout Buffer for PCle","Buffer","1","1:12","HCSL","HCSL","3.3","0.001
0.002
0.04","50",,"125","100
133",,"QFN-64"
"on","时钟及数据分配---驱动器和扇出缓冲器","NB3N1200K","NB3N1200KMNTXG","http://www.onsemi.cn/PowerSolutions/product.do?id=NB3N1200KMNTXG","http://www.onsemi.com/pub/Collateral/NB3N1200K-D.PDF","3.3 V 100/133 MHz Differential 1:12 HCSL Clock ZDB/Fanout Buffer for PCle","Pb-free
Halide free","Active","3.3 V 100/133 MHz Differential 1:12 HCSL Clock ZDB/Fanout Buffer for PCle","Buffer","1","1:12","HCSL","HCSL","3.3","0.001
0.002
0.04","50",,"125","100
133",,"QFN-64"
"on","时钟及数据分配---驱动器和扇出缓冲器","NB3N1900K","NB3N1900KMNG","http://www.onsemi.cn/PowerSolutions/product.do?id=NB3N1900KMNG","http://www.onsemi.com/pub/Collateral/NB3N1900K-D.PDF","3.3V 100/133 MHz Differential 1:19 HCSL Clock ZDB/Fanout Buffer for PCIe","Pb-free
Halide free","Active","3.3V 100/133 MHz Differential 1:19 HCSL Clock ZDB/Fanout Buffer for PCIe","Buffer","1","1:19","HCSL","HCSL","3.3","0.001
0.002
0.04","65",,"125","100
133",,"QFN-72"
"on","时钟及数据分配---驱动器和扇出缓冲器","NB3N1900K","NB3N1900KMNTWG","http://www.onsemi.cn/PowerSolutions/product.do?id=NB3N1900KMNTWG","http://www.onsemi.com/pub/Collateral/NB3N1900K-D.PDF","3.3V 100/133 MHz Differential 1:19 HCSL Clock ZDB/Fanout Buffer for PCIe","Pb-free
Halide free","Active","3.3V 100/133 MHz Differential 1:19 HCSL Clock ZDB/Fanout Buffer for PCIe","Buffer","1","1:19","HCSL","HCSL","3.3","0.001
0.002
0.04","65",,"125","100
133",,"QFN-72"
"on","时钟及数据分配---驱动器和扇出缓冲器","NB3N1900K","NB3N1900KMNTXG","http://www.onsemi.cn/PowerSolutions/product.do?id=NB3N1900KMNTXG","http://www.onsemi.com/pub/Collateral/NB3N1900K-D.PDF","3.3V 100/133 MHz Differential 1:19 HCSL Clock ZDB/Fanout Buffer for PCIe","Pb-free
Halide free","Active","3.3V 100/133 MHz Differential 1:19 HCSL Clock ZDB/Fanout Buffer for PCIe","Buffer","1","1:19","HCSL","HCSL","3.3","0.001
0.002
0.04","65",,"125","100
133",,"QFN-72"
"on","时钟及数据分配---驱动器和扇出缓冲器","NB3N201S","NB3N201SDG","http://www.onsemi.cn/PowerSolutions/product.do?id=NB3N201SDG","http://www.onsemi.com/pub/Collateral/NB3N201S-D.PDF","3.3V Differential Multipoint Low Voltage M-LVDS Driver Receiver","Pb-free
Halide free","Active","3.3V Differential Multipoint Low Voltage M-LVDS Driver Receiver","Signal Driver","1","1:1","M-LVDS","M-LVDS","3.3","2
4",,"1.5
4","1600
2300",,,"SOIC-8"
"on","时钟及数据分配---驱动器和扇出缓冲器","NB3N201S","NB3N201SDR2G","http://www.onsemi.cn/PowerSolutions/product.do?id=NB3N201SDR2G","http://www.onsemi.com/pub/Collateral/NB3N201S-D.PDF","3.3V Differential Multipoint Low Voltage M-LVDS Driver Receiver","Pb-free
Halide free","Active","3.3V Differential Multipoint Low Voltage M-LVDS Driver Receiver","Signal Driver","1","1:1","M-LVDS","M-LVDS","3.3","2
4",,"1.5
4","1600
2300",,,"SOIC-8"
"on","时钟及数据分配---驱动器和扇出缓冲器","NB3N2304NZ","NB3N2304NZDTG","http://www.onsemi.cn/PowerSolutions/product.do?id=NB3N2304NZDTG","http://www.onsemi.com/pub/Collateral/NB3N2304NZ-D.PDF","Clock / Data Fanout Buffer, 1:4, 3.3 V","Pb-free
Halide free","Active","Clock / Data Fanout Buffer, 1:4, 3.3 V","Buffer","1","1:4","CMOS","CMOS","3.3",,"100","3.5","1500","140",,"DFN-8
TSSOP-8"
"on","时钟及数据分配---驱动器和扇出缓冲器","NB3N2304NZ","NB3N2304NZDTR2G","http://www.onsemi.cn/PowerSolutions/product.do?id=NB3N2304NZDTR2G","http://www.onsemi.com/pub/Collateral/NB3N2304NZ-D.PDF","Clock / Data Fanout Buffer, 1:4, 3.3 V","Pb-free
Halide free","Active","Clock / Data Fanout Buffer, 1:4, 3.3 V","Buffer","1","1:4","CMOS","CMOS","3.3",,"100","3.5","1500","140",,"DFN-8
TSSOP-8"
"on","时钟及数据分配---驱动器和扇出缓冲器","NB3N2304NZ","NB3N2304NZMNR4G","http://www.onsemi.cn/PowerSolutions/product.do?id=NB3N2304NZMNR4G","http://www.onsemi.com/pub/Collateral/NB3N2304NZ-D.PDF","Clock / Data Fanout Buffer, 1:4, 3.3 V","Pb-free
Halide free","Active","Clock / Data Fanout Buffer, 1:4, 3.3 V","Buffer","1","1:4","CMOS","CMOS","3.3",,"100","3.5","1500","140",,"DFN-8
TSSOP-8"
"on","时钟及数据分配---驱动器和扇出缓冲器","NB3N853501E","NB3N853501EDTG","http://www.onsemi.cn/PowerSolutions/product.do?id=NB3N853501EDTG","http://www.onsemi.com/pub/Collateral/NB3N853501E-D.PDF","Input Mux - 2:1, LVTTL / LVCMOS, 3.3 V, Fanout Buffer - 1:4 LVPECL","Pb-free
Halide free","Active","Input Mux - 2:1, LVTTL / LVCMOS, 3.3 V, Fanout Buffer - 1:4 LVPECL","Buffer","1","2:1:4","LVCMOS
LVTTL","LVPECL","3.3","0.062","30",,"700","266",,"TSSOP-20"
"on","时钟及数据分配---驱动器和扇出缓冲器","NB3N853501E","NB3N853501EDTR2G","http://www.onsemi.cn/PowerSolutions/product.do?id=NB3N853501EDTR2G","http://www.onsemi.com/pub/Collateral/NB3N853501E-D.PDF","Input Mux - 2:1, LVTTL / LVCMOS, 3.3 V, Fanout Buffer - 1:4 LVPECL","Pb-free
Halide free","Active","Input Mux - 2:1, LVTTL / LVCMOS, 3.3 V, Fanout Buffer - 1:4 LVPECL","Buffer","1","2:1:4","LVCMOS
LVTTL","LVPECL","3.3","0.062","30",,"700","266",,"TSSOP-20"
"on","时钟及数据分配---驱动器和扇出缓冲器","NB3RL02","NB3RL02FCT2G","http://www.onsemi.cn/PowerSolutions/product.do?id=NB3RL02FCT2G","http://www.onsemi.com/pub/Collateral/NB3RL02-D.PDF","Clock Fanout Buffer, 2-Channel, Low Phase Noise","Pb-free
Halide free","Active","Clock Fanout Buffer, 2-Channel, Low Phase Noise","Buffer","2","1:2","Crystal
Sine Wave
Square Wave","Square Wave","2.5
3.3
5","0.37","500","10
12","5000","26",,"WLCSP-8"
"on","时钟及数据分配---驱动器和扇出缓冲器","NB3U23C","NB3U23CMNTAG","http://www.onsemi.cn/PowerSolutions/product.do?id=NB3U23CMNTAG","http://www.onsemi.com/pub/Collateral/NB3U23C-D.PDF","1.2 V Dual Channel CMOS Buffer / Translator","Pb-free
Halide free","Active","1.2 V Dual Channel CMOS Buffer / Translator","Buffer","2","1:1","CMOS","CMOS","1.2","0.15",,"5","2000",,,"SC-88-6 / SC-70-6 / SOT-363-6
UDFN-6"
"on","时钟及数据分配---驱动器和扇出缓冲器","NB3U23C","NB3U23CSQTCG","http://www.onsemi.cn/PowerSolutions/product.do?id=NB3U23CSQTCG","http://www.onsemi.com/pub/Collateral/NB3U23C-D.PDF","1.2 V Dual Channel CMOS Buffer / Translator","Pb-free
Halide free","Active","1.2 V Dual Channel CMOS Buffer / Translator","Buffer","2","1:1","CMOS","CMOS","1.2","0.15",,"5","2000",,,"SC-88-6 / SC-70-6 / SOT-363-6
UDFN-6"
"on","时钟及数据分配---驱动器和扇出缓冲器","NB3V1103C","NB3V1103CDTR2G","http://www.onsemi.cn/PowerSolutions/product.do?id=NB3V1103CDTR2G","http://www.onsemi.com/pub/Collateral/NB3V1102C-D.PDF","Low Skew Fanout Buffer, 1:3, LVCMOS, 3.3V/2.5V/1.8V","Pb-free
Halide free","ActiveNEW","Low Skew Fanout Buffer, 1:3, LVCMOS, 3.3V/2.5V/1.8V","Buffer","1","1:3","LVCMOS
LVTTL","LVCMOS
LVTTL","1.8
2.5
3.3","<0.2","<65","<3.5","<1200","133
180
250","~NA","TSSOP-8"
"on","时钟及数据分配---驱动器和扇出缓冲器","NB3V1106C","NB3V1106CDTR2G","http://www.onsemi.cn/PowerSolutions/product.do?id=NB3V1106CDTR2G","http://www.onsemi.com/pub/Collateral/NB3V1102C-D.PDF","Low Skew Fanout Buffer, 1:6, LVCMOS, 3.3V/2.5V/1.8V","Pb-free
Halide free","ActiveNEW","Low Skew Fanout Buffer, 1:6, LVCMOS, 3.3V/2.5V/1.8V","Buffer","1","1:6","LVCMOS
LVTTL","LVCMOS
LVTTL","1.8
2.5
3.3","<0.2","<65","<3.5","<1200","133
180
250","~NA","TSSOP-14"
