"brand","Series","Series-2","PartNo","DetailLink","dataSheet","Descrption","Compliance","Status","Description","Type","VM Min (V)","VM Max (V)","VCC Min (V)","VCC Max (V)","IO Max (A)","IO Peak Max (A)","Step Resolution","Control Type","Feedback Method","Current Sense","Regulator Output","Fault Detection","Flyback Protection","RDS(on) Typ (Ω)","Package Type"
"on","驱动器---电机驱动器","LV8402V","LV8402V-TLM-E","http://www.onsemi.cn/PowerSolutions/product.do?id=LV8402V-TLM-E","http://www.onsemi.com/pub/Collateral/ENA1888-D.PDF","2-Channel Forward/Reverse Motor Driver","Pb-free","Active","2-Channel Forward/Reverse Motor Driver","Stepper/ Brush DC","1.5","15","2.8","5.5","1.4","2.5","1
1/2","Parallel",,"None",,"Thermal
UVLO",,"0.75","SSOP-16"
"on","驱动器---电机驱动器","LV8406T","LV8406T-MPB-E","http://www.onsemi.cn/PowerSolutions/product.do?id=LV8406T-MPB-E","http://www.onsemi.com/pub/Collateral/LV8406T-D.PDF","Motor Driver, Forward / Reverse, 2-Channel","Pb-free","Active","Motor Driver, Forward / Reverse, 2-Channel","Stepper/ Brush DC","1.5","16","2.8","5.5","1.4","2.5","1
½","Parallel",,"None",,"Thermal
UVLO",,"0.75","TSSOP-20 / TSSOP-20J"
"on","驱动器---电机驱动器","LV8406T","LV8406T-TLM-E","http://www.onsemi.cn/PowerSolutions/product.do?id=LV8406T-TLM-E","http://www.onsemi.com/pub/Collateral/LV8406T-D.PDF","Motor Driver, Forward / Reverse, 2-Channel","Pb-free","Active","Motor Driver, Forward / Reverse, 2-Channel","Stepper/ Brush DC","1.5","16","2.8","5.5","1.4","2.5","1
½","Parallel",,"None",,"Thermal
UVLO",,"0.75","TSSOP-20 / TSSOP-20J"
"on","驱动器---电机驱动器","LV8413GP","LV8413GP-H","http://www.onsemi.cn/PowerSolutions/product.do?id=LV8413GP-H","http://www.onsemi.com/pub/Collateral/LV8413GP-D.PDF","Motor Driver, H-Bridge x 2-Channel, for DSC and Phone Camera","Pb-free
Halide free","Active","Motor Driver, H-Bridge x 2-Channel, for DSC and Phone Camera","Stepper/ Brush DC","2.5","5.5","2.5","6","0.4","0.6","1
½","Parallel",,"None",,"Thermal
UVLO",,"0.8","VCT-16"
"on","驱动器---电机驱动器","LV8413GP","LV8413GP-TE-L-H","http://www.onsemi.cn/PowerSolutions/product.do?id=LV8413GP-TE-L-H","http://www.onsemi.com/pub/Collateral/LV8413GP-D.PDF","Motor Driver, H-Bridge x 2-Channel, for DSC and Phone Camera","Pb-free
Halide free","Active","Motor Driver, H-Bridge x 2-Channel, for DSC and Phone Camera","Stepper/ Brush DC","2.5","5.5","2.5","6","0.4","0.6","1
½","Parallel",,"None",,"Thermal
UVLO",,"0.8","VCT-16"
"on","驱动器---电机驱动器","LV8415XA","LV8415XA-MH","http://www.onsemi.cn/PowerSolutions/product.do?id=LV8415XA-MH","http://www.onsemi.com/pub/Collateral/ENA2245-D.PDF","Blurring Correction Driver","Pb-free
Halide free","Active","Blurring Correction Driver","Brush DC","2.7","5.5","2.7","5.5","0.35","0.6",,"I2C
Serial",,"None",,"Thermal
UVLO",,"1.2","WLCSP-32"
"on","驱动器---电机驱动器","LV8483CS","LV8483CS-TE-L-H","http://www.onsemi.cn/PowerSolutions/product.do?id=LV8483CS-TE-L-H","-","Composite Channel Lens Driver","Pb-free
Halide free","Active","Composite Channel Lens Driver","Brush DC","2.5","5",,,"0.4",,,"I2C","None","External Resistor","No","Thermal
UVLO","Integrated Active",,"WLCSP-10 / WLP-10J"
"on","驱动器---电机驱动器","LV8498CT","LV8498CT-TE-L-H","http://www.onsemi.cn/PowerSolutions/product.do?id=LV8498CT-TE-L-H","http://www.onsemi.com/pub/Collateral/ENA1625-D.PDF","Motor Driver, Constant Current, Control Voice Coil","Pb-free
Halide free","Active","Motor Driver, Constant Current, Control Voice Coil","Drivers","2.2","5","2.2","5","0.15",,,"I2C",,"Fully Integrated",,"Thermal
UVLO",,"2","WLCSP-6 / WLP-6K"
"on","驱动器---电机驱动器","LV8549MC","LV8549MC-AH","http://www.onsemi.cn/PowerSolutions/product.do?id=LV8549MC-AH","http://www.onsemi.com/pub/Collateral/ENA2039-D.PDF","Stepping Motor Driver, Low Saturation Voltage, 12 V","Pb-free
Halide free","Active","Stepping Motor Driver, Low Saturation Voltage, 12 V","Stepper","4","16","4","16",,"1","1","Parallel",,"None",,"Thermal
UVLO",,"1","SOIC-10 NB"
"on","驱动器---电机驱动器","LV8711T","LV8711T-TLM-H","http://www.onsemi.cn/PowerSolutions/product.do?id=LV8711T-TLM-H","http://www.onsemi.com/pub/Collateral/LV8711T-D.PDF","Stepper Motor Driver, PWM, Constant Current Control","Pb-free
Halide free","Active","Stepper Motor Driver, PWM, Constant Current Control","Stepper/ Brush DC","4","16","2.7","5.5","0.8","1","1
½","Parallel",,"External Resistor",,"Over-Current
Thermal
UVLO",,"1.1","TSSOP-24"
"on","驱动器---电机驱动器","LV8713T","LV8713T-TLM-H","http://www.onsemi.cn/PowerSolutions/product.do?id=LV8713T-TLM-H","http://www.onsemi.com/pub/Collateral/LV8713T-D.PDF","Stepping Motor Driver, PWM, Constant Current Control","Pb-free
Halide free","Active","Stepping Motor Driver, PWM, Constant Current Control","Stepper","4","16","2.7","5.5","0.8","1","1
1/16
1/32
½","Clock",,"External Resistor",,"Over-Current
Thermal
UVLO",,"1.1","TSSOP-24"
"on","驱动器---电机驱动器","LV8716QA","LV8716QA-MH","http://www.onsemi.cn/PowerSolutions/product.do?id=LV8716QA-MH","http://www.onsemi.com/pub/Collateral/ENA2254-D.PDF","Dual H-bridge Motor Driver","Pb-free
Halide free","Active","Dual H-bridge Motor Driver","Stepper/ Brush DC","2.7","10.5","2.7","10.5","1","1.5","1
1/2","Parallel",,"External Resistor",,"Over-Current
Thermal
UVLO",,"1","QFN-16"
"on","驱动器---电机驱动器","LV8727","LV8727-E","http://www.onsemi.cn/PowerSolutions/product.do?id=LV8727-E","http://www.onsemi.com/pub/Collateral/ENA1998-D.PDF","Stepping Motor Driver, PWM, Constant Current Control","Pb-free","Active","Stepping Motor Driver, PWM, Constant Current Control","Stepper","9","45","9","45","4","4.6","1/128
1/16
1/32
1/64
1/8
½","Clock",,"External Resistor",,"Over-Current
Thermal",,"0.4","HZIP-25"
"on","驱动器---电机驱动器","LV8731V","LV8731V-TLM-H","http://www.onsemi.cn/PowerSolutions/product.do?id=LV8731V-TLM-H","http://www.onsemi.com/pub/Collateral/LV8731V-D.PDF","Stepper Motor Driver, PWM, Constant Current Control","Pb-free
Halide free","Active","Stepper Motor Driver, PWM, Constant Current Control","Stepper/ Brush DC","9","32","9","32","2","2.5","1
1/16
¼
½","Clock
Parallel",,"External Resistor",,"Over-Current
Thermal",,"0.55","SSOP-44K EP"
"on","驱动器---电机驱动器","LV8734V","LV8734V-TLM-H","http://www.onsemi.cn/PowerSolutions/product.do?id=LV8734V-TLM-H","http://www.onsemi.com/pub/Collateral/LV8734V-D.PDF","Stepper Motor Driver, PWM, Constant Current Control","Pb-free
Halide free","Active","Stepper Motor Driver, PWM, Constant Current Control","Stepper/ Brush DC","9","32","9","32","1.5","1.75","1
1/8
¼
½","Clock
Parallel",,"External Resistor",,"Over-Current
Thermal",,"0.8","SSOP-44K EP"
"on","驱动器---电机驱动器","LV8736V","LV8736V-TLM-H","http://www.onsemi.cn/PowerSolutions/product.do?id=LV8736V-TLM-H","http://www.onsemi.com/pub/Collateral/LV8736V-D.PDF","Stepper Motor Driver, PWM, Constant Current Control","Pb-free
Halide free","Active","Stepper Motor Driver, PWM, Constant Current Control","Stepper/ Brush DC","9","32","9","32","1","1.5","1
1/8
¼
½","Clock
Parallel",,"External Resistor",,"Over-Current
Thermal
UVLO",,"1.25","SSOP-44K EP"
"on","驱动器---电机驱动器","LV8741V","LV8741V-MPB-E","http://www.onsemi.cn/PowerSolutions/product.do?id=LV8741V-MPB-E","http://www.onsemi.com/pub/Collateral/LV8741V-D.PDF","PWM Current Control Stepper Motor Driver","Pb-free","Active","PWM Current Control Stepper Motor Driver","Stepper/ Brush DC","9.5","35","2.7","5.5","1.5","1.75","1
¼
½","Clock
Parallel",,"External Resistor",,"Over-Current
Thermal
UVLO",,"1","SSOP-44K EP"
"on","驱动器---电机驱动器","LV8741V","LV8741V-TLM-E","http://www.onsemi.cn/PowerSolutions/product.do?id=LV8741V-TLM-E","http://www.onsemi.com/pub/Collateral/LV8741V-D.PDF","PWM Current Control Stepper Motor Driver","Pb-free","Active","PWM Current Control Stepper Motor Driver","Stepper/ Brush DC","9.5","35","2.7","5.5","1.5","1.75","1
¼
½","Clock
Parallel",,"External Resistor",,"Over-Current
Thermal
UVLO",,"1","SSOP-44K EP"
"on","驱动器---电机驱动器","LV8747TA","LV8747TA-NH","http://www.onsemi.cn/PowerSolutions/product.do?id=LV8747TA-NH","http://www.onsemi.com/pub/Collateral/ENA2019-D.PDF","PWM Constant-Current Control Stepping Motor Driver and Switching Regulator Controller","Pb-free
Halide free","Active","PWM Constant-Current Control Stepping Motor Driver and Switching Regulator Controller","Stepper","10","35","10","35","1.5","1.75","1
1/2
1/4","Parallel",,"External Resistor","Yes","Over-Current
Thermal
UVLO",,"1","TQFP-64 / TQFP-64L"
"on","驱动器---电机驱动器","LV8761V","LV8761V-MPB-E","http://www.onsemi.cn/PowerSolutions/product.do?id=LV8761V-MPB-E","http://www.onsemi.com/pub/Collateral/LV8761V-D.PDF","Motor Driver, H-Bridge, Forward / Reverse","Pb-free","Active","Motor Driver, H-Bridge, Forward / Reverse","Brush DC","9","35","3","6","3","4",,"Parallel",,"External Resistor",,"Over-Current
Thermal
UVLO",,"0.52","SSOP-36J EP"
"on","驱动器---电机驱动器","LV8761V","LV8761V-TLM-E","http://www.onsemi.cn/PowerSolutions/product.do?id=LV8761V-TLM-E","http://www.onsemi.com/pub/Collateral/LV8761V-D.PDF","Motor Driver, H-Bridge, Forward / Reverse","Pb-free","Active","Motor Driver, H-Bridge, Forward / Reverse","Brush DC","9","35","3","6","3","4",,"Parallel",,"External Resistor",,"Over-Current
Thermal
UVLO",,"0.52","SSOP-36J EP"
"on","驱动器---电机驱动器","LV8772","LV8772-E","http://www.onsemi.cn/PowerSolutions/product.do?id=LV8772-E","http://www.onsemi.com/pub/Collateral/LV8772.PDF","Stepping Motor Driver, PWM, Constant Current Control","Pb-free","Active","Stepping Motor Driver, PWM, Constant Current Control","Stepper","9","32","9","32","2.5","3","1
1/16
¼
½","Clock",,"External Resistor",,"Over-Current
Thermal
UVLO",,"0.55","PDIP-28 W/ HEAT SPREADER / DIP-28H"
"on","驱动器---电机驱动器","LV8774Q","LV8774Q-AH","http://www.onsemi.cn/PowerSolutions/product.do?id=LV8774Q-AH","http://www.onsemi.com/pub/Collateral/LV8774Q-D.PDF","PWM Constant-Current Control Stepper Motor Driver, PWM Constant-Current Control Stepper Motor Driver","Pb-free","Active","PWM Constant-Current Control Stepper Motor Driver","Stepper/ Brush DC","9","32",,,"2","2.5","1
1/16
1/2
1/4","Clock
Parallel",,"External Resistor",,"Over-Current
Thermal",,"0.55","QFN-44 / VQFN-44L"
"on","驱动器---电机驱动器","LV8804FV","LV8804FV-MPB-H","http://www.onsemi.cn/PowerSolutions/product.do?id=LV8804FV-MPB-H","http://www.onsemi.com/pub/Collateral/LV8804FV-D.PDF","Motor Driver, Sensor Less, Brushless, 3-Phase","Pb-free
Halide free","Active","Motor Driver, Sensor Less, Brushless, 3-Phase","Three-Phase Fan Motor","6","15","6","15",,"1.2",,"DC",,"External Resistor",,"Lock
Over-Current
Thermal",,"1.2","SSOP-20J"
"on","驱动器---电机驱动器","LV8804FV","LV8804FV-TLM-H","http://www.onsemi.cn/PowerSolutions/product.do?id=LV8804FV-TLM-H","http://www.onsemi.com/pub/Collateral/LV8804FV-D.PDF","Motor Driver, Sensor Less, Brushless, 3-Phase","Pb-free
Halide free","Active","Motor Driver, Sensor Less, Brushless, 3-Phase","Three-Phase Fan Motor","6","15","6","15",,"1.2",,"DC",,"External Resistor",,"Lock
Over-Current
Thermal",,"1.2","SSOP-20J"
"on","驱动器---电机驱动器","LV8804FV","LV8804FV-TRM-H","http://www.onsemi.cn/PowerSolutions/product.do?id=LV8804FV-TRM-H","http://www.onsemi.com/pub/Collateral/LV8804FV-D.PDF","Motor Driver, Sensor Less, Brushless, 3-Phase","Pb-free
Halide free","Active","Motor Driver, Sensor Less, Brushless, 3-Phase","Three-Phase Fan Motor","6","15","6","15",,"1.2",,"DC",,"External Resistor",,"Lock
Over-Current
Thermal",,"1.2","SSOP-20J"
"on","驱动器---电机驱动器","LV8805SV","LV8805SV-MPB-H","http://www.onsemi.cn/PowerSolutions/product.do?id=LV8805SV-MPB-H","http://www.onsemi.com/pub/Collateral/LV8805SV-D.PDF","Motor Driver, Sensor Less, Brushless, 3-Phase","Pb-free
Halide free","Active","Motor Driver, Sensor Less, Brushless, 3-Phase","Three-Phase Fan Motor","6","15","6","15",,"1.2",,"PWM",,"External Resistor",,"Lock
Over-Current
Thermal",,"1.2","SSOP-20J"
"on","驱动器---电机驱动器","LV8805SV","LV8805SV-TLM-H","http://www.onsemi.cn/PowerSolutions/product.do?id=LV8805SV-TLM-H","http://www.onsemi.com/pub/Collateral/LV8805SV-D.PDF","Motor Driver, Sensor Less, Brushless, 3-Phase","Pb-free
Halide free","Active","Motor Driver, Sensor Less, Brushless, 3-Phase","Three-Phase Fan Motor","6","15","6","15",,"1.2",,"PWM",,"External Resistor",,"Lock
Over-Current
Thermal",,"1.2","SSOP-20J"
"on","驱动器---电机驱动器","LV8806QA","LV8806QA-MH","http://www.onsemi.cn/PowerSolutions/product.do?id=LV8806QA-MH","http://www.onsemi.com/pub/Collateral/ENA2213-D.PDF","3-phase sensor-less motor driver IC","Pb-free
Halide free","Active","3-phase sensor-less motor driver IC","Brushless DC","2","6","2","6",,"0.7",,"PWM",,"External Resistor",,"Lock
Over-Current
Thermal
UVLO",,"1","UQFN-16"
"on","驱动器---电机驱动器","LV8827LFQA","LV8827LFQA-NH","http://www.onsemi.cn/PowerSolutions/product.do?id=LV8827LFQA-NH","http://www.onsemi.com/pub/Collateral/ENA2058-D.PDF","Three-Phase PWM Brushless Motor Driver","Pb-free
Halide free","Active","Three-Phase PWM Brushless Motor Driver","Brushless DC","8","35","8","35",,"1.5",,"PWM",,"External Resistor",,"Lock
Over-Current
Thermal
UVLO",,"1.14","WQFN-24 / VQFN-24N"
"on","驱动器---电机驱动器","LV8850GA","LV8850GA-AH","http://www.onsemi.cn/PowerSolutions/product.do?id=LV8850GA-AH","http://www.onsemi.com/pub/Collateral/ENA2205-D.PDF","Three-Phase sensorless FAN Motor Pre-Driver","Pb-free
Halide free","Active","Three-Phase sensorless FAN Motor Pre-Driver","Three-Phase Fan Motor",,,"4","16","0.03",,,"DC
PWM",,"External Resistor",,"Lock
Over-Current
Thermal",,"65","TSSOP-36"
"on","驱动器---电机驱动器","LV8862JA","LV8862JA-AH","http://www.onsemi.cn/PowerSolutions/product.do?id=LV8862JA-AH","http://www.onsemi.com/pub/Collateral/LV8862JA-D.PDF","Single-phase FAN Motor Driver","Pb-free
Halide free","Active","Single-phase FAN Motor Driver","Single-Phase Fan Motor",,,"3.6","16","1.5",,,"PWM","None","External Resistor","Yes","Lock
Over-Current
Thermal
UVLO","Integrated Active","0.6","SSOP-16"
"on","驱动器---电机驱动器","MC33033","MC33033DWR2G","http://www.onsemi.cn/PowerSolutions/product.do?id=MC33033DWR2G","http://www.onsemi.com/pub/Collateral/MC33033-D.PDF","Brushless DC Motor Controller, 3-Phase","Pb-free
Halide free","Active","Brushless DC Motor Controller, 3-Phase","Brushless DC","10","40","10","30","0.1","0.1",,,,"External Resistor","Yes",,,,"SOIC-20W"
"on","驱动器---电机驱动器","MC33039","MC33039DR2G","http://www.onsemi.cn/PowerSolutions/product.do?id=MC33039DR2G","http://www.onsemi.com/pub/Collateral/MC33039-D.PDF","Motor Driver, Closed Loop, Brushless","Pb-free
Halide free","Active","Motor Driver, Closed Loop, Brushless","Brushless DC","5.5","7.5","5.5","9","0.02","0.02",,,,"None","No",,,,"SOIC-8"
"on","驱动器---电机驱动器","NCV70501","NCV70501DW002G","http://www.onsemi.cn/PowerSolutions/product.do?id=NCV70501DW002G","http://www.onsemi.com/pub/Collateral/NCV70501-D.PDF","Microstepping Motor Driver for Bipolar Stepper Motors","AEC Qualified
PPAP Capable
Pb-free
Halide free","Active","Microstepping Motor Driver for Bipolar Stepper Motors",,,,,,,"0.3",,"Parallel
SPI","Back EMF/Sensorless","Fully Integrated",,"Open Coil
Over-Current
Thermal
UVLO","Integrated Active",,"SOIC-16"
"on","驱动器---电机驱动器","NCV70501","NCV70501DW002R2G","http://www.onsemi.cn/PowerSolutions/product.do?id=NCV70501DW002R2G","http://www.onsemi.com/pub/Collateral/NCV70501-D.PDF","Microstepping Motor Driver for Bipolar Stepper Motors","AEC Qualified
PPAP Capable
Pb-free
Halide free","Active","Microstepping Motor Driver for Bipolar Stepper Motors",,,,,,,"0.3",,"Parallel
SPI","Back EMF/Sensorless","Fully Integrated",,"Open Coil
Over-Current
Thermal
UVLO","Integrated Active",,"SOIC-16"
"on","驱动器---电机驱动器","NCV70521","NCV70521MN003G","http://www.onsemi.cn/PowerSolutions/product.do?id=NCV70521MN003G","http://www.onsemi.com/pub/Collateral/AMIS-30521-D.PDF","SPI Stepper Motor Driver","AEC Qualified
PPAP Capable
Pb-free
Halide free","Active","SPI Stepper Motor Driver","Stepper",,,"6","40","1.5",,,,,,,,,,"NQFP-32"
"on","驱动器---电机驱动器","NCV70521","NCV70521MN003R2G","http://www.onsemi.cn/PowerSolutions/product.do?id=NCV70521MN003R2G","http://www.onsemi.com/pub/Collateral/AMIS-30521-D.PDF","SPI Stepper Motor Driver","AEC Qualified
PPAP Capable
Pb-free
Halide free","Active","SPI Stepper Motor Driver","Stepper",,,"6","40","1.5",,,,,,,,,,"NQFP-32"
"on","驱动器---电机驱动器","NCV70522DQ","NCV70522DQ004G","http://www.onsemi.cn/PowerSolutions/product.do?id=NCV70522DQ004G","http://www.onsemi.com/pub/Collateral/NCV70522DQ-D.PDF","SPI Stepper Driver with Voltage Regulator","AEC Qualified
PPAP Capable
Pb-free
Halide free","Active","SPI Stepper Driver with Voltage Regulator",,,,,,,,,,,,,,,,"SSOP-36 EP"
"on","驱动器---电机驱动器","NCV70522DQ","NCV70522DQ004R2G","http://www.onsemi.cn/PowerSolutions/product.do?id=NCV70522DQ004R2G","http://www.onsemi.com/pub/Collateral/NCV70522DQ-D.PDF","SPI Stepper Driver with Voltage Regulator","AEC Qualified
PPAP Capable
Pb-free
Halide free","Active","SPI Stepper Driver with Voltage Regulator",,,,,,,,,,,,,,,,"SSOP-36 EP"
"on","驱动器---电机驱动器","NCV7702B","NCV7702BDWR2G","http://www.onsemi.cn/PowerSolutions/product.do?id=NCV7702BDWR2G","http://www.onsemi.com/pub/Collateral/NCV7702B-D.PDF","Motor Driver, Dual H-Bridge, 1.0 A","AEC Qualified
PPAP Capable
Pb-free
Halide free","Active","Motor Driver, Dual H-Bridge, 1.0 A",,"7","30","7","16","0.001","1.6",,"Parallel",,,"No","Over-Current
Thermal",,,"SOIC-24"
"on","驱动器---电机驱动器","NCV7707","NCV7707DQR2G","http://www.onsemi.cn/PowerSolutions/product.do?id=NCV7707DQR2G","http://www.onsemi.com/pub/Collateral/NCV7707-D.PDF","Door Module Driver","AEC Qualified
PPAP Capable
Pb-free
Halide free","Active","Door Module Driver",,,,,,,,,,,,,,,,"SSOP-36 EP"
"on","驱动器---电机驱动器","NCV7718","NCV7718DPR2G","http://www.onsemi.cn/PowerSolutions/product.do?id=NCV7718DPR2G","http://www.onsemi.com/pub/Collateral/NCV7718-D.PDF","Hex Half-Bridge Driver","AEC Qualified
PPAP Capable
Pb-free","Active","Hex Half-Bridge Driver",,,,,,,,,"SPI",,,,"Open Coil
Over-Current
Thermal
UVLO","Integrated Active",,"SSOP-24"
"on","驱动器---电机驱动器","NCV7719","NCV7719DQR2G","http://www.onsemi.cn/PowerSolutions/product.do?id=NCV7719DQR2G","http://www.onsemi.com/pub/Collateral/NCV7719-D.PDF","Octal Half-Bridge Driver","AEC Qualified
PPAP Capable
Pb-free
Halide free","Active","Octal Half-Bridge Driver",,,,,,,"0.55",,"SPI",,,,"Open Coil
Over-Current
Thermal
UVLO","Integrated Active",,"SSOP-24 NB EP"
"on","驱动器---电机驱动器","NCV7728","NCV7728DPR2G","http://www.onsemi.cn/PowerSolutions/product.do?id=NCV7728DPR2G","http://www.onsemi.com/pub/Collateral/NCV7728-D.PDF","Hex Half-Bridge Driver","AEC Qualified
PPAP Capable
Pb-free
Halide free","Active","Hex Half-Bridge Driver",,"5.5","28","3.15","5.25","0.8","0.55",,"SPI","None",,,"Over-Current","Integrated Active",,"SSOP-24"
"on","驱动器---电机驱动器","SS30","SS30-TE-L-E","http://www.onsemi.cn/PowerSolutions/product.do?id=SS30-TE-L-E","http://www.onsemi.com/pub/Collateral/ENA1878-D.PDF","Three-Phase All Wave Sensor-less Motor Driver for Notebook PC","Pb-free","Active","Three-Phase All Wave Sensor-less Motor Driver for Notebook PC","Three-Phase Fan Motor","2.2","6","2.2","6","0.7",,,"PWM",,"External Resistor",,"Lock
Over-Current
Thermal",,"1.2","VCT-20"
"on","驱动器---电机驱动器","STK531U394A-E","STK531U394A-E","http://www.onsemi.cn/PowerSolutions/product.do?id=STK531U394A-E","http://www.onsemi.com/pub/Collateral/STK531U394A-E-D.PDF","Inverter IPM for 3-phase Motor Drive","Pb-free","Active","Inverter IPM for 3-phase Motor Drive","Inverter",,"600",,"20","15","30",,"PWM","None","Fully Integrated",,"Over-Current
Thermal
UVLO",,,"SIP-29"
"on","驱动器---电机驱动器","STK534U362C-E","STK534U362C-E","http://www.onsemi.cn/PowerSolutions/product.do?id=STK534U362C-E","http://www.onsemi.com/pub/Collateral/ENA2345-D.PDF","Inverter IPM for 3-phase Motor Drive","Pb-free","Active","Inverter IPM for 3-phase Motor Drive","Inverter","-","600","-","20","10","20",,"PWM","None","External Resistor","No","Over-Current
Thermal
UVLO","External",,"SIP-29"
"on","驱动器---电机驱动器","STK541UC62K-E","STK541UC62K-E","http://www.onsemi.cn/PowerSolutions/product.do?id=STK541UC62K-E","http://www.onsemi.com/pub/Collateral/ENA2355-D.PDF","Inverter IPM for 3-phase Motor Drive","Pb-free","Active","Inverter IPM for 3-phase Motor Drive","Inverter",,"600",,"20","10","20",,"PWM","None","Fully Integrated","No","Over-Current
Thermal
UVLO",,,"SIP-23"
"on","驱动器---电机驱动器","STK551U362A-E","STK551U362A-E","http://www.onsemi.cn/PowerSolutions/product.do?id=STK551U362A-E","http://www.onsemi.com/pub/Collateral/ENA2210-D.PDF","Intelligent Power Module for 3-Phase Motor Driver","Pb-free","Active","Intelligent Power Module for 3-Phase Motor Driver","Inverter","-","600","-","20","10","20",,"PWM","None","Fully Integrated","No","Over-Current
Thermal
UVLO","External",,"SIP-29"
"on","驱动器---电机驱动器","STK551U3A2A-E","STK551U3A2A-E","http://www.onsemi.cn/PowerSolutions/product.do?id=STK551U3A2A-E","http://www.onsemi.com/pub/Collateral/ENA2216-D.PDF","Intelligent Power Module for 3-Phase Motor Driver","Pb-free","Active","Intelligent Power Module for 3-Phase Motor Driver","Inverter","-","600","-0.3","20","20","40",,"PWM","None","Fully Integrated","No","Over-Current
Thermal
UVLO","External",,"SIP-29"
"on","驱动器---电机驱动器","STK554U362C-E","STK554U362C-E","http://www.onsemi.cn/PowerSolutions/product.do?id=STK554U362C-E","http://www.onsemi.com/pub/Collateral/ENA2215-D.PDF","Intelligent Power Module for 3-Phase Motor Driver","Pb-free","Active","Intelligent Power Module for 3-Phase Motor Driver","Inverter","-","600","-","20","10","20",,"PWM","None","External Resistor","No","Over-Current
Thermal
UVLO","External",,"SIP-29"
"on","驱动器---电机驱动器","STK57FU391A-E","STK57FU391A-E","http://www.onsemi.cn/PowerSolutions/product.do?id=STK57FU391A-E","http://www.onsemi.com/pub/Collateral/ENA2240-D.PDF","PFC Converter + Inverter IPM for 3-phase Motor Drive","Pb-free","Active","PFC Converter + Inverter IPM for 3-phase Motor Drive","PFC + Inverter","-","600","-","20","15","30",,"PWM","None","External Resistor","No","Over-Current
Thermal
UVLO","External",,"SIP-35 / SIP-2A"
"on","驱动器---电机驱动器","STK5C4U332J-E","STK5C4U332J-E","http://www.onsemi.cn/PowerSolutions/product.do?id=STK5C4U332J-E","http://www.onsemi.com/pub/Collateral/STK5C4U332J-E-D.PDF","Inverter IPM for 3-phase Motor Drive","Pb-free","Active","Inverter IPM for 3-phase Motor Drive","Inverter","-","600","-","20","3","6",,"PWM","None","External Resistor","No","Over-Current
UVLO","External",,"HYBRID INTEGRATED MODULE / DIP-S"
"on","驱动器---电机驱动器","STK5F1U3C3D-E","STK5F1U3C3D-E","http://www.onsemi.cn/PowerSolutions/product.do?id=STK5F1U3C3D-E","http://www.onsemi.com/pub/Collateral/STK5F1U3C3D-E-D.PDF","Intelligent Power Module for 3-Phase Motor Driver","Pb-free","Active","Intelligent Power Module for 3-Phase Motor Driver","Inverter","-","600","-0.3","20","30","49",,"PWM","None","Fully Integrated","No","Over-Current
UVLO","External",,"Hybrid Integrated Module"
"on","驱动器---电机驱动器","STK5F1U3E3D-E","STK5F1U3E3D-E","http://www.onsemi.cn/PowerSolutions/product.do?id=STK5F1U3E3D-E","http://www.onsemi.com/pub/Collateral/STK5F1U3E3D-E-D.PDF","Intelligent Power Module for 3-Phase Motor Driver","Pb-free","Active","Intelligent Power Module for 3-Phase Motor Driver","Inverter","-","600","-0.3","20","50","76",,"PWM","None","Fully Integrated","No","Over-Current
UVLO","External",,"Hybrid Integrated Module"
"on","驱动器---电机驱动器","STK5F4U3E2D-E","STK5F4U3E2D-E","http://www.onsemi.cn/PowerSolutions/product.do?id=STK5F4U3E2D-E","http://www.onsemi.com/pub/Collateral/ENA2230-D.PDF","Intelligent Power Module for 3-Phase Motor Driver, 3-Phase Inverter Hybrid IC","Pb-free","Active","Intelligent Power Module for 3-Phase Motor Driver","Inverter","-","600","-","20","50","100",,"PWM","None","External resistor","No","Over-Current
Thermal
UVLO","External",,"Hybrid Integrated Module"
"on","驱动器---电机驱动器","STK5Q4U362J-E","STK5Q4U362J-E","http://www.onsemi.cn/PowerSolutions/product.do?id=STK5Q4U362J-E","http://www.onsemi.com/pub/Collateral/STK5Q4U362J-E-D.PDF","Inverter IPM for 3-phase Motor Drive","Pb-free","ActiveNEW","Inverter IPM for 3-phase Motor Drive","Inverter","-","600","-","20","10","20",,"None","None","External Resistor","No","Over-Current
Thermal
UVLO","External",,"MODULE SPCM24 29.6x18.2 DIP S3"
"on","驱动器---电机驱动器","STK672-432AN-E","STK672-432AN-E","http://www.onsemi.cn/PowerSolutions/product.do?id=STK672-432AN-E","http://www.onsemi.com/pub/Collateral/ENA2295-D.PDF","Unipolar 2-Phase Micro Stepper Motor Driver, Unipolar 2-Phase Micro Stepper Motor Driver","Pb-free","Active","Unipolar 2-Phase Micro Stepper Motor Driver","Stepper","10","52","4.75","5.25","2.5","10","1/16","Clock","None","Fully Integrated","No","Over-Current
Thermal
UVLO",,,"SIP-19"
"on","驱动器---电机驱动器","STK672-440AN-E","STK672-440AN-E","http://www.onsemi.cn/PowerSolutions/product.do?id=STK672-440AN-E","http://www.onsemi.com/pub/Collateral/ENA2272-D.PDF","Unipolar 2-phase Stepper Motor Driver","Pb-free","Active","Unipolar 2-phase Stepper Motor Driver","Stepper","10","52","4.75","5.25","3.5","20","1/16","Clock","None","Fully Integrated","No","Over-Current
Thermal
UVLO",,,"SIP-19"
