"brand","Series","Series-2","PartNo","DetailLink","dataSheet","Descrption","Compliance","Status","Description","Interface","Number of Lines","Direction","C Max (pF)","V(BR) Min (V)","VRWM Max (V)","IR Max (uA)","PPK Max (W)","Package Type"
"on","ESD及EMI保护二极管及滤波器---ESD保护二极管及阵列","ESD7002","ESD7002WTT1G","http://www.onsemi.cn/PowerSolutions/product.do?id=ESD7002WTT1G","http://www.onsemi.com/pub/Collateral/ESD7002-D.PDF","Low Capacitance ESD Protection for High Speed, Low Capacitance ESD Protection Diode for High Speed Data Line","AEC Qualified
Pb-free
Halide free
PPAP Capable","Active","Low Capacitance ESD Protection for High Speed","USB 3.0","2","Unidirectional","0.5","16.5","16","1","-","SC-70-3 / SOT-323-3"
"on","ESD及EMI保护二极管及滤波器---ESD保护二极管及阵列","ESD7002","SZESD7002WTT1G","http://www.onsemi.cn/PowerSolutions/product.do?id=SZESD7002WTT1G","http://www.onsemi.com/pub/Collateral/ESD7002-D.PDF","Low Capacitance ESD Protection for High Speed, Low Capacitance ESD Protection Diode for High Speed Data Line (PPAP)","AEC Qualified
Pb-free
Halide free
PPAP Capable","Active","Low Capacitance ESD Protection for High Speed","USB 3.0","2","Unidirectional","0.5","16.5","16","1","-","SC-70-3 / SOT-323-3"
"on","ESD及EMI保护二极管及滤波器---ESD保护二极管及阵列","ESD7008","ESD7008MUTAG","http://www.onsemi.cn/PowerSolutions/product.do?id=ESD7008MUTAG","http://www.onsemi.com/pub/Collateral/ESD7008-D.PDF","ESD Protection Diode, High Speed Data, Low Capacitance","AEC Qualified
Pb-free
Halide free
PPAP Capable","Active","ESD Protection Diode, High Speed Data, Low Capacitance","HDMI 1.3/1.4
USB 3.0","8","Bidirectional","0.15","5.5","5","1","-","UDFN-18"
"on","ESD及EMI保护二极管及滤波器---ESD保护二极管及阵列","ESD7008","SZESD7008MUTAG","http://www.onsemi.cn/PowerSolutions/product.do?id=SZESD7008MUTAG","http://www.onsemi.com/pub/Collateral/ESD7008-D.PDF","ESD Protection Diode, High Speed Data, Low Capacitance","AEC Qualified
Pb-free
Halide free
PPAP Capable","Active","ESD Protection Diode, High Speed Data, Low Capacitance","HDMI 1.3/1.4
USB 3.0","8","Bidirectional","0.15","5.5","5","1","-","UDFN-18"
"on","ESD及EMI保护二极管及滤波器---ESD保护二极管及阵列","ESD7104","ESD7104MUTAG","http://www.onsemi.cn/PowerSolutions/product.do?id=ESD7104MUTAG","http://www.onsemi.com/pub/Collateral/ESD7104-D.PDF","ESD Protection, Low Capacitance, High Speed Data","AEC Qualified
Pb-free
Halide free","Active","ESD Protection, Low Capacitance, High Speed Data","eSATA 2.0
HDMI 1.3/1.4
USB 3.0","4","Bidirectional","0.35","5.5","5","1","21.3","UDFN-10"
"on","ESD及EMI保护二极管及滤波器---ESD保护二极管及阵列","ESD7181","ESD7181MUT5G","http://www.onsemi.cn/PowerSolutions/product.do?id=ESD7181MUT5G","http://www.onsemi.com/pub/Collateral/ESD7181MU-D.PDF","20V ESD Protection, Low Capacitance TVS","AEC Qualified
Pb-free
Halide free","Active","20V ESD Protection","RF Signal ESD Protection","1","Bidirectional","0.6","20.5","18.5","0.05","-","X3DFN-2"
"on","ESD及EMI保护二极管及滤波器---ESD保护二极管及阵列","ESD7361","ESD7361HT1G","http://www.onsemi.cn/PowerSolutions/product.do?id=ESD7361HT1G","http://www.onsemi.com/pub/Collateral/ESD7361-D.PDF","16V (Vz min) Low Capacitance ESD Protection Diode for High Speed Data Line, 16V Uni-Directional TVS in SOD-323","AEC Qualified
Pb-free
Halide free
PPAP Capable","Active","16V (Vz min) Low Capacitance ESD Protection Diode for High Speed Data Line","USB 3.0","1","Unidirectional","0.55","16.5","16","0.1","-","SOD-323
SOD-523-2
SOD-923-2"
"on","ESD及EMI保护二极管及滤波器---ESD保护二极管及阵列","ESD7361","ESD7361P2T5G","http://www.onsemi.cn/PowerSolutions/product.do?id=ESD7361P2T5G","http://www.onsemi.com/pub/Collateral/ESD7361-D.PDF","16V (Vz min) Low Capacitance ESD Protection Diode for High Speed Data Line, 16V Uni-Directional TVS in SOD-923","AEC Qualified
Pb-free
Halide free
PPAP Capable","Active","16V (Vz min) Low Capacitance ESD Protection Diode for High Speed Data Line","USB 3.0","1","Unidirectional","0.55","16.5","16","0.1","-","SOD-323
SOD-523-2
SOD-923-2"
"on","ESD及EMI保护二极管及滤波器---ESD保护二极管及阵列","ESD7361","ESD7361XV2T1G","http://www.onsemi.cn/PowerSolutions/product.do?id=ESD7361XV2T1G","http://www.onsemi.com/pub/Collateral/ESD7361-D.PDF","16V (Vz min) Low Capacitance ESD Protection Diode for High Speed Data Line, 16V Uni-Directional TVS in SOD-523","AEC Qualified
Pb-free
Halide free
PPAP Capable","Active","16V (Vz min) Low Capacitance ESD Protection Diode for High Speed Data Line","USB 3.0","1","Unidirectional","0.55","16.5","16","0.1","-","SOD-323
SOD-523-2
SOD-923-2"
"on","ESD及EMI保护二极管及滤波器---ESD保护二极管及阵列","ESD7361","SZESD7361HT1G","http://www.onsemi.cn/PowerSolutions/product.do?id=SZESD7361HT1G","http://www.onsemi.com/pub/Collateral/ESD7361-D.PDF","16V (Vz min) Low Capacitance ESD Protection Diode for High Speed Data Line, 16V Uni-Directional TVS in SOD-323 AECQ101","AEC Qualified
Pb-free
Halide free
PPAP Capable","Active","16V (Vz min) Low Capacitance ESD Protection Diode for High Speed Data Line","USB 3.0","1","Unidirectional","0.55","16.5","16","0.1","-","SOD-323
SOD-523-2
SOD-923-2"
"on","ESD及EMI保护二极管及滤波器---ESD保护二极管及阵列","ESD7361","SZESD7361P2T5G","http://www.onsemi.cn/PowerSolutions/product.do?id=SZESD7361P2T5G","http://www.onsemi.com/pub/Collateral/ESD7361-D.PDF","16V (Vz min) Low Capacitance ESD Protection Diode for High Speed Data Line, 16V Uni-Directional TVS in SOD-923 AECQ101","AEC Qualified
Pb-free
Halide free
PPAP Capable","Active","16V (Vz min) Low Capacitance ESD Protection Diode for High Speed Data Line","USB 3.0","1","Unidirectional","0.55","16.5","16","0.1","-","SOD-323
SOD-523-2
SOD-923-2"
"on","ESD及EMI保护二极管及滤波器---ESD保护二极管及阵列","ESD7361","SZESD7361XV2T1G","http://www.onsemi.cn/PowerSolutions/product.do?id=SZESD7361XV2T1G","http://www.onsemi.com/pub/Collateral/ESD7361-D.PDF","16V (Vz min) Low Capacitance ESD Protection Diode for High Speed Data Line, 16V Uni-Directional TVS n SOD-523 AECQ101","AEC Qualified
Pb-free
Halide free
PPAP Capable","Active","16V (Vz min) Low Capacitance ESD Protection Diode for High Speed Data Line","USB 3.0","1","Unidirectional","0.55","16.5","16","0.1","-","SOD-323
SOD-523-2
SOD-923-2"
"on","ESD及EMI保护二极管及滤波器---ESD保护二极管及阵列","ESD7381","ESD7381MUT5G","http://www.onsemi.cn/PowerSolutions/product.do?id=ESD7381MUT5G","http://www.onsemi.com/pub/Collateral/ESD7381-D.PDF","ESD Protection Diodes, Low Capacitance, Unidirectional, ESDLC3 Low Cap unidirectional ESD protection in 0201 DFN","AEC Qualified
Pb-free
Halide free","Active","ESD Protection Diodes, Low Capacitance, Unidirectional","General I/O
HDMI 1.3/1.4
USB 3.0","1","Unidirectional","0.55","5","3.3","0.05","27","X3DFN-2"
"on","ESD及EMI保护二极管及滤波器---ESD保护二极管及阵列","ESD7421","SZESD7421N2T5G","http://www.onsemi.cn/PowerSolutions/product.do?id=SZESD7421N2T5G","http://www.onsemi.com/pub/Collateral/ESD7421-D.PDF","ESD Protection Diodes, 10V / 16V Transient Voltage Suppressors","AEC Qualified
PPAP Capable
Pb-free
Halide free","Active","ESD Protection Diodes","USB 2.0
USB 3.0","1","Bidirectional","0.6","10.5","10","0.5","0.3","XDFN-2"
"on","ESD及EMI保护二极管及滤波器---ESD保护二极管及阵列","ESD7461","ESD7461N2T5G","http://www.onsemi.cn/PowerSolutions/product.do?id=ESD7461N2T5G","http://www.onsemi.com/pub/Collateral/ESD7461-D.PDF","Ultra-Low Capacitance ESD Protection, Ultra-Low Capacitance ESD Protection","AEC Qualified
Pb-free
Halide free
PPAP Capable","Active","Ultra-Low Capacitance ESD Protection","USB 3.0","1","Bidirectional","0.55","16.5","16","0.1","-","XDFN-2"
"on","ESD及EMI保护二极管及滤波器---ESD保护二极管及阵列","ESD7461","SZESD7461N2T5G","http://www.onsemi.cn/PowerSolutions/product.do?id=SZESD7461N2T5G","http://www.onsemi.com/pub/Collateral/ESD7461-D.PDF","Ultra-Low Capacitance ESD Protection, Ultra-Low Capacitance ESD Protection","AEC Qualified
Pb-free
Halide free
PPAP Capable","Active","Ultra-Low Capacitance ESD Protection","USB 3.0","1","Bidirectional","0.55","16.5","16","0.1","-","XDFN-2"
"on","ESD及EMI保护二极管及滤波器---ESD保护二极管及阵列","ESD7481","ESD7481MUT5G","http://www.onsemi.cn/PowerSolutions/product.do?id=ESD7481MUT5G","http://www.onsemi.com/pub/Collateral/ESD7481-D.PDF","ESD Protection Diodes, Low Capacitance, Bidirectional, ESDLC3 Low Cap bi-directional ESD protection in 0201 DFN","AEC Qualified
Pb-free
Halide free
PPAP Capable","Active","ESD Protection Diodes, Low Capacitance, Bidirectional","General I/O
HDMI 1.3/1.4
USB 3.0","1","Bidirectional","0.4","5","3.3","0.05","35","X3DFN-2"
"on","ESD及EMI保护二极管及滤波器---ESD保护二极管及阵列","ESD7481","SZESD7481MUT5G","http://www.onsemi.cn/PowerSolutions/product.do?id=SZESD7481MUT5G","http://www.onsemi.com/pub/Collateral/ESD7481-D.PDF","ESD Protection Diodes, Low Capacitance, Bidirectional","AEC Qualified
Pb-free
Halide free
PPAP Capable","Active","ESD Protection Diodes, Low Capacitance, Bidirectional","General I/O
HDMI 1.3/1.4
USB 3.0","1","Bidirectional","0.4","5","3.3","0.05","35","X3DFN-2"
"on","ESD及EMI保护二极管及滤波器---ESD保护二极管及阵列","ESD7504","ESD7504MUTAG","http://www.onsemi.cn/PowerSolutions/product.do?id=ESD7504MUTAG","http://www.onsemi.com/pub/Collateral/ESD7504-D.PDF","Transient Voltage Suppressor, USB3.0 ESD Protection Array","Pb-free
Halide free","Active","Transient Voltage Suppressor, USB3.0 ESD Protection Array","Display Port
eSATA 3.0","4","Unidirectional","0.55","4","3.3","1","-","UDFN-10"
"on","ESD及EMI保护二极管及滤波器---ESD保护二极管及阵列","ESD7951","ESD7951ST5G","http://www.onsemi.cn/PowerSolutions/product.do?id=ESD7951ST5G","http://www.onsemi.com/pub/Collateral/ESD7951S-D.PDF","ESD Protection Diode, Low Leakage, Fast Response Time, with Clamping Capability","AEC Qualified
Pb-free
Halide free
PPAP Capable","Active","ESD Protection Diode, Low Leakage, Fast Response Time, with Clamping Capability","USB 2.0","1","Bidirectional","0.5","5.4","5","1","7.2","SOD-923-2"
"on","ESD及EMI保护二极管及滤波器---ESD保护二极管及阵列","ESD7951","SZESD7951ST5G","http://www.onsemi.cn/PowerSolutions/product.do?id=SZESD7951ST5G","http://www.onsemi.com/pub/Collateral/ESD7951S-D.PDF","ESD Protection Diode, Low Leakage, Fast Response Time, with Clamping Capability","AEC Qualified
Pb-free
Halide free
PPAP Capable","Active","ESD Protection Diode, Low Leakage, Fast Response Time, with Clamping Capability","USB 2.0","1","Bidirectional","0.5","5.4","5","1","7.2","SOD-923-2"
"on","ESD及EMI保护二极管及滤波器---ESD保护二极管及阵列","ESD7L","ESD7L5.0DT5G","http://www.onsemi.cn/PowerSolutions/product.do?id=ESD7L5.0DT5G","http://www.onsemi.com/pub/Collateral/ESD7L-D.PDF","ESD Protection Diode, Low Leakage, Fast Response Time, with Clamping Capability","AEC Qualified
Pb-free
Halide free","Active","ESD Protection Diode, Low Leakage, Fast Response Time, with Clamping Capability","DVI
eSATA 2.0
USB 2.0
USB 3.0","2","Unidirectional","0.9","5.4","5","1","12","SOT-723-3"
"on","ESD及EMI保护二极管及滤波器---ESD保护二极管及阵列","ESD8004","ESD8004MUTAG","http://www.onsemi.cn/PowerSolutions/product.do?id=ESD8004MUTAG","http://www.onsemi.com/pub/Collateral/ESD8004-D.PDF","ESD Protection Array, USB 3.0","AEC Qualified
Pb-free
Halide free
PPAP Capable","Active","ESD Protection Array, USB 3.0 ","Display Port
eSATA 3.0
USB 3.0
USB 3.1","4","Unidirectional","0.35","5.5","3.3","1","-","UDFN-10"
"on","ESD及EMI保护二极管及滤波器---ESD保护二极管及阵列","ESD8004","SZESD8004MUTAG","http://www.onsemi.cn/PowerSolutions/product.do?id=SZESD8004MUTAG","http://www.onsemi.com/pub/Collateral/ESD8004-D.PDF","ESD Protection Array, USB 3.0","AEC Qualified
Pb-free
Halide free
PPAP Capable","Active","ESD Protection Array, USB 3.0 ","Display Port
eSATA 3.0
USB 3.0
USB 3.1","4","Unidirectional","0.35","5.5","3.3","1","-","UDFN-10"
"on","ESD及EMI保护二极管及滤波器---ESD保护二极管及阵列","ESD8008","ESD8008MUTAG","http://www.onsemi.cn/PowerSolutions/product.do?id=ESD8008MUTAG","http://www.onsemi.com/pub/Collateral/ESD8008-D.PDF","ESD Protection Array, V-by-One HS","AEC Qualified
Pb-free
Halide free
PPAP Capable","Active","ESD Protection Array, V-by-One HS","Display Port","8","Unidirectional","0.3","5.5","3.3","0.5","-","UDFN-14"
"on","ESD及EMI保护二极管及滤波器---ESD保护二极管及阵列","ESD8008","SZESD8008MUTAG","http://www.onsemi.cn/PowerSolutions/product.do?id=SZESD8008MUTAG","http://www.onsemi.com/pub/Collateral/ESD8008-D.PDF","ESD Protection Array, V-by-One HS","AEC Qualified
Pb-free
Halide free
PPAP Capable","Active","ESD Protection Array, V-by-One HS","Display Port","8","Unidirectional","0.3","5.5","3.3","0.5","-","UDFN-14"
