"brand","Series","Series-2","PartNo","DetailLink","dataSheet","Descrption","Compliance","Status","Description","Voltages Monitored","VCC Max (V)","V(TO) Typ (V)","IQ Typ (microA)","Reset Active State","Reset Timer","Manual Reset","Watchdog Timer","Package Type"
"on","电压和电流管理---电压监测器","NCP301","NCP301LSN39T1G","http://www.onsemi.cn/PowerSolutions/product.do?id=NCP301LSN39T1G","http://www.onsemi.com/pub/Collateral/NCP300-D.PDF","Voltage Detector Series with Open Drain N-Channel Output, 3.9 V, Reset Low","Pb-free
Halide free
AEC Qualified
PPAP Capable","Active","Voltage Detector Series with Open Drain N-Channel Output","1","10","0.9
1
1.1
1.2
1.6
1.8
2
2.2
2.4
2.5
2.6
2.7
2.8
3
3.1
3.2
3.3
3.4
3.6
3.9
4
4.2
4.5
4.6
4.7","0.5","High
Low","No","No","No","TSOP-5 / SOT-23-5"
"on","电压和电流管理---电压监测器","NCP301","NCP301LSN40T1G","http://www.onsemi.cn/PowerSolutions/product.do?id=NCP301LSN40T1G","http://www.onsemi.com/pub/Collateral/NCP300-D.PDF","Voltage Detector Series with Open Drain N-Channel Output, 4.0 V, Reset Low","Pb-free
Halide free
AEC Qualified
PPAP Capable","Active","Voltage Detector Series with Open Drain N-Channel Output","1","10","0.9
1
1.1
1.2
1.6
1.8
2
2.2
2.4
2.5
2.6
2.7
2.8
3
3.1
3.2
3.3
3.4
3.6
3.9
4
4.2
4.5
4.6
4.7","0.5","High
Low","No","No","No","TSOP-5 / SOT-23-5"
"on","电压和电流管理---电压监测器","NCP301","NCP301LSN42T1G","http://www.onsemi.cn/PowerSolutions/product.do?id=NCP301LSN42T1G","http://www.onsemi.com/pub/Collateral/NCP300-D.PDF","Voltage Detector Series with Open Drain N-Channel Output, 4.2 V, Reset Low","Pb-free
Halide free
AEC Qualified
PPAP Capable","Active","Voltage Detector Series with Open Drain N-Channel Output","1","10","0.9
1
1.1
1.2
1.6
1.8
2
2.2
2.4
2.5
2.6
2.7
2.8
3
3.1
3.2
3.3
3.4
3.6
3.9
4
4.2
4.5
4.6
4.7","0.5","High
Low","No","No","No","TSOP-5 / SOT-23-5"
"on","电压和电流管理---电压监测器","NCP301","NCP301LSN45T1G","http://www.onsemi.cn/PowerSolutions/product.do?id=NCP301LSN45T1G","http://www.onsemi.com/pub/Collateral/NCP300-D.PDF","Voltage Detector Series with Open Drain N-Channel Output, 4.5 V, Reset Low","Pb-free
Halide free
AEC Qualified
PPAP Capable","Active","Voltage Detector Series with Open Drain N-Channel Output","1","10","0.9
1
1.1
1.2
1.6
1.8
2
2.2
2.4
2.5
2.6
2.7
2.8
3
3.1
3.2
3.3
3.4
3.6
3.9
4
4.2
4.5
4.6
4.7","0.5","High
Low","No","No","No","TSOP-5 / SOT-23-5"
"on","电压和电流管理---电压监测器","NCP301","NCP301LSN46T1G","http://www.onsemi.cn/PowerSolutions/product.do?id=NCP301LSN46T1G","http://www.onsemi.com/pub/Collateral/NCP300-D.PDF","Voltage Detector Series with Open Drain N-Channel Output, 4.6 V, Reset Low","Pb-free
Halide free
AEC Qualified
PPAP Capable","Active","Voltage Detector Series with Open Drain N-Channel Output","1","10","0.9
1
1.1
1.2
1.6
1.8
2
2.2
2.4
2.5
2.6
2.7
2.8
3
3.1
3.2
3.3
3.4
3.6
3.9
4
4.2
4.5
4.6
4.7","0.5","High
Low","No","No","No","TSOP-5 / SOT-23-5"
"on","电压和电流管理---电压监测器","NCP301","NCP301LSN47T1G","http://www.onsemi.cn/PowerSolutions/product.do?id=NCP301LSN47T1G","http://www.onsemi.com/pub/Collateral/NCP300-D.PDF","Voltage Detector Series with Open Drain N-Channel Output, 4.7 V, Reset Low","Pb-free
Halide free
AEC Qualified
PPAP Capable","Active","Voltage Detector Series with Open Drain N-Channel Output","1","10","0.9
1
1.1
1.2
1.6
1.8
2
2.2
2.4
2.5
2.6
2.7
2.8
3
3.1
3.2
3.3
3.4
3.6
3.9
4
4.2
4.5
4.6
4.7","0.5","High
Low","No","No","No","TSOP-5 / SOT-23-5"
"on","电压和电流管理---电压监测器","NCP301","NCV301LSN30T1G","http://www.onsemi.cn/PowerSolutions/product.do?id=NCV301LSN30T1G","http://www.onsemi.com/pub/Collateral/NCP300-D.PDF","Voltage Detector Series with Open Drain N-Channel Output, 3.0V, Reset Low, Auto","Pb-free
Halide free
AEC Qualified
PPAP Capable","Active","Voltage Detector Series with Open Drain N-Channel Output","1","10","0.9
1
1.1
1.2
1.6
1.8
2
2.2
2.4
2.5
2.6
2.7
2.8
3
3.1
3.2
3.3
3.4
3.6
3.9
4
4.2
4.5
4.6
4.7","0.5","High
Low","No","No","No","TSOP-5 / SOT-23-5"
"on","电压和电流管理---电压监测器","NCP303","NCP303LSN09T1G","http://www.onsemi.cn/PowerSolutions/product.do?id=NCP303LSN09T1G","http://www.onsemi.com/pub/Collateral/NCP302-D.PDF","Voltage Detector Series with Programmable Delay and Open Drain N-Channel Output, 0.9 V, Reset Low","Pb-free
Halide free
PPAP Capable
AEC Qualified","Active","Voltage Detector Series with Programmable Delay and Open Drain N-Channel Output","1","10","0.9
1
1.1
1.3
1.4
1.5
1.6
1.7
1.8
2
2.2
2.3
2.4
2.5
2.6
2.7
2.8
2.9
3
3.1
3.2
3.3
3.4
3.6
3.8
4
4.2
4.4
4.5
4.6
4.8
4.9","0.5","Low","No","No","No","TSOP-5 / SOT-23-5"
"on","电压和电流管理---电压监测器","NCP303","NCP303LSN09T2G","http://www.onsemi.cn/PowerSolutions/product.do?id=NCP303LSN09T2G","http://www.onsemi.com/pub/Collateral/NCP302-D.PDF","Voltage Detector Series with Programmable Delay and Open Drain N-Channel Output, NCP303LSN09 in T2 T&R Orientation","Pb-free
Halide free
PPAP Capable
AEC Qualified","Active","Voltage Detector Series with Programmable Delay and Open Drain N-Channel Output","1","10","0.9
1
1.1
1.3
1.4
1.5
1.6
1.7
1.8
2
2.2
2.3
2.4
2.5
2.6
2.7
2.8
2.9
3
3.1
3.2
3.3
3.4
3.6
3.8
4
4.2
4.4
4.5
4.6
4.8
4.9","0.5","Low","No","No","No","TSOP-5 / SOT-23-5"
"on","电压和电流管理---电压监测器","NCP303","NCP303LSN10T1G","http://www.onsemi.cn/PowerSolutions/product.do?id=NCP303LSN10T1G","http://www.onsemi.com/pub/Collateral/NCP302-D.PDF","Voltage Detector Series with Programmable Delay and Open Drain N-Channel Output, 1.0 V, Reset Low","Pb-free
Halide free
PPAP Capable
AEC Qualified","Active","Voltage Detector Series with Programmable Delay and Open Drain N-Channel Output","1","10","0.9
1
1.1
1.3
1.4
1.5
1.6
1.7
1.8
2
2.2
2.3
2.4
2.5
2.6
2.7
2.8
2.9
3
3.1
3.2
3.3
3.4
3.6
3.8
4
4.2
4.4
4.5
4.6
4.8
4.9","0.5","Low","No","No","No","TSOP-5 / SOT-23-5"
"on","电压和电流管理---电压监测器","NCP303","NCP303LSN11T1G","http://www.onsemi.cn/PowerSolutions/product.do?id=NCP303LSN11T1G","http://www.onsemi.com/pub/Collateral/NCP302-D.PDF","Voltage Detector Series with Programmable Delay and Open Drain N-Channel Output, 1.1 V, Reset Low","Pb-free
Halide free
PPAP Capable
AEC Qualified","Active","Voltage Detector Series with Programmable Delay and Open Drain N-Channel Output","1","10","0.9
1
1.1
1.3
1.4
1.5
1.6
1.7
1.8
2
2.2
2.3
2.4
2.5
2.6
2.7
2.8
2.9
3
3.1
3.2
3.3
3.4
3.6
3.8
4
4.2
4.4
4.5
4.6
4.8
4.9","0.5","Low","No","No","No","TSOP-5 / SOT-23-5"
"on","电压和电流管理---电压监测器","NCP303","NCP303LSN13T1G","http://www.onsemi.cn/PowerSolutions/product.do?id=NCP303LSN13T1G","http://www.onsemi.com/pub/Collateral/NCP302-D.PDF","Voltage Detector Series with Programmable Delay and Open Drain N-Channel Output, 1.3 V, Reset Low","Pb-free
Halide free
PPAP Capable
AEC Qualified","Active","Voltage Detector Series with Programmable Delay and Open Drain N-Channel Output","1","10","0.9
1
1.1
1.3
1.4
1.5
1.6
1.7
1.8
2
2.2
2.3
2.4
2.5
2.6
2.7
2.8
2.9
3
3.1
3.2
3.3
3.4
3.6
3.8
4
4.2
4.4
4.5
4.6
4.8
4.9","0.5","Low","No","No","No","TSOP-5 / SOT-23-5"
"on","电压和电流管理---电压监测器","NCP303","NCP303LSN14T1G","http://www.onsemi.cn/PowerSolutions/product.do?id=NCP303LSN14T1G","http://www.onsemi.com/pub/Collateral/NCP302-D.PDF","Voltage Detector Series with Programmable Delay and Open Drain N-Channel Output, 1.4 V, Reset Low","Pb-free
Halide free
PPAP Capable
AEC Qualified","Active","Voltage Detector Series with Programmable Delay and Open Drain N-Channel Output","1","10","0.9
1
1.1
1.3
1.4
1.5
1.6
1.7
1.8
2
2.2
2.3
2.4
2.5
2.6
2.7
2.8
2.9
3
3.1
3.2
3.3
3.4
3.6
3.8
4
4.2
4.4
4.5
4.6
4.8
4.9","0.5","Low","No","No","No","TSOP-5 / SOT-23-5"
"on","电压和电流管理---电压监测器","NCP303","NCP303LSN15T1G","http://www.onsemi.cn/PowerSolutions/product.do?id=NCP303LSN15T1G","http://www.onsemi.com/pub/Collateral/NCP302-D.PDF","Voltage Detector Series with Programmable Delay and Open Drain N-Channel Output, 1.5 V, Reset Low","Pb-free
Halide free
PPAP Capable
AEC Qualified","Active","Voltage Detector Series with Programmable Delay and Open Drain N-Channel Output","1","10","0.9
1
1.1
1.3
1.4
1.5
1.6
1.7
1.8
2
2.2
2.3
2.4
2.5
2.6
2.7
2.8
2.9
3
3.1
3.2
3.3
3.4
3.6
3.8
4
4.2
4.4
4.5
4.6
4.8
4.9","0.5","Low","No","No","No","TSOP-5 / SOT-23-5"
"on","电压和电流管理---电压监测器","NCP303","NCP303LSN16T1G","http://www.onsemi.cn/PowerSolutions/product.do?id=NCP303LSN16T1G","http://www.onsemi.com/pub/Collateral/NCP302-D.PDF","Voltage Detector Series with Programmable Delay and Open Drain N-Channel Output, 1.6 V, Reset Low","Pb-free
Halide free
PPAP Capable
AEC Qualified","Active","Voltage Detector Series with Programmable Delay and Open Drain N-Channel Output","1","10","0.9
1
1.1
1.3
1.4
1.5
1.6
1.7
1.8
2
2.2
2.3
2.4
2.5
2.6
2.7
2.8
2.9
3
3.1
3.2
3.3
3.4
3.6
3.8
4
4.2
4.4
4.5
4.6
4.8
4.9","0.5","Low","No","No","No","TSOP-5 / SOT-23-5"
"on","电压和电流管理---电压监测器","NCP303","NCP303LSN17T1G","http://www.onsemi.cn/PowerSolutions/product.do?id=NCP303LSN17T1G","http://www.onsemi.com/pub/Collateral/NCP302-D.PDF","Voltage Detector Series with Programmable Delay and Open Drain N-Channel Output, 1.7 V, Reset Low","Pb-free
Halide free
PPAP Capable
AEC Qualified","Active","Voltage Detector Series with Programmable Delay and Open Drain N-Channel Output","1","10","0.9
1
1.1
1.3
1.4
1.5
1.6
1.7
1.8
2
2.2
2.3
2.4
2.5
2.6
2.7
2.8
2.9
3
3.1
3.2
3.3
3.4
3.6
3.8
4
4.2
4.4
4.5
4.6
4.8
4.9","0.5","Low","No","No","No","TSOP-5 / SOT-23-5"
"on","电压和电流管理---电压监测器","NCP303","NCP303LSN18T1G","http://www.onsemi.cn/PowerSolutions/product.do?id=NCP303LSN18T1G","http://www.onsemi.com/pub/Collateral/NCP302-D.PDF","Voltage Detector Series with Programmable Delay and Open Drain N-Channel Output, 1.8 V, Reset Low","Pb-free
Halide free
PPAP Capable
AEC Qualified","Active","Voltage Detector Series with Programmable Delay and Open Drain N-Channel Output","1","10","0.9
1
1.1
1.3
1.4
1.5
1.6
1.7
1.8
2
2.2
2.3
2.4
2.5
2.6
2.7
2.8
2.9
3
3.1
3.2
3.3
3.4
3.6
3.8
4
4.2
4.4
4.5
4.6
4.8
4.9","0.5","Low","No","No","No","TSOP-5 / SOT-23-5"
"on","电压和电流管理---电压监测器","NCP303","NCP303LSN20T1G","http://www.onsemi.cn/PowerSolutions/product.do?id=NCP303LSN20T1G","http://www.onsemi.com/pub/Collateral/NCP302-D.PDF","Voltage Detector Series with Programmable Delay and Open Drain N-Channel Output, 2.0 V, Reset Low","Pb-free
Halide free
PPAP Capable
AEC Qualified","Active","Voltage Detector Series with Programmable Delay and Open Drain N-Channel Output","1","10","0.9
1
1.1
1.3
1.4
1.5
1.6
1.7
1.8
2
2.2
2.3
2.4
2.5
2.6
2.7
2.8
2.9
3
3.1
3.2
3.3
3.4
3.6
3.8
4
4.2
4.4
4.5
4.6
4.8
4.9","0.5","Low","No","No","No","TSOP-5 / SOT-23-5"
"on","电压和电流管理---电压监测器","NCP303","NCP303LSN22T1G","http://www.onsemi.cn/PowerSolutions/product.do?id=NCP303LSN22T1G","http://www.onsemi.com/pub/Collateral/NCP302-D.PDF","Voltage Detector Series with Programmable Delay and Open Drain N-Channel Output, 2.2 V, Reset Low","Pb-free
Halide free
PPAP Capable
AEC Qualified","Active","Voltage Detector Series with Programmable Delay and Open Drain N-Channel Output","1","10","0.9
1
1.1
1.3
1.4
1.5
1.6
1.7
1.8
2
2.2
2.3
2.4
2.5
2.6
2.7
2.8
2.9
3
3.1
3.2
3.3
3.4
3.6
3.8
4
4.2
4.4
4.5
4.6
4.8
4.9","0.5","Low","No","No","No","TSOP-5 / SOT-23-5"
"on","电压和电流管理---电压监测器","NCP303","NCP303LSN23T1G","http://www.onsemi.cn/PowerSolutions/product.do?id=NCP303LSN23T1G","http://www.onsemi.com/pub/Collateral/NCP302-D.PDF","Voltage Detector Series with Programmable Delay and Open Drain N-Channel Output, 2.3 V, Reset Low","Pb-free
Halide free
PPAP Capable
AEC Qualified","Active","Voltage Detector Series with Programmable Delay and Open Drain N-Channel Output","1","10","0.9
1
1.1
1.3
1.4
1.5
1.6
1.7
1.8
2
2.2
2.3
2.4
2.5
2.6
2.7
2.8
2.9
3
3.1
3.2
3.3
3.4
3.6
3.8
4
4.2
4.4
4.5
4.6
4.8
4.9","0.5","Low","No","No","No","TSOP-5 / SOT-23-5"
"on","电压和电流管理---电压监测器","NCP303","NCP303LSN24T1G","http://www.onsemi.cn/PowerSolutions/product.do?id=NCP303LSN24T1G","http://www.onsemi.com/pub/Collateral/NCP302-D.PDF","Voltage Detector Series with Programmable Delay and Open Drain N-Channel Output, 2.4 V, Reset Low","Pb-free
Halide free
PPAP Capable
AEC Qualified","Active","Voltage Detector Series with Programmable Delay and Open Drain N-Channel Output","1","10","0.9
1
1.1
1.3
1.4
1.5
1.6
1.7
1.8
2
2.2
2.3
2.4
2.5
2.6
2.7
2.8
2.9
3
3.1
3.2
3.3
3.4
3.6
3.8
4
4.2
4.4
4.5
4.6
4.8
4.9","0.5","Low","No","No","No","TSOP-5 / SOT-23-5"
"on","电压和电流管理---电压监测器","NCP303","NCP303LSN25T1G","http://www.onsemi.cn/PowerSolutions/product.do?id=NCP303LSN25T1G","http://www.onsemi.com/pub/Collateral/NCP302-D.PDF","Voltage Detector Series with Programmable Delay and Open Drain N-Channel Output, 2.5 V, Reset Low","Pb-free
Halide free
PPAP Capable
AEC Qualified","Active","Voltage Detector Series with Programmable Delay and Open Drain N-Channel Output","1","10","0.9
1
1.1
1.3
1.4
1.5
1.6
1.7
1.8
2
2.2
2.3
2.4
2.5
2.6
2.7
2.8
2.9
3
3.1
3.2
3.3
3.4
3.6
3.8
4
4.2
4.4
4.5
4.6
4.8
4.9","0.5","Low","No","No","No","TSOP-5 / SOT-23-5"
"on","电压和电流管理---电压监测器","NCP303","NCP303LSN26T1G","http://www.onsemi.cn/PowerSolutions/product.do?id=NCP303LSN26T1G","http://www.onsemi.com/pub/Collateral/NCP302-D.PDF","Voltage Detector Series with Programmable Delay and Open Drain N-Channel Output, 2.6 V, Reset Low","Pb-free
Halide free
PPAP Capable
AEC Qualified","Active","Voltage Detector Series with Programmable Delay and Open Drain N-Channel Output","1","10","0.9
1
1.1
1.3
1.4
1.5
1.6
1.7
1.8
2
2.2
2.3
2.4
2.5
2.6
2.7
2.8
2.9
3
3.1
3.2
3.3
3.4
3.6
3.8
4
4.2
4.4
4.5
4.6
4.8
4.9","0.5","Low","No","No","No","TSOP-5 / SOT-23-5"
"on","电压和电流管理---电压监测器","NCP303","NCP303LSN27T1G","http://www.onsemi.cn/PowerSolutions/product.do?id=NCP303LSN27T1G","http://www.onsemi.com/pub/Collateral/NCP302-D.PDF","Voltage Detector Series with Programmable Delay and Open Drain N-Channel Output, 2.7 V, Reset Low","Pb-free
Halide free
PPAP Capable
AEC Qualified","Active","Voltage Detector Series with Programmable Delay and Open Drain N-Channel Output","1","10","0.9
1
1.1
1.3
1.4
1.5
1.6
1.7
1.8
2
2.2
2.3
2.4
2.5
2.6
2.7
2.8
2.9
3
3.1
3.2
3.3
3.4
3.6
3.8
4
4.2
4.4
4.5
4.6
4.8
4.9","0.5","Low","No","No","No","TSOP-5 / SOT-23-5"
"on","电压和电流管理---电压监测器","NCP303","NCP303LSN28T1G","http://www.onsemi.cn/PowerSolutions/product.do?id=NCP303LSN28T1G","http://www.onsemi.com/pub/Collateral/NCP302-D.PDF","Voltage Detector Series with Programmable Delay and Open Drain N-Channel Output, 2.8 V, Reset Low","Pb-free
Halide free
PPAP Capable
AEC Qualified","Active","Voltage Detector Series with Programmable Delay and Open Drain N-Channel Output","1","10","0.9
1
1.1
1.3
1.4
1.5
1.6
1.7
1.8
2
2.2
2.3
2.4
2.5
2.6
2.7
2.8
2.9
3
3.1
3.2
3.3
3.4
3.6
3.8
4
4.2
4.4
4.5
4.6
4.8
4.9","0.5","Low","No","No","No","TSOP-5 / SOT-23-5"
"on","电压和电流管理---电压监测器","NCP303","NCP303LSN29T1G","http://www.onsemi.cn/PowerSolutions/product.do?id=NCP303LSN29T1G","http://www.onsemi.com/pub/Collateral/NCP302-D.PDF","Voltage Detector Series with Programmable Delay and Open Drain N-Channel Output, 2.9 V, Reset Low","Pb-free
Halide free
PPAP Capable
AEC Qualified","Active","Voltage Detector Series with Programmable Delay and Open Drain N-Channel Output","1","10","0.9
1
1.1
1.3
1.4
1.5
1.6
1.7
1.8
2
2.2
2.3
2.4
2.5
2.6
2.7
2.8
2.9
3
3.1
3.2
3.3
3.4
3.6
3.8
4
4.2
4.4
4.5
4.6
4.8
4.9","0.5","Low","No","No","No","TSOP-5 / SOT-23-5"
