"brand","Series","Series-2","PartNo","DetailLink","dataSheet","Descrption","Compliance","Status","Description","Type","Channels","VCC Min (V)","VCC Max (V)","tpd Max (ns)","IO Max (mA)","Package Type"
"on","标准逻辑---逻辑门","MC74HCT14A","NLV74HCT14ADTR2G","http://www.onsemi.cn/PowerSolutions/product.do?id=NLV74HCT14ADTR2G","http://www.onsemi.com/pub/Collateral/MC74HCT14A-D.PDF","Hex Inverter with Schmitt Trigger Input","Pb-free
Halide free
AEC Qualified
PPAP Capable","Active","Hex Inverter with Schmitt Trigger Input","Inverter","6","4.5","5.5","32","4","SOIC-14
TSSOP-14"
"on","标准逻辑---逻辑门","MC74HCT259A","MC74HCT259ADG","http://www.onsemi.cn/PowerSolutions/product.do?id=MC74HCT259ADG","http://www.onsemi.com/pub/Collateral/MC74HCT259A-D.PDF","8-Bit Addressable Latch 1-of-8 Decoder","Pb-free
Halide free","Active","8-Bit Addressable Latch 1-of-8 Decoder","Coder/Decoder","1","4.5","5.5","42","5.2","SOIC-16
TSSOP-16"
"on","标准逻辑---逻辑门","MC74HCT259A","MC74HCT259ADR2G","http://www.onsemi.cn/PowerSolutions/product.do?id=MC74HCT259ADR2G","http://www.onsemi.com/pub/Collateral/MC74HCT259A-D.PDF","8-Bit Addressable Latch 1-of-8 Decoder","Pb-free
Halide free","Active","8-Bit Addressable Latch 1-of-8 Decoder","Coder/Decoder","1","4.5","5.5","42","5.2","SOIC-16
TSSOP-16"
"on","标准逻辑---逻辑门","MC74HCT259A","MC74HCT259ADTG","http://www.onsemi.cn/PowerSolutions/product.do?id=MC74HCT259ADTG","http://www.onsemi.com/pub/Collateral/MC74HCT259A-D.PDF","8-Bit Addressable Latch 1-of-8 Decoder","Pb-free
Halide free","Active","8-Bit Addressable Latch 1-of-8 Decoder","Coder/Decoder","1","4.5","5.5","42","5.2","SOIC-16
TSSOP-16"
"on","标准逻辑---逻辑门","MC74HCT259A","MC74HCT259ADTR2G","http://www.onsemi.cn/PowerSolutions/product.do?id=MC74HCT259ADTR2G","http://www.onsemi.com/pub/Collateral/MC74HCT259A-D.PDF","8-Bit Addressable Latch 1-of-8 Decoder","Pb-free
Halide free","Active","8-Bit Addressable Latch 1-of-8 Decoder","Coder/Decoder","1","4.5","5.5","42","5.2","SOIC-16
TSSOP-16"
"on","标准逻辑---逻辑门","MC74HCT365A","MC74HCT365ADG","http://www.onsemi.cn/PowerSolutions/product.do?id=MC74HCT365ADG","http://www.onsemi.com/pub/Collateral/MC74HCT365A-D.PDF","Hex buffer/line driver, 3-state, TTL","Pb-free
Halide free","Active","Hex buffer/line driver, 3-state, TTL","Buffer","6","4.5","5.5","12","6","SOIC-16
TSSOP-16"
"on","标准逻辑---逻辑门","MC74HCT365A","MC74HCT365ADR2G","http://www.onsemi.cn/PowerSolutions/product.do?id=MC74HCT365ADR2G","http://www.onsemi.com/pub/Collateral/MC74HCT365A-D.PDF","Hex buffer/line driver, 3-state, TTL","Pb-free
Halide free","Active","Hex buffer/line driver, 3-state, TTL","Buffer","6","4.5","5.5","12","6","SOIC-16
TSSOP-16"
"on","标准逻辑---逻辑门","MC74HCT365A","MC74HCT365ADTG","http://www.onsemi.cn/PowerSolutions/product.do?id=MC74HCT365ADTG","http://www.onsemi.com/pub/Collateral/MC74HCT365A-D.PDF","Hex buffer/line driver, 3-state, TTL","Pb-free
Halide free","Active","Hex buffer/line driver, 3-state, TTL","Buffer","6","4.5","5.5","12","6","SOIC-16
TSSOP-16"
"on","标准逻辑---逻辑门","MC74HCT365A","MC74HCT365ADTR2G","http://www.onsemi.cn/PowerSolutions/product.do?id=MC74HCT365ADTR2G","http://www.onsemi.com/pub/Collateral/MC74HCT365A-D.PDF","Hex buffer/line driver, 3-state, TTL","Pb-free
Halide free","Active","Hex buffer/line driver, 3-state, TTL","Buffer","6","4.5","5.5","12","6","SOIC-16
TSSOP-16"
"on","标准逻辑---逻辑门","MC74HCT86A","MC74HCT86ADG","http://www.onsemi.cn/PowerSolutions/product.do?id=MC74HCT86ADG","http://www.onsemi.com/pub/Collateral/MC74HCT86A-D.PDF","Quad 2-Input Exclusive OR Gate with LSTTL Compatible Inputs","Pb-free
Halide free","Active","Quad 2-Input Exclusive OR Gate with LSTTL Compatible Inputs","XOR","4","2","6","17","4","SOIC-14
TSSOP-14"
"on","标准逻辑---逻辑门","MC74HCT86A","MC74HCT86ADR2G","http://www.onsemi.cn/PowerSolutions/product.do?id=MC74HCT86ADR2G","http://www.onsemi.com/pub/Collateral/MC74HCT86A-D.PDF","Quad 2-Input Exclusive OR Gate with LSTTL Compatible Inputs","Pb-free
Halide free","Active","Quad 2-Input Exclusive OR Gate with LSTTL Compatible Inputs","XOR","4","2","6","17","4","SOIC-14
TSSOP-14"
"on","标准逻辑---逻辑门","MC74HCT86A","MC74HCT86ADTR2G","http://www.onsemi.cn/PowerSolutions/product.do?id=MC74HCT86ADTR2G","http://www.onsemi.com/pub/Collateral/MC74HCT86A-D.PDF","Quad 2-Input Exclusive OR Gate with LSTTL Compatible Inputs","Pb-free
Halide free","Active","Quad 2-Input Exclusive OR Gate with LSTTL Compatible Inputs","XOR","4","2","6","17","4","SOIC-14
TSSOP-14"
"on","标准逻辑---逻辑门","MC74LCX00","MC74LCX00DG","http://www.onsemi.cn/PowerSolutions/product.do?id=MC74LCX00DG","http://www.onsemi.com/pub/Collateral/MC74LCX00-D.PDF","Low Voltage CMOS Quad 2-Input NAND Gate","Pb-free
Halide free
AEC Qualified
PPAP Capable","Active","Low Voltage CMOS Quad 2-Input NAND Gate","NAND","4","2","3.6","5.2","24","SOIC-14
TSSOP-14"
"on","标准逻辑---逻辑门","MC74LCX00","MC74LCX00DR2G","http://www.onsemi.cn/PowerSolutions/product.do?id=MC74LCX00DR2G","http://www.onsemi.com/pub/Collateral/MC74LCX00-D.PDF","Low Voltage CMOS Quad 2-Input NAND Gate","Pb-free
Halide free
AEC Qualified
PPAP Capable","Active","Low Voltage CMOS Quad 2-Input NAND Gate","NAND","4","2","3.6","5.2","24","SOIC-14
TSSOP-14"
"on","标准逻辑---逻辑门","MC74LCX00","MC74LCX00DTG","http://www.onsemi.cn/PowerSolutions/product.do?id=MC74LCX00DTG","http://www.onsemi.com/pub/Collateral/MC74LCX00-D.PDF","Low Voltage CMOS Quad 2-Input NAND Gate","Pb-free
Halide free
AEC Qualified
PPAP Capable","Active","Low Voltage CMOS Quad 2-Input NAND Gate","NAND","4","2","3.6","5.2","24","SOIC-14
TSSOP-14"
"on","标准逻辑---逻辑门","MC74LCX00","MC74LCX00DTR2G","http://www.onsemi.cn/PowerSolutions/product.do?id=MC74LCX00DTR2G","http://www.onsemi.com/pub/Collateral/MC74LCX00-D.PDF","Low Voltage CMOS Quad 2-Input NAND Gate","Pb-free
Halide free
AEC Qualified
PPAP Capable","Active","Low Voltage CMOS Quad 2-Input NAND Gate","NAND","4","2","3.6","5.2","24","SOIC-14
TSSOP-14"
"on","标准逻辑---逻辑门","MC74LCX00","NLV74LCX00DTR2G","http://www.onsemi.cn/PowerSolutions/product.do?id=NLV74LCX00DTR2G","http://www.onsemi.com/pub/Collateral/MC74LCX00-D.PDF","Low Voltage CMOS Quad 2-Input NAND Gate","Pb-free
Halide free
AEC Qualified
PPAP Capable","Active","Low Voltage CMOS Quad 2-Input NAND Gate","NAND","4","2","3.6","5.2","24","SOIC-14
TSSOP-14"
"on","标准逻辑---逻辑门","MC74LCX04","MC74LCX04DG","http://www.onsemi.cn/PowerSolutions/product.do?id=MC74LCX04DG","http://www.onsemi.com/pub/Collateral/MC74LCX04-D.PDF","Low Voltage CMOS Hex Inverter","Pb-free
Halide free
AEC Qualified
PPAP Capable","Active","Low Voltage CMOS Hex Inverter","Inverter","6","2","3.6","5.2","24","SOIC-14
TSSOP-14"
"on","标准逻辑---逻辑门","MC74LCX04","MC74LCX04DR2G","http://www.onsemi.cn/PowerSolutions/product.do?id=MC74LCX04DR2G","http://www.onsemi.com/pub/Collateral/MC74LCX04-D.PDF","Low Voltage CMOS Hex Inverter","Pb-free
Halide free
AEC Qualified
PPAP Capable","Active","Low Voltage CMOS Hex Inverter","Inverter","6","2","3.6","5.2","24","SOIC-14
TSSOP-14"
"on","标准逻辑---逻辑门","MC74LCX04","MC74LCX04DTG","http://www.onsemi.cn/PowerSolutions/product.do?id=MC74LCX04DTG","http://www.onsemi.com/pub/Collateral/MC74LCX04-D.PDF","Low Voltage CMOS Hex Inverter","Pb-free
Halide free
AEC Qualified
PPAP Capable","Active","Low Voltage CMOS Hex Inverter","Inverter","6","2","3.6","5.2","24","SOIC-14
TSSOP-14"
"on","标准逻辑---逻辑门","MC74LCX04","MC74LCX04DTR2G","http://www.onsemi.cn/PowerSolutions/product.do?id=MC74LCX04DTR2G","http://www.onsemi.com/pub/Collateral/MC74LCX04-D.PDF","Low Voltage CMOS Hex Inverter","Pb-free
Halide free
AEC Qualified
PPAP Capable","Active","Low Voltage CMOS Hex Inverter","Inverter","6","2","3.6","5.2","24","SOIC-14
TSSOP-14"
"on","标准逻辑---逻辑门","MC74LCX04","NLV74LCX04DTR2G","http://www.onsemi.cn/PowerSolutions/product.do?id=NLV74LCX04DTR2G","http://www.onsemi.com/pub/Collateral/MC74LCX04-D.PDF","Low Voltage CMOS Hex Inverter","Pb-free
Halide free
AEC Qualified
PPAP Capable","Active","Low Voltage CMOS Hex Inverter","Inverter","6","2","3.6","5.2","24","SOIC-14
TSSOP-14"
"on","标准逻辑---逻辑门","MC74LCX14","MC74LCX14DG","http://www.onsemi.cn/PowerSolutions/product.do?id=MC74LCX14DG","http://www.onsemi.com/pub/Collateral/MC74LCX14-D.PDF","Low Voltage CMOS Hex Inverter with 5.0 V-Tolerant Input and Schmitt Trigger Input","Pb-free
Halide free","Active","Low Voltage CMOS Hex Inverter with 5.0 V-Tolerant Input and Schmitt Trigger Input","Inverter","6","2","3.6","6.5","24","SOIC-14
TSSOP-14"
"on","标准逻辑---逻辑门","MC74LCX14","MC74LCX14DR2G","http://www.onsemi.cn/PowerSolutions/product.do?id=MC74LCX14DR2G","http://www.onsemi.com/pub/Collateral/MC74LCX14-D.PDF","Low Voltage CMOS Hex Inverter with 5.0 V-Tolerant Input and Schmitt Trigger Input","Pb-free
Halide free","Active","Low Voltage CMOS Hex Inverter with 5.0 V-Tolerant Input and Schmitt Trigger Input","Inverter","6","2","3.6","6.5","24","SOIC-14
TSSOP-14"
"on","标准逻辑---逻辑门","MC74LCX14","MC74LCX14DTG","http://www.onsemi.cn/PowerSolutions/product.do?id=MC74LCX14DTG","http://www.onsemi.com/pub/Collateral/MC74LCX14-D.PDF","Low Voltage CMOS Hex Inverter with 5.0 V-Tolerant Input and Schmitt Trigger Input","Pb-free
Halide free","Active","Low Voltage CMOS Hex Inverter with 5.0 V-Tolerant Input and Schmitt Trigger Input","Inverter","6","2","3.6","6.5","24","SOIC-14
TSSOP-14"
"on","标准逻辑---逻辑门","MC74LCX14","MC74LCX14DTR2G","http://www.onsemi.cn/PowerSolutions/product.do?id=MC74LCX14DTR2G","http://www.onsemi.com/pub/Collateral/MC74LCX14-D.PDF","Low Voltage CMOS Hex Inverter with 5.0 V-Tolerant Input and Schmitt Trigger Input","Pb-free
Halide free","Active","Low Voltage CMOS Hex Inverter with 5.0 V-Tolerant Input and Schmitt Trigger Input","Inverter","6","2","3.6","6.5","24","SOIC-14
TSSOP-14"
"on","标准逻辑---逻辑门","MC74LCX86","MC74LCX86DR2G","http://www.onsemi.cn/PowerSolutions/product.do?id=MC74LCX86DR2G","http://www.onsemi.com/pub/Collateral/MC74LCX86-D.PDF","Low Voltage CMOS Quad 2-Input XOR Gate","Pb-free
Halide free","Active","Low Voltage CMOS Quad 2-Input XOR Gate","XOR","4","2","3.6","6.5","24","SOIC-14
TSSOP-14"
"on","标准逻辑---逻辑门","MC74LCX86","MC74LCX86DTR2G","http://www.onsemi.cn/PowerSolutions/product.do?id=MC74LCX86DTR2G","http://www.onsemi.com/pub/Collateral/MC74LCX86-D.PDF","Low Voltage CMOS Quad 2-Input XOR Gate","Pb-free
Halide free","Active","Low Voltage CMOS Quad 2-Input XOR Gate","XOR","4","2","3.6","6.5","24","SOIC-14
TSSOP-14"
"on","标准逻辑---逻辑门","MC74LVX00","MC74LVX00DR2G","http://www.onsemi.cn/PowerSolutions/product.do?id=MC74LVX00DR2G","http://www.onsemi.com/pub/Collateral/MC74LVX00-D.PDF","Quad 2-Input NAND Gate","Pb-free
Halide free","Active","Quad 2-Input NAND Gate","NAND","4","2","3.6","9.7","4","SOIC-14
TSSOP-14"
"on","标准逻辑---逻辑门","MC74LVX00","MC74LVX00DTR2G","http://www.onsemi.cn/PowerSolutions/product.do?id=MC74LVX00DTR2G","http://www.onsemi.com/pub/Collateral/MC74LVX00-D.PDF","Quad 2-Input NAND Gate","Pb-free
Halide free","Active","Quad 2-Input NAND Gate","NAND","4","2","3.6","9.7","4","SOIC-14
TSSOP-14"
"on","标准逻辑---逻辑门","MC74LVX04","MC74LVX04DR2G","http://www.onsemi.cn/PowerSolutions/product.do?id=MC74LVX04DR2G","http://www.onsemi.com/pub/Collateral/MC74LVX04-D.PDF","Hex Inverter","Pb-free
Halide free","Active","Hex Inverter","Inverter","6","2","3.6","9.7","4","SOIC-14
TSSOP-14"
"on","标准逻辑---逻辑门","MC74LVX04","MC74LVX04DTR2G","http://www.onsemi.cn/PowerSolutions/product.do?id=MC74LVX04DTR2G","http://www.onsemi.com/pub/Collateral/MC74LVX04-D.PDF","Hex Inverter","Pb-free
Halide free","Active","Hex Inverter","Inverter","6","2","3.6","9.7","4","SOIC-14
TSSOP-14"
"on","标准逻辑---逻辑门","MC74LVX132","MC74LVX132DR2G","http://www.onsemi.cn/PowerSolutions/product.do?id=MC74LVX132DR2G","http://www.onsemi.com/pub/Collateral/MC74LVX132-D.PDF","Quad 2-Input NAND Gate with Schmitt Trigger Input","Pb-free
Halide free","Active","Quad 2-Input NAND Gate with Schmitt Trigger Input","NAND","4","2","3.6","15.4","4","SOIC-14
TSSOP-14"
"on","标准逻辑---逻辑门","MC74LVX132","MC74LVX132DTG","http://www.onsemi.cn/PowerSolutions/product.do?id=MC74LVX132DTG","http://www.onsemi.com/pub/Collateral/MC74LVX132-D.PDF","Quad 2-Input NAND Gate with Schmitt Trigger Input","Pb-free
Halide free","Active","Quad 2-Input NAND Gate with Schmitt Trigger Input","NAND","4","2","3.6","15.4","4","SOIC-14
TSSOP-14"
"on","标准逻辑---逻辑门","MC74LVX132","MC74LVX132DTR2G","http://www.onsemi.cn/PowerSolutions/product.do?id=MC74LVX132DTR2G","http://www.onsemi.com/pub/Collateral/MC74LVX132-D.PDF","Quad 2-Input NAND Gate with Schmitt Trigger Input","Pb-free
Halide free","Active","Quad 2-Input NAND Gate with Schmitt Trigger Input","NAND","4","2","3.6","15.4","4","SOIC-14
TSSOP-14"
"on","标准逻辑---逻辑门","MC74LVX32","MC74LVX32DR2G","http://www.onsemi.cn/PowerSolutions/product.do?id=MC74LVX32DR2G","http://www.onsemi.com/pub/Collateral/MC74LVX32-D.PDF","Quad 2-Input OR Gate","Pb-free
Halide free","Active","Quad 2-Input OR Gate","OR","4","2","3.6","10.1","4","SOIC-14
TSSOP-14"
"on","标准逻辑---逻辑门","MC74LVX32","MC74LVX32DTR2G","http://www.onsemi.cn/PowerSolutions/product.do?id=MC74LVX32DTR2G","http://www.onsemi.com/pub/Collateral/MC74LVX32-D.PDF","Quad 2-Input OR Gate","Pb-free
Halide free","Active","Quad 2-Input OR Gate","OR","4","2","3.6","10.1","4","SOIC-14
TSSOP-14"
"on","标准逻辑---逻辑门","MC74LVXU04","MC74LVXU04DG","http://www.onsemi.cn/PowerSolutions/product.do?id=MC74LVXU04DG","http://www.onsemi.com/pub/Collateral/MC74LVXU04-D.PDF","Hex Inverter","Pb-free
Halide free","Active","Hex Inverter","Inverter","6","2","3.6","9.7","4","SOIC-14
TSSOP-14"
"on","标准逻辑---逻辑门","MC74LVXU04","MC74LVXU04DR2G","http://www.onsemi.cn/PowerSolutions/product.do?id=MC74LVXU04DR2G","http://www.onsemi.com/pub/Collateral/MC74LVXU04-D.PDF","Hex Inverter","Pb-free
Halide free","Active","Hex Inverter","Inverter","6","2","3.6","9.7","4","SOIC-14
TSSOP-14"
"on","标准逻辑---逻辑门","MC74LVXU04","MC74LVXU04DTG","http://www.onsemi.cn/PowerSolutions/product.do?id=MC74LVXU04DTG","http://www.onsemi.com/pub/Collateral/MC74LVXU04-D.PDF","Hex Inverter","Pb-free
Halide free","Active","Hex Inverter","Inverter","6","2","3.6","9.7","4","SOIC-14
TSSOP-14"
"on","标准逻辑---逻辑门","MC74LVXU04","MC74LVXU04DTR2G","http://www.onsemi.cn/PowerSolutions/product.do?id=MC74LVXU04DTR2G","http://www.onsemi.com/pub/Collateral/MC74LVXU04-D.PDF","Hex Inverter","Pb-free
Halide free","Active","Hex Inverter","Inverter","6","2","3.6","9.7","4","SOIC-14
TSSOP-14"
"on","标准逻辑---逻辑门","MC74VHC02","MC74VHC02DR2G","http://www.onsemi.cn/PowerSolutions/product.do?id=MC74VHC02DR2G","http://www.onsemi.com/pub/Collateral/MC74VHC02-D.PDF","Quad 2-Input NOR Gate","Pb-free
Halide free","Active","Quad 2-Input NOR Gate","NOR","4","2","5.5","7.5","8","SOIC-14
TSSOP-14"
"on","标准逻辑---逻辑门","MC74VHC02","MC74VHC02DTR2G","http://www.onsemi.cn/PowerSolutions/product.do?id=MC74VHC02DTR2G","http://www.onsemi.com/pub/Collateral/MC74VHC02-D.PDF","Quad 2-Input NOR Gate","Pb-free
Halide free","Active","Quad 2-Input NOR Gate","NOR","4","2","5.5","7.5","8","SOIC-14
TSSOP-14"
"on","标准逻辑---逻辑门","MC74VHC08","MC74VHC08DR2G","http://www.onsemi.cn/PowerSolutions/product.do?id=MC74VHC08DR2G","http://www.onsemi.com/pub/Collateral/MC74VHC08-D.PDF","Quad 2-Input AND Gate","Pb-free
Halide free","Active","Quad 2-Input AND Gate","AND","4","2","5.5","7.9","8","SOIC-14
TSSOP-14"
"on","标准逻辑---逻辑门","MC74VHC08","MC74VHC08DTR2G","http://www.onsemi.cn/PowerSolutions/product.do?id=MC74VHC08DTR2G","http://www.onsemi.com/pub/Collateral/MC74VHC08-D.PDF","Quad 2-Input AND Gate","Pb-free
Halide free","Active","Quad 2-Input AND Gate","AND","4","2","5.5","7.9","8","SOIC-14
TSSOP-14"
"on","标准逻辑---逻辑门","MC74VHC14","MC74VHC14DG","http://www.onsemi.cn/PowerSolutions/product.do?id=MC74VHC14DG","http://www.onsemi.com/pub/Collateral/MC74VHC14-D.PDF","Hex Inverter with Schmitt Trigger Input","Pb-free
Halide free","Active","Hex Inverter with Schmitt Trigger Input","Inverter","6","2","5.5","10.6","8","SOIC-14
TSSOP-14"
"on","标准逻辑---逻辑门","MC74VHC14","MC74VHC14DR2G","http://www.onsemi.cn/PowerSolutions/product.do?id=MC74VHC14DR2G","http://www.onsemi.com/pub/Collateral/MC74VHC14-D.PDF","Hex Inverter with Schmitt Trigger Input","Pb-free
Halide free","Active","Hex Inverter with Schmitt Trigger Input","Inverter","6","2","5.5","10.6","8","SOIC-14
TSSOP-14"
"on","标准逻辑---逻辑门","MC74VHC14","MC74VHC14DTG","http://www.onsemi.cn/PowerSolutions/product.do?id=MC74VHC14DTG","http://www.onsemi.com/pub/Collateral/MC74VHC14-D.PDF","Hex Inverter with Schmitt Trigger Input","Pb-free
Halide free","Active","Hex Inverter with Schmitt Trigger Input","Inverter","6","2","5.5","10.6","8","SOIC-14
TSSOP-14"
"on","标准逻辑---逻辑门","MC74VHC14","MC74VHC14DTR2G","http://www.onsemi.cn/PowerSolutions/product.do?id=MC74VHC14DTR2G","http://www.onsemi.com/pub/Collateral/MC74VHC14-D.PDF","Hex Inverter with Schmitt Trigger Input","Pb-free
Halide free","Active","Hex Inverter with Schmitt Trigger Input","Inverter","6","2","5.5","10.6","8","SOIC-14
TSSOP-14"
"on","标准逻辑---逻辑门","MC74VHC1G01","MC74VHC1G01DFT1G","http://www.onsemi.cn/PowerSolutions/product.do?id=MC74VHC1G01DFT1G","http://www.onsemi.com/pub/Collateral/MC74VHC1G01-D.PDF","Single 2-Input NAND Gate, Open Drain","Pb-free
Halide free
AEC Qualified
PPAP Capable","Active","Single 2-Input NAND Gate, Open Drain","NAND","1","2","5.5","7.5","8","SC-88A-5 / SC-70-5 / SOT-323-5
TSOP-5 / SOT-23-5"
"on","标准逻辑---逻辑门","MC74VHC1G01","MC74VHC1G01DFT2G","http://www.onsemi.cn/PowerSolutions/product.do?id=MC74VHC1G01DFT2G","http://www.onsemi.com/pub/Collateral/MC74VHC1G01-D.PDF","Single 2-Input NAND Gate, Open Drain","Pb-free
Halide free
AEC Qualified
PPAP Capable","Active","Single 2-Input NAND Gate, Open Drain","NAND","1","2","5.5","7.5","8","SC-88A-5 / SC-70-5 / SOT-323-5
TSOP-5 / SOT-23-5"
"on","标准逻辑---逻辑门","MC74VHC1G01","MC74VHC1G01DTT1G","http://www.onsemi.cn/PowerSolutions/product.do?id=MC74VHC1G01DTT1G","http://www.onsemi.com/pub/Collateral/MC74VHC1G01-D.PDF","Single 2-Input NAND Gate, Open Drain","Pb-free
Halide free
AEC Qualified
PPAP Capable","Active","Single 2-Input NAND Gate, Open Drain","NAND","1","2","5.5","7.5","8","SC-88A-5 / SC-70-5 / SOT-323-5
TSOP-5 / SOT-23-5"
"on","标准逻辑---逻辑门","MC74VHC1G01","NLV74VHC1G01DFT1G","http://www.onsemi.cn/PowerSolutions/product.do?id=NLV74VHC1G01DFT1G","http://www.onsemi.com/pub/Collateral/MC74VHC1G01-D.PDF","Single 2-Input NAND Gate, Open Drain","Pb-free
Halide free
AEC Qualified
PPAP Capable","Active","Single 2-Input NAND Gate, Open Drain","NAND","1","2","5.5","7.5","8","SC-88A-5 / SC-70-5 / SOT-323-5
TSOP-5 / SOT-23-5"
"on","标准逻辑---逻辑门","MC74VHC1G03","MC74VHC1G03DFT1G","http://www.onsemi.cn/PowerSolutions/product.do?id=MC74VHC1G03DFT1G","http://www.onsemi.com/pub/Collateral/MC74VHC1G03-D.PDF","Single 2-Input NOR Gate, Open Drain","Pb-free
Halide free","Active","Single 2-Input NOR Gate, Open Drain","NOR","1","2","5.5","7.5","8","SC-88A-5 / SC-70-5 / SOT-323-5
TSOP-5 / SOT-23-5"
"on","标准逻辑---逻辑门","MC74VHC1G03","MC74VHC1G03DFT2G","http://www.onsemi.cn/PowerSolutions/product.do?id=MC74VHC1G03DFT2G","http://www.onsemi.com/pub/Collateral/MC74VHC1G03-D.PDF","Single 2-Input NOR Gate, Open Drain","Pb-free
Halide free","Active","Single 2-Input NOR Gate, Open Drain","NOR","1","2","5.5","7.5","8","SC-88A-5 / SC-70-5 / SOT-323-5
TSOP-5 / SOT-23-5"
"on","标准逻辑---逻辑门","MC74VHC1G03","MC74VHC1G03DTT1G","http://www.onsemi.cn/PowerSolutions/product.do?id=MC74VHC1G03DTT1G","http://www.onsemi.com/pub/Collateral/MC74VHC1G03-D.PDF","Single 2-Input NOR Gate, Open Drain","Pb-free
Halide free","Active","Single 2-Input NOR Gate, Open Drain","NOR","1","2","5.5","7.5","8","SC-88A-5 / SC-70-5 / SOT-323-5
TSOP-5 / SOT-23-5"
"on","标准逻辑---逻辑门","MC74VHC1G08","MC74VHC1G08DFT1G","http://www.onsemi.cn/PowerSolutions/product.do?id=MC74VHC1G08DFT1G","http://www.onsemi.com/pub/Collateral/MC74VHC1G08-D.PDF","Single 2-Input AND Gate","Pb-free
Halide free
AEC Qualified
PPAP Capable","Active","Single 2-Input AND Gate","AND","1","2","5.5","7.9","8","SC-88A-5 / SC-70-5 / SOT-323-5
TSOP-5 / SOT-23-5"
"on","标准逻辑---逻辑门","MC74VHC1G08","MC74VHC1G08DFT2G","http://www.onsemi.cn/PowerSolutions/product.do?id=MC74VHC1G08DFT2G","http://www.onsemi.com/pub/Collateral/MC74VHC1G08-D.PDF","Single 2-Input AND Gate","Pb-free
Halide free
AEC Qualified
PPAP Capable","Active","Single 2-Input AND Gate","AND","1","2","5.5","7.9","8","SC-88A-5 / SC-70-5 / SOT-323-5
TSOP-5 / SOT-23-5"
"on","标准逻辑---逻辑门","MC74VHC1G08","MC74VHC1G08DTT1G","http://www.onsemi.cn/PowerSolutions/product.do?id=MC74VHC1G08DTT1G","http://www.onsemi.com/pub/Collateral/MC74VHC1G08-D.PDF","Single 2-Input AND Gate","Pb-free
Halide free
AEC Qualified
PPAP Capable","Active","Single 2-Input AND Gate","AND","1","2","5.5","7.9","8","SC-88A-5 / SC-70-5 / SOT-323-5
TSOP-5 / SOT-23-5"
"on","标准逻辑---逻辑门","MC74VHC1G08","NLV74VHC1G08DTT1G","http://www.onsemi.cn/PowerSolutions/product.do?id=NLV74VHC1G08DTT1G","http://www.onsemi.com/pub/Collateral/MC74VHC1G08-D.PDF","Single 2-Input AND Gate","Pb-free
Halide free
AEC Qualified
PPAP Capable","Active","Single 2-Input AND Gate","AND","1","2","5.5","7.9","8","SC-88A-5 / SC-70-5 / SOT-323-5
TSOP-5 / SOT-23-5"
"on","标准逻辑---逻辑门","MC74VHC1G08","NLVVHC1G08DFT1G","http://www.onsemi.cn/PowerSolutions/product.do?id=NLVVHC1G08DFT1G","http://www.onsemi.com/pub/Collateral/MC74VHC1G08-D.PDF","Single 2-Input AND Gate","Pb-free
Halide free
AEC Qualified
PPAP Capable","Active","Single 2-Input AND Gate","AND","1","2","5.5","7.9","8","SC-88A-5 / SC-70-5 / SOT-323-5
TSOP-5 / SOT-23-5"
"on","标准逻辑---逻辑门","MC74VHC1G08","NLVVHC1G08DFT2G","http://www.onsemi.cn/PowerSolutions/product.do?id=NLVVHC1G08DFT2G","http://www.onsemi.com/pub/Collateral/MC74VHC1G08-D.PDF","Single 2-Input AND Gate","Pb-free
Halide free
AEC Qualified
PPAP Capable","Active","Single 2-Input AND Gate","AND","1","2","5.5","7.9","8","SC-88A-5 / SC-70-5 / SOT-323-5
TSOP-5 / SOT-23-5"
"on","标准逻辑---逻辑门","MC74VHC1G132","M74VHC1G132DFT1G","http://www.onsemi.cn/PowerSolutions/product.do?id=M74VHC1G132DFT1G","http://www.onsemi.com/pub/Collateral/MC74VHC1G132-D.PDF","Single 2-Input NAND Gate with Schmitt Trigger Input","Pb-free
Halide free
AEC Qualified
PPAP Capable","Active","Single 2-Input NAND Gate with Schmitt Trigger Input","NAND","1","2","5.5","9.7","8","SC-88A-5 / SC-70-5 / SOT-323-5
TSOP-5 / SOT-23-5"
"on","标准逻辑---逻辑门","MC74VHC1G132","M74VHC1G132DFT2G","http://www.onsemi.cn/PowerSolutions/product.do?id=M74VHC1G132DFT2G","http://www.onsemi.com/pub/Collateral/MC74VHC1G132-D.PDF","Single 2-Input NAND Gate with Schmitt Trigger Input","Pb-free
Halide free
AEC Qualified
PPAP Capable","Active","Single 2-Input NAND Gate with Schmitt Trigger Input","NAND","1","2","5.5","9.7","8","SC-88A-5 / SC-70-5 / SOT-323-5
TSOP-5 / SOT-23-5"
"on","标准逻辑---逻辑门","MC74VHC1G132","M74VHC1G132DTT1G","http://www.onsemi.cn/PowerSolutions/product.do?id=M74VHC1G132DTT1G","http://www.onsemi.com/pub/Collateral/MC74VHC1G132-D.PDF","Single 2-Input NAND Gate with Schmitt Trigger Input","Pb-free
Halide free
AEC Qualified
PPAP Capable","Active","Single 2-Input NAND Gate with Schmitt Trigger Input","NAND","1","2","5.5","9.7","8","SC-88A-5 / SC-70-5 / SOT-323-5
TSOP-5 / SOT-23-5"
