"brand","Series","PartNo","DetailLink","dataSheet","Density","Status","Vcc","Feature","Frequency, MHz (Bus Width)","Packages","Temperature Range"
"mxic","NOR Flash---Serial NOR Flash","MX25V2006E","http://www.macronix.com/en-us/Product/Pages/ProductDetail.aspx?PartNo=MX25V2006E","http://www.macronix.com/Lists/Datasheet/Attachments/2622/MX25V2006E, 2.5V, 2Mb, v1.7.pdf","2Mb","Production","2.35V-3.6V","H/W Hold","75(x1) 70(x2)","150mil 8-SOP 150mil 8-VSOP h:0.9mm 2x3mm 8-USON 6x5mm 8-WSON","-40℃ to +85℃"," "
"mxic","NOR Flash---Serial NOR Flash","MX25U2032E","http://www.macronix.com/en-us/Product/Pages/ProductDetail.aspx?PartNo=MX25U2032E","http://www.macronix.com/Lists/Datasheet/Attachments/2608/MX25U2032E, 1.8V, 2Mb, v1.3.pdf","2Mb","Production","1.65V-2V","H/W Hold","80(x1, x2) 70(x4)","150mil 8-SOP 150mil 8-VSOP h:0.9mm","-40℃ to +85℃"," "
"mxic","NOR Flash---Serial NOR Flash","MX25U2033E","http://www.macronix.com/en-us/Product/Pages/ProductDetail.aspx?PartNo=MX25U2033E","http://www.macronix.com/Lists/Datasheet/Attachments/2657/MX25U2033E, 1.8V, 2Mb, v1.5.pdf","2Mb","Production","1.65V-2V","H/W Hold","80(x1, x2) 70(x4)","150mil 8-SOP 4x3mm 8-USON 4x4mm 8-USON 6x5mm 8-WSON WLCSP","-40℃ to +85℃"," "
"mxic","NOR Flash---Serial NOR Flash","MX25L2005","http://www.macronix.com/en-us/Product/Pages/ProductDetail.aspx?PartNo=MX25L2005","http://www.macronix.com/Lists/Datasheet/Attachments/2445/MX25L2005, 3V, 2Mb, v1.9.pdf","2Mb","End of Life","2.7V-3.6V","-","85","150mil 8-SOP 6x5mm 8-WSON","-40℃ to +85℃"," "
"mxic","NOR Flash---Serial NOR Flash","MX25L2005C","http://www.macronix.com/en-us/Product/Pages/ProductDetail.aspx?PartNo=MX25L2005C","http://www.macronix.com/Lists/Datasheet/Attachments/2462/MX25L2005C, 3V, 2Mb, v1.1.pdf","2Mb","End of Life","2.7V-3.6V","-","85","150mil 8-SOP 6x5mm 8-WSON","-40℃ to +85℃"," "
"mxic","NOR Flash---Serial NOR Flash","MX25L2005ZM","http://mxweb.mxic.com.tw/web/feedback.nsf/contact?OpenForm&partno=MX25L2005ZM","-","2Mb","End of Life","2.7V-3.6V","-","86","6x5mm 8-SON","-40℃ to +85℃","-"
"mxic","NOR Flash---Serial NOR Flash","MX25L2025C","http://www.macronix.com/en-us/Product/Pages/ProductDetail.aspx?PartNo=MX25L2025C","http://www.macronix.com/Lists/Datasheet/Attachments/2460/MX25L2025C, 3V, 2Mb, v1.1.pdf","2Mb","End of Life","2.7V-3.6V","-","85","150mil 8-SOP","-40℃ to +85℃"," "
"mxic","NOR Flash---Serial NOR Flash","MX25R1035F","http://www.macronix.com/en-us/Product/Pages/ProductDetail.aspx?PartNo=MX25R1035F","http://www.macronix.com/Lists/Datasheet/Attachments/2651/MX25R1035F, Wide Range, 1Mb, v1.1.pdf","1Mb","Production, for new design","1.65V-3.6V","H/W Hold H/W Reset Suspend/Resume Ultra Low Power Unique ID","104(x1, x2, x4)","150mil 8-SOP 173mil 8-TSSOP 2x3mm 8-USON WLCSP","-40℃ to +85℃"," "
"mxic","NOR Flash---Serial NOR Flash","MX25L1006E","http://www.macronix.com/en-us/Product/Pages/ProductDetail.aspx?PartNo=MX25L1006E","http://www.macronix.com/Lists/Datasheet/Attachments/2524/MX25L1006E, 3V, 1Mb, v1.4.pdf","1Mb","Production","2.7V-3.6V","H/W Hold","104(x1) 80(x2)","150mil 8-SOP 2x3mm 8-USON WLCSP","-40℃ to +85℃"," "
"mxic","NOR Flash---Serial NOR Flash","MX25L1021E","http://www.macronix.com/en-us/Product/Pages/ProductDetail.aspx?PartNo=MX25L1021E","http://www.macronix.com/Lists/Datasheet/Attachments/2556/MX25L1021E, 3V, 1Mb, v1.3.pdf","1Mb","Production","2.7V-3.6V","-","45","150mil 8-SOP","0℃ to +70℃"," "
"mxic","NOR Flash---Serial NOR Flash","MX25L1026E","http://www.macronix.com/en-us/Product/Pages/ProductDetail.aspx?PartNo=MX25L1026E","http://www.macronix.com/Lists/Datasheet/Attachments/2508/MX25L1026E, 3V, 1Mb, v1.3.pdf","1Mb","Production","2.7V-3.6V","H/W Hold","104(x1) 80(x2)","150mil 8-SOP","-40℃ to +85℃"," "
"mxic","NOR Flash---Serial NOR Flash","MX25V1006E","http://www.macronix.com/en-us/Product/Pages/ProductDetail.aspx?PartNo=MX25V1006E","http://www.macronix.com/Lists/Datasheet/Attachments/2565/MX25V1006E, 2.5V, 1Mb, v1.4.pdf","1Mb","Production","2.35V-3.6V","H/W Hold","75(x1) 70(x2)","150mil 8-SOP 173mil 8-TSSOP 2x3mm 8-USON","-40℃ to +85℃"," "
"mxic","NOR Flash---Serial NOR Flash","MX25U1001E","http://www.macronix.com/en-us/Product/Pages/ProductDetail.aspx?PartNo=MX25U1001E","http://www.macronix.com/Lists/Datasheet/Attachments/2528/MX25U1001E, 1.8V, 1Mb, v1.1.pdf","1Mb","Production, for new design","1.65V-2V","H/W Hold","70(x1, x2) 60(x4)","150mil 8-SOP 173mil 8-TSSOP 2x3mm 8-USON","-40℃ to +85℃"," "
"mxic","NOR Flash---Serial NOR Flash","MX25L1005","http://www.macronix.com/en-us/Product/Pages/ProductDetail.aspx?PartNo=MX25L1005","http://www.macronix.com/Lists/Datasheet/Attachments/2467/MX25L1005, 3V, 1Mb, v2.pdf","1Mb","End of Life","2.7V-3.6V","-","85","150mil 8-SOP 2x3mm 8-USON","-40℃ to +85℃"," "
"mxic","NOR Flash---Serial NOR Flash","MX25L1005C","http://www.macronix.com/en-us/Product/Pages/ProductDetail.aspx?PartNo=MX25L1005C","http://www.macronix.com/Lists/Datasheet/Attachments/2432/MX25L1005C, 3V, 1Mb, v1.3.pdf","1Mb","End of Life","2.7V-3.6V","-","85","150mil 8-SOP 2x3mm 8-USON","-40℃ to +85℃"," "
"mxic","NOR Flash---Serial NOR Flash","MX25L1005ZM","http://mxweb.mxic.com.tw/web/feedback.nsf/contact?OpenForm&partno=MX25L1005ZM","-","1Mb","End of Life","2.7V-3.6V","-","86","6x5mm 8-SON","-40℃ to +85℃","-"
"mxic","NOR Flash---Serial NOR Flash","MX25L1025C","http://www.macronix.com/en-us/Product/Pages/ProductDetail.aspx?PartNo=MX25L1025C","http://www.macronix.com/Lists/Datasheet/Attachments/2431/MX25L1025C, 3V, 1Mb, v1.1.pdf","1Mb","End of Life","2.7V-3.6V","-","85","150mil 8-SOP","-40℃ to +85℃"," "
"mxic","NOR Flash---Serial NOR Flash","MX25R512F","http://www.macronix.com/en-us/Product/Pages/ProductDetail.aspx?PartNo=MX25R512F","http://www.macronix.com/Lists/Datasheet/Attachments/2652/MX25R512F, Wide Range, 512Kb, v1.1.pdf","512Kb","Production, for new design","1.65V-3.6V","H/W Hold H/W Reset Suspend/Resume Ultra Low Power Unique ID","104(x1, x2, x4)","150mil 8-SOP 173mil 8-TSSOP 2x3mm 8-USON WLCSP","-40℃ to +85℃"," "
"mxic","NOR Flash---Serial NOR Flash","MX25L5121E","http://www.macronix.com/en-us/Product/Pages/ProductDetail.aspx?PartNo=MX25L5121E","http://www.macronix.com/Lists/Datasheet/Attachments/2557/MX25L5121E, 3V, 512Kb, v1.3.pdf","512Kb","Production","2.7V-3.6V","-","45","150mil 8-SOP 173mil 8-TSSOP 2x3mm 8-USON","0℃ to +70℃"," "
"mxic","NOR Flash---Serial NOR Flash","MX25L512E","http://www.macronix.com/en-us/Product/Pages/ProductDetail.aspx?PartNo=MX25L512E","http://www.macronix.com/Lists/Datasheet/Attachments/2520/MX25L512E, 3V, 512Kb, v1.3.pdf","512Kb","Production","2.7V-3.6V","H/W Hold","104(x1) 80(x2)","150mil 8-SOP 173mil 8-TSSOP 2x3mm 8-USON","-40℃ to +85℃"," "
"mxic","NOR Flash---Serial NOR Flash","MX25V512E","http://www.macronix.com/en-us/Product/Pages/ProductDetail.aspx?PartNo=MX25V512E","http://www.macronix.com/Lists/Datasheet/Attachments/2509/MX25V512E, 2.5V, 512Kb, v1.3.pdf","512Kb","Production","2.35V-3.6V","H/W Hold","75(x1) 70(x2)","150mil 8-SOP 173mil 8-TSSOP 2x3mm 8-USON","-40℃ to +85℃"," "
"mxic","NOR Flash---Serial NOR Flash","MX25V512C","http://www.macronix.com/en-us/Product/Pages/ProductDetail.aspx?PartNo=MX25V512C","http://www.macronix.com/Lists/Datasheet/Attachments/2450/MX25V512C, 2.5V, 512Kb, v1.2.pdf","512Kb","Production, not for new design","2.35V-3.6V","H/W Hold","50","173mil 8-TSSOP  2x3mm 8-USON","-40℃ to +85℃"," "
"mxic","NOR Flash---Serial NOR Flash","MX25U5121E","http://www.macronix.com/en-us/Product/Pages/ProductDetail.aspx?PartNo=MX25U5121E","http://www.macronix.com/Lists/Datasheet/Attachments/2529/MX25U5121E, 1.8V, 512Kb, v1.1.pdf","512Kb","Production, for new design","1.65V-2V","H/W Hold","70(x1, x2) 60(x4)","150mil 8-SOP 173mil 8-TSSOP 2x3mm 8-USON","-40℃ to +85℃"," "
"mxic","NOR Flash---Serial NOR Flash","MX25L512","http://www.macronix.com/en-us/Product/Pages/ProductDetail.aspx?PartNo=MX25L512","http://www.macronix.com/Lists/Datasheet/Attachments/2434/MX25L512, 3V, 512Kb, v1.7.pdf","512Kb","End of Life","2.7V-3.6V","-","85","150mil 8-SOP 2x3mm 8-USON ","-40℃ to +85℃"," "
"mxic","NOR Flash---Serial NOR Flash","MX25L512C","http://www.macronix.com/en-us/Product/Pages/ProductDetail.aspx?PartNo=MX25L512C","http://www.macronix.com/Lists/Datasheet/Attachments/2448/MX25L512C, 3V, 512Kb, v1.3.pdf","512Kb","End of Life","2.7V-3.6V","-","85","150mil 8-SOP  2x3mm 8-USON  173mil 8-TSSOP","-40℃ to +85℃"," "
"mxic","NOR Flash---Serial NOR Flash","MX25V512","http://www.macronix.com/en-us/Product/Pages/ProductDetail.aspx?PartNo=MX25V512","http://www.macronix.com/Lists/Datasheet/Attachments/2440/MX25V512, 2.5V, 512Kb, v1.2.pdf","512Kb","End of Life","2.35V-3.6V","-","50","2x3mm 8-USON","-40℃ to +85℃"," "
