"brand","Series","Series-2","PartNo","DataSheet","DetailLink","Description","No. of  Tx","No. of  Rx","Data Rate  (kbps)","ESD  (kV)","VCC  MIN.  (V)","VCC  MAX.  (V)","VCC (V)","Int. Chrg.  Pump","No. of  Ext  Caps","Nom  Cap.  Value  (µF)","Shutdown","TTL  Tri-state"
"exar","Connectivity---Serial Transceivers-RS232-RS232","SP3222E","SP3222EET-L/TR","http://www.exar.com/common/content/document.ashx?id=619&languageid=1033&type=datasheet&part=sp3222e","http://www.exar.com/connectivity/transceiver/rs232/sp3222e/","3.0V to 5.5V RS-232 2-driver/2-receiver with low-power shutdown","2","2","120","15","3","5.5","3.3","▪","4","0.1","▪","▪"
"exar","Connectivity---Serial Transceivers-RS232-RS232","SP3222E","SP3222EEY","http://www.exar.com/common/content/document.ashx?id=619&languageid=1033&type=datasheet&part=sp3222e","http://www.exar.com/connectivity/transceiver/rs232/sp3222e/","3.0V to 5.5V RS-232 2-driver/2-receiver with low-power shutdown","2","2","120","15","3","5.5","3.3","▪","4","0.1","▪","▪"
"exar","Connectivity---Serial Transceivers-RS232-RS232","SP3222E","SP3222EEY/TR","http://www.exar.com/common/content/document.ashx?id=619&languageid=1033&type=datasheet&part=sp3222e","http://www.exar.com/connectivity/transceiver/rs232/sp3222e/","3.0V to 5.5V RS-232 2-driver/2-receiver with low-power shutdown","2","2","120","15","3","5.5","3.3","▪","4","0.1","▪","▪"
"exar","Connectivity---Serial Transceivers-RS232-RS232","SP3222E","SP3222EEY-L","http://www.exar.com/common/content/document.ashx?id=619&languageid=1033&type=datasheet&part=sp3222e","http://www.exar.com/connectivity/transceiver/rs232/sp3222e/","3.0V to 5.5V RS-232 2-driver/2-receiver with low-power shutdown","2","2","120","15","3","5.5","3.3","▪","4","0.1","▪","▪"
"exar","Connectivity---Serial Transceivers-RS232-RS232","SP3222E","SP3222EEY-L/TR","http://www.exar.com/common/content/document.ashx?id=619&languageid=1033&type=datasheet&part=sp3222e","http://www.exar.com/connectivity/transceiver/rs232/sp3222e/","3.0V to 5.5V RS-232 2-driver/2-receiver with low-power shutdown","2","2","120","15","3","5.5","3.3","▪","4","0.1","▪","▪"
"exar","Connectivity---Serial Transceivers-RS232-RS232","SP3221E","SP3221ECA-L","http://www.exar.com/common/content/document.ashx?id=21223&languageid=1033&type=datasheet&part=sp3221e","http://www.exar.com/connectivity/transceiver/rs232/sp3221e/","Intelligent +3.0V to +5.5V RS-232 Transceiver","1","1","250","15","3","5.5","3.3","▪","4","0.1","▪","▪"
"exar","Connectivity---Serial Transceivers-RS232-RS232","SP3221E","SP3221ECA-L/TR","http://www.exar.com/common/content/document.ashx?id=21223&languageid=1033&type=datasheet&part=sp3221e","http://www.exar.com/connectivity/transceiver/rs232/sp3221e/","Intelligent +3.0V to +5.5V RS-232 Transceiver","1","1","250","15","3","5.5","3.3","▪","4","0.1","▪","▪"
"exar","Connectivity---Serial Transceivers-RS232-RS232","SP3221E","SP3221ECY-L","http://www.exar.com/common/content/document.ashx?id=21223&languageid=1033&type=datasheet&part=sp3221e","http://www.exar.com/connectivity/transceiver/rs232/sp3221e/","Intelligent +3.0V to +5.5V RS-232 Transceiver","1","1","250","15","3","5.5","3.3","▪","4","0.1","▪","▪"
"exar","Connectivity---Serial Transceivers-RS232-RS232","SP3221E","SP3221ECY-L/TR","http://www.exar.com/common/content/document.ashx?id=21223&languageid=1033&type=datasheet&part=sp3221e","http://www.exar.com/connectivity/transceiver/rs232/sp3221e/","Intelligent +3.0V to +5.5V RS-232 Transceiver","1","1","250","15","3","5.5","3.3","▪","4","0.1","▪","▪"
"exar","Connectivity---Serial Transceivers-RS232-RS232","SP3221E","SP3221EEA-L","http://www.exar.com/common/content/document.ashx?id=21223&languageid=1033&type=datasheet&part=sp3221e","http://www.exar.com/connectivity/transceiver/rs232/sp3221e/","Intelligent +3.0V to +5.5V RS-232 Transceiver","1","1","250","15","3","5.5","3.3","▪","4","0.1","▪","▪"
"exar","Connectivity---Serial Transceivers-RS232-RS232","SP3221E","SP3221EEA-L/TR","http://www.exar.com/common/content/document.ashx?id=21223&languageid=1033&type=datasheet&part=sp3221e","http://www.exar.com/connectivity/transceiver/rs232/sp3221e/","Intelligent +3.0V to +5.5V RS-232 Transceiver","1","1","250","15","3","5.5","3.3","▪","4","0.1","▪","▪"
"exar","Connectivity---Serial Transceivers-RS232-RS232","SP3221E","SP3221EEY-L","http://www.exar.com/common/content/document.ashx?id=21223&languageid=1033&type=datasheet&part=sp3221e","http://www.exar.com/connectivity/transceiver/rs232/sp3221e/","Intelligent +3.0V to +5.5V RS-232 Transceiver","1","1","250","15","3","5.5","3.3","▪","4","0.1","▪","▪"
"exar","Connectivity---Serial Transceivers-RS232-RS232","SP3221E","SP3221EEY-L/TR","http://www.exar.com/common/content/document.ashx?id=21223&languageid=1033&type=datasheet&part=sp3221e","http://www.exar.com/connectivity/transceiver/rs232/sp3221e/","Intelligent +3.0V to +5.5V RS-232 Transceiver","1","1","250","15","3","5.5","3.3","▪","4","0.1","▪","▪"
"exar","Connectivity---Serial Transceivers-RS232-RS232","SP3220EU","SP3220EUCA","http://www.exar.com/common/content/document.ashx?id=631&languageid=1033&type=datasheet&part=sp3220eu","http://www.exar.com/connectivity/transceiver/rs232/sp3220eu/","1Mbps 3.0V to 5.5V RS-232 1-driver/1-receiver with low-power shutdown","1","1","1000","15","3","5.5","3.3","▪","4","0.1","▪","▪"
"exar","Connectivity---Serial Transceivers-RS232-RS232","SP3220EU","SP3220EUCA/TR","http://www.exar.com/common/content/document.ashx?id=631&languageid=1033&type=datasheet&part=sp3220eu","http://www.exar.com/connectivity/transceiver/rs232/sp3220eu/","1Mbps 3.0V to 5.5V RS-232 1-driver/1-receiver with low-power shutdown","1","1","1000","15","3","5.5","3.3","▪","4","0.1","▪","▪"
"exar","Connectivity---Serial Transceivers-RS232-RS232","SP3220EU","SP3220EUCA-L","http://www.exar.com/common/content/document.ashx?id=631&languageid=1033&type=datasheet&part=sp3220eu","http://www.exar.com/connectivity/transceiver/rs232/sp3220eu/","1Mbps 3.0V to 5.5V RS-232 1-driver/1-receiver with low-power shutdown","1","1","1000","15","3","5.5","3.3","▪","4","0.1","▪","▪"
"exar","Connectivity---Serial Transceivers-RS232-RS232","SP3220EU","SP3220EUCA-L/TR","http://www.exar.com/common/content/document.ashx?id=631&languageid=1033&type=datasheet&part=sp3220eu","http://www.exar.com/connectivity/transceiver/rs232/sp3220eu/","1Mbps 3.0V to 5.5V RS-232 1-driver/1-receiver with low-power shutdown","1","1","1000","15","3","5.5","3.3","▪","4","0.1","▪","▪"
"exar","Connectivity---Serial Transceivers-RS232-RS232","SP3220EU","SP3220EUCT","http://www.exar.com/common/content/document.ashx?id=631&languageid=1033&type=datasheet&part=sp3220eu","http://www.exar.com/connectivity/transceiver/rs232/sp3220eu/","1Mbps 3.0V to 5.5V RS-232 1-driver/1-receiver with low-power shutdown","1","1","1000","15","3","5.5","3.3","▪","4","0.1","▪","▪"
"exar","Connectivity---Serial Transceivers-RS232-RS232","SP3220EU","SP3220EUCT/TR","http://www.exar.com/common/content/document.ashx?id=631&languageid=1033&type=datasheet&part=sp3220eu","http://www.exar.com/connectivity/transceiver/rs232/sp3220eu/","1Mbps 3.0V to 5.5V RS-232 1-driver/1-receiver with low-power shutdown","1","1","1000","15","3","5.5","3.3","▪","4","0.1","▪","▪"
"exar","Connectivity---Serial Transceivers-RS232-RS232","SP3220EU","SP3220EUCT-L","http://www.exar.com/common/content/document.ashx?id=631&languageid=1033&type=datasheet&part=sp3220eu","http://www.exar.com/connectivity/transceiver/rs232/sp3220eu/","1Mbps 3.0V to 5.5V RS-232 1-driver/1-receiver with low-power shutdown","1","1","1000","15","3","5.5","3.3","▪","4","0.1","▪","▪"
"exar","Connectivity---Serial Transceivers-RS232-RS232","SP3220EU","SP3220EUCT-L/TR","http://www.exar.com/common/content/document.ashx?id=631&languageid=1033&type=datasheet&part=sp3220eu","http://www.exar.com/connectivity/transceiver/rs232/sp3220eu/","1Mbps 3.0V to 5.5V RS-232 1-driver/1-receiver with low-power shutdown","1","1","1000","15","3","5.5","3.3","▪","4","0.1","▪","▪"
"exar","Connectivity---Serial Transceivers-RS232-RS232","SP3220EU","SP3220EUCY","http://www.exar.com/common/content/document.ashx?id=631&languageid=1033&type=datasheet&part=sp3220eu","http://www.exar.com/connectivity/transceiver/rs232/sp3220eu/","1Mbps 3.0V to 5.5V RS-232 1-driver/1-receiver with low-power shutdown","1","1","1000","15","3","5.5","3.3","▪","4","0.1","▪","▪"
"exar","Connectivity---Serial Transceivers-RS232-RS232","SP3220EU","SP3220EUCY/TR","http://www.exar.com/common/content/document.ashx?id=631&languageid=1033&type=datasheet&part=sp3220eu","http://www.exar.com/connectivity/transceiver/rs232/sp3220eu/","1Mbps 3.0V to 5.5V RS-232 1-driver/1-receiver with low-power shutdown","1","1","1000","15","3","5.5","3.3","▪","4","0.1","▪","▪"
"exar","Connectivity---Serial Transceivers-RS232-RS232","SP3220EU","SP3220EUCY-L","http://www.exar.com/common/content/document.ashx?id=631&languageid=1033&type=datasheet&part=sp3220eu","http://www.exar.com/connectivity/transceiver/rs232/sp3220eu/","1Mbps 3.0V to 5.5V RS-232 1-driver/1-receiver with low-power shutdown","1","1","1000","15","3","5.5","3.3","▪","4","0.1","▪","▪"
"exar","Connectivity---Serial Transceivers-RS232-RS232","SP3220EU","SP3220EUCY-L/TR","http://www.exar.com/common/content/document.ashx?id=631&languageid=1033&type=datasheet&part=sp3220eu","http://www.exar.com/connectivity/transceiver/rs232/sp3220eu/","1Mbps 3.0V to 5.5V RS-232 1-driver/1-receiver with low-power shutdown","1","1","1000","15","3","5.5","3.3","▪","4","0.1","▪","▪"
"exar","Connectivity---Serial Transceivers-RS232-RS232","SP3220EU","SP3220EUEA","http://www.exar.com/common/content/document.ashx?id=631&languageid=1033&type=datasheet&part=sp3220eu","http://www.exar.com/connectivity/transceiver/rs232/sp3220eu/","1Mbps 3.0V to 5.5V RS-232 1-driver/1-receiver with low-power shutdown","1","1","1000","15","3","5.5","3.3","▪","4","0.1","▪","▪"
"exar","Connectivity---Serial Transceivers-RS232-RS232","SP3220EU","SP3220EUEA/TR","http://www.exar.com/common/content/document.ashx?id=631&languageid=1033&type=datasheet&part=sp3220eu","http://www.exar.com/connectivity/transceiver/rs232/sp3220eu/","1Mbps 3.0V to 5.5V RS-232 1-driver/1-receiver with low-power shutdown","1","1","1000","15","3","5.5","3.3","▪","4","0.1","▪","▪"
"exar","Connectivity---Serial Transceivers-RS232-RS232","SP3220EU","SP3220EUEA-L","http://www.exar.com/common/content/document.ashx?id=631&languageid=1033&type=datasheet&part=sp3220eu","http://www.exar.com/connectivity/transceiver/rs232/sp3220eu/","1Mbps 3.0V to 5.5V RS-232 1-driver/1-receiver with low-power shutdown","1","1","1000","15","3","5.5","3.3","▪","4","0.1","▪","▪"
"exar","Connectivity---Serial Transceivers-RS232-RS232","SP3220EU","SP3220EUEA-L/TR","http://www.exar.com/common/content/document.ashx?id=631&languageid=1033&type=datasheet&part=sp3220eu","http://www.exar.com/connectivity/transceiver/rs232/sp3220eu/","1Mbps 3.0V to 5.5V RS-232 1-driver/1-receiver with low-power shutdown","1","1","1000","15","3","5.5","3.3","▪","4","0.1","▪","▪"
"exar","Connectivity---Serial Transceivers-RS232-RS232","SP3220EU","SP3220EUET","http://www.exar.com/common/content/document.ashx?id=631&languageid=1033&type=datasheet&part=sp3220eu","http://www.exar.com/connectivity/transceiver/rs232/sp3220eu/","1Mbps 3.0V to 5.5V RS-232 1-driver/1-receiver with low-power shutdown","1","1","1000","15","3","5.5","3.3","▪","4","0.1","▪","▪"
"exar","Connectivity---Serial Transceivers-RS232-RS232","SP3220EU","SP3220EUET/TR","http://www.exar.com/common/content/document.ashx?id=631&languageid=1033&type=datasheet&part=sp3220eu","http://www.exar.com/connectivity/transceiver/rs232/sp3220eu/","1Mbps 3.0V to 5.5V RS-232 1-driver/1-receiver with low-power shutdown","1","1","1000","15","3","5.5","3.3","▪","4","0.1","▪","▪"
"exar","Connectivity---Serial Transceivers-RS232-RS232","SP3220EU","SP3220EUET-L","http://www.exar.com/common/content/document.ashx?id=631&languageid=1033&type=datasheet&part=sp3220eu","http://www.exar.com/connectivity/transceiver/rs232/sp3220eu/","1Mbps 3.0V to 5.5V RS-232 1-driver/1-receiver with low-power shutdown","1","1","1000","15","3","5.5","3.3","▪","4","0.1","▪","▪"
"exar","Connectivity---Serial Transceivers-RS232-RS232","SP3220EU","SP3220EUET-L/TR","http://www.exar.com/common/content/document.ashx?id=631&languageid=1033&type=datasheet&part=sp3220eu","http://www.exar.com/connectivity/transceiver/rs232/sp3220eu/","1Mbps 3.0V to 5.5V RS-232 1-driver/1-receiver with low-power shutdown","1","1","1000","15","3","5.5","3.3","▪","4","0.1","▪","▪"
"exar","Connectivity---Serial Transceivers-RS232-RS232","SP3220EU","SP3220EUEY","http://www.exar.com/common/content/document.ashx?id=631&languageid=1033&type=datasheet&part=sp3220eu","http://www.exar.com/connectivity/transceiver/rs232/sp3220eu/","1Mbps 3.0V to 5.5V RS-232 1-driver/1-receiver with low-power shutdown","1","1","1000","15","3","5.5","3.3","▪","4","0.1","▪","▪"
"exar","Connectivity---Serial Transceivers-RS232-RS232","SP3220EU","SP3220EUEY/TR","http://www.exar.com/common/content/document.ashx?id=631&languageid=1033&type=datasheet&part=sp3220eu","http://www.exar.com/connectivity/transceiver/rs232/sp3220eu/","1Mbps 3.0V to 5.5V RS-232 1-driver/1-receiver with low-power shutdown","1","1","1000","15","3","5.5","3.3","▪","4","0.1","▪","▪"
"exar","Connectivity---Serial Transceivers-RS232-RS232","SP3220EU","SP3220EUEY-L","http://www.exar.com/common/content/document.ashx?id=631&languageid=1033&type=datasheet&part=sp3220eu","http://www.exar.com/connectivity/transceiver/rs232/sp3220eu/","1Mbps 3.0V to 5.5V RS-232 1-driver/1-receiver with low-power shutdown","1","1","1000","15","3","5.5","3.3","▪","4","0.1","▪","▪"
"exar","Connectivity---Serial Transceivers-RS232-RS232","SP3220EU","SP3220EUEY-L/TR","http://www.exar.com/common/content/document.ashx?id=631&languageid=1033&type=datasheet&part=sp3220eu","http://www.exar.com/connectivity/transceiver/rs232/sp3220eu/","1Mbps 3.0V to 5.5V RS-232 1-driver/1-receiver with low-power shutdown","1","1","1000","15","3","5.5","3.3","▪","4","0.1","▪","▪"
"exar","Connectivity---Serial Transceivers-RS232-RS232","SP3203E","SP3203EA","http://www.exar.com/common/content/document.ashx?id=630&languageid=1033&type=datasheet&part=sp3203e","http://www.exar.com/connectivity/transceiver/rs232/sp3203e/","RS232 Transceiver with 1.8V Logic Interface, 3-Driver/2-Receiver","3","2","250","15","3","5.5","3.3","▪","4","0.1","▪","▪"
"exar","Connectivity---Serial Transceivers-RS232-RS232","SP3203E","SP3203EA/TR","http://www.exar.com/common/content/document.ashx?id=630&languageid=1033&type=datasheet&part=sp3203e","http://www.exar.com/connectivity/transceiver/rs232/sp3203e/","RS232 Transceiver with 1.8V Logic Interface, 3-Driver/2-Receiver","3","2","250","15","3","5.5","3.3","▪","4","0.1","▪","▪"
"exar","Connectivity---Serial Transceivers-RS232-RS232","SP3203E","SP3203EA-L","http://www.exar.com/common/content/document.ashx?id=630&languageid=1033&type=datasheet&part=sp3203e","http://www.exar.com/connectivity/transceiver/rs232/sp3203e/","RS232 Transceiver with 1.8V Logic Interface, 3-Driver/2-Receiver","3","2","250","15","3","5.5","3.3","▪","4","0.1","▪","▪"
"exar","Connectivity---Serial Transceivers-RS232-RS232","SP3203E","SP3203ECA","http://www.exar.com/common/content/document.ashx?id=630&languageid=1033&type=datasheet&part=sp3203e","http://www.exar.com/connectivity/transceiver/rs232/sp3203e/","RS232 Transceiver with 1.8V Logic Interface, 3-Driver/2-Receiver","3","2","250","15","3","5.5","3.3","▪","4","0.1","▪","▪"
"exar","Connectivity---Serial Transceivers-RS232-RS232","SP3203E","SP3203ECA/TR","http://www.exar.com/common/content/document.ashx?id=630&languageid=1033&type=datasheet&part=sp3203e","http://www.exar.com/connectivity/transceiver/rs232/sp3203e/","RS232 Transceiver with 1.8V Logic Interface, 3-Driver/2-Receiver","3","2","250","15","3","5.5","3.3","▪","4","0.1","▪","▪"
"exar","Connectivity---Serial Transceivers-RS232-RS232","SP3203E","SP3203ECA-L","http://www.exar.com/common/content/document.ashx?id=630&languageid=1033&type=datasheet&part=sp3203e","http://www.exar.com/connectivity/transceiver/rs232/sp3203e/","RS232 Transceiver with 1.8V Logic Interface, 3-Driver/2-Receiver","3","2","250","15","3","5.5","3.3","▪","4","0.1","▪","▪"
"exar","Connectivity---Serial Transceivers-RS232-RS232","SP3203E","SP3203ECY","http://www.exar.com/common/content/document.ashx?id=630&languageid=1033&type=datasheet&part=sp3203e","http://www.exar.com/connectivity/transceiver/rs232/sp3203e/","RS232 Transceiver with 1.8V Logic Interface, 3-Driver/2-Receiver","3","2","250","15","3","5.5","3.3","▪","4","0.1","▪","▪"
"exar","Connectivity---Serial Transceivers-RS232-RS232","SP3203E","SP3203ECY/TR","http://www.exar.com/common/content/document.ashx?id=630&languageid=1033&type=datasheet&part=sp3203e","http://www.exar.com/connectivity/transceiver/rs232/sp3203e/","RS232 Transceiver with 1.8V Logic Interface, 3-Driver/2-Receiver","3","2","250","15","3","5.5","3.3","▪","4","0.1","▪","▪"
"exar","Connectivity---Serial Transceivers-RS232-RS232","SP3203E","SP3203ECY-L","http://www.exar.com/common/content/document.ashx?id=630&languageid=1033&type=datasheet&part=sp3203e","http://www.exar.com/connectivity/transceiver/rs232/sp3203e/","RS232 Transceiver with 1.8V Logic Interface, 3-Driver/2-Receiver","3","2","250","15","3","5.5","3.3","▪","4","0.1","▪","▪"
"exar","Connectivity---Serial Transceivers-RS232-RS232","SP3203E","SP3203ECY-L/TR","http://www.exar.com/common/content/document.ashx?id=630&languageid=1033&type=datasheet&part=sp3203e","http://www.exar.com/connectivity/transceiver/rs232/sp3203e/","RS232 Transceiver with 1.8V Logic Interface, 3-Driver/2-Receiver","3","2","250","15","3","5.5","3.3","▪","4","0.1","▪","▪"
"exar","Connectivity---Serial Transceivers-RS232-RS232","SP3203E","SP3203EEA","http://www.exar.com/common/content/document.ashx?id=630&languageid=1033&type=datasheet&part=sp3203e","http://www.exar.com/connectivity/transceiver/rs232/sp3203e/","RS232 Transceiver with 1.8V Logic Interface, 3-Driver/2-Receiver","3","2","250","15","3","5.5","3.3","▪","4","0.1","▪","▪"
"exar","Connectivity---Serial Transceivers-RS232-RS232","SP3203E","SP3203EEA/TR","http://www.exar.com/common/content/document.ashx?id=630&languageid=1033&type=datasheet&part=sp3203e","http://www.exar.com/connectivity/transceiver/rs232/sp3203e/","RS232 Transceiver with 1.8V Logic Interface, 3-Driver/2-Receiver","3","2","250","15","3","5.5","3.3","▪","4","0.1","▪","▪"
"exar","Connectivity---Serial Transceivers-RS232-RS232","SP3203E","SP3203EEA-L","http://www.exar.com/common/content/document.ashx?id=630&languageid=1033&type=datasheet&part=sp3203e","http://www.exar.com/connectivity/transceiver/rs232/sp3203e/","RS232 Transceiver with 1.8V Logic Interface, 3-Driver/2-Receiver","3","2","250","15","3","5.5","3.3","▪","4","0.1","▪","▪"
"exar","Connectivity---Serial Transceivers-RS232-RS232","SP3203E","SP3203EEY","http://www.exar.com/common/content/document.ashx?id=630&languageid=1033&type=datasheet&part=sp3203e","http://www.exar.com/connectivity/transceiver/rs232/sp3203e/","RS232 Transceiver with 1.8V Logic Interface, 3-Driver/2-Receiver","3","2","250","15","3","5.5","3.3","▪","4","0.1","▪","▪"
"exar","Connectivity---Serial Transceivers-RS232-RS232","SP3203E","SP3203EEY/TR","http://www.exar.com/common/content/document.ashx?id=630&languageid=1033&type=datasheet&part=sp3203e","http://www.exar.com/connectivity/transceiver/rs232/sp3203e/","RS232 Transceiver with 1.8V Logic Interface, 3-Driver/2-Receiver","3","2","250","15","3","5.5","3.3","▪","4","0.1","▪","▪"
"exar","Connectivity---Serial Transceivers-RS232-RS232","SP3203E","SP3203EEY-L","http://www.exar.com/common/content/document.ashx?id=630&languageid=1033&type=datasheet&part=sp3203e","http://www.exar.com/connectivity/transceiver/rs232/sp3203e/","RS232 Transceiver with 1.8V Logic Interface, 3-Driver/2-Receiver","3","2","250","15","3","5.5","3.3","▪","4","0.1","▪","▪"
"exar","Connectivity---Serial Transceivers-RS232-RS232","SP3203E","SP3203EEY-L/TR","http://www.exar.com/common/content/document.ashx?id=630&languageid=1033&type=datasheet&part=sp3203e","http://www.exar.com/connectivity/transceiver/rs232/sp3203e/","RS232 Transceiver with 1.8V Logic Interface, 3-Driver/2-Receiver","3","2","250","15","3","5.5","3.3","▪","4","0.1","▪","▪"
"exar","Connectivity---Serial Transceivers-RS232-RS232","SP3203E","SP3203EY","http://www.exar.com/common/content/document.ashx?id=630&languageid=1033&type=datasheet&part=sp3203e","http://www.exar.com/connectivity/transceiver/rs232/sp3203e/","RS232 Transceiver with 1.8V Logic Interface, 3-Driver/2-Receiver","3","2","250","15","3","5.5","3.3","▪","4","0.1","▪","▪"
"exar","Connectivity---Serial Transceivers-RS232-RS232","SP3203E","SP3203EY/TR","http://www.exar.com/common/content/document.ashx?id=630&languageid=1033&type=datasheet&part=sp3203e","http://www.exar.com/connectivity/transceiver/rs232/sp3203e/","RS232 Transceiver with 1.8V Logic Interface, 3-Driver/2-Receiver","3","2","250","15","3","5.5","3.3","▪","4","0.1","▪","▪"
"exar","Connectivity---Serial Transceivers-RS232-RS232","SP3203E","SP3203EY-L","http://www.exar.com/common/content/document.ashx?id=630&languageid=1033&type=datasheet&part=sp3203e","http://www.exar.com/connectivity/transceiver/rs232/sp3203e/","RS232 Transceiver with 1.8V Logic Interface, 3-Driver/2-Receiver","3","2","250","15","3","5.5","3.3","▪","4","0.1","▪","▪"
"exar","Connectivity---Serial Transceivers-RS232-RS232","SP3203E","SP3203EY-L/TR","http://www.exar.com/common/content/document.ashx?id=630&languageid=1033&type=datasheet&part=sp3203e","http://www.exar.com/connectivity/transceiver/rs232/sp3203e/","RS232 Transceiver with 1.8V Logic Interface, 3-Driver/2-Receiver","3","2","250","15","3","5.5","3.3","▪","4","0.1","▪","▪"
"exar","Connectivity---Serial Transceivers-RS232-RS232","SP3244E","SP3244ECA-L","http://www.exar.com/common/content/document.ashx?id=1281&languageid=1033&type=datasheet&part=sp3244e","http://www.exar.com/connectivity/transceiver/rs232/sp3244e/","Intelligent +3.0V to +5.5V RS-232 Transceiver with Auto On-Line® Plus","3","5","250","15","3","5.5","3.3","▪","4","0.1","▪","▪"
"exar","Connectivity---Serial Transceivers-RS232-RS232","SP3244E","SP3244ECA-L/TR","http://www.exar.com/common/content/document.ashx?id=1281&languageid=1033&type=datasheet&part=sp3244e","http://www.exar.com/connectivity/transceiver/rs232/sp3244e/","Intelligent +3.0V to +5.5V RS-232 Transceiver with Auto On-Line® Plus","3","5","250","15","3","5.5","3.3","▪","4","0.1","▪","▪"
"exar","Connectivity---Serial Transceivers-RS232-RS232","SP3244E","SP3244ECY-L","http://www.exar.com/common/content/document.ashx?id=1281&languageid=1033&type=datasheet&part=sp3244e","http://www.exar.com/connectivity/transceiver/rs232/sp3244e/","Intelligent +3.0V to +5.5V RS-232 Transceiver with Auto On-Line® Plus","3","5","250","15","3","5.5","3.3","▪","4","0.1","▪","▪"
"exar","Connectivity---Serial Transceivers-RS232-RS232","SP3244E","SP3244ECY-L/TR","http://www.exar.com/common/content/document.ashx?id=1281&languageid=1033&type=datasheet&part=sp3244e","http://www.exar.com/connectivity/transceiver/rs232/sp3244e/","Intelligent +3.0V to +5.5V RS-232 Transceiver with Auto On-Line® Plus","3","5","250","15","3","5.5","3.3","▪","4","0.1","▪","▪"
"exar","Connectivity---Serial Transceivers-RS232-RS232","SP3244E","SP3244EEA-L","http://www.exar.com/common/content/document.ashx?id=1281&languageid=1033&type=datasheet&part=sp3244e","http://www.exar.com/connectivity/transceiver/rs232/sp3244e/","Intelligent +3.0V to +5.5V RS-232 Transceiver with Auto On-Line® Plus","3","5","250","15","3","5.5","3.3","▪","4","0.1","▪","▪"
"exar","Connectivity---Serial Transceivers-RS232-RS232","SP3244E","SP3244EEA-L/TR","http://www.exar.com/common/content/document.ashx?id=1281&languageid=1033&type=datasheet&part=sp3244e","http://www.exar.com/connectivity/transceiver/rs232/sp3244e/","Intelligent +3.0V to +5.5V RS-232 Transceiver with Auto On-Line® Plus","3","5","250","15","3","5.5","3.3","▪","4","0.1","▪","▪"
"exar","Connectivity---Serial Transceivers-RS232-RS232","SP3244E","SP3244EER1-L","http://www.exar.com/common/content/document.ashx?id=1281&languageid=1033&type=datasheet&part=sp3244e","http://www.exar.com/connectivity/transceiver/rs232/sp3244e/","Intelligent +3.0V to +5.5V RS-232 Transceiver with Auto On-Line® Plus","3","5","250","15","3","5.5","3.3","▪","4","0.1","▪","▪"
"exar","Connectivity---Serial Transceivers-RS232-RS232","SP3244E","SP3244EER1-L/TR","http://www.exar.com/common/content/document.ashx?id=1281&languageid=1033&type=datasheet&part=sp3244e","http://www.exar.com/connectivity/transceiver/rs232/sp3244e/","Intelligent +3.0V to +5.5V RS-232 Transceiver with Auto On-Line® Plus","3","5","250","15","3","5.5","3.3","▪","4","0.1","▪","▪"
"exar","Connectivity---Serial Transceivers-RS232-RS232","SP3244E","SP3244EEY-L","http://www.exar.com/common/content/document.ashx?id=1281&languageid=1033&type=datasheet&part=sp3244e","http://www.exar.com/connectivity/transceiver/rs232/sp3244e/","Intelligent +3.0V to +5.5V RS-232 Transceiver with Auto On-Line® Plus","3","5","250","15","3","5.5","3.3","▪","4","0.1","▪","▪"
"exar","Connectivity---Serial Transceivers-RS232-RS232","SP3244E","SP3244EEY-L/TR","http://www.exar.com/common/content/document.ashx?id=1281&languageid=1033&type=datasheet&part=sp3244e","http://www.exar.com/connectivity/transceiver/rs232/sp3244e/","Intelligent +3.0V to +5.5V RS-232 Transceiver with Auto On-Line® Plus","3","5","250","15","3","5.5","3.3","▪","4","0.1","▪","▪"
"exar","Connectivity---Serial Transceivers-RS232-RS232","SP3220EB","SP3220EBCA","http://www.exar.com/common/content/document.ashx?id=631&languageid=1033&type=datasheet&part=sp3220eb","http://www.exar.com/connectivity/transceiver/rs232/sp3220eb/","3.0V to 5.5V RS-232 1-driver/1-receiver with low-power shutdown","1","1","250","15","3","5.5","3.3","▪","4","0.1","▪","▪"
"exar","Connectivity---Serial Transceivers-RS232-RS232","SP3220EB","SP3220EBCA/TR","http://www.exar.com/common/content/document.ashx?id=631&languageid=1033&type=datasheet&part=sp3220eb","http://www.exar.com/connectivity/transceiver/rs232/sp3220eb/","3.0V to 5.5V RS-232 1-driver/1-receiver with low-power shutdown","1","1","250","15","3","5.5","3.3","▪","4","0.1","▪","▪"
"exar","Connectivity---Serial Transceivers-RS232-RS232","SP3220EB","SP3220EBCA-L","http://www.exar.com/common/content/document.ashx?id=631&languageid=1033&type=datasheet&part=sp3220eb","http://www.exar.com/connectivity/transceiver/rs232/sp3220eb/","3.0V to 5.5V RS-232 1-driver/1-receiver with low-power shutdown","1","1","250","15","3","5.5","3.3","▪","4","0.1","▪","▪"
"exar","Connectivity---Serial Transceivers-RS232-RS232","SP3220EB","SP3220EBCA-L/TR","http://www.exar.com/common/content/document.ashx?id=631&languageid=1033&type=datasheet&part=sp3220eb","http://www.exar.com/connectivity/transceiver/rs232/sp3220eb/","3.0V to 5.5V RS-232 1-driver/1-receiver with low-power shutdown","1","1","250","15","3","5.5","3.3","▪","4","0.1","▪","▪"
