brand,Series,PartNo,DetailLink,dataSheet,原厂链接,"PartNumber","Status","Note For Status","Regulated Outputs (#)","Description","VIN (Min) (V)","VIN (Max) (V)","VOUT (Min) (V)","VOUT (Max) (V)","Isw Limit(Typ)(A)","MaxDutyCycle","IOUT(max)(A)","Iq (Typ)(mA)","VFB(Typ)(V)","SwitchingFreq(Max)(kHz)","Common Features","Special Features","Control Mode","Package","Grade"
"mps","DC-DC Power Conversion---Switching Regulators---Step-down(Buck)---Converters","MPQ4456","http://www.monolithicpower.com/Products/Product-Detail?ProductID=161","http://new.zlgmcu.com/mps_datasheet/MPQ4456.pdf","http://www.monolithicpower.com/DesktopModules/DocumentManage/API/Document/GetDocument?id=397","MPQ4456","Active","","1.0","1A, 4MHz, 36V Step-Down Converter","3.8","36.0","0.8","36.0","1.8","","1.0","0.12","0.796","4000.0","","Programmable Frequency","Current Mode","TQFN3x3-10","Industrial"
"mps","DC-DC Power Conversion---Switching Regulators---Step-down(Buck)---Converters","MPQ2459","http://www.monolithicpower.com/Products/Product-Detail?ProductID=125","http://new.zlgmcu.com/mps_datasheet/MPQ2459.pdf","http://www.monolithicpower.com/DesktopModules/DocumentManage/API/Document/GetDocument?id=1799","MPQ2459","Active","","1.0","0.5A, 55V, 480kHz Step-Down Converter in a TSOT23-6","4.5","55.0","0.81","52.0","1.25","0.935","0.5","0.73","0.812","480.0","","","","TSOT23-6","Industrial"
"mps","DC-DC Power Conversion---Switching Regulators---Step-down(Buck)---Converters","MP4470","http://www.monolithicpower.com/Products/Product-Detail?ProductID=282","http://new.zlgmcu.com/mps_datasheet/MP4470.pdf","http://www.monolithicpower.com/DesktopModules/DocumentManage/API/Document/GetDocument?id=1541","MP4470","Active","","1.0","High-Efficiency, Fast-Transient, 5A, 36V Synchronous, Step-Down Converter","4.5","36.0","0.8","32.4","8.0","","5.0","0.5","0.815","1000.0","Power Good,External Soft Start,Light Load Efficiency,Sync Rectification","Programmable Frequency","COT","QFN3x4-20","Catalog"
"mps","DC-DC Power Conversion---Switching Regulators---Step-down(Buck)---Converters","MP2359","http://www.monolithicpower.com/Products/Product-Detail?ProductID=111","http://new.zlgmcu.com/mps_datasheet/MP2359.pdf","http://www.monolithicpower.com/DesktopModules/DocumentManage/API/Document/GetDocument?id=269","MP2359","Active","","1.0","1.2A, 24V, 1.4MHz Asynchronous Step-Down Converter in a TSOT23-6","4.5","24.0","0.81","15.0","1.8","0.87","1.2","0.8","0.81","1400.0","","","Current Mode","TSOT23-6,SOT23-6","Catalog"
"mps","DC-DC Power Conversion---Switching Regulators---Step-down(Buck)---Converters","MP1591","http://www.monolithicpower.com/Products/Product-Detail?ProductID=103","http://new.zlgmcu.com/mps_datasheet/MP1591.pdf","http://www.monolithicpower.com/DesktopModules/DocumentManage/API/Document/GetDocument?id=246","MP1591","Active","","1.0","2A, 32V, 330KHz Step-Down Converter","6.5","32.0","1.23","21.0","3.6","0.9","2.0","1.0","1.23","330.0","","","","SOIC8,SOIC8E","Catalog"
"mps","DC-DC Power Conversion---Switching Regulators---Step-down(Buck)---Converters","MP1471","http://www.monolithicpower.com/Products/Product-Detail?ProductID=176","http://new.zlgmcu.com/mps_datasheet/MP1471.pdf","http://www.monolithicpower.com/DesktopModules/DocumentManage/API/Document/GetDocument?id=420","MP1471","Active","","1.0","4.7V to 16V, 500kHz, 2.5A Sync Buck with TSOT23-6 Package","4.7","16.0","0.8","14.4","4.2","0.92","3.0","0.83","0.8","500.0","Light Load Efficiency,Sync Rectification","","Current Mode","TSOT23-6","Catalog"
"mps","DC-DC Power Conversion---Switching Regulators---Step-down(Buck)---Converters","MP1470","http://www.monolithicpower.com/Products/Product-Detail?ProductID=175","http://new.zlgmcu.com/mps_datasheet/MP1470.pdf","http://www.monolithicpower.com/DesktopModules/DocumentManage/API/Document/GetDocument?id=418","MP1470","Active","","1.0","4.7V to 16V, 500kHz, 2A Sync Buck with TSOT23-6 Package","4.7","16.0","0.8","14.4","3.7","0.92","2.0","0.83","0.8","500.0","Light Load Efficiency,Sync Rectification","","Current Mode","TSOT23-6","Catalog"
"mps","DC-DC Power Conversion---Switching Regulators---Step-down(Buck)---Converters","MP9447","http://www.monolithicpower.com/Products/Product-Detail?ProductID=733","http://new.zlgmcu.com/mps_datasheet/MP9447.pdf","http://www.monolithicpower.com/DesktopModules/DocumentManage/API/Document/GetDocument?id=3464","MP9447","Active","","1.0","High-Efficiency, Fast-Transient, 5A, 36V Synchronous, Step-Down Converter","4.5","36.0","0.8","32.4","8.0","","5.0","0.5","0.815","650.0","External Soft Start,Light Load Efficiency,Sync Rectification","","COT","QFN3x4-20","Catalog"
"mps","DC-DC Power Conversion---Switching Regulators---Step-down(Buck)---Converters","MP4458","http://www.monolithicpower.com/Products/Product-Detail?ProductID=150","http://new.zlgmcu.com/mps_datasheet/MP4458.pdf","http://www.monolithicpower.com/DesktopModules/DocumentManage/API/Document/GetDocument?id=372","MP4458","Active","","1.0","1A, 4MHz, 36V Step-Down Converter","3.8","36.0","0.8","30.0","1.8","","1.0","0.12","0.8","4000.0","","Programmable Frequency","Current Mode","TQFN3x3-10","Catalog"
"mps","DC-DC Power Conversion---Switching Regulators---Step-down(Buck)---Converters","MP2362","http://www.monolithicpower.com/Products/Product-Detail?ProductID=114","http://new.zlgmcu.com/mps_datasheet/MP2362.pdf","http://www.monolithicpower.com/DesktopModules/DocumentManage/API/Document/GetDocument?id=278","MP2362","Active","","2.0","Dual 2A, 23V, 380KHz Step-Down Converter with Frequency Synchronization","4.75","23.0","1.22","16.0","3.4","0.9","2.0","2.0","1.222","380.0","","External Frequency Sync","Current Mode","TSSOP20F","Catalog"
"mps","DC-DC Power Conversion---Switching Regulators---Step-down(Buck)---Converters","MP9181","http://www.monolithicpower.com/Products/Product-Detail?ProductID=307","http://new.zlgmcu.com/mps_datasheet/MP9181.pdf","http://www.monolithicpower.com/DesktopModules/DocumentManage/API/Document/GetDocument?id=757","MP9181","Active","","1.0","High Efficiency, Fast Transient, 3A, 20V Synchronous Step-Down Converter with 4.1V UVLO","4.5","20.0","0.815","13.0","5.0","0.8","3.0","0.36","0.815","","Power Good,Light Load Efficiency,Sync Rectification","Output Discharge/Soft Stop,Programmable Frequency","COT","QFN2X3-12","Catalog"
"mps","DC-DC Power Conversion---Switching Regulators---Step-down(Buck)---Converters","MP2365","http://www.monolithicpower.com/Products/Product-Detail?ProductID=117","http://new.zlgmcu.com/mps_datasheet/MP2365.pdf","http://www.monolithicpower.com/DesktopModules/DocumentManage/API/Document/GetDocument?id=287","MP2365","Active","","1.0","3A, 28V, 1.4MHz Step-Down Converter","4.75","28.0","0.92","21.0","6.5","0.65","3.0","1.3","0.92","1400.0","External Soft Start","","Current Mode","SOIC8N","Catalog"
"mps","DC-DC Power Conversion---Switching Regulators---Step-down(Buck)---Converters","MP28369","http://www.monolithicpower.com/Products/Product-Detail?ProductID=143","http://new.zlgmcu.com/mps_datasheet/MP28369.pdf","http://www.monolithicpower.com/DesktopModules/DocumentManage/API/Document/GetDocument?id=358","MP28369","Active","","1.0","2A, 16V, 1.4MHz Step-Down Converter","4.75","16.0","0.92","16.0","3.5","0.7","2.0","1.2","0.92","1400.0","External Soft Start","","","MSOP10","Catalog"
"mps","DC-DC Power Conversion---Switching Regulators---Step-down(Buck)---Converters","MP1499","http://www.monolithicpower.com/Products/Product-Detail?ProductID=189","http://new.zlgmcu.com/mps_datasheet/MP1499.pdf","http://www.monolithicpower.com/DesktopModules/DocumentManage/API/Document/GetDocument?id=451","MP1499","Active","","1.0","High Efficiency, 5A peak, 16V, 500kHz, with SS, Synchronous Step-Down Converter in QFN 2x3mm","4.5","16.0","0.807","13.0","9.0","0.95","5.0","0.6","0.807","500.0"," External Soft Start,Light Load Efficiency,Sync Rectification","External Frequency Sync","Current Mode","QFN2x3-10","Catalog"
"mps","DC-DC Power Conversion---Switching Regulators---Step-down(Buck)---Converters","NB650H","http://www.monolithicpower.com/Products/Product-Detail?ProductID=348","http://new.zlgmcu.com/mps_datasheet/NB650H.pdf","http://www.monolithicpower.com/DesktopModules/DocumentManage/API/Document/GetDocument?id=1743","NB650H","Active","","1.0","Wide Vin 4.5-28V, 6A, OCP Latch-Off Mode, COT Synchronous Step-Down Converter with 2-Bit VID","4.5","28.0","0.6","13.0","10.0","","6.0","0.4","0.6","1000.0","Power Good,External Soft Start,Light Load Efficiency,Sync Rectification"," Output Discharge/Soft Stop,Dynamic Voltage Scaling,Programmable Frequency","COT","QFN3x4-17","Catalog"
"mps","DC-DC Power Conversion---Switching Regulators---Step-down(Buck)---Converters","MP2355","http://www.monolithicpower.com/Products/Product-Detail?ProductID=108","http://new.zlgmcu.com/mps_datasheet/MP2355.pdf","http://www.monolithicpower.com/DesktopModules/DocumentManage/API/Document/GetDocument?id=260","MP2355","Active","","1.0","3A, 23V, 380KHz Step-Down Converter","4.75","23.0","","","4.3","0.9","3.0","1.0","1.222","380.0","External Soft Start","","","SOIC8N","Catalog"
"mps","DC-DC Power Conversion---Switching Regulators---Step-down(Buck)---Converters","MP2451","http://www.monolithicpower.com/Products/Product-Detail?ProductID=122","http://new.zlgmcu.com/mps_datasheet/MP2451.pdf","http://www.monolithicpower.com/DesktopModules/DocumentManage/API/Document/GetDocument?id=302","MP2451","Active","","1.0","36V, 2MHz, 0.6A Step-Down Converter","3.3","36.0","0.8","29.0","1.0","","0.6","0.13","0.794","2000.0","","","Current Mode","SOT23-6L","Catalog"
"mps","DC-DC Power Conversion---Switching Regulators---Step-down(Buck)---Converters","MP2128","http://www.monolithicpower.com/Products/Product-Detail?ProductID=210","http://new.zlgmcu.com/mps_datasheet/MP2128.pdf","http://www.monolithicpower.com/DesktopModules/DocumentManage/API/Document/GetDocument?id=509","MP2128","Active","","1.0","2.5V-6V Input, 3MHz, 1A Synchronous Step-Down Converter","2.5","6.0","0.6","6.0","1.5","1.0","1.0","0.35","0.594","3000.0","Sync Rectification","100% Duty Cycle","Current Mode","QFN2x2-8,SOT23","Catalog"
"mps","DC-DC Power Conversion---Switching Regulators---Step-down(Buck)---Converters","MP4459","http://www.monolithicpower.com/Products/Product-Detail?ProductID=151","http://new.zlgmcu.com/mps_datasheet/MP4459.pdf","http://www.monolithicpower.com/DesktopModules/DocumentManage/API/Document/GetDocument?id=375","MP4459","Active","","1.0","1.5A, 4MHz, 36V Step-Down Converter","3.8","36.0","0.8","30.0","2.5","","1.5","0.12","0.8","4000.0","","Programmable Frequency","Current Mode","TQFN3x3-10","Catalog"
"mps","DC-DC Power Conversion---Switching Regulators---Step-down(Buck)---Converters","MP38900-B","http://www.monolithicpower.com/Products/Product-Detail?ProductID=281","http://new.zlgmcu.com/mps_datasheet/MP38900-B.pdf","http://www.monolithicpower.com/DesktopModules/DocumentManage/API/Document/GetDocument?id=1539","MP38900-B","Active","","1.0","Wide Vin 4.5-16V, 10A, COT Synchronous Step-Down Converter with OCP Hiccup and Hi-Z SHDN, Internal Bias Supply","4.5","16.0","0.815","13.0","16.5","","10.0","0.42","0.815",""," Power Good,External Soft Start,Light Load Efficiency,Sync Rectification","Programmable Frequency","COT","QFN3x4-20","Catalog"
"mps","DC-DC Power Conversion---Switching Regulators---Step-down(Buck)---Converters","MP2308","http://www.monolithicpower.com/Products/Product-Detail?ProductID=239","http://new.zlgmcu.com/mps_datasheet/MP2308.pdf","http://www.monolithicpower.com/DesktopModules/DocumentManage/API/Document/GetDocument?id=586","MP2308","Active","","1.0","18V, 4A Synchronous Step-Down Coverter with Low Rds, Ext.SS and Light Load Mode Selectable","4.75","18.0","0.815","16.0","5.6","0.95","4.0","1.0","0.815","2000.0","External Soft Start,Light Load Efficiency,Sync Rectification","","","QFN2x3-14","Catalog"
"mps","DC-DC Power Conversion---Switching Regulators---Step-down(Buck)---Converters","MP28114","http://www.monolithicpower.com/Products/Product-Detail?ProductID=245","http://new.zlgmcu.com/mps_datasheet/MP28114.pdf","http://www.monolithicpower.com/DesktopModules/DocumentManage/API/Document/GetDocument?id=604","MP28114","Active","","1.0","Ultra-small 1.7MHz, 600mA, 1.5V,1.8V and 3.3V Fixed Out-put Versions, Synchronous Step-Down Converter","2.5","6.0","0.6","6.0","1.0","1.0","0.6","0.4","0.6","1700.0","Sync Rectification","Fixed Output,100% Duty Cycle","Current Mode","QFN2x2-8","Catalog"
"mps","DC-DC Power Conversion---Switching Regulators---Step-down(Buck)---Converters","MP4350","http://www.monolithicpower.com/Products/Product-Detail?ProductID=149","http://new.zlgmcu.com/mps_datasheet/MP4350.pdf","http://www.monolithicpower.com/DesktopModules/DocumentManage/API/Document/GetDocument?id=369","MP4350","Active","","1.0","2.5A, 4MHz, 20V Step-Down Converter","4.5","20.0","0.8","16.0","3.5","","2.5","0.1","0.8","4000.0","Light Load Efficiency","Programmable Frequency","Current Mode","QFN3x3-10","Catalog"
"mps","DC-DC Power Conversion---Switching Regulators---Step-down(Buck)---Converters","MP4460","http://www.monolithicpower.com/Products/Product-Detail?ProductID=152","http://new.zlgmcu.com/mps_datasheet/MP4460.pdf","http://www.monolithicpower.com/DesktopModules/DocumentManage/API/Document/GetDocument?id=378","MP4460","Active","","1.0","2.5A, 4MHz, 36V Step-Down Converter","3.8","36.0","0.8","30.0","3.5","","2.5","0.12","0.8","4000.0","","Programmable Frequency","Current Mode","QFN3x3-10","Catalog"
"mps","DC-DC Power Conversion---Switching Regulators---Step-down(Buck)---Converters","MP29368","http://www.monolithicpower.com/Products/Product-Detail?ProductID=147","http://new.zlgmcu.com/mps_datasheet/MP29368.pdf","http://www.monolithicpower.com/DesktopModules/DocumentManage/API/Document/GetDocument?id=366","MP29368","Active","","1.0","1.2A, 24V, 1.4MHz Step-Down Converter in a TSOT23-6","4.5","24.0","0.81","15.0","1.8","0.87","1.2","0.8","0.81","1400.0","","","","TSOT23-6","Catalog"
"mps","DC-DC Power Conversion---Switching Regulators---Step-down(Buck)---Converters","MPQ2128-AEC1","http://www.monolithicpower.com/Products/Product-Detail?ProductID=310","http://new.zlgmcu.com/mps_datasheet/MPQ2128-AEC1.pdf","http://www.monolithicpower.com/DesktopModules/DocumentManage/API/Document/GetDocument?id=1543","MPQ2128-AEC1","Active","","1.0","2.5V-to-6V Input, 3MHz, 1A Synchronous, Step-Down Converter with AEC-Q100 qualification","2.5","6.0","0.6","6.0","1.8","1.0","1.0","0.35","0.594","3000.0","Sync Rectification","","Current Mode","QFN2x2-8","Automotive"
"mps","DC-DC Power Conversion---Switching Regulators---Step-down(Buck)---Converters","MP28266","http://www.monolithicpower.com/Products/Product-Detail?ProductID=264","http://new.zlgmcu.com/mps_datasheet/MP28266.pdf","http://www.monolithicpower.com/DesktopModules/DocumentManage/API/Document/GetDocument?id=652","MP28266","Active","","1.0","21V, 3A, 500kHz, Synchronous Step-Down Converter with Low Rds_on,SS and AAM (LL Mode)","6.0","21.0","0.6","18.0","5.5","0.9","3.0","0.6","0.603","500.0","External Soft Start,Light Load Efficiency,Sync Rectification","External Frequency Sync","Current Mode","QFN3x4-14","Catalog"
"mps","DC-DC Power Conversion---Switching Regulators---Step-down(Buck)---Converters","MP28367","http://www.monolithicpower.com/Products/Product-Detail?ProductID=141","http://new.zlgmcu.com/mps_datasheet/MP28367.pdf","http://www.monolithicpower.com/DesktopModules/DocumentManage/API/Document/GetDocument?id=355","MP28367","Active","","1.0","1A, 21V, 1.4MHz Asynchronous Step-Down Converter in a TSOT23-6","6.0","21.0","0.81","15.0","1.8","0.87","1.0","0.8","0.81","1400.0","","","Current Mode","TSOT23-6","Catalog"
"mps","DC-DC Power Conversion---Switching Regulators---Step-down(Buck)---Converters","MP2467","http://www.monolithicpower.com/Products/Product-Detail?ProductID=126","http://new.zlgmcu.com/mps_datasheet/MP2467.pdf","http://www.monolithicpower.com/DesktopModules/DocumentManage/API/Document/GetDocument?id=311","MP2467","Active","","1.0","2.5A, 36V, 500kHz Step-Down Converter","6.0","36.0","0.8","30.0","3.5","","2.5","0.1","0.8","500.0","","","","SOIC8E","Catalog"
"mps","DC-DC Power Conversion---Switching Regulators---Step-down(Buck)---Converters","MP8606","http://www.monolithicpower.com/Products/Product-Detail?ProductID=286","http://new.zlgmcu.com/mps_datasheet/MP8606.pdf","http://www.monolithicpower.com/DesktopModules/DocumentManage/API/Document/GetDocument?id=707","MP8606","Active","","1.0","6A, 6.5V, Fast-Transient, Synchronous Step-Down Converter  with SS, PG and +/-1% Vfb","2.9","6.5","0.6","5.85","10.0","","6.0","2.0","0.6","","Power Good,External Soft Start,Sync Rectification","Programmable Frequency","COT","QFN3x4-18","Catalog"
"mps","DC-DC Power Conversion---Switching Regulators---Step-down(Buck)---Converters","MP28251","http://www.monolithicpower.com/Products/Product-Detail?ProductID=251","http://new.zlgmcu.com/mps_datasheet/MP28251.pdf","http://www.monolithicpower.com/DesktopModules/DocumentManage/API/Document/GetDocument?id=622","MP28251","Active","","1.0","High Efficiency, 20V, 4A Synchronous Step-Down Converter with Low  Rds_on,SS and Low Power Mode","4.75","20.0","0.8","17.0","5.6","0.95","4.0","1.0","0.815","2000.0","External Soft Start,Light Load Efficiency,Sync Rectification","External Frequency Sync,Programmable Frequency","Current Mode","QFN2x3-14","Catalog"
"mps","DC-DC Power Conversion---Switching Regulators---Step-down(Buck)---Converters","MPQ28261","http://www.monolithicpower.com/Products/Product-Detail?ProductID=311","http://new.zlgmcu.com/mps_datasheet/MPQ28261.pdf","http://www.monolithicpower.com/DesktopModules/DocumentManage/API/Document/GetDocument?id=765","MPQ28261","Active","","1.0","21V, 3A, 500kHz Synchronous Step-down Converter","4.5","21.0","0.603","18.0","5.2","0.92","3.0","0.7","0.603","500.0","Power Good,External Soft Start,Sync Rectification","","Current Mode","QFN3x4-14","Industrial"
"mps","DC-DC Power Conversion---Switching Regulators---Step-down(Buck)---Converters","NB650","http://www.monolithicpower.com/Products/Product-Detail?ProductID=347","http://new.zlgmcu.com/mps_datasheet/NB650.pdf","http://www.monolithicpower.com/DesktopModules/DocumentManage/API/Document/GetDocument?id=1777","NB650","Active","","1.0","Wide Vin 4.5-28V ,6A, OCP Hiccup Mode, COT Synchronous Step-Down Converter with 2-Bit VID","4.5","28.0","0.6","13.0","10.0","","6.0","0.4","0.6","1000.0","Power Good,External Soft Start,Light Load Efficiency,Sync Rectification","Output Discharge/Soft Stop,Dynamic Voltage Scaling,Programmable Frequency","COT","QFN3x4-17","Catalog"
"mps","DC-DC Power Conversion---Switching Regulators---Step-down(Buck)---Converters","MP28257","http://www.monolithicpower.com/Products/Product-Detail?ProductID=257","http://new.zlgmcu.com/mps_datasheet/MP28257.pdf","http://www.monolithicpower.com/DesktopModules/DocumentManage/API/Document/GetDocument?id=640","MP28257","Active","","1.0","4A, Fast Transient, 4.2V to 20V Input Synchronous Step-Down Converter","4.2","20.0","0.815","13.0","7.0","","4.0","0.36","0.815","","Power Good,Light Load Efficiency,Sync Rectification","Programmable Frequency","COT","QFN2X3-12","Catalog"
"mps","DC-DC Power Conversion---Switching Regulators---Step-down(Buck)---Converters","MPQ4561-AEC1","http://www.monolithicpower.com/Products/Product-Detail?ProductID=172","http://new.zlgmcu.com/mps_datasheet/MPQ4561-AEC1.pdf","http://www.monolithicpower.com/DesktopModules/DocumentManage/API/Document/GetDocument?id=1534","MPQ4561-AEC1","Active","","1.0","1.5A, 2MHz, 55V Step-Down Converter","3.8","55.0","0.8","52.0","2.5","","1.5","0.14","0.795","2000.0","External Soft Start,Light Load Efficiency","Programmable Frequency","Current Mode","QFN3x3-10","Automotive"
"mps","DC-DC Power Conversion---Switching Regulators---Step-down(Buck)---Converters","MPQ4561","http://www.monolithicpower.com/Products/Product-Detail?ProductID=171","http://new.zlgmcu.com/mps_datasheet/MPQ4561.pdf","http://www.monolithicpower.com/DesktopModules/DocumentManage/API/Document/GetDocument?id=411","MPQ4561","Active","","1.0","1.5A, 2MHz, 55V Step-Down Converter","3.8","55.0","0.8","52.0","2.5","","1.5","0.14","0.795","2000.0","External Soft Start,Light Load Efficiency","Programmable Frequency","Current Mode","QFN3x3-10","Industrial"
"mps","DC-DC Power Conversion---Switching Regulators---Step-down(Buck)---Converters","MPQ4560-AEC1","http://www.monolithicpower.com/Products/Product-Detail?ProductID=170","http://new.zlgmcu.com/mps_datasheet/MPQ4560-AEC1.pdf","http://www.monolithicpower.com/DesktopModules/DocumentManage/API/Document/GetDocument?id=1533","MPQ4560-AEC1","Active","","1.0","2A, 2MHz, 55V Step-Down Converter","3.8","55.0","0.8","52.0","3.2","","2.0","0.14","0.797","2000.0","Light Load Efficiency","Programmable Frequency","Current Mode","QFN3x3-10,SOIC8E","Automotive"
"mps","DC-DC Power Conversion---Switching Regulators---Step-down(Buck)---Converters","MPQ4558-AEC1","http://www.monolithicpower.com/Products/Product-Detail?ProductID=167","http://new.zlgmcu.com/mps_datasheet/MPQ4558-AEC1.pdf","http://www.monolithicpower.com/DesktopModules/DocumentManage/API/Document/GetDocument?id=1531","MPQ4558-AEC1","Active","","1.0","1A 2MHz 55V Step-Down Converter Light-Load Efficiency","3.8","55.0","0.8","52.0","1.9","","1.0","0.14","0.8","2000.0","Light Load Efficiency","Programmable Frequency","Current Mode","QFN3x3-10","Automotive"
"mps","DC-DC Power Conversion---Switching Regulators---Step-down(Buck)---Converters","MPQ4558","http://www.monolithicpower.com/Products/Product-Detail?ProductID=166","http://new.zlgmcu.com/mps_datasheet/MPQ4558.pdf","http://www.monolithicpower.com/DesktopModules/DocumentManage/API/Document/GetDocument?id=405","MPQ4558","Active","","1.0","1A 2MHz 55V Step-Down Converter Light-Load Efficiency","3.8","55.0","0.8","52.0","1.9","","1.0","0.14","0.8","2000.0","Light Load Efficiency","Programmable Frequency","Current Mode","QFN3x3-10,SOIC8E","Industrial"
"mps","DC-DC Power Conversion---Switching Regulators---Step-down(Buck)---Converters","MP28258","http://www.monolithicpower.com/Products/Product-Detail?ProductID=258","http://new.zlgmcu.com/mps_datasheet/MP28258.pdf","http://www.monolithicpower.com/DesktopModules/DocumentManage/API/Document/GetDocument?id=643","MP28258","Active","","1.0","High Effeciency, Fast Transient, 3A, 20V Synchronous Step-down Converter with Programmable Frequency","4.2","20.0","0.815","13.0","5.0","","3.0","0.36","0.815","","Power Good,Light Load Efficiency,Sync Rectification","Programmable Frequency","COT","QFN2X3-12","Catalog"
"mps","DC-DC Power Conversion---Switching Regulators---Step-down(Buck)---Converters","MP28313","http://www.monolithicpower.com/Products/Product-Detail?ProductID=266","http://new.zlgmcu.com/mps_datasheet/MP28313.pdf","http://www.monolithicpower.com/DesktopModules/DocumentManage/API/Document/GetDocument?id=658","MP28313","Active","","1.0","2A, 16V, 340KHz Synchronous Rectified Step-Down Converter","5.0","16.0","0.923","13.0","3.4","0.9","2.0","1.3","0.923","340.0","External Soft Start,Sync Rectification","","","SOIC8","Catalog"
"mps","DC-DC Power Conversion---Switching Regulators---Step-down(Buck)---Converters","MP1472","http://www.monolithicpower.com/Products/Product-Detail?ProductID=178","http://new.zlgmcu.com/mps_datasheet/MP1472.pdf","http://www.monolithicpower.com/DesktopModules/DocumentManage/API/Document/GetDocument?id=1791","MP1472","Active","","1.0","4.75V to 18V, 340kHz, 2A Sync Buck with TSOT23-8 package, Low Cost","4.75","18.0","0.923","15.0","4.1","0.9","2.0","1.3","0.923","340.0","External Soft Start,Sync Rectification","","","TSOT23-8","Catalog"
"mps","DC-DC Power Conversion---Switching Regulators---Step-down(Buck)---Converters","MP28259-A","http://www.monolithicpower.com/Products/Product-Detail?ProductID=261","http://new.zlgmcu.com/mps_datasheet/MP28259-A.pdf","http://www.monolithicpower.com/DesktopModules/DocumentManage/API/Document/GetDocument?id=1737","MP28259-A","Active","","1.0","MP28259 Hiccup Version. 2A, 4.2V to 20V, COT, Sync Step-Down Converter with Programmable Frequency","4.2","20.0","0.815","13.0","4.0","","2.0","0.36","0.815","","Power Good,Light Load Efficiency,Sync Rectification","Programmable Frequency","COT","QFN2x3-12","Catalog"
"mps","DC-DC Power Conversion---Switching Regulators---Step-down(Buck)---Converters","MP4559","http://www.monolithicpower.com/Products/Product-Detail?ProductID=155","http://new.zlgmcu.com/mps_datasheet/MP4559.pdf","http://www.monolithicpower.com/DesktopModules/DocumentManage/API/Document/GetDocument?id=1796","MP4559","Active","","1.0","1.5A, 2MHz, 55V Step-Down Converter with Superior Light-Load Efficiency. Available in Automotive (AEC-Q100) and Industrial Grade","3.8","55.0","0.8","52.0","2.3","","1.5","0.14","0.8","2000.0","Light Load Efficiency","Programmable Frequency","","QFN3x3-10,SOIC8E","Catalog"
"mps","DC-DC Power Conversion---Switching Regulators---Step-down(Buck)---Converters","MP4558","http://www.monolithicpower.com/Products/Product-Detail?ProductID=154","http://new.zlgmcu.com/mps_datasheet/MP4558.pdf","http://www.monolithicpower.com/DesktopModules/DocumentManage/API/Document/GetDocument?id=384","MP4558","Active","","1.0","1A, 2MHz, 55V  Step-Down Converter with Superior Light-Load Efficiency. Available in Automotive (AEC-Q100) and Industrial Grade","3.8","55.0","0.8","52.0","1.9","","1.0","0.14","0.8","2000.0","Light Load Efficiency","Programmable Frequency","","QFN3x3-10,SOIC8E","Catalog"
"mps","DC-DC Power Conversion---Switching Regulators---Step-down(Buck)---Converters","MP24971","http://www.monolithicpower.com/Products/Product-Detail?ProductID=135","http://new.zlgmcu.com/mps_datasheet/MP24971.pdf","http://www.monolithicpower.com/DesktopModules/DocumentManage/API/Document/GetDocument?id=338","MP24971","Active","","1.0","1.5A, 50V, 100kHz, 5V Fixed Output Step-Down Converter with Programmable Current Limit,Output Line-drop Compensation and Output Over-voltage Protection","8.0","50.0","5.0","5.0","4.4","","1.5","1.2","0.8","100.0","","Fixed Output,Programmable I-limit","Current Mode","SOIC8,SOIC8E","Catalog"
"mps","DC-DC Power Conversion---Switching Regulators---Step-down(Buck)---Converters","MP2227","http://www.monolithicpower.com/Products/Product-Detail?ProductID=227","http://new.zlgmcu.com/mps_datasheet/MP2227.pdf","http://www.monolithicpower.com/DesktopModules/DocumentManage/API/Document/GetDocument?id=557","MP2227","Active","","1.0","3A, 24V, 1.3MHz Step-Down Converter with 3-24V Input Range","3.0","24.0","0.8","21.0","4.5","0.9","3.0","1.0","0.8","1300.0","Power Good,Sync Rectification","External Frequency Sync","Current Mode","QFN3x3-10","Catalog"
"mps","DC-DC Power Conversion---Switching Regulators---Step-down(Buck)---Converters","MP28259","http://www.monolithicpower.com/Products/Product-Detail?ProductID=260","http://new.zlgmcu.com/mps_datasheet/MP28259.pdf","http://www.monolithicpower.com/DesktopModules/DocumentManage/API/Document/GetDocument?id=646","MP28259","Active","","1.0","High Efficiency, Fast Transient, 2A, 4.2V-20V Input Synchronous,Step-down Converter","4.2","20.0","0.815","13.0","4.0","","2.0","0.36","0.815","","Power Good,Light Load Efficiency,Sync Rectification","Programmable Frequency","COT","QFN2X3-12","Catalog"
"mps","DC-DC Power Conversion---Switching Regulators---Step-down(Buck)---Converters","MP1493","http://www.monolithicpower.com/Products/Product-Detail?ProductID=183","http://new.zlgmcu.com/mps_datasheet/MP1493.pdf","http://www.monolithicpower.com/DesktopModules/DocumentManage/API/Document/GetDocument?id=434","MP1493","Active","","1.0","High Effeciency, Fast Transient, 3A, 16V Synchronous Step-down Converter with Programmable Frequency","4.2","16.0","0.805","13.0","5.0","","3.0","1.0","0.805","","Light Load Efficiency,Sync Rectification","Programmable Frequency","COT","SOIC8","Catalog"
